family_id,regime_type,regime,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars
MTF_TREND_BREAKOUT,MARKET_TREND,BEAR,42,876.2109720905348,0.008762109720905348,0.4523809523809524,1.0763833208471314,0.04172433200431122,-0.8106561315486049,2.2962600636213786,-0.9741652726840181,14.904761904761905
MTF_TREND_BREAKOUT,MARKET_TREND,BULL,68,2720.3922118268347,0.02720392211826835,0.4264705882352941,1.1361144294236314,0.08001153564196578,-0.8979688726266593,2.044953884166459,-0.9117772560520665,17.279411764705884
MTF_TREND_BREAKOUT,MARKET_TREND,STRONG_BULL,794,28173.73618161484,0.2817373618161484,0.4080604534005038,1.1234965736165152,0.07096658987812304,-0.770304705510898,2.0398097880571586,-1.070526775457427,15.610831234256928
MTF_TREND_BREAKOUT,MARKET_TREND,TRANSITION,64,245.1316005790968,0.0024513160057909682,0.421875,1.0134250506960998,0.007660362518096764,-0.7601364081650779,1.9799943475380608,-1.018693803328997,11.953125
MTF_TREND_BREAKOUT,VOLATILITY,HIGH_VOLATILITY,204,-14073.137427836898,-0.140731374278369,0.35784313725490197,0.7934386293468496,-0.13797193556702841,-1.0453116946644248,1.622003924082669,-1.0532011765330456,14.441176470588236
MTF_TREND_BREAKOUT,VOLATILITY,LOW_VOLATILITY,99,10014.77411238617,0.10014774112386171,0.45454545454545453,1.4512765487138266,0.2023186689370943,-0.4081221801284216,2.2928277358668807,-1.0543561169125426,13.282828282828282
MTF_TREND_BREAKOUT,VOLATILITY,NORMAL_VOLATILITY,665,36073.83428156205,0.3607383428156205,0.42255639097744363,1.1923653846569005,0.1084927346813896,-0.7526402221145517,2.1412776697617315,-1.0509415975991565,16.090225563909776
MTF_PULLBACK_RECLAIM,MARKET_TREND,BEAR,23,1178.154768413065,0.011781547684130651,0.5217391304347826,1.259459363457677,0.10244824073157088,0.033219793353513494,2.204323322818303,-0.9365046870110608,18.0
MTF_PULLBACK_RECLAIM,MARKET_TREND,BULL,145,4831.697102350905,0.04831697102350905,0.36551724137931035,1.1138414636633909,0.06664409796346071,-0.7532009983238522,2.0168660793589925,-1.0808845812867918,15.23448275862069
MTF_PULLBACK_RECLAIM,MARKET_TREND,STRONG_BULL,1572,26727.328256549812,0.2672732825654981,0.37659033078880405,1.062235229418366,0.03400423442309135,-0.6540787087308566,2.0032409127490087,-1.0824497900438037,14.45674300254453
MTF_PULLBACK_RECLAIM,MARKET_TREND,TRANSITION,99,-13929.570425470425,-0.13929570425470425,0.36363636363636365,0.5185112841292236,-0.2814054631408167,-0.7155441135191397,1.6506610000898871,-1.1285984659216173,13.444444444444445
MTF_PULLBACK_RECLAIM,VOLATILITY,HIGH_VOLATILITY,430,-16498.10441182561,-0.1649810441182561,0.4186046511627907,0.8705770361163366,-0.07673536935732839,-0.9427499488043769,1.7336555558117321,-1.0051494410965682,16.413953488372094
MTF_PULLBACK_RECLAIM,VOLATILITY,LOW_VOLATILITY,167,-364.52657147330046,-0.0036452657147330045,0.32934131736526945,0.9900934924891265,-0.004365587682314974,-0.4566757287388587,1.9882465371837326,-1.2250965025218534,11.131736526946108
MTF_PULLBACK_RECLAIM,VOLATILITY,NORMAL_VOLATILITY,1242,35670.24068514226,0.35670240685142257,0.3687600644122383,1.1045744750962805,0.05744000110328864,-0.6789115148819356,2.0758020217982986,-1.0908251325042388,14.301932367149758
MTF_COMPRESSION_EXPANSION,MARKET_TREND,BEAR,91,7608.947211821529,0.07608947211821529,0.45054945054945056,1.3534032200558959,0.16722960905102263,-0.523600671462802,2.365823537168032,-0.9024822409683291,16.78021978021978
MTF_COMPRESSION_EXPANSION,MARKET_TREND,BULL,80,-4130.9772684841755,-0.041309772684841754,0.3625,0.8330899254240623,-0.10327443171210438,-0.864409254915055,1.789862651790639,-1.000821094887505,14.15
MTF_COMPRESSION_EXPANSION,MARKET_TREND,STRONG_BULL,1077,48199.65776377768,0.4819965776377768,0.37697307335190344,1.1698270530671697,0.08950725675724731,-0.6099887015587467,2.0304147424344983,-1.061106307053524,15.984215413184772
MTF_COMPRESSION_EXPANSION,MARKET_TREND,TRANSITION,84,-13779.084033922667,-0.13779084033922667,0.2857142857142857,0.4495718361403333,-0.32807342937911116,-0.7317420152040842,1.5297922146637386,-1.200471228894023,11.904761904761905
MTF_COMPRESSION_EXPANSION,VOLATILITY,LOW_VOLATILITY,282,11801.127990087622,0.11801127990087622,0.36524822695035464,1.1743317750567517,0.0836959431921108,-0.5002997777140777,2.1779314815222133,-1.0721900044298758,14.73758865248227
MTF_COMPRESSION_EXPANSION,VOLATILITY,NORMAL_VOLATILITY,1050,26097.415683104744,0.26097415683104747,0.3780952380952381,1.0907937546581372,0.04970936320591382,-0.6676688377739785,1.9614871427333207,-1.050938158279654,15.921904761904761
MTF_RANGE_RECLAIM,MARKET_TREND,BEAR,455,-45126.75481288061,-0.4512675481288061,0.31868131868131866,0.6483979549599282,-0.1983593618148598,-0.6982300339652797,1.577261071674943,-1.1771490776888551,12.751648351648353
MTF_RANGE_RECLAIM,MARKET_TREND,BULL,173,-18507.01652664034,-0.18507016526640338,0.3063583815028902,0.6780151675951005,-0.21395394828485942,-0.8894942963407799,1.5235133516034116,-1.2254633993028308,13.358381502890174
MTF_RANGE_RECLAIM,MARKET_TREND,STRONG_BULL,2021,-114227.99479721554,-1.1422799479721553,0.3458683819891143,0.8062594451321469,-0.1130410636291099,-0.7189580461821973,1.6387689907527518,-1.1661339505073893,13.667986145472538
MTF_RANGE_RECLAIM,MARKET_TREND,TRANSITION,288,8858.089856433806,0.08858089856433805,0.4027777777777778,1.1188455744682269,0.06151451289190143,-0.6075583912482374,2.1648906128146894,-1.1454428763359623,16.385416666666668
MTF_RANGE_RECLAIM,VOLATILITY,HIGH_VOLATILITY,460,-24301.486031156943,-0.24301486031156944,0.3934782608695652,0.8267283198870868,-0.10565863491807366,-0.9594676373498664,1.5753634664211589,-1.0752590074248125,16.39782608695652
MTF_RANGE_RECLAIM,VOLATILITY,LOW_VOLATILITY,413,-16504.618695242818,-0.16504618695242818,0.29055690072639223,0.8410600172333981,-0.07992551426267708,-0.5317648889348534,1.8491789939978895,-1.2903595406190969,11.48910411622276
MTF_RANGE_RECLAIM,VOLATILITY,NORMAL_VOLATILITY,2064,-128197.57155390293,-1.2819757155390292,0.3449612403100775,0.7884034329290616,-0.1242224530561075,-0.7398230825934629,1.6609903610303145,-1.1660439084771845,13.646802325581396
