family_id,classification,strategic_objective_met,starting_equity,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,calmar_ratio,recovery_factor,annualized_sharpe,annualized_sortino,annualized_volatility,ulcer_index,trade_count,winning_trades,losing_trades,breakeven_trades,win_rate,profit_factor,gross_profit,gross_loss,expectancy_per_trade,average_r,median_r,payoff_ratio,average_holding_bars,median_holding_bars,maximum_winning_streak,maximum_losing_streak,total_fees,turnover_on_initial_equity,exposure_fraction,average_gross_exposure,maximum_positions_observed,minimum_cash,minimum_equity,capital_feasible
MTF_TREND_BREAKOUT,FRAGILE_POSITIVE_BASELINE,False,100000.0,132015.47096611073,0.32015470966110726,0.04736952811920592,0.003864264554893193,0.19422541339874222,0.24388944417874348,1.6483667304846141,0.4935720343863843,0.6559070351694015,0.10475215805055815,0.07635025080901141,968,399,569,0,0.4121900826446281,1.115225604881833,309865.7890351214,277850.31806901004,33.07383364267697,0.06614766728535396,-0.7814543901602373,1.5903843839041678,15.455578512396695,9.0,6,10,52127.07984831239,260.2146864874898,0.18717685523114355,0.0603010991918776,3,15189.985892661949,97037.17997060705,True
MTF_PULLBACK_RECLAIM,FRAGILE_POSITIVE_BASELINE,False,100000.0,118807.60970184338,0.18807609701843386,0.029132834912672934,0.002395910599730655,0.2950237619760041,0.09874741857248254,0.6374947419785499,0.2672976029622728,0.37195665733563466,0.14760532710677834,0.11664706893734758,1839,693,1146,0,0.3768352365415987,1.0372155304980042,524177.53054314235,505369.920841299,10.227085210355277,0.02045417042071052,-0.6629711648862906,1.715222219265098,14.507884719956499,9.0,7,21,104854.30763816243,523.6532286041121,0.30244449513381993,0.11420366722232136,3,18973.14445167214,87201.56738992788,True
MTF_COMPRESSION_EXPANSION,FRAGILE_POSITIVE_BASELINE,False,100000.0,137898.54367319058,0.3789854367319059,0.05500637280346332,0.004472204547611769,0.18251693469484898,0.3013768168714249,2.076439851269328,0.5359598190733696,0.8633958383246043,0.11134634914668415,0.0604600622192835,1332,500,832,0,0.37537537537537535,1.1067174588631394,393028.2860501697,355129.74237697734,28.452360115009284,0.056904720230018566,-0.6391823357014509,1.8415778515482641,15.67117117117117,9.0,7,18,79522.31410496852,397.02446623595176,0.25039917883211676,0.08718315091282187,3,23662.370134264725,90295.73676763137,True
MTF_RANGE_RECLAIM,CAPITAL_INFEASIBLE,False,100000.0,-69003.6762802991,-1.690036762802991,,,1.6943677207226329,,-0.9974439090956038,,,,0.5113848591495861,2937,1013,1924,0,0.34490977187606403,0.8011606978391308,680947.3869334058,849951.0632137083,-57.542960939837506,-0.11508592187967498,-0.7144149964437039,1.5216517104071943,13.774259448416752,7.0,8,18,171665.17202798353,858.3125526611793,0.45873251216545013,2.3960192870929613,3,-169834.6625934186,-69934.56269331867,False
