family_id,symbol,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars
MTF_TREND_BREAKOUT,AVAX/USDT,107,-213.26791286021557,-0.0021326791286021556,0.4205607476635514,0.9935596501777324,-0.003986316128228393,-1.0443966914850593,1.7873717403105807,-1.0390803495677927,13.906542056074766
MTF_TREND_BREAKOUT,BTC/USDT,289,4416.431519255447,0.04416431519255447,0.35986159169550175,1.0560336494188063,0.03056353992564323,-0.6565948716221308,2.2116404649874726,-1.1221328712946506,15.878892733564014
MTF_TREND_BREAKOUT,ETH/USDT,280,17598.764228261563,0.17598764228261563,0.45357142857142857,1.2306705218627187,0.12570545877329684,-0.7195155369980264,2.084380694047663,-1.0779332824915402,16.303571428571427
MTF_TREND_BREAKOUT,LINK/USDT,120,8511.953917372975,0.08511953917372976,0.425,1.2328315270065437,0.141865898622883,-1.052870538917328,2.1390343425303486,-0.9966449455693221,14.766666666666667
MTF_TREND_BREAKOUT,NEAR/USDT,69,-4096.956007222324,-0.040969560072223236,0.36231884057971014,0.8259201448048608,-0.11875234803542967,-1.0549231140607473,1.6622545379204263,-0.9810535829406719,14.043478260869565
MTF_TREND_BREAKOUT,SOL/USDT,103,5798.54522130387,0.0579854522130387,0.4563106796116505,1.1963531920289305,0.11259311109327905,-1.0418628421876843,1.9068858990983328,-0.9079713688714378,15.320388349514563
MTF_PULLBACK_RECLAIM,AVAX/USDT,180,9896.13815743726,0.0989613815743726,0.4111111111111111,1.176030133198581,0.10995709063819169,-1.0401586080836487,1.991928430347603,-1.0143634820182452,13.78888888888889
MTF_PULLBACK_RECLAIM,BTC/USDT,593,6503.623259220168,0.06503623259220168,0.3608768971332209,1.048883122851811,0.021934648429073073,-0.5216055939429844,2.1135570707235174,-1.106310412966974,15.465430016863406
MTF_PULLBACK_RECLAIM,ETH/USDT,544,12151.929638222071,0.12151929638222071,0.3694852941176471,1.0817565677966277,0.04467621190522818,-0.6942274369934969,1.9378097525595275,-1.1524904329779724,14.772058823529411
MTF_PULLBACK_RECLAIM,LINK/USDT,216,-2382.4352886081433,-0.023824352886081434,0.3888888888888889,0.9656923364601747,-0.022059586005630936,-1.0515339679463969,2.0110323229316815,-1.0143290323896765,13.064814814814815
MTF_PULLBACK_RECLAIM,NEAR/USDT,146,-14662.461396240551,-0.1466246139624055,0.3493150684931507,0.7131243377802419,-0.20085563556493904,-1.0619849436077577,1.6854118782720202,-1.0484557703105266,11.691780821917808
MTF_PULLBACK_RECLAIM,SOL/USDT,160,7300.815331812548,0.07300815331812548,0.43125,1.1556095564340492,0.0912601916476569,-0.8795387372522896,1.932169312545374,-0.9616142469294673,15.3875
MTF_COMPRESSION_EXPANSION,AVAX/USDT,104,17161.774245066557,0.17161774245066558,0.36538461538461536,1.4858864955683517,0.3300341200974338,-1.0602576100182226,2.016264442560276,-1.0416741642005374,17.182692307692307
MTF_COMPRESSION_EXPANSION,BTC/USDT,471,10442.468688298908,0.10442468688298909,0.3651804670912951,1.1022118799919676,0.04434169294394438,-0.4683462970177128,2.143811724996896,-1.0805742876509026,15.295116772823778
MTF_COMPRESSION_EXPANSION,ETH/USDT,440,6503.942179813002,0.06503942179813002,0.3795454545454545,1.05550748389457,0.029563373544604556,-0.6544426418177673,1.9810744141181924,-1.0524686972649586,15.952272727272728
MTF_COMPRESSION_EXPANSION,LINK/USDT,147,-7070.73476458006,-0.0707073476458006,0.3401360544217687,0.8547089972321541,-0.09620047298748381,-1.0031453700020674,1.755182813627063,-1.087572846693081,14.244897959183673
MTF_COMPRESSION_EXPANSION,NEAR/USDT,80,2590.7093010859116,0.025907093010859115,0.3875,1.0975111981734083,0.06476773252714776,-1.0629597656113616,1.8463302560120927,-1.0310031391713825,14.175
MTF_COMPRESSION_EXPANSION,SOL/USDT,90,8270.384023508052,0.08270384023508051,0.4666666666666667,1.327701066951181,0.18378631163351228,-0.7808070295520273,1.9657812984810437,-0.9235373165361694,18.177777777777777
MTF_RANGE_RECLAIM,AVAX/USDT,349,-28088.11531332556,-0.2808811531332556,0.3438395415472779,0.7672349972568885,-0.1609634115376823,-1.0473375343032136,1.5662092567058985,-1.1048556498713766,13.106017191977077
MTF_RANGE_RECLAIM,BTC/USDT,988,-42684.495923362076,-0.42684495923362076,0.3299595141700405,0.8274559053791997,-0.08640586219304064,-0.5798412165517342,1.7986299914985127,-1.2264731503962314,14.294534412955466
MTF_RANGE_RECLAIM,ETH/USDT,802,-45161.820085751555,-0.45161820085751553,0.327930174563591,0.8060741790732868,-0.11262299273254753,-0.7206595295402725,1.5802849432964745,-1.2235750885700085,13.562344139650873
MTF_RANGE_RECLAIM,LINK/USDT,401,-30931.412831524045,-0.30931412831524047,0.38403990024937656,0.7423289963001898,-0.15427138569338675,-0.841909656189248,1.6981248634888957,-1.1272439461732526,13.663341645885287
MTF_RANGE_RECLAIM,NEAR/USDT,188,-24663.009940270524,-0.24663009940270525,0.34574468085106386,0.6276900724439973,-0.26237244617309063,-1.065088252136434,1.529896975843178,-0.9904820015819082,12.159574468085106
MTF_RANGE_RECLAIM,SOL/USDT,209,2525.1778139310586,0.025251778139310586,0.40669856459330145,1.0402553753943793,0.024164380994555545,-0.8637069936710243,1.7083805541110277,-1.039997639451688,14.909090909090908
