family_id,period,start_equity,end_equity,return,trade_count
MTF_TREND_BREAKOUT,2019-01,100000.0,100000.0,0.0,0
MTF_TREND_BREAKOUT,2019-02,100000.0,100000.0,0.0,0
MTF_TREND_BREAKOUT,2019-03,100000.0,100000.0,0.0,0
MTF_TREND_BREAKOUT,2019-04,100000.0,100000.0,0.0,0
MTF_TREND_BREAKOUT,2019-05,100000.0,100000.0,0.0,0
MTF_TREND_BREAKOUT,2019-06,100000.0,100000.0,0.0,0
MTF_TREND_BREAKOUT,2019-07,100000.0,100000.0,0.0,0
MTF_TREND_BREAKOUT,2019-08,100000.0,99842.06136131816,-0.0015793863868183156,2
MTF_TREND_BREAKOUT,2019-09,99842.06136131816,99167.57796542936,-0.006755503509166538,3
MTF_TREND_BREAKOUT,2019-10,99167.57796542936,99167.57796542936,0.0,0
MTF_TREND_BREAKOUT,2019-11,99167.57796542936,98969.4387296781,-0.0019980243524786445,2
MTF_TREND_BREAKOUT,2019-12,98969.4387296781,98969.4387296781,0.0,0
MTF_TREND_BREAKOUT,2020-01,98969.4387296781,97504.1994210487,-0.014804967345844133,11
MTF_TREND_BREAKOUT,2020-02,97504.1994210487,101335.3944777599,0.03929261590228639,18
MTF_TREND_BREAKOUT,2020-03,101335.3944777599,101392.31146737642,0.0005616693940933004,1
MTF_TREND_BREAKOUT,2020-04,101392.31146737642,109068.03722047686,0.07570323274038548,6
MTF_TREND_BREAKOUT,2020-05,109068.03722047686,107048.76999555335,-0.018513831149648774,20
MTF_TREND_BREAKOUT,2020-06,107048.76999555335,104089.76694527824,-0.027641635213538795,11
MTF_TREND_BREAKOUT,2020-07,104089.76694527824,113209.926434071,0.08761821412845872,18
MTF_TREND_BREAKOUT,2020-08,113209.926434071,113108.26551846921,-0.0008979858816620112,14
MTF_TREND_BREAKOUT,2020-09,113108.26551846921,111820.34604235057,-0.011386607956677897,5
MTF_TREND_BREAKOUT,2020-10,111820.34604235057,111242.55152762643,-0.005167168008094913,22
MTF_TREND_BREAKOUT,2020-11,111242.55152762643,116529.76462066043,0.047528693116329235,26
MTF_TREND_BREAKOUT,2020-12,116529.76462066043,118602.86498133885,0.017790307630217717,25
MTF_TREND_BREAKOUT,2021-01,118602.86498133885,126951.6055957021,0.07039240254168266,18
MTF_TREND_BREAKOUT,2021-02,126951.6055957021,129980.98698385766,0.023862489756948158,21
MTF_TREND_BREAKOUT,2021-03,129980.98698385766,126960.3404946104,-0.023239141041623168,15
