family_id,exit_reason,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,average_exit_efficiency,average_giveback_r
MTF_TREND_BREAKOUT,HARD_STOP,553,-277214.9148461616,-2.772149148461616,0.0,0.0,-1.0025855871470581,-1.0724623195930787,0.5466528295746914,-1.4177584623769177,7.743218806509946,-8.88505839910485,1.4436504932210124
MTF_TREND_BREAKOUT,PROFIT_FLOOR,300,63535.68935244303,0.6353568935244303,0.9633333333333334,474.11370298944246,0.42357126234962017,0.19299374323240498,2.806419734306244,-0.5954802288179877,17.196666666666665,0.13784048963940165,2.2728687339577918
MTF_TREND_BREAKOUT,TIME_EXIT,115,245694.6964598299,2.456946964598299,0.9565217391304348,491.30035698528496,4.272951242779651,3.742105469083687,7.283508362683124,-0.48213877957122014,48.0,0.5576680274239242,2.8986430625028867
MTF_PULLBACK_RECLAIM,HARD_STOP,1096,-504527.74416409526,-5.045277441640953,0.0,0.0,-0.9206710659928744,-1.0411643330515092,0.5552997025509409,-1.4765064530469003,7.392335766423358,-10.081744431751058,1.362628579574679
MTF_PULLBACK_RECLAIM,PROFIT_FLOOR,557,108158.52473024867,1.0815852473024867,0.9138240574506283,160.13078033015444,0.38836095055744585,0.19936675806225468,2.7792238680906953,-0.5252745412183398,17.32495511669659,0.12666694124865463,2.277036709606418
MTF_PULLBACK_RECLAIM,TIME_EXIT,186,415176.8291356899,4.151768291356899,0.989247311827957,2556.0375587386875,4.4642669799536545,3.5762448451161624,8.059241953010035,-0.43430751701570197,48.0,0.5591741277060994,3.4762417561160235
MTF_COMPRESSION_EXPANSION,HARD_STOP,779,-353539.18998840905,-3.5353918998840905,0.0,0.0,-0.9076744287250552,-0.9981552649409734,0.5283134973657742,-1.4263327105692387,7.617458279845956,-6.860815821274152,1.3178962118768667
MTF_COMPRESSION_EXPANSION,PROFIT_FLOOR,391,64933.576802319265,0.6493357680231926,0.8772378516624041,82.61700079021786,0.3321410578123747,0.17005378932562118,2.7893771720152745,-0.5769283188672745,18.32225063938619,0.10649643881176946,2.335826700512504
MTF_COMPRESSION_EXPANSION,TIME_EXIT,162,326504.1568592821,3.2650415685928214,0.9691358024691358,411.71589584539976,4.030915516781261,3.3974164455484095,7.231700549094694,-0.4268548964958025,48.0,0.5507674408026033,3.0799202046324767
MTF_RANGE_RECLAIM,HARD_STOP,1849,-847944.9055301636,-8.479449055301636,0.0,0.0,-0.9171929751543141,-1.020900078288588,0.5142203471149523,-1.5483200244208482,6.138994050838291,-15.235722095290441,1.3150198007761358
MTF_RANGE_RECLAIM,PROFIT_FLOOR,785,131130.99754528768,1.3113099754528768,0.9184713375796179,147.97407849811182,0.33409171349117883,0.1627182691907604,2.6791476338729048,-0.5557531734860457,18.60636942675159,0.11210764326347762,2.227587643279122
MTF_RANGE_RECLAIM,TIME_EXIT,303,547810.231704573,5.47810231704573,0.9636963696369637,492.7715139949825,3.615909120162198,3.0983737942697642,6.147649867444402,-0.4460141730934509,47.84818481848185,0.5731460355475503,2.413238683620078
