snapshot_date,raw_rank,name,symbol,canonical_asset_id,market_cap_usd,source_url,eligible_after_exclusions,filtered_rank,provider,source_role,market_cap_definition
2021-05-09,1,Bitcoin,BTC,BTC,1089244557675.55,https://coinmarketcap.com/historical/20210509/,True,1,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,2,Ethereum,ETH,ETH,454991994900.06,https://coinmarketcap.com/historical/20210509/,True,2,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,3,Binance Coin,BNB,BNB,101607648677.76,https://coinmarketcap.com/historical/20210509/,True,3,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,4,Dogecoin,DOGE,DOGE,73841942943.12,https://coinmarketcap.com/historical/20210509/,True,4,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,5,Cardano,ADA,ADA,56566463236.9,https://coinmarketcap.com/historical/20210509/,True,5,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,6,Tether,USDT,,55539697236.75,https://coinmarketcap.com/historical/20210509/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,7,XRP,XRP,XRP,53901564261.5,https://coinmarketcap.com/historical/20210509/,True,6,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,8,Polkadot,DOT,DOT,37754263203.32,https://coinmarketcap.com/historical/20210509/,True,7,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,9,Bitcoin Cash,BCH,BCH,26759773845.5,https://coinmarketcap.com/historical/20210509/,True,8,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2021-05-09,10,Litecoin,LTC,LTC,25796522602.13,https://coinmarketcap.com/historical/20210509/,True,9,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,1,Bitcoin,BTC,BTC,401157940864.19,https://coinmarketcap.com/historical/20220626/,True,1,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,2,Ethereum,ETH,ETH,145556215206.34,https://coinmarketcap.com/historical/20220626/,True,2,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,3,Tether,USDT,,66827166314.2,https://coinmarketcap.com/historical/20220626/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,4,USD Coin,USDC,,55876331532.71,https://coinmarketcap.com/historical/20220626/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,5,BNB,BNB,BNB,38183748927.97,https://coinmarketcap.com/historical/20220626/,True,3,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,6,XRP,XRP,XRP,17348594104.59,https://coinmarketcap.com/historical/20220626/,True,4,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,7,Binance USD,BUSD,,17374825904.26,https://coinmarketcap.com/historical/20220626/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,8,Cardano,ADA,ADA,16527043912.82,https://coinmarketcap.com/historical/20220626/,True,5,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,9,Solana,SOL,SOL,13507861443.26,https://coinmarketcap.com/historical/20220626/,True,6,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2022-06-26,10,Dogecoin,DOGE,DOGE,9708405808.7,https://coinmarketcap.com/historical/20220626/,True,7,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,1,Bitcoin,BTC,BTC,585517392721.71,https://coinmarketcap.com/historical/20231022/,True,1,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,2,Ethereum,ETH,ETH,200056060611.08,https://coinmarketcap.com/historical/20231022/,True,2,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,3,Tether USDt,USDT,,84174945593.8,https://coinmarketcap.com/historical/20231022/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,4,BNB,BNB,BNB,33033371021.83,https://coinmarketcap.com/historical/20231022/,True,3,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,5,XRP,XRP,XRP,27922258557.44,https://coinmarketcap.com/historical/20231022/,True,4,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,6,USDC,USDC,,25556187646.47,https://coinmarketcap.com/historical/20231022/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,7,Solana,SOL,SOL,12100222063.87,https://coinmarketcap.com/historical/20231022/,True,5,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,8,Cardano,ADA,ADA,9285305754.08,https://coinmarketcap.com/historical/20231022/,True,6,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,9,Dogecoin,DOGE,DOGE,8717112671.29,https://coinmarketcap.com/historical/20231022/,True,7,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2023-10-22,10,TRON,TRX,TRX,8033271432.7,https://coinmarketcap.com/historical/20231022/,True,8,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,1,Bitcoin,BTC,BTC,1356284493147.36,https://coinmarketcap.com/historical/20240310/,True,1,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,2,Ethereum,ETH,ETH,466138296994.81,https://coinmarketcap.com/historical/20240310/,True,2,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,3,Tether USDt,USDT,,101919864540.25,https://coinmarketcap.com/historical/20240310/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,4,BNB,BNB,BNB,79162740267.98,https://coinmarketcap.com/historical/20240310/,True,3,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,5,Solana,SOL,SOL,64055231607.5,https://coinmarketcap.com/historical/20240310/,True,4,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,6,XRP,XRP,XRP,33303648818.63,https://coinmarketcap.com/historical/20240310/,True,5,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,7,USDC,USDC,,30141803644.56,https://coinmarketcap.com/historical/20240310/,False,,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,8,Cardano,ADA,ADA,25460663823.04,https://coinmarketcap.com/historical/20240310/,True,6,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,9,Dogecoin,DOGE,DOGE,24369114248.58,https://coinmarketcap.com/historical/20240310/,True,7,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
2024-03-10,10,Shiba Inu,SHIB,SHIB,19337774077.52,https://coinmarketcap.com/historical/20240310/,True,8,coinmarketcap_public,REFERENCE_SOURCE_RECONSTRUCTION,CIRCULATING_MARKET_CAP_USD
