direction,training_period,evaluation_period,universe_id,landmark_age_hours,model_fit_pass,rank,coefficient_name,coefficient_value
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,24,True,3,INTERCEPT,0.01705445314963853
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,24,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.03966714810442448
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,24,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,-0.11551162878262829
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,48,True,3,INTERCEPT,-0.1018869074738817
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,48,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.11088047427298707
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,48,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,0.04275543943656529
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,72,True,3,INTERCEPT,-0.04586990118511081
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,72,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.03546420977533041
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,72,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,0.0034961753031136945
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,96,True,3,INTERCEPT,-0.015913367304234663
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,96,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.027510438885895452
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,96,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,-0.0017353923165356227
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,120,True,3,INTERCEPT,-0.017425320296405443
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,120,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.06570697248402767
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,120,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,-0.025310160781381135
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,144,True,3,INTERCEPT,-0.03264998358651022
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,144,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.10336064768599425
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,C2,144,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,-0.0646492064716248
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,24,True,3,INTERCEPT,0.01705445314963853
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,24,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.03966714810442448
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,24,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,-0.11551162878262829
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,48,True,3,INTERCEPT,-0.1018869074738817
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,48,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.11088047427298707
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,48,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,0.04275543943656529
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,72,True,3,INTERCEPT,-0.04586990118511081
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,72,True,3,BTC_ETH_MEAN_SIGNED_CROSS_VENUE_LOG_RETURN_GAP,0.03546420977533041
FORWARD,ROBUSTNESS_2022,ROBUSTNESS_2023,D2,72,True,3,BTC_ETH_CROSS_VENUE_LOG_RETURN_GAP_DISPERSION,0.0034961753031136945
