scope,variant_id,window_id,start,end,days,portfolio_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,0.0,0.6437975137033425,0.0,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,-0.015542350631317592,8.977084241529303,-0.0017313361680863378,True,False
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-1.5338898814110102e-05,0.33154791649728477,-4.6264500697701476e-05,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.00792335880735473,0.37052437252117865,-0.021384177114831607,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,0.0,-0.15141585105211164,,False,
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,-0.09226541216591733,2.667291938689029,-0.03459141866985347,True,False
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.007861952762406421,0.37373514866458524,-0.021036161010005137,False,
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5019834122557432,8.977084241529303,0.055918313647263615,True,False
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03868045936921194,0.33154791649728477,-0.1166662718857071,False,
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.01796431827050715,0.37052437252117865,-0.048483499609679084,False,
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.011392617089682977,-0.15141585105211164,,False,
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.15174617623408104,2.667291938689029,0.05689147634460446,True,False
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07425481108853726,0.37373514866458524,-0.19868297470511254,False,
STANDALONE,DISPERSION_EXPANSION_LEADER,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.0055754588302677766,0.6437975137033425,-0.008660267726409565,False,
STANDALONE,DISPERSION_EXPANSION_LEADER,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.027220763425399586,8.977084241529303,0.0030322499703714888,True,False
STANDALONE,DISPERSION_EXPANSION_LEADER,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,0.03234507822730692,0.33154791649728477,0.09755777858302969,False,
STANDALONE,DISPERSION_EXPANSION_LEADER,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.034612302808810336,0.37052437252117865,-0.09341437534404554,False,
STANDALONE,DISPERSION_EXPANSION_LEADER,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,0.02092569676416045,-0.15141585105211164,,False,
STANDALONE,DISPERSION_EXPANSION_LEADER,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,-0.13354585326887847,2.667291938689029,-0.050067955191480135,True,False
STANDALONE,DISPERSION_EXPANSION_LEADER,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.12510953001152958,0.37373514866458524,-0.33475451923257876,False,
OVERLAY,DISPERSION_EXPANSION_LEADER,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.019594454168716857,0.6437975137033425,-0.030435740666351577,False,
OVERLAY,DISPERSION_EXPANSION_LEADER,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.41926741702268955,8.977084241529303,0.046704186542340466,True,False
OVERLAY,DISPERSION_EXPANSION_LEADER,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03965202458895323,0.33154791649728477,-0.11959666345626986,False,
OVERLAY,DISPERSION_EXPANSION_LEADER,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.051051747467584785,0.37052437252117865,-0.13778242742902624,False,
OVERLAY,DISPERSION_EXPANSION_LEADER,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.01287081925363287,-0.15141585105211164,,False,
OVERLAY,DISPERSION_EXPANSION_LEADER,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.14350455488402392,2.667291938689029,0.05380159284497229,True,False
OVERLAY,DISPERSION_EXPANSION_LEADER,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.13887283321704624,0.37373514866458524,-0.37158087408492574,False,
STANDALONE,VOLUME_BREADTH_THRUST,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,0.0,0.6437975137033425,0.0,False,
STANDALONE,VOLUME_BREADTH_THRUST,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.08720436737018722,8.977084241529303,0.009714108169640101,True,False
STANDALONE,VOLUME_BREADTH_THRUST,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.005862975225990885,0.33154791649728477,-0.01768364370354564,False,
STANDALONE,VOLUME_BREADTH_THRUST,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.011459687197410195,0.37052437252117865,-0.03092829526822875,False,
STANDALONE,VOLUME_BREADTH_THRUST,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.03660365443125124,-0.15141585105211164,,False,
STANDALONE,VOLUME_BREADTH_THRUST,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,-0.00213683354458305,2.667291938689029,-0.0008011247338876979,True,False
STANDALONE,VOLUME_BREADTH_THRUST,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,0.0042625508045310845,0.37373514866458524,0.011405271406133066,False,
OVERLAY,VOLUME_BREADTH_THRUST,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
OVERLAY,VOLUME_BREADTH_THRUST,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5072409183289066,8.977084241529303,0.056503972189804796,True,False
OVERLAY,VOLUME_BREADTH_THRUST,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.043579252625457476,0.33154791649728477,-0.13144179304717293,False,
OVERLAY,VOLUME_BREADTH_THRUST,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.033235147212927973,0.37052437252117865,-0.08969760069164762,False,
OVERLAY,VOLUME_BREADTH_THRUST,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.05077073717962877,-0.15141585105211164,,False,
OVERLAY,VOLUME_BREADTH_THRUST,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.13169038463653737,2.667291938689029,0.04937231756538171,True,False
OVERLAY,VOLUME_BREADTH_THRUST,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.06858582449187123,0.37373514866458524,-0.18351451485614673,False,
STANDALONE,CORRELATION_RELEASE_ROTATION,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,0.0,0.6437975137033425,0.0,False,
STANDALONE,CORRELATION_RELEASE_ROTATION,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,-0.008269630873003475,8.977084241529303,-0.0009211934131961194,True,False
STANDALONE,CORRELATION_RELEASE_ROTATION,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,0.0,0.33154791649728477,0.0,False,
STANDALONE,CORRELATION_RELEASE_ROTATION,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.0,0.37052437252117865,0.0,False,
STANDALONE,CORRELATION_RELEASE_ROTATION,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,0.0,-0.15141585105211164,,False,
STANDALONE,CORRELATION_RELEASE_ROTATION,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.0,2.667291938689029,0.0,True,False
STANDALONE,CORRELATION_RELEASE_ROTATION,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,0.0,0.37373514866458524,0.0,False,
OVERLAY,CORRELATION_RELEASE_ROTATION,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
OVERLAY,CORRELATION_RELEASE_ROTATION,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5215815050932315,8.977084241529303,0.05810143817970643,True,False
OVERLAY,CORRELATION_RELEASE_ROTATION,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03827935935759674,0.33154791649728477,-0.1154564919665548,False,
OVERLAY,CORRELATION_RELEASE_ROTATION,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.013176310543214553,0.37052437252117865,-0.035561251891632076,False,
OVERLAY,CORRELATION_RELEASE_ROTATION,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.01117283018188997,-0.15141585105211164,,False,
OVERLAY,CORRELATION_RELEASE_ROTATION,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.17952143035518264,2.667291938689029,0.06730475496559901,True,False
OVERLAY,CORRELATION_RELEASE_ROTATION,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07182292012856983,0.37373514866458524,-0.1921759844777899,False,
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.009061812152943993,0.6437975137033425,-0.014075562517813039,False,
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.2970823939806029,8.977084241529303,0.03309341719288501,True,False
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.061433492304895254,0.33154791649728477,-0.18529295238505403,False,
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.09364547272911716,0.37052437252117865,-0.25273768657084633,False,
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.06052138629688952,-0.15141585105211164,,False,
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.23372736318532006,2.667291938689029,0.08762721462735602,True,False
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.15266072020048982,0.37373514866458524,-0.4084730075455057,False,
