scope,variant_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_profit_factor
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,ADMITTED,313,631.7585044122025,0.006317585044122024,1.004321241321622
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,REJECTED_ENGINE_COOLDOWN,34,22302.70822912367,0.2230270822912367,2.4867293830604758
STANDALONE,BREADTH_THRUST_LEADER_BREAKOUT,REJECTED_SAME_SYMBOL_ACTIVE,52,-5176.329235621345,-0.05176329235621345,0.7625304248713166
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,ADMITTED,183,-56920.004842844515,-0.5692000484284452,0.38870687026845496
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,REJECTED_ENGINE_COOLDOWN,12,-4864.175432827951,-0.04864175432827951,0.2792306101844054
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,REJECTED_MAX_OPEN_RISK,16,11828.791583608901,0.11828791583608901,3.5185845312427166
OVERLAY,BREADTH_THRUST_LEADER_BREAKOUT,REJECTED_SAME_SYMBOL_OVERLAP,188,67713.5261899781,0.677135261899781,1.863272813838961
STANDALONE,BTC_TO_ALT_ROTATION_BREAKOUT,ADMITTED,28,-12216.140614987873,-0.12216140614987873,0.16828696958094047
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,ADMITTED,17,-8879.999165951913,-0.08879999165951913,0.09217036171629667
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,REJECTED_MAX_OPEN_RISK,1,-793.0751194255848,-0.007930751194255849,0.0
OVERLAY,BTC_TO_ALT_ROTATION_BREAKOUT,REJECTED_SAME_SYMBOL_OVERLAP,10,-2543.066329610375,-0.02543066329610375,0.3817428129745046
STANDALONE,DISPERSION_EXPANSION_LEADER,ADMITTED,181,-10992.955528428021,-0.10992955528428021,0.8739564818741817
STANDALONE,DISPERSION_EXPANSION_LEADER,REJECTED_ENGINE_COOLDOWN,12,27971.917996368382,0.27971917996368384,11.150007750795579
STANDALONE,DISPERSION_EXPANSION_LEADER,REJECTED_SAME_SYMBOL_ACTIVE,22,-9125.6729045476,-0.091256729045476,0.26409149968752776
OVERLAY,DISPERSION_EXPANSION_LEADER,ADMITTED,107,-44506.693010046605,-0.44506693010046605,0.22988666941531177
OVERLAY,DISPERSION_EXPANSION_LEADER,REJECTED_ENGINE_COOLDOWN,7,236.53614436175417,0.002365361443617542,1.1236337257212798
OVERLAY,DISPERSION_EXPANSION_LEADER,REJECTED_MAX_OPEN_RISK,9,-285.0214373181691,-0.002850214373181691,0.9310358697765188
OVERLAY,DISPERSION_EXPANSION_LEADER,REJECTED_SAME_SYMBOL_OVERLAP,92,52408.4678663958,0.5240846786639579,2.3600764166806836
STANDALONE,VOLUME_BREADTH_THRUST,ADMITTED,240,15147.769357658786,0.15147769357658786,1.142946815896655
STANDALONE,VOLUME_BREADTH_THRUST,REJECTED_ENGINE_COOLDOWN,25,7435.148095206826,0.07435148095206826,1.5386254352090585
STANDALONE,VOLUME_BREADTH_THRUST,REJECTED_MAX_OPEN_RISK,1,124.41170371870237,0.0012441170371870237,
STANDALONE,VOLUME_BREADTH_THRUST,REJECTED_SAME_SYMBOL_ACTIVE,47,-25257.379212620643,-0.25257379212620645,0.14887771218533766
OVERLAY,VOLUME_BREADTH_THRUST,ADMITTED,152,-31050.56865943419,-0.3105056865943419,0.5611432999341258
OVERLAY,VOLUME_BREADTH_THRUST,REJECTED_ENGINE_COOLDOWN,18,13983.879960829581,0.13983879960829582,2.785472120099102
OVERLAY,VOLUME_BREADTH_THRUST,REJECTED_MAX_OPEN_RISK,11,8409.892618161435,0.08409892618161435,3.10244395408452
OVERLAY,VOLUME_BREADTH_THRUST,REJECTED_SAME_SYMBOL_OVERLAP,132,6106.746024406846,0.061067460244068464,1.0913338967364157
STANDALONE,CORRELATION_RELEASE_ROTATION,ADMITTED,1,-826.963087300351,-0.00826963087300351,0.0
OVERLAY,CORRELATION_RELEASE_ROTATION,REJECTED_SAME_SYMBOL_OVERLAP,1,-826.963087300351,-0.00826963087300351,0.0
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,ADMITTED,324,-76875.54030812084,-0.7687554030812084,0.5319132886078881
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,REJECTED_ENGINE_COOLDOWN,19,-8860.39435764731,-0.0886039435764731,0.18489288299421636
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,REJECTED_MAX_OPEN_RISK,41,14805.836802199628,0.1480583680219963,1.9246002300930012
OVERLAY,ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,REJECTED_SAME_SYMBOL_OVERLAP,572,80948.37116655128,0.8094837116655128,1.3122833773959461
