variant_id,new_trade_count,trade_count,net_return,monthly_geometric_return,profit_factor,maximum_drawdown,minimum_cash,capital_feasible,two_x_net_return,two_x_profit_factor,two_x_minimum_cash,two_x_capital_feasible,mean_high_opportunity_capture,delta_net_return_vs_v3,delta_capture_vs_v3
ALL_RD16Q_MARKET_INTERNAL_DOMAINS_OVERLAY,324,891,0.31280322832104956,0.003786425616728817,1.082736722577961,0.29118391051773607,-100873.73350444075,False,-0.477965127885836,0.8887507871442781,-139825.35654518293,False,0.06036031591012052,-0.7687554030812163,-0.0023427806625321984
