variant_id,period,strategy_return,benchmark_return,trade_count
RD12_E01_NO_LONG_TERM_TREND,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_E01_NO_LONG_TERM_TREND,2020-09-30 00:00:00+00:00,0.14501324108493385,0.3267059041259459,4
RD12_E01_NO_LONG_TERM_TREND,2020-12-31 00:00:00+00:00,0.13286123167337727,1.101823686364145,4
RD12_E01_NO_LONG_TERM_TREND,2021-03-31 00:00:00+00:00,0.036807203610040196,2.8689661697590125,2
RD12_E01_NO_LONG_TERM_TREND,2021-06-30 00:00:00+00:00,0.03479485312340791,0.06763078610859985,2
RD12_E01_NO_LONG_TERM_TREND,2021-09-30 00:00:00+00:00,-0.010230079975959039,0.4028603395918764,1
RD12_E01_NO_LONG_TERM_TREND,2021-12-31 00:00:00+00:00,0.014998507417995022,-0.182674016973149,3
RD12_E01_NO_LONG_TERM_TREND,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_E01_NO_LONG_TERM_TREND,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_E01_NO_LONG_TERM_TREND,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_E01_NO_LONG_TERM_TREND,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_E01_NO_LONG_TERM_TREND,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_E01_NO_LONG_TERM_TREND,2023-06-30 00:00:00+00:00,0.031207594723088983,-0.10692457859027338,2
RD12_E01_NO_LONG_TERM_TREND,2023-09-30 00:00:00+00:00,-0.012528256462260523,-0.13238217003759567,2
RD12_E01_NO_LONG_TERM_TREND,2023-12-31 00:00:00+00:00,0.011063847453046671,0.7159619471281011,2
RD12_E01_NO_LONG_TERM_TREND,2024-03-31 00:00:00+00:00,0.026835416919917865,0.3564980092722472,5
RD12_E01_NO_LONG_TERM_TREND,2024-06-30 00:00:00+00:00,0.0057009519233715,-0.20011714287819016,2
RD12_E01_NO_LONG_TERM_TREND,2024-09-30 00:00:00+00:00,-0.008547578224543773,-0.11393348550697147,2
RD12_E01_NO_LONG_TERM_TREND,2024-12-31 00:00:00+00:00,0.039300230769050204,0.6152605463349536,4
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2020-03-31 00:00:00+00:00,-0.011393706605381193,-0.2660084221122998,2
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2020-06-30 00:00:00+00:00,0.026089287619341706,0.9567293584011323,3
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2020-09-30 00:00:00+00:00,0.14501324108493385,0.3267059041259459,4
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2020-12-31 00:00:00+00:00,0.1328612316733775,1.101823686364145,4
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2021-03-31 00:00:00+00:00,0.036807203610040196,2.8689661697590125,2
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2021-06-30 00:00:00+00:00,0.03479485312340791,0.06763078610859985,2
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2021-09-30 00:00:00+00:00,-0.010230079975959039,0.4028603395918764,1
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2021-12-31 00:00:00+00:00,0.014998507417995244,-0.182674016973149,3
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2023-03-31 00:00:00+00:00,0.009595637662813461,0.5362949735550675,1
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2023-06-30 00:00:00+00:00,0.02060751907930225,-0.10692457859027338,3
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2023-09-30 00:00:00+00:00,-0.012528256462260634,-0.13238217003759567,2
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2023-12-31 00:00:00+00:00,0.011063847453046671,0.7159619471281011,2
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2024-03-31 00:00:00+00:00,0.026835416919917865,0.3564980092722472,5
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2024-06-30 00:00:00+00:00,0.005700951923371722,-0.20011714287819016,2
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2024-09-30 00:00:00+00:00,-0.00854757822454344,-0.11393348550697147,2
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2024-12-31 00:00:00+00:00,0.22417945080816226,0.6152605463349536,5
RD12_E03_NO_RSI_ENTRY_FILTER,2020-03-31 00:00:00+00:00,-0.010201921373326872,-0.2660084221122998,1
RD12_E03_NO_RSI_ENTRY_FILTER,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_E03_NO_RSI_ENTRY_FILTER,2020-09-30 00:00:00+00:00,0.14501324108493385,0.3267059041259459,4
RD12_E03_NO_RSI_ENTRY_FILTER,2020-12-31 00:00:00+00:00,0.14064168468235794,1.101823686364145,5
RD12_E03_NO_RSI_ENTRY_FILTER,2021-03-31 00:00:00+00:00,0.030723067568015017,2.8689661697590125,4
RD12_E03_NO_RSI_ENTRY_FILTER,2021-06-30 00:00:00+00:00,0.03479485312340769,0.06763078610859985,2
RD12_E03_NO_RSI_ENTRY_FILTER,2021-09-30 00:00:00+00:00,0.10312501256130857,0.4028603395918764,3
RD12_E03_NO_RSI_ENTRY_FILTER,2021-12-31 00:00:00+00:00,0.014998507417995022,-0.182674016973149,3
RD12_E03_NO_RSI_ENTRY_FILTER,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_E03_NO_RSI_ENTRY_FILTER,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_E03_NO_RSI_ENTRY_FILTER,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_E03_NO_RSI_ENTRY_FILTER,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_E03_NO_RSI_ENTRY_FILTER,2023-03-31 00:00:00+00:00,0.020189888607578865,0.5362949735550675,0
RD12_E03_NO_RSI_ENTRY_FILTER,2023-06-30 00:00:00+00:00,0.020520003604633352,-0.10692457859027338,3
RD12_E03_NO_RSI_ENTRY_FILTER,2023-09-30 00:00:00+00:00,-0.012528256462260634,-0.13238217003759567,2
RD12_E03_NO_RSI_ENTRY_FILTER,2023-12-31 00:00:00+00:00,0.01867463057841512,0.7159619471281011,4
RD12_E03_NO_RSI_ENTRY_FILTER,2024-03-31 00:00:00+00:00,0.07746476420477566,0.3564980092722472,7
RD12_E03_NO_RSI_ENTRY_FILTER,2024-06-30 00:00:00+00:00,0.005700951923371722,-0.20011714287819016,2
RD12_E03_NO_RSI_ENTRY_FILTER,2024-09-30 00:00:00+00:00,-0.008547578224543662,-0.11393348550697147,2
RD12_E03_NO_RSI_ENTRY_FILTER,2024-12-31 00:00:00+00:00,0.030094270240031085,0.6152605463349536,4
RD12_E04_NO_VOLUME_CONFIRMATION,2020-03-31 00:00:00+00:00,0.0,-0.2660084221122998,0
RD12_E04_NO_VOLUME_CONFIRMATION,2020-06-30 00:00:00+00:00,0.041386078869381615,0.9567293584011323,2
RD12_E04_NO_VOLUME_CONFIRMATION,2020-09-30 00:00:00+00:00,0.14385816086977155,0.3267059041259459,5
RD12_E04_NO_VOLUME_CONFIRMATION,2020-12-31 00:00:00+00:00,0.17627627162038717,1.101823686364145,5
RD12_E04_NO_VOLUME_CONFIRMATION,2021-03-31 00:00:00+00:00,0.08108710485456228,2.8689661697590125,4
RD12_E04_NO_VOLUME_CONFIRMATION,2021-06-30 00:00:00+00:00,0.03479485312340791,0.06763078610859985,2
RD12_E04_NO_VOLUME_CONFIRMATION,2021-09-30 00:00:00+00:00,-0.020267074282218744,0.4028603395918764,2
RD12_E04_NO_VOLUME_CONFIRMATION,2021-12-31 00:00:00+00:00,0.014998507417995244,-0.182674016973149,3
RD12_E04_NO_VOLUME_CONFIRMATION,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_E04_NO_VOLUME_CONFIRMATION,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_E04_NO_VOLUME_CONFIRMATION,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_E04_NO_VOLUME_CONFIRMATION,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_E04_NO_VOLUME_CONFIRMATION,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_E04_NO_VOLUME_CONFIRMATION,2023-06-30 00:00:00+00:00,0.020417070434088247,-0.10692457859027338,3
RD12_E04_NO_VOLUME_CONFIRMATION,2023-09-30 00:00:00+00:00,-0.012528256462260745,-0.13238217003759567,2
RD12_E04_NO_VOLUME_CONFIRMATION,2023-12-31 00:00:00+00:00,0.01636575214296032,0.7159619471281011,2
RD12_E04_NO_VOLUME_CONFIRMATION,2024-03-31 00:00:00+00:00,0.026835416919918087,0.3564980092722472,5
RD12_E04_NO_VOLUME_CONFIRMATION,2024-06-30 00:00:00+00:00,-0.004611271733459321,-0.20011714287819016,3
RD12_E04_NO_VOLUME_CONFIRMATION,2024-09-30 00:00:00+00:00,-0.008547578224543662,-0.11393348550697147,2
RD12_E04_NO_VOLUME_CONFIRMATION,2024-12-31 00:00:00+00:00,0.04896866067089456,0.6152605463349536,4
RD12_E05_NO_VOLATILITY_SANITY,2020-03-31 00:00:00+00:00,0.0,-0.2660084221122998,0
RD12_E05_NO_VOLATILITY_SANITY,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_E05_NO_VOLATILITY_SANITY,2020-09-30 00:00:00+00:00,0.14501324108493385,0.3267059041259459,4
RD12_E05_NO_VOLATILITY_SANITY,2020-12-31 00:00:00+00:00,0.13286123167337727,1.101823686364145,4
RD12_E05_NO_VOLATILITY_SANITY,2021-03-31 00:00:00+00:00,0.14342908331745097,2.8689661697590125,5
RD12_E05_NO_VOLATILITY_SANITY,2021-06-30 00:00:00+00:00,0.024337807792184085,0.06763078610859985,3
RD12_E05_NO_VOLATILITY_SANITY,2021-09-30 00:00:00+00:00,-0.010230079975959039,0.4028603395918764,1
RD12_E05_NO_VOLATILITY_SANITY,2021-12-31 00:00:00+00:00,0.014998507417995244,-0.182674016973149,3
RD12_E05_NO_VOLATILITY_SANITY,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_E05_NO_VOLATILITY_SANITY,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_E05_NO_VOLATILITY_SANITY,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_E05_NO_VOLATILITY_SANITY,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_E05_NO_VOLATILITY_SANITY,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_E05_NO_VOLATILITY_SANITY,2023-06-30 00:00:00+00:00,0.031207594723088983,-0.10692457859027338,2
RD12_E05_NO_VOLATILITY_SANITY,2023-09-30 00:00:00+00:00,-0.012528256462260412,-0.13238217003759567,2
RD12_E05_NO_VOLATILITY_SANITY,2023-12-31 00:00:00+00:00,0.011063847453046671,0.7159619471281011,2
RD12_E05_NO_VOLATILITY_SANITY,2024-03-31 00:00:00+00:00,0.026835416919918087,0.3564980092722472,5
RD12_E05_NO_VOLATILITY_SANITY,2024-06-30 00:00:00+00:00,0.0057009519233715,-0.20011714287819016,2
RD12_E05_NO_VOLATILITY_SANITY,2024-09-30 00:00:00+00:00,-0.008547578224543662,-0.11393348550697147,2
RD12_E05_NO_VOLATILITY_SANITY,2024-12-31 00:00:00+00:00,0.03930023076904998,0.6152605463349536,4
RD12_X01_NO_TRAILING_STOP,2020-03-31 00:00:00+00:00,0.0,-0.2660084221122998,0
RD12_X01_NO_TRAILING_STOP,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_X01_NO_TRAILING_STOP,2020-09-30 00:00:00+00:00,0.14501324108493385,0.3267059041259459,4
RD12_X01_NO_TRAILING_STOP,2020-12-31 00:00:00+00:00,0.13286123167337727,1.101823686364145,4
RD12_X01_NO_TRAILING_STOP,2021-03-31 00:00:00+00:00,0.036807203610040196,2.8689661697590125,2
RD12_X01_NO_TRAILING_STOP,2021-06-30 00:00:00+00:00,0.03479485312340791,0.06763078610859985,2
RD12_X01_NO_TRAILING_STOP,2021-09-30 00:00:00+00:00,-0.010230079975959039,0.4028603395918764,1
RD12_X01_NO_TRAILING_STOP,2021-12-31 00:00:00+00:00,0.014998507417995022,-0.182674016973149,3
RD12_X01_NO_TRAILING_STOP,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_X01_NO_TRAILING_STOP,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_X01_NO_TRAILING_STOP,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_X01_NO_TRAILING_STOP,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_X01_NO_TRAILING_STOP,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_X01_NO_TRAILING_STOP,2023-06-30 00:00:00+00:00,0.031207594723088983,-0.10692457859027338,2
RD12_X01_NO_TRAILING_STOP,2023-09-30 00:00:00+00:00,-0.012528256462260523,-0.13238217003759567,2
RD12_X01_NO_TRAILING_STOP,2023-12-31 00:00:00+00:00,0.011063847453046671,0.7159619471281011,2
RD12_X01_NO_TRAILING_STOP,2024-03-31 00:00:00+00:00,0.03238906611936021,0.3564980092722472,5
RD12_X01_NO_TRAILING_STOP,2024-06-30 00:00:00+00:00,0.0057009519233715,-0.20011714287819016,2
RD12_X01_NO_TRAILING_STOP,2024-09-30 00:00:00+00:00,-0.00854757822454344,-0.11393348550697147,2
RD12_X01_NO_TRAILING_STOP,2024-12-31 00:00:00+00:00,0.039300230769050204,0.6152605463349536,4
RD12_X02_NO_EMA50_EXIT,2020-03-31 00:00:00+00:00,0.0,-0.2660084221122998,0
RD12_X02_NO_EMA50_EXIT,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_X02_NO_EMA50_EXIT,2020-09-30 00:00:00+00:00,0.14501324108493385,0.3267059041259459,4
RD12_X02_NO_EMA50_EXIT,2020-12-31 00:00:00+00:00,0.13286123167337727,1.101823686364145,4
RD12_X02_NO_EMA50_EXIT,2021-03-31 00:00:00+00:00,0.036807203610040196,2.8689661697590125,2
RD12_X02_NO_EMA50_EXIT,2021-06-30 00:00:00+00:00,0.03479485312340791,0.06763078610859985,2
RD12_X02_NO_EMA50_EXIT,2021-09-30 00:00:00+00:00,-0.010230079975959039,0.4028603395918764,1
RD12_X02_NO_EMA50_EXIT,2021-12-31 00:00:00+00:00,0.014998507417995022,-0.182674016973149,3
RD12_X02_NO_EMA50_EXIT,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_X02_NO_EMA50_EXIT,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_X02_NO_EMA50_EXIT,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_X02_NO_EMA50_EXIT,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_X02_NO_EMA50_EXIT,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_X02_NO_EMA50_EXIT,2023-06-30 00:00:00+00:00,0.031207594723088983,-0.10692457859027338,2
RD12_X02_NO_EMA50_EXIT,2023-09-30 00:00:00+00:00,-0.012528256462260523,-0.13238217003759567,2
RD12_X02_NO_EMA50_EXIT,2023-12-31 00:00:00+00:00,0.011063847453046671,0.7159619471281011,2
RD12_X02_NO_EMA50_EXIT,2024-03-31 00:00:00+00:00,0.026835416919917865,0.3564980092722472,5
RD12_X02_NO_EMA50_EXIT,2024-06-30 00:00:00+00:00,0.0057009519233715,-0.20011714287819016,2
RD12_X02_NO_EMA50_EXIT,2024-09-30 00:00:00+00:00,-0.008547578224543773,-0.11393348550697147,2
RD12_X02_NO_EMA50_EXIT,2024-12-31 00:00:00+00:00,0.03915712082060119,0.6152605463349536,4
RD12_X03_NO_RSI_EXIT,2020-03-31 00:00:00+00:00,0.0,-0.2660084221122998,0
RD12_X03_NO_RSI_EXIT,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_X03_NO_RSI_EXIT,2020-09-30 00:00:00+00:00,0.0950244444629127,0.3267059041259459,4
RD12_X03_NO_RSI_EXIT,2020-12-31 00:00:00+00:00,0.1328612316733775,1.101823686364145,4
RD12_X03_NO_RSI_EXIT,2021-03-31 00:00:00+00:00,0.06178034862372095,2.8689661697590125,2
RD12_X03_NO_RSI_EXIT,2021-06-30 00:00:00+00:00,0.03479485312340769,0.06763078610859985,2
RD12_X03_NO_RSI_EXIT,2021-09-30 00:00:00+00:00,-0.010230079975958928,0.4028603395918764,1
RD12_X03_NO_RSI_EXIT,2021-12-31 00:00:00+00:00,0.014998507417995244,-0.182674016973149,3
RD12_X03_NO_RSI_EXIT,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_X03_NO_RSI_EXIT,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_X03_NO_RSI_EXIT,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_X03_NO_RSI_EXIT,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_X03_NO_RSI_EXIT,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_X03_NO_RSI_EXIT,2023-06-30 00:00:00+00:00,0.03120759472308876,-0.10692457859027338,2
RD12_X03_NO_RSI_EXIT,2023-09-30 00:00:00+00:00,-0.014392221648592884,-0.13238217003759567,2
RD12_X03_NO_RSI_EXIT,2023-12-31 00:00:00+00:00,0.018646991731583684,0.7159619471281011,0
RD12_X03_NO_RSI_EXIT,2024-03-31 00:00:00+00:00,0.013416779397217304,0.3564980092722472,7
RD12_X03_NO_RSI_EXIT,2024-06-30 00:00:00+00:00,-0.005029090127195879,-0.20011714287819016,2
RD12_X03_NO_RSI_EXIT,2024-09-30 00:00:00+00:00,-0.00854757822454344,-0.11393348550697147,2
RD12_X03_NO_RSI_EXIT,2024-12-31 00:00:00+00:00,0.03930023076904998,0.6152605463349536,4
RD12_X04_NO_TIME_STOP,2020-03-31 00:00:00+00:00,0.0,-0.2660084221122998,0
RD12_X04_NO_TIME_STOP,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_X04_NO_TIME_STOP,2020-09-30 00:00:00+00:00,0.1367955513732193,0.3267059041259459,4
RD12_X04_NO_TIME_STOP,2020-12-31 00:00:00+00:00,0.3152980563778809,1.101823686364145,3
RD12_X04_NO_TIME_STOP,2021-03-31 00:00:00+00:00,0.061335845714440174,2.8689661697590125,2
RD12_X04_NO_TIME_STOP,2021-06-30 00:00:00+00:00,0.011329459291346211,0.06763078610859985,2
RD12_X04_NO_TIME_STOP,2021-09-30 00:00:00+00:00,-0.010230079975959039,0.4028603395918764,1
RD12_X04_NO_TIME_STOP,2021-12-31 00:00:00+00:00,0.014998507417995244,-0.182674016973149,3
RD12_X04_NO_TIME_STOP,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_X04_NO_TIME_STOP,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_X04_NO_TIME_STOP,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_X04_NO_TIME_STOP,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_X04_NO_TIME_STOP,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_X04_NO_TIME_STOP,2023-06-30 00:00:00+00:00,0.0077770401546457535,-0.10692457859027338,2
RD12_X04_NO_TIME_STOP,2023-09-30 00:00:00+00:00,-0.012528256462260634,-0.13238217003759567,2
RD12_X04_NO_TIME_STOP,2023-12-31 00:00:00+00:00,0.011063847453046893,0.7159619471281011,2
RD12_X04_NO_TIME_STOP,2024-03-31 00:00:00+00:00,0.01496998863200627,0.3564980092722472,5
RD12_X04_NO_TIME_STOP,2024-06-30 00:00:00+00:00,0.0057009519233715,-0.20011714287819016,2
RD12_X04_NO_TIME_STOP,2024-09-30 00:00:00+00:00,-0.008547578224543773,-0.11393348550697147,2
RD12_X04_NO_TIME_STOP,2024-12-31 00:00:00+00:00,0.04824916848737337,0.6152605463349536,3
RD12_G01_BREAKOUT_CORE_ONLY,2020-03-31 00:00:00+00:00,-0.021457649431997683,-0.2660084221122998,3
RD12_G01_BREAKOUT_CORE_ONLY,2020-06-30 00:00:00+00:00,0.041944474065352066,0.9567293584011323,6
RD12_G01_BREAKOUT_CORE_ONLY,2020-09-30 00:00:00+00:00,0.14385816086977155,0.3267059041259459,5
RD12_G01_BREAKOUT_CORE_ONLY,2020-12-31 00:00:00+00:00,0.17833437039279643,1.101823686364145,5
RD12_G01_BREAKOUT_CORE_ONLY,2021-03-31 00:00:00+00:00,0.07006936512801754,2.8689661697590125,5
RD12_G01_BREAKOUT_CORE_ONLY,2021-06-30 00:00:00+00:00,0.024282265588331464,0.06763078610859985,3
RD12_G01_BREAKOUT_CORE_ONLY,2021-09-30 00:00:00+00:00,0.043844621851018895,0.4028603395918764,4
RD12_G01_BREAKOUT_CORE_ONLY,2021-12-31 00:00:00+00:00,0.02838068322338483,-0.182674016973149,4
RD12_G01_BREAKOUT_CORE_ONLY,2022-03-31 00:00:00+00:00,0.0028114256321245534,-0.07621289341850856,2
RD12_G01_BREAKOUT_CORE_ONLY,2022-06-30 00:00:00+00:00,-0.019399462636945253,-0.6159782730542098,2
RD12_G01_BREAKOUT_CORE_ONLY,2022-09-30 00:00:00+00:00,-0.05523544910593314,0.051885073413245664,7
RD12_G01_BREAKOUT_CORE_ONLY,2022-12-31 00:00:00+00:00,-0.031661918018198065,-0.27218321218970687,4
RD12_G01_BREAKOUT_CORE_ONLY,2023-03-31 00:00:00+00:00,0.11515843298637751,0.5362949735550675,5
RD12_G01_BREAKOUT_CORE_ONLY,2023-06-30 00:00:00+00:00,-0.004665158850120088,-0.10692457859027338,6
RD12_G01_BREAKOUT_CORE_ONLY,2023-09-30 00:00:00+00:00,-0.012362130263330773,-0.13238217003759567,2
RD12_G01_BREAKOUT_CORE_ONLY,2023-12-31 00:00:00+00:00,0.046834493070042615,0.7159619471281011,6
RD12_G01_BREAKOUT_CORE_ONLY,2024-03-31 00:00:00+00:00,0.07746476420477588,0.3564980092722472,7
RD12_G01_BREAKOUT_CORE_ONLY,2024-06-30 00:00:00+00:00,-0.005005322286324554,-0.20011714287819016,4
RD12_G01_BREAKOUT_CORE_ONLY,2024-09-30 00:00:00+00:00,-0.028177469594111382,-0.11393348550697147,6
RD12_G01_BREAKOUT_CORE_ONLY,2024-12-31 00:00:00+00:00,0.22178152876946067,0.6152605463349536,6
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2020-03-31 00:00:00+00:00,0.0,-0.2660084221122998,0
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2020-06-30 00:00:00+00:00,0.02624121850377792,0.9567293584011323,2
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2020-09-30 00:00:00+00:00,0.0950244444629127,0.3267059041259459,4
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2020-12-31 00:00:00+00:00,0.1328612316733775,1.101823686364145,4
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2021-03-31 00:00:00+00:00,0.06178034862372095,2.8689661697590125,2
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2021-06-30 00:00:00+00:00,0.03479485312340769,0.06763078610859985,2
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2021-09-30 00:00:00+00:00,-0.010230079975958928,0.4028603395918764,1
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2021-12-31 00:00:00+00:00,0.017218224034572183,-0.182674016973149,3
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2022-03-31 00:00:00+00:00,0.0,-0.07621289341850856,0
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2022-06-30 00:00:00+00:00,0.0,-0.6159782730542098,0
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2022-09-30 00:00:00+00:00,0.0,0.051885073413245664,0
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2022-12-31 00:00:00+00:00,0.0,-0.27218321218970687,0
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2023-03-31 00:00:00+00:00,0.020189888607578643,0.5362949735550675,0
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2023-06-30 00:00:00+00:00,0.031207594723088983,-0.10692457859027338,2
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2023-09-30 00:00:00+00:00,-0.014392221648593106,-0.13238217003759567,2
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2023-12-31 00:00:00+00:00,0.018646991731583906,0.7159619471281011,0
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,2024-03-31 00:00:00+00:00,0.03559980972454846,0.3564980092722472,7
