variant_id,regime,duration_days,strategy_return,benchmark_return,trade_count,win_rate,expectancy,profit_factor,maximum_drawdown,exposure,contribution_by_asset
RD12_BASELINE,BULL,1090,0.5991861021521856,10.189844417368015,36,0.5555555555555556,1708.6640329400193,3.9559612584914654,0.05347337882661115,,"{""ADA/USDT"": 10334.269251501402, ""BTC/USDT"": 36127.0848816941, ""ETH/USDT"": 15050.551052645196}"
RD12_BASELINE,BEAR,459,0.49356407802842783,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_BASELINE,SIDEWAYS_TRANSITION,258,0.5338717467387206,7.899087898291,1,0.0,-1593.2949706221175,0.0,0.016403656135620268,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1593.2949706221175, ""ETH/USDT"": 0}"
RD12_E01_NO_LONG_TERM_TREND,BULL,1090,0.5991861021521856,10.189844417368015,36,0.5555555555555556,1708.6640329400193,3.9559612584914654,0.05347337882661115,,"{""ADA/USDT"": 10334.269251501402, ""BTC/USDT"": 36127.0848816941, ""ETH/USDT"": 15050.551052645196}"
RD12_E01_NO_LONG_TERM_TREND,BEAR,459,0.49356407802842783,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E01_NO_LONG_TERM_TREND,SIDEWAYS_TRANSITION,258,0.5338717467387206,7.899087898291,1,0.0,-1593.2949706221175,0.0,0.016403656135620268,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1593.2949706221175, ""ETH/USDT"": 0}"
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,BULL,1090,0.8168743978298831,10.189844417368015,39,0.5384615384615384,2181.0625141732708,4.560929768614233,0.05347337882661131,,"{""ADA/USDT"": 36723.87705663095, ""BTC/USDT"": 33675.20789710608, ""ETH/USDT"": 14662.353099020527}"
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,BEAR,459,0.44597918580425344,5.251676845176879,0,0.0,0.0,,0.018017641236236087,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,SIDEWAYS_TRANSITION,258,0.4850026537898491,7.899087898291,4,0.0,-674.1348087933854,0.0,0.04339898586564316,,"{""ADA/USDT"": -1015.761286116879, ""BTC/USDT"": -1666.1420305409551, ""ETH/USDT"": -14.635918515707438}"
RD12_E03_NO_RSI_ENTRY_FILTER,BULL,1090,0.8318048898791512,10.189844417368015,47,0.5106382978723404,1808.975667341749,3.77148430562785,0.05875597305902306,,"{""ADA/USDT"": 23234.53894727882, ""BTC/USDT"": 49828.86906438363, ""ETH/USDT"": 11958.448353399743}"
RD12_E03_NO_RSI_ENTRY_FILTER,BEAR,459,0.6327097018763905,5.251676845176879,0,0.0,0.0,,0.010201921373326914,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E03_NO_RSI_ENTRY_FILTER,SIDEWAYS_TRANSITION,258,0.7726920923308167,7.899087898291,1,0.0,-1841.3673771470799,0.0,0.016403656135619976,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1841.3673771470799, ""ETH/USDT"": 0}"
RD12_E04_NO_VOLUME_CONFIRMATION,BULL,1090,0.7272134677361044,10.189844417368015,43,0.5813953488372093,1730.8450292323223,4.082459672697811,0.059650232395482984,,"{""ADA/USDT"": 12523.712670684301, ""BTC/USDT"": 45368.59796416929, ""ETH/USDT"": 16534.025622136272}"
RD12_E04_NO_VOLUME_CONFIRMATION,BEAR,459,0.6064014257463586,5.251676845176879,0,0.0,0.0,,0.005572542728186351,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E04_NO_VOLUME_CONFIRMATION,SIDEWAYS_TRANSITION,258,0.6414005223535548,7.899087898291,1,0.0,-1704.9894833794817,0.0,0.020267074282218717,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1704.9894833794817, ""ETH/USDT"": 0}"
RD12_E05_NO_VOLATILITY_SANITY,BULL,1090,0.7458188482523049,10.189844417368015,39,0.5897435897435898,1997.6977145427866,4.495358545415684,0.05347337882661115,,"{""ADA/USDT"": 24581.084738323618, ""BTC/USDT"": 37727.88823391787, ""ETH/USDT"": 15601.237894927184}"
RD12_E05_NO_VOLATILITY_SANITY,BEAR,459,0.6305121179989248,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
