variant_id,regime,duration_days,strategy_return,benchmark_return,trade_count,win_rate,expectancy,profit_factor,maximum_drawdown,exposure,contribution_by_asset
RD12_E05_NO_VOLATILITY_SANITY,SIDEWAYS_TRANSITION,258,0.6745156818548359,7.899087898291,2,0.0,-1664.1630209691066,0.0,0.016403656135620087,,"{""ADA/USDT"": -1588.938495489298, ""BTC/USDT"": -1739.3875464489151, ""ETH/USDT"": 0}"
RD12_X01_NO_TRAILING_STOP,BULL,1090,0.6078353155213716,10.189844417368015,36,0.5555555555555556,1732.9289964968625,3.994312459991211,0.05347337882661115,,"{""ADA/USDT"": 10334.269251501402, ""BTC/USDT"": 37008.7252551139, ""ETH/USDT"": 15042.449367271749}"
RD12_X01_NO_TRAILING_STOP,BEAR,459,0.49356407802842783,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X01_NO_TRAILING_STOP,SIDEWAYS_TRANSITION,258,0.5421677067903086,7.899087898291,1,0.0,-1601.9123217499284,0.0,0.016403656135619938,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1601.9123217499284, ""ETH/USDT"": 0}"
RD12_X02_NO_EMA50_EXIT,BULL,1090,0.5989658968314675,10.189844417368015,36,0.5555555555555556,1708.0523514935821,3.9519790459375543,0.05347337882661115,,"{""ADA/USDT"": 10334.269251501402, ""BTC/USDT"": 36104.834552972054, ""ETH/USDT"": 15050.780849295508}"
RD12_X02_NO_EMA50_EXIT,BEAR,459,0.49356407802842783,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X02_NO_EMA50_EXIT,SIDEWAYS_TRANSITION,258,0.5338717467387206,7.899087898291,1,0.0,-1593.2949706221175,0.0,0.016403656135620268,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1593.2949706221175, ""ETH/USDT"": 0}"
RD12_X03_NO_RSI_EXIT,BULL,1090,0.5377867228291011,10.189844417368015,36,0.5,1536.4109460875961,3.3924788510128705,0.06004494796568593,,"{""ADA/USDT"": 11719.362328025845, ""BTC/USDT"": 27479.70581264997, ""ETH/USDT"": 16111.725918477643}"
RD12_X03_NO_RSI_EXIT,BEAR,459,0.46000145058705844,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X03_NO_RSI_EXIT,SIDEWAYS_TRANSITION,258,0.47498005609419436,7.899087898291,1,0.0,-1532.1217762433428,0.0,0.016403656135619997,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1532.1217762433428, ""ETH/USDT"": 0}"
RD12_X04_NO_TIME_STOP,BULL,1090,0.7984608518175373,10.189844417368015,33,0.5454545454545454,2366.5572239345074,4.6822610767651565,0.11897898617333696,,"{""ADA/USDT"": 8743.98382373586, ""BTC/USDT"": 63722.758133603806, ""ETH/USDT"": 5629.646432499072}"
RD12_X04_NO_TIME_STOP,BEAR,459,0.6848062988758294,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X04_NO_TIME_STOP,SIDEWAYS_TRANSITION,258,0.7102812203117899,7.899087898291,2,0.5,874.8483959574866,1.9848909148231124,0.016403656135620212,,"{""ADA/USDT"": 0, ""BTC/USDT"": -1776.5386659386747, ""ETH/USDT"": 3526.235457853648}"
RD12_G01_BREAKOUT_CORE_ONLY,BULL,1090,1.079653929382769,10.189844417368015,64,0.5,1856.3236962409887,3.8026181085954525,0.09155593645262904,,"{""ADA/USDT"": 34086.999119089654, ""BTC/USDT"": 62183.40395187806, ""ETH/USDT"": 22534.313488455562}"
RD12_G01_BREAKOUT_CORE_ONLY,BEAR,459,0.585691384188064,5.251676845176879,18,0.0,-1024.940487966724,0.0,0.1089762397323992,,"{""ADA/USDT"": -5165.42740222191, ""BTC/USDT"": -4571.573016027019, ""ETH/USDT"": -8711.928365152104}"
RD12_G01_BREAKOUT_CORE_ONLY,SIDEWAYS_TRANSITION,258,0.7233893716793085,7.899087898291,10,0.2,843.6162987855162,1.993420293985576,0.06549146125238446,,"{""ADA/USDT"": 3416.7758229563246, ""BTC/USDT"": -1911.9797355695728, ""ETH/USDT"": 6931.36690046841}"
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,BULL,1090,0.5841940779672365,10.189844417368015,35,0.5142857142857142,1758.3279800948433,3.6999033827614927,0.056060477290776574,,"{""ADA/USDT"": 11730.79812864382, ""BTC/USDT"": 34179.06177935311, ""ETH/USDT"": 15631.619395322585}"
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,BEAR,459,0.4631943513217984,5.251676845176879,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""BTC/USDT"": 0, ""ETH/USDT"": 0}"
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,SIDEWAYS_TRANSITION,258,0.49523006918769163,7.899087898291,2,0.0,-1561.0357532979463,0.0,0.020453142274890958,,"{""ADA/USDT"": 0, ""BTC/USDT"": -3122.0715065958925, ""ETH/USDT"": 0}"
