variant_id,symbol,closed_trades,net_return,expectancy,profit_factor,maximum_drawdown,delta_net_return,delta_expectancy,delta_profit_factor,delta_maximum_drawdown
RD12_BASELINE,ADA/USDT,5,0.08081050782771215,1616.2101565542448,4.7467061180308425,0.0285459480239761,0.0,0.0,0.0,0.0
RD12_BASELINE,BTC/USDT,19,0.2718008588189482,1430.530835889202,3.8442488255076124,0.05153777342774834,0.0,0.0,0.0,0.0
RD12_BASELINE,ETH/USDT,16,0.13250803781465303,828.1752363415826,2.3790027921592616,0.0524592911770311,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,ADA/USDT,5,0.08081050782771215,1616.2101565542448,4.7467061180308425,0.0285459480239761,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,BTC/USDT,19,0.2718008588189482,1430.530835889202,3.8442488255076124,0.05153777342774834,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,ETH/USDT,16,0.13250803781465303,828.1752363415826,2.3790027921592616,0.0524592911770311,0.0,0.0,0.0,0.0
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,ADA/USDT,8,0.2707132703685564,3383.9158796069523,9.59217824075041,0.037214640602745125,0.18990276254084426,1767.7057230527075,4.845472122719568,0.008668692578769024
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,BTC/USDT,21,0.25702579932278136,1223.93237772753,3.377688345371339,0.05153777342774823,-0.014775059496166865,-206.59845816167217,-0.46656048013627327,-1.1102230246251565e-16
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,ETH/USDT,18,0.21572901533358957,1198.4945296310516,3.498554343303938,0.052459291177031034,0.08322097751893653,370.319293289469,1.1195515511446765,-6.938893903907228e-17
RD12_E03_NO_RSI_ENTRY_FILTER,ADA/USDT,8,0.24774298991663146,3096.7873739578936,12.461535074493494,0.032680717469649435,0.1669324820889193,1480.5772174036488,7.714828956462651,0.004134769445673335
RD12_E03_NO_RSI_ENTRY_FILTER,BTC/USDT,24,0.36786131789596377,1532.7554912331805,4.193440821478182,0.05570700567144173,0.09606045907701555,102.22465534397838,0.3491919959705698,0.004169232243693394
RD12_E03_NO_RSI_ENTRY_FILTER,ETH/USDT,21,0.2242224974966549,1067.7261785554995,2.7058128309167944,0.052459291177031145,0.09171445968200187,239.55094221391687,0.3268100387575328,4.163336342344337e-17
RD12_E04_NO_VOLUME_CONFIRMATION,ADA/USDT,7,0.09598193673661992,1371.1705248088572,5.213156717979481,0.03052384135492797,0.01517142890890777,-245.03963174538762,0.46645059994863836,0.001977893330951868
RD12_E04_NO_VOLUME_CONFIRMATION,BTC/USDT,21,0.2729040024354761,1299.5428687403623,3.536118824781725,0.051537773427748235,0.0011031436165278574,-130.98796714883974,-0.3081300007258876,-1.0408340855860843e-16
RD12_E04_NO_VOLUME_CONFIRMATION,ETH/USDT,19,0.14851308750280512,781.647828962134,2.547965102062753,0.04577428009812919,0.016005049688152084,-46.52740737944862,0.16896230990349137,-0.00668501107890191
RD12_E05_NO_VOLATILITY_SANITY,ADA/USDT,8,0.1854770261192813,2318.4628264910166,6.391707757506172,0.03802435052598264,0.10466651829156914,702.2526699367718,1.6450016394753293,0.009478402502006537
RD12_E05_NO_VOLATILITY_SANITY,BTC/USDT,19,0.2718008588189482,1430.530835889202,3.8442488255076124,0.05153777342774834,0.0,0.0,0.0,0.0
RD12_E05_NO_VOLATILITY_SANITY,ETH/USDT,17,0.13465595064813418,792.0938273419666,2.3998876931044046,0.0524592911770311,0.002147912833481147,-36.081408999615974,0.02088490094514306,0.0
RD12_X01_NO_TRAILING_STOP,ADA/USDT,5,0.08081050782771215,1616.2101565542448,4.7467061180308425,0.0285459480239761,0.0,0.0,0.0,0.0
RD12_X01_NO_TRAILING_STOP,BTC/USDT,19,0.2788142022844977,1467.4431699184104,3.9115536054272817,0.04630748024707841,0.007013343465549493,36.912334029208296,0.06730477991966932,-0.005230293180669927
RD12_X01_NO_TRAILING_STOP,ETH/USDT,16,0.13250803781465303,828.1752363415826,2.3790027921592616,0.0524592911770311,0.0,0.0,0.0,0.0
RD12_X02_NO_EMA50_EXIT,ADA/USDT,5,0.08081050782771215,1616.2101565542448,4.7467061180308425,0.0285459480239761,0.0,0.0,0.0,0.0
RD12_X02_NO_EMA50_EXIT,BTC/USDT,19,0.27162573391283007,1429.6091258570013,3.837545335679085,0.05166837513102076,-0.00017512490611815146,-0.9217100322007354,-0.00670348982852742,0.0001306017032724205
RD12_X02_NO_EMA50_EXIT,ETH/USDT,16,0.13250803781465303,828.1752363415826,2.3790027921592616,0.0524592911770311,0.0,0.0,0.0,0.0
RD12_X03_NO_RSI_EXIT,ADA/USDT,4,0.10755394386735984,2688.8485966839958,10.784234480365475,0.019774553297005743,0.026743436039647683,1072.638440129751,6.0375283623346325,-0.008771394726970357
RD12_X03_NO_RSI_EXIT,BTC/USDT,19,0.2645568958813649,1392.4047151650777,3.7757662075985605,0.05521786930469842,-0.007243962937583337,-38.12612072412435,-0.06848261790905186,0.0036800958769500833
RD12_X03_NO_RSI_EXIT,ETH/USDT,16,0.14572711342791744,910.7944589244838,2.3197717008561543,0.0524592911770311,0.013219075613264408,82.61922258290122,-0.05923109130310733,0.0
RD12_X04_NO_TIME_STOP,ADA/USDT,5,0.06805098960783362,1361.0197921566748,4.155122594270945,0.0285459480239761,-0.01275951821987853,-255.19036439756997,-0.5915835237598976,0.0
RD12_X04_NO_TIME_STOP,BTC/USDT,17,0.5197426222477195,3057.3095426336426,6.410830750688602,0.12318512919331404,0.24794176342877128,1626.7787067444406,2.5665819251809894,0.07164735576556569
RD12_X04_NO_TIME_STOP,ETH/USDT,16,0.08169446718065276,510.59041987907926,1.8726106613757176,0.1052907912981467,-0.05081357063400027,-317.58481646250334,-0.506392130783544,0.05283150012111559
RD12_G01_BREAKOUT_CORE_ONLY,ADA/USDT,32,0.5192961094538802,1622.8003420433747,4.401726514174307,0.043906878375483044,0.438485601626168,6.590185489129908,-0.3449796038565358,0.015360930351506943
RD12_G01_BREAKOUT_CORE_ONLY,BTC/USDT,38,0.5778436413070824,1520.6411613344271,3.671395991334128,0.05181497635817428,0.3060427824881342,90.11032544522504,-0.1728528341734843,0.00027720293042594185
RD12_G01_BREAKOUT_CORE_ONLY,ETH/USDT,39,0.37865740687714045,970.9164278901026,2.642542056593785,0.0656261153865074,0.2461493690624874,142.74119154851996,0.26353926443452336,0.013166824209476291
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,ADA/USDT,4,0.10755394386735984,2688.8485966839958,10.784234480365475,0.019774553297005743,0.026743436039647683,1072.638440129751,6.0375283623346325,-0.008771394726970357
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,BTC/USDT,19,0.30651125514607314,1613.2171323477519,4.089453144433624,0.03472904474587567,0.034710396327124915,182.6862964585498,0.24520431892601158,-0.01680872868187267
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,ETH/USDT,16,0.1428901827062392,893.0636419139961,2.233517005256796,0.05300059238625768,0.010382144891586176,64.88840557241349,-0.14548578690246572,0.0005413012092265745
