variant_id,period,strategy_return,benchmark_return,trade_count
RD12_BASELINE,2020-12-31 00:00:00+00:00,0.33117967389070935,3.0092531903065067,10
RD12_BASELINE,2021-12-31 00:00:00+00:00,0.07783410279798053,3.973325369739382,8
RD12_BASELINE,2022-12-31 00:00:00+00:00,0.0,-0.7443206730732226,0
RD12_BASELINE,2023-12-31 00:00:00+00:00,0.05429381552636614,1.2035923934009665,6
RD12_BASELINE,2024-12-31 00:00:00+00:00,0.05900147611023687,0.5701055661734142,13
RD12_E01_NO_LONG_TERM_TREND,2020-12-31 00:00:00+00:00,0.33117967389070935,3.0092531903065067,10
RD12_E01_NO_LONG_TERM_TREND,2021-12-31 00:00:00+00:00,0.07783410279798053,3.973325369739382,8
RD12_E01_NO_LONG_TERM_TREND,2022-12-31 00:00:00+00:00,0.0,-0.7443206730732226,0
RD12_E01_NO_LONG_TERM_TREND,2023-12-31 00:00:00+00:00,0.05429381552636614,1.2035923934009665,6
RD12_E01_NO_LONG_TERM_TREND,2024-12-31 00:00:00+00:00,0.05900147611023687,0.5701055661734142,13
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2020-12-31 00:00:00+00:00,0.3158177728749836,3.0092531903065067,13
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2021-12-31 00:00:00+00:00,0.07783410279798075,3.973325369739382,8
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2022-12-31 00:00:00+00:00,0.0,-0.7443206730732226,0
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2023-12-31 00:00:00+00:00,0.03262056568904015,1.2035923934009665,8
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,2024-12-31 00:00:00+00:00,0.24738531470387737,0.5701055661734142,14
RD12_E03_NO_RSI_ENTRY_FILTER,2020-12-31 00:00:00+00:00,0.3266483099140529,3.0092531903065067,12
RD12_E03_NO_RSI_ENTRY_FILTER,2021-12-31 00:00:00+00:00,0.19422563997635311,3.973325369739382,12
RD12_E03_NO_RSI_ENTRY_FILTER,2022-12-31 00:00:00+00:00,0.0,-0.7443206730732226,0
RD12_E03_NO_RSI_ENTRY_FILTER,2023-12-31 00:00:00+00:00,0.05122090010221303,1.2035923934009665,9
RD12_E03_NO_RSI_ENTRY_FILTER,2024-12-31 00:00:00+00:00,0.10137382293394959,0.5701055661734142,15
RD12_E04_NO_VOLUME_CONFIRMATION,2020-12-31 00:00:00+00:00,0.4011779009507279,3.0092531903065067,12
