variant_id,regime,duration_days,strategy_return,benchmark_return,trade_count,win_rate,expectancy,profit_factor,maximum_drawdown,exposure,contribution_by_asset
RD12_E05_NO_VOLATILITY_SANITY,SIDEWAYS_TRANSITION,96,0.024123468017835492,0.5780210510956867,1,0.0,-1063.7987004834288,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1063.7987004834288, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X01_NO_TRAILING_STOP,BULL,623,0.07250982739469469,1.2592876997172837,23,0.391304347826087,361.71920094718917,1.6762944970981073,0.06205895975741415,,"{""ADA/USDT"": 2121.977763021595, ""AVAX/USDT"": -1055.6815242018542, ""BTC/USDT"": 9923.64419692466, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -1669.0843113000244}"
RD12_X01_NO_TRAILING_STOP,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X01_NO_TRAILING_STOP,SIDEWAYS_TRANSITION,96,0.028706115020870948,0.5780210510956867,1,0.0,-1068.558882315839,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1068.558882315839, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X02_NO_EMA50_EXIT,BULL,623,0.06664867126791085,1.2592876997172837,23,0.391304347826087,335.98838258090774,1.6285862447192407,0.062010411201646666,,"{""ADA/USDT"": 1495.3685651170601, ""AVAX/USDT"": -423.7252044420153, ""BTC/USDT"": 9321.114079132429, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -1663.71013778757}"
RD12_X02_NO_EMA50_EXIT,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X02_NO_EMA50_EXIT,SIDEWAYS_TRANSITION,96,0.023225238134451542,0.5780210510956867,1,0.0,-1062.8656725697838,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1062.8656725697838, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X03_NO_RSI_EXIT,BULL,623,0.05399369389775699,1.2592876997172837,23,0.34782608695652173,280.41218908275806,1.5040869330051498,0.06327242329194248,,"{""ADA/USDT"": 2114.6737055679287, ""AVAX/USDT"": -423.7252044420153, ""BTC/USDT"": 8688.251579579346, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -2928.405229142799}"
RD12_X03_NO_RSI_EXIT,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X03_NO_RSI_EXIT,SIDEWAYS_TRANSITION,96,0.010946222040577602,0.5780210510956867,1,0.0,-1050.1109591277025,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1050.1109591277025, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X04_NO_TIME_STOP,BULL,623,0.06113236847021053,1.2592876997172837,20,0.45,358.07173162835795,1.7913825953281113,0.0695292538187392,,"{""ADA/USDT"": 1967.4449510811803, ""AVAX/USDT"": 0, ""BTC/USDT"": 8845.377805811426, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -2650.0736216664204}"
RD12_X04_NO_TIME_STOP,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_X04_NO_TIME_STOP,SIDEWAYS_TRANSITION,96,0.009104401814188368,0.5780210510956867,1,0.0,-1048.1977855460552,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1048.1977855460552, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_G01_BREAKOUT_CORE_ONLY,BULL,623,0.27005213513270143,1.2592876997172837,40,0.4,999.0460346768144,2.88939076197336,0.09252753140991696,,"{""ADA/USDT"": 20666.588384702394, ""AVAX/USDT"": -3020.701336595145, ""BTC/USDT"": 18652.857439116346, ""DOT/USDT"": -1575.7465793493811, ""ETH/USDT"": 5238.8434791983655}"
RD12_G01_BREAKOUT_CORE_ONLY,BEAR,10,0.023353873963304128,0.21159844212470635,2,0.5,9.908674989629347,1.132456499835833,0.0014961402425567212,,"{""ADA/USDT"": -149.6140242556642, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 169.43137423492288, ""ETH/USDT"": 0}"
RD12_G01_BREAKOUT_CORE_ONLY,SIDEWAYS_TRANSITION,96,0.09521615343655587,0.5780210510956867,2,0.0,-1014.9526690824512,0.0,0.03793299838746173,,"{""ADA/USDT"": -866.6460087332493, ""AVAX/USDT"": -1163.259329431653, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,BULL,623,0.06994067704441842,1.2592876997172837,22,0.36363636363636365,413.75761342467416,1.6646618279323984,0.07493671992275382,,"{""ADA/USDT"": 1452.4857379692323, ""AVAX/USDT"": -1055.6815242018542, ""BTC/USDT"": 13100.78530029554, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -3393.607516061059}"
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_G02_INITIAL_STOP_AND_TIME_EXIT_ONLY,SIDEWAYS_TRANSITION,96,0.009855733469632089,0.5780210510956867,2,0.0,-1054.2998954504933,0.0,0.02045314227489093,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -2108.5997909009866, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
