variant_id,regime,duration_days,strategy_return,benchmark_return,trade_count,win_rate,expectancy,profit_factor,maximum_drawdown,exposure,contribution_by_asset
RD12_BASELINE,BULL,623,0.07347242976350032,1.2592876997172837,23,0.391304347826087,365.9461267378321,1.7191179882892489,0.0561397198639449,,"{""ADA/USDT"": 2141.964564962391, ""AVAX/USDT"": -423.7252044420153, ""BTC/USDT"": 9385.872921986813, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -1686.036864878024}"
RD12_BASELINE,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_BASELINE,SIDEWAYS_TRANSITION,96,0.029629402544985695,0.5780210510956867,1,0.0,-1069.5179386200818,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1069.5179386200818, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E01_NO_LONG_TERM_TREND,BULL,623,0.07347242976350032,1.2592876997172837,23,0.391304347826087,365.9461267378321,1.7191179882892489,0.0561397198639449,,"{""ADA/USDT"": 2141.964564962391, ""AVAX/USDT"": -423.7252044420153, ""BTC/USDT"": 9385.872921986813, ""DOT/USDT"": -1001.3145026590263, ""ETH/USDT"": -1686.036864878024}"
RD12_E01_NO_LONG_TERM_TREND,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E01_NO_LONG_TERM_TREND,SIDEWAYS_TRANSITION,96,0.029629402544985695,0.5780210510956867,1,0.0,-1069.5179386200818,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1069.5179386200818, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,BULL,623,0.24304549660827224,1.2592876997172837,29,0.41379310344827586,1079.9234644147493,2.9734765934473377,0.06292981599766839,,"{""ADA/USDT"": 21226.08192678726, ""AVAX/USDT"": -1532.1032667177624, ""BTC/USDT"": 9520.243859055876, ""DOT/USDT"": -394.2240598499808, ""ETH/USDT"": 2497.7820087523382}"
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,BEAR,10,0.011412871921197887,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E02_NO_MEDIUM_TERM_ALIGNMENT,SIDEWAYS_TRANSITION,96,0.05445480238665712,0.5780210510956867,1,0.0,-1112.738827393218,0.0,0.032148013838467965,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1112.738827393218, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E03_NO_RSI_ENTRY_FILTER,BULL,623,0.12017911021837402,1.2592876997172837,28,0.35714285714285715,452.4784227895988,1.8484162735300094,0.05062976560574625,,"{""ADA/USDT"": 3202.693858157048, ""AVAX/USDT"": -420.2285046695826, ""BTC/USDT"": 16630.182855379062, ""DOT/USDT"": -993.0513732608299, ""ETH/USDT"": -5750.2009974969305}"
RD12_E03_NO_RSI_ENTRY_FILTER,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E03_NO_RSI_ENTRY_FILTER,SIDEWAYS_TRANSITION,96,0.07948407271315627,0.5780210510956867,1,0.0,-1121.3040122666303,0.0,0.02848168622861209,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1121.3040122666303, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E04_NO_VOLUME_CONFIRMATION,BULL,623,0.053361021551283416,1.2592876997172837,27,0.37037037037037035,236.14480088586953,1.473643627717697,0.07224287988508388,,"{""ADA/USDT"": 3139.4585977179527, ""AVAX/USDT"": -919.3167096117612, ""BTC/USDT"": 8121.869762842664, ""DOT/USDT"": -1760.6536593900619, ""ETH/USDT"": -2205.448367640317}"
RD12_E04_NO_VOLUME_CONFIRMATION,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E04_NO_VOLUME_CONFIRMATION,SIDEWAYS_TRANSITION,96,0.0010270087040089582,0.5780210510956867,1,0.0,-1039.8074687900748,0.0,0.020397732310850698,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": -1039.8074687900748, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
RD12_E05_NO_VOLATILITY_SANITY,BULL,623,0.06773204501888297,1.2592876997172837,25,0.4,313.48012809487005,1.617711482343184,0.0657407076511134,,"{""ADA/USDT"": 2105.229656467657, ""AVAX/USDT"": 78.44640106961799, ""BTC/USDT"": 9351.79925223101, ""DOT/USDT"": -2028.1179455578176, ""ETH/USDT"": -1670.3541618387164}"
RD12_E05_NO_VOLATILITY_SANITY,BEAR,10,0.0,0.21159844212470635,0,0.0,0.0,,0.0,,"{""ADA/USDT"": 0, ""AVAX/USDT"": 0, ""BTC/USDT"": 0, ""DOT/USDT"": 0, ""ETH/USDT"": 0}"
