variant_id,symbol,signal_count,entry_signal_count,accepted_signals,rejected_signals,closed_trades,initial_equity,final_equity,net_return,cagr,gross_profit,gross_loss,fees,slippage,win_rate,average_win,average_loss,expectancy,profit_factor,maximum_drawdown,sharpe,sortino,exposure,turnover,average_holding_period,time_in_cash,best_trade,worst_trade,longest_losing_streak,delta_net_return,delta_expectancy,delta_profit_factor,delta_maximum_drawdown
RD12_BASELINE,ADA/USDT,5,3,6,0,3,100000.0,102174.31879297804,0.021743187929780472,0.010850465792678454,3647.957266092879,-1389.8461276265473,83.79234548829015,41.89674774611663,0.3333333333333333,3621.7584009352436,-723.719803978601,724.7729309926805,2.5021827377286554,0.018409815976603846,0.48218724255019013,0.1657091960172005,0.05212620027434842,0.8379234548829015,12.666666666666666,0.9478737997256516,3621.7584009352436,-1030.6822177364927,2,0.0,0.0,0.0,0.0
RD12_BASELINE,AVAX/USDT,3,2,4,0,2,100000.0,98568.04724999038,-0.01431952750009613,-0.007210166613469293,0.0,-1387.5620111110202,44.39073889858658,22.195028107547536,0.0,0.0,-715.9763750048035,-715.9763750048035,0.0,0.030758896680047058,-0.4809157751658764,-0.06441432548758208,0.010973936899862825,0.44390738898586574,4.0,0.9890260631001372,-414.4489284020644,-1017.5038216075425,2,0.0,0.0,0.0,0.0
RD12_BASELINE,BTC/USDT,21,13,26,0,13,100000.0,108359.39534791514,0.08359395347915144,0.04110169499741634,14823.861637518115,-6078.062564686234,386.40372491675504,193.20409720917002,0.46153846153846156,2436.989168998718,-894.6485237253117,643.0304113780866,2.334825133834466,0.051537773427748165,0.8434835545749687,0.7021508006517956,0.2661179698216735,3.8640372491675503,14.923076923076923,0.7338820301783264,6858.815661853341,-1124.4010357831735,3,0.0,0.0,0.0,0.0
RD12_BASELINE,DOT/USDT,5,4,8,0,4,100000.0,97360.925934092,-0.026390740659080092,-0.013328908689063113,433.57848342608014,-2988.890408234647,83.76214109943567,41.88044219184717,0.25,414.23295721152834,-1017.7690077065104,-659.7685164770006,0.13566698470706393,0.04121954812124318,-0.5157292166447607,-0.15538398189798452,0.0411522633744856,0.8376214109943566,7.5,0.9588477366255144,414.23295721152834,-1023.9294774931985,2,0.0,0.0,0.0,0.0
RD12_BASELINE,ETH/USDT,9,6,12,0,6,100000.0,98461.00302996386,-0.015389969700361439,-0.007751245750734714,2095.578907341699,-3487.691623251534,146.8842541263122,73.44179739542646,0.3333333333333333,1024.1524939591216,-896.8254894885976,-256.4994950060246,0.5709876146267489,0.034304169701793126,-0.36878977755396436,-0.18017368442745646,0.1111111111111111,1.4688425412631216,13.5,0.8888888888888888,1939.5355834523805,-1059.5824776131235,3,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,ADA/USDT,5,3,6,0,3,100000.0,102174.31879297804,0.021743187929780472,0.010850465792678454,3647.957266092879,-1389.8461276265473,83.79234548829015,41.89674774611663,0.3333333333333333,3621.7584009352436,-723.719803978601,724.7729309926805,2.5021827377286554,0.018409815976603846,0.48218724255019013,0.1657091960172005,0.05212620027434842,0.8379234548829015,12.666666666666666,0.9478737997256516,3621.7584009352436,-1030.6822177364927,2,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,AVAX/USDT,3,2,4,0,2,100000.0,98568.04724999038,-0.01431952750009613,-0.007210166613469293,0.0,-1387.5620111110202,44.39073889858658,22.195028107547536,0.0,0.0,-715.9763750048035,-715.9763750048035,0.0,0.030758896680047058,-0.4809157751658764,-0.06441432548758208,0.010973936899862825,0.44390738898586574,4.0,0.9890260631001372,-414.4489284020644,-1017.5038216075425,2,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,BTC/USDT,21,13,26,0,13,100000.0,108359.39534791514,0.08359395347915144,0.04110169499741634,14823.861637518115,-6078.062564686234,386.40372491675504,193.20409720917002,0.46153846153846156,2436.989168998718,-894.6485237253117,643.0304113780866,2.334825133834466,0.051537773427748165,0.8434835545749687,0.7021508006517956,0.2661179698216735,3.8640372491675503,14.923076923076923,0.7338820301783264,6858.815661853341,-1124.4010357831735,3,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,DOT/USDT,5,4,8,0,4,100000.0,97360.925934092,-0.026390740659080092,-0.013328908689063113,433.57848342608014,-2988.890408234647,83.76214109943567,41.88044219184717,0.25,414.23295721152834,-1017.7690077065104,-659.7685164770006,0.13566698470706393,0.04121954812124318,-0.5157292166447607,-0.15538398189798452,0.0411522633744856,0.8376214109943566,7.5,0.9588477366255144,414.23295721152834,-1023.9294774931985,2,0.0,0.0,0.0,0.0
RD12_E01_NO_LONG_TERM_TREND,ETH/USDT,9,6,12,0,6,100000.0,98461.00302996386,-0.015389969700361439,-0.007751245750734714,2095.578907341699,-3487.691623251534,146.8842541263122,73.44179739542646,0.3333333333333333,1024.1524939591216,-896.8254894885976,-256.4994950060246,0.5709876146267489,0.034304169701793126,-0.36878977755396436,-0.18017368442745646,0.1111111111111111,1.4688425412631216,13.5,0.8888888888888888,1939.5355834523805,-1059.5824776131235,3,0.0,0.0,0.0,0.0
