affected_decisions,cagr,candidate_rows,candidate_sha256,capacity_reduction_decisions,capital_feasible,cash_manifest_sha256,checks,cost_multiplier,evaluated_rows,expectancy_per_trade,final_equity,insufficient_cash_rejections,maximum_drawdown,maximum_open_notional_fraction_observed,maximum_open_risk_fraction_observed,maximum_positions_observed,membership_sha256,minimum_cash,monthly_geometric_return,named_omission,net_return,network_requests,omitted_value,positive_net_return,post_2024_accessed,production_authorized,profit_factor,profit_factor_at_least_one,replacement_decisions,router_decision_counts,run_type,schema_version,sensitivity_conclusion_passed,trade_count,trade_identity_sha256,universe_id,win_rate
11,0.10826876997803137,2196,2249afc9761ec3b95ba96d80ef0a22a821ba8027713ccdf4305d612ca9079290,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2196,66.79347569027915,180686.51863385818,96,0.19608937060340748,1.4985014985014986,0.0225,4,b21d5159d037eefb6c6afec403f6dec1c4a3e79995688f65d740f2cfc652ef2a,1061.285452441909,0.008603392529782816,False,0.8068651863385818,0,SUI-USDT,True,False,False,1.1638514607741621,True,11,"{""ADMITTED"":1208,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":54,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":157,""REJECTED_SAME_SYMBOL_ACTIVE"":530}",LOAO,rd18-p3e-sensitivity-run-v1,True,1208,9d1e38ae6947ff8b36aac95f1dc63ee77576c4dd59b6c57d3c7fb1747e1652c9,C2,0.3956953642384106
11,-0.04825095647959965,2196,2249afc9761ec3b95ba96d80ef0a22a821ba8027713ccdf4305d612ca9079290,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2196,-24.74371613852914,75231.54014533212,490,0.5853839650674135,1.4985014985014986,0.0225,3,b21d5159d037eefb6c6afec403f6dec1c4a3e79995688f65d740f2cfc652ef2a,216.5907999919582,-0.004112677075235549,False,-0.2476845985466788,0,SUI-USDT,False,False,False,0.9465060808285292,False,11,"{""ADMITTED"":1001,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":42,""REJECTED_INSUFFICIENT_CASH"":490,""REJECTED_MAX_OPEN_RISK"":66,""REJECTED_SAME_SYMBOL_ACTIVE"":446}",LOAO,rd18-p3e-sensitivity-run-v1,False,1001,ffe68c1ecd757a522c54c6d825502bf891a7e86693c3aca6d1e72c09cbe1d05f,C2,0.32867132867132864
37,0.10313087803461829,2191,bccf2a1c413142145ecd25f5a25d2b2f56cbe43982becdbd26a290a06f3b9101,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2191,65.22230224814665,175918.75981684352,171,0.22858623426838076,1.4985014985014986,0.0225,4,2fc9b564a2c46f10f7f95c5e81b7ed113e64a4a2ae835e413eab00caf9c7ffa8,70.41284711562184,0.008212908206580272,False,0.7591875981684353,0,TRX-USDT,True,False,False,1.158949252114494,True,37,"{""ADMITTED"":1164,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":52,""REJECTED_INSUFFICIENT_CASH"":171,""REJECTED_MAX_OPEN_RISK"":148,""REJECTED_SAME_SYMBOL_ACTIVE"":505}",LOAO,rd18-p3e-sensitivity-run-v1,True,1164,ce461f0e33d76fa66f9df0625ab696d210b320eb491232cdb61b9d8fb454ac4d,C2,0.39690721649484534
37,-0.012419412548493325,2191,bccf2a1c413142145ecd25f5a25d2b2f56cbe43982becdbd26a290a06f3b9101,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2191,-7.0594166999232595,93060.59338397531,522,0.5317707176264154,1.3720743806982152,0.0225,3,2fc9b564a2c46f10f7f95c5e81b7ed113e64a4a2ae835e413eab00caf9c7ffa8,36.1914830656242,-0.00104088939764857,False,-0.0693940661602469,0,TRX-USDT,False,False,False,0.984747439420918,False,37,"{""ADMITTED"":983,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":40,""REJECTED_INSUFFICIENT_CASH"":522,""REJECTED_MAX_OPEN_RISK"":64,""REJECTED_SAME_SYMBOL_ACTIVE"":431}",LOAO,rd18-p3e-sensitivity-run-v1,False,983,9f23ba5182a58fc8f7a1754ba6ef9f51da5e1974b8a02cec6df84fa37a9d29a3,C2,0.3296032553407935
13,0.12763690438332342,2201,469b7dd91705ec5520d144b55c1259e8db206ff037e84d70b15d597b3188379c,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2201,82.00018470714818,199630.22441918633,96,0.19589311470536563,1.4985014985014986,0.0225,4,f90921ae3146faaa07d6a07d0ea1eec5dc42d7abab19ee41dc04c9ec3aa78560,1061.285452441909,0.010060621829179883,False,0.9963022441918632,0,VET-USDT,True,False,False,1.202268098343878,True,13,"{""ADMITTED"":1215,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":158,""REJECTED_SAME_SYMBOL_ACTIVE"":529}",LOAO,rd18-p3e-sensitivity-run-v1,True,1215,9c460d45258253113289a2aaabc0d64b855107e4101056cbc6b6e488a07c9297,C2,0.3991769547325103
13,-0.013344651741008406,2201,469b7dd91705ec5520d144b55c1259e8db206ff037e84d70b15d597b3188379c,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2201,-7.3084805462236755,92559.96680394404,474,0.541715906833504,1.4985014985014986,0.0225,3,f90921ae3146faaa07d6a07d0ea1eec5dc42d7abab19ee41dc04c9ec3aa78560,166.0313928725045,-0.0011189145275544155,False,-0.07440033196055951,0,VET-USDT,False,False,False,0.9840956086787287,False,13,"{""ADMITTED"":1018,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":42,""REJECTED_INSUFFICIENT_CASH"":474,""REJECTED_MAX_OPEN_RISK"":68,""REJECTED_SAME_SYMBOL_ACTIVE"":449}",LOAO,rd18-p3e-sensitivity-run-v1,False,1018,883db7dc6a6df5f4b7d9f569b38115be654c8b6835c19030d52b8e62c9b4896b,C2,0.3330058939096267
23,0.14827473969937288,2196,0559f083d5a8ba208f0afd5d229d1c75dbadf431006a83863956b0063fadcaf4,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2196,100.65582147642489,221592.23234352234,96,0.18453619165392032,1.4985014985014986,0.0225,4,07eeafe3d803f2449119e2906e817a315fcb2f4f934691d351d48bc6f69819f9,1061.285452441909,0.011588346417960249,False,1.2159223234352234,0,XMR-USDT,True,False,False,1.2489150277982224,True,23,"{""ADMITTED"":1208,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":51,""REJECTED_INSUFFICIENT_CASH"":96,""REJECTED_MAX_OPEN_RISK"":166,""REJECTED_SAME_SYMBOL_ACTIVE"":526}",LOAO,rd18-p3e-sensitivity-run-v1,True,1208,aaeb7654fb979d3abcb576d320c3076008879c31769168f73c47993cc6a64069,C2,0.402317880794702
23,0.01621796354364058,2196,0559f083d5a8ba208f0afd5d229d1c75dbadf431006a83863956b0063fadcaf4,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2196,9.032065511113611,109700.43835893572,382,0.41768736305885856,1.4985014985014986,0.0225,3,07eeafe3d803f2449119e2906e817a315fcb2f4f934691d351d48bc6f69819f9,216.5907999919582,0.0013415538455650022,False,0.09700438358935726,0,XMR-USDT,True,False,False,1.0196930836031537,True,23,"{""ADMITTED"":1074,""REJECTED_ENGINE_CONFLICT"":149,""REJECTED_ENGINE_COOLDOWN"":44,""REJECTED_INSUFFICIENT_CASH"":382,""REJECTED_MAX_OPEN_RISK"":84,""REJECTED_SAME_SYMBOL_ACTIVE"":463}",LOAO,rd18-p3e-sensitivity-run-v1,True,1074,7efdfee037d6028bd292e19372d18297128f4c937ca189426930dc372cdec130,C2,0.3268156424581006
290,0.088033783343888,2257,324a1e71e160d9a247a2b2ee8b0357c7296fe43981a8700f4f2efacad1878d7c,18,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2257,51.61579320261619,162506.72556836897,143,0.23322611014211958,1.4985014985014986,0.0225,3,9b5fe84387e9bbb2f39f29da25b427ebae60bde4dfee1c1e051235fedeafd43e,292.05522023607045,0.007055792197175226,False,0.6250672556836898,0,XRP-USDT,True,False,False,1.1225860314912517,True,272,"{""ADMITTED"":1211,""REJECTED_ENGINE_CONFLICT"":159,""REJECTED_ENGINE_COOLDOWN"":58,""REJECTED_INSUFFICIENT_CASH"":143,""REJECTED_MAX_OPEN_RISK"":173,""REJECTED_SAME_SYMBOL_ACTIVE"":513}",LOAO,rd18-p3e-sensitivity-run-v1,True,1211,28ac6dd650cab476c2fec6b8c1922d2c651ee2ddf15d34852b5675ef5656ffad,C2,0.3905862923203964
290,-0.04138875327241953,2257,324a1e71e160d9a247a2b2ee8b0357c7296fe43981a8700f4f2efacad1878d7c,18,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2257,-20.663045529743165,78407.1174214179,484,0.4811407563353186,1.3027413542416006,0.0225,3,9b5fe84387e9bbb2f39f29da25b427ebae60bde4dfee1c1e051235fedeafd43e,24.337786332918768,-0.003516275030861271,False,-0.21592882578582095,0,XRP-USDT,False,False,False,0.9565902218365661,False,272,"{""ADMITTED"":1045,""REJECTED_ENGINE_CONFLICT"":159,""REJECTED_ENGINE_COOLDOWN"":54,""REJECTED_INSUFFICIENT_CASH"":484,""REJECTED_MAX_OPEN_RISK"":71,""REJECTED_SAME_SYMBOL_ACTIVE"":444}",LOAO,rd18-p3e-sensitivity-run-v1,False,1045,3f10e23b785525273615be00c4cb83552b5614ddb7c4908af69be6d5848eb147,C2,0.3291866028708134
18,0.1493357811126379,2162,e631501585359e24f1631e8b65c7b49be7a479a24876d9e09540d47322f80a78,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2162,102.39630997834574,222773.17566403784,82,0.176120490848253,1.4985014985014986,0.0225,4,1fde58f34c56abda9b0fe2e0f625608c13e56f89916666d3fd411c3738dea489,716.1357089937374,0.01166620836062826,False,1.2277317566403783,0,XTZ-USDT,True,False,False,1.2522314698894557,True,18,"{""ADMITTED"":1199,""REJECTED_ENGINE_CONFLICT"":146,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":82,""REJECTED_MAX_OPEN_RISK"":157,""REJECTED_SAME_SYMBOL_ACTIVE"":525}",LOAO,rd18-p3e-sensitivity-run-v1,True,1199,95598ae71743559964dd7c11b92704efd002289ed380e856801a2bab98bb5a15,C2,0.3978315262718932
18,-0.013690708228176529,2162,e631501585359e24f1631e8b65c7b49be7a479a24876d9e09540d47322f80a78,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2162,-7.74284672776103,92373.29597315531,497,0.5373443740266546,1.3720743806982152,0.0225,3,1fde58f34c56abda9b0fe2e0f625608c13e56f89916666d3fd411c3738dea489,191.09384254569886,-0.0011481145973044615,False,-0.07626704026844688,0,XTZ-USDT,False,False,False,0.9831335262231414,False,18,"{""ADMITTED"":985,""REJECTED_ENGINE_CONFLICT"":146,""REJECTED_ENGINE_COOLDOWN"":41,""REJECTED_INSUFFICIENT_CASH"":497,""REJECTED_MAX_OPEN_RISK"":64,""REJECTED_SAME_SYMBOL_ACTIVE"":429}",LOAO,rd18-p3e-sensitivity-run-v1,False,985,7124dd79b04b0d500cc4e0d6629d0dbd91baaa02d66b282eb75ec4966c0e80cf,C2,0.33096446700507615
80,0.08704297505332281,2163,fad2718e4240a22ec95f2dfca14d22ace469e457e779f85968ce86a549954105,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2163,51.04050849402911,161656.93426078843,80,0.2630614389944437,1.4985014985014986,0.0225,4,ede896eee4213ece82fb5e2ee68dcc4506de972539c27afe84b1bbd8237059c9,98.2795942602097,0.006979338081477993,False,0.6165693426078842,0,ADA-USDT,True,False,False,1.12661918962334,True,80,"{""ADMITTED"":1208,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":48,""REJECTED_INSUFFICIENT_CASH"":80,""REJECTED_MAX_OPEN_RISK"":158,""REJECTED_SAME_SYMBOL_ACTIVE"":518}",LOAO,rd18-p3e-sensitivity-run-v1,True,1208,233941fe6eac80ebd90f9e0be73d19e46a34bda18cb9268c997f4ed70e8acb70,D2,0.3990066225165563
80,-0.07060856108535729,2163,fad2718e4240a22ec95f2dfca14d22ace469e457e779f85968ce86a549954105,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2163,-33.320990859755945,65612.73743273095,407,0.7234594582409186,1.4985014985014986,0.0225,4,ede896eee4213ece82fb5e2ee68dcc4506de972539c27afe84b1bbd8237059c9,25.16071118678883,-0.006083526110660986,False,-0.3438726256726905,0,ADA-USDT,False,False,False,0.9266478188205881,False,80,"{""ADMITTED"":1032,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":43,""REJECTED_INSUFFICIENT_CASH"":407,""REJECTED_MAX_OPEN_RISK"":81,""REJECTED_SAME_SYMBOL_ACTIVE"":449}",LOAO,rd18-p3e-sensitivity-run-v1,False,1032,8a6471785f3366cf1a914cce7e449b659df56506ea20bf4fede52a9c2336b2cd,D2,0.32945736434108525
34,0.11774435708048081,2153,fdb79e67c99a2620e64d772c26ca5d9e1174bb37237b00c943f116bb410b8fe3,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2153,76.32615932105568,189759.56336156285,91,0.20037481335677965,1.4985014985014986,0.0225,4,e8150239177cf7c8b98982a7de939fb890ade1d9738f680db7f640913eab98ce,1058.1801512009624,0.009319213260069681,False,0.8975956336156286,0,ATOM-USDT,True,False,False,1.191530497051274,True,34,"{""ADMITTED"":1176,""REJECTED_ENGINE_CONFLICT"":156,""REJECTED_ENGINE_COOLDOWN"":42,""REJECTED_INSUFFICIENT_CASH"":91,""REJECTED_MAX_OPEN_RISK"":158,""REJECTED_SAME_SYMBOL_ACTIVE"":530}",LOAO,rd18-p3e-sensitivity-run-v1,True,1176,b62c74b3fa3f38edf2f7de4b877c642f3b51f42a83fa6c0c6301b9de50275717,D2,0.40221088435374147
34,-0.038011909283379275,2153,fdb79e67c99a2620e64d772c26ca5d9e1174bb37237b00c943f116bb410b8fe3,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2153,-19.07444838314721,80009.97809446116,368,0.550700125343228,1.4985014985014986,0.0225,3,e8150239177cf7c8b98982a7de939fb890ade1d9738f680db7f640913eab98ce,234.30249233815266,-0.003224224995680869,False,-0.19990021905538846,0,ATOM-USDT,False,False,False,0.9583182951980981,False,34,"{""ADMITTED"":1048,""REJECTED_ENGINE_CONFLICT"":156,""REJECTED_ENGINE_COOLDOWN"":39,""REJECTED_INSUFFICIENT_CASH"":368,""REJECTED_MAX_OPEN_RISK"":80,""REJECTED_SAME_SYMBOL_ACTIVE"":462}",LOAO,rd18-p3e-sensitivity-run-v1,False,1048,699c11b1c9b7df1dd2c0492dfff2521211c21385f4de83eccdad9dc7adbc158a,D2,0.3196564885496183
53,0.13463422270021463,2148,ccbaf169418d5a45372f1fdec27963e3c0ae2bf5215f8460fc4fbc33fb233bfb,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2148,89.20293377955274,206865.1146679056,78,0.1643491358848378,1.4985014985014986,0.0225,4,a9244176e4dca4b761c2738687f15461f7bd272c4375e0ba207c00732656099d,27.594472316704923,0.010581452437756322,False,1.068651146679056,0,AVAX-USDT,True,False,False,1.2210139236268096,True,53,"{""ADMITTED"":1198,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":48,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":152,""REJECTED_SAME_SYMBOL_ACTIVE"":522}",LOAO,rd18-p3e-sensitivity-run-v1,True,1198,6533fdae98df71b2c7febccf2beca80689e25c5a490daeba5519823864a0c262,D2,0.3981636060100167
53,-0.0052155385763884565,2148,ccbaf169418d5a45372f1fdec27963e3c0ae2bf5215f8460fc4fbc33fb233bfb,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2148,-2.656351798755536,97035.51139258833,240,0.5040430765015189,1.4985014985014986,0.0225,4,a9244176e4dca4b761c2738687f15461f7bd272c4375e0ba207c00732656099d,45.171516027992766,-0.000435670649154285,False,-0.02964488607411664,0,AVAX-USDT,False,False,False,0.9941206291019483,False,53,"{""ADMITTED"":1116,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":47,""REJECTED_INSUFFICIENT_CASH"":240,""REJECTED_MAX_OPEN_RISK"":113,""REJECTED_SAME_SYMBOL_ACTIVE"":482}",LOAO,rd18-p3e-sensitivity-run-v1,False,1116,ca6edfbca145c8e40a0b201ab5c596489823dd3b9536ff838e62b4d15c63d944,D2,0.32974910394265233
22,0.11370483686867838,2161,d126eeb4e8d3402fc24ea06e8e8723dcbff94100c7051737285a14af4fc99936,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2161,71.47935375572949,185846.70386063238,78,0.1978691173551258,1.4985014985014986,0.0225,4,9f30fd8efd1f3bce5acf0d9b493baa4ff10397561bec544dd26f160cc6803c2b,27.594472316704923,0.009014735880971125,False,0.8584670386063238,0,BNB-USDT,True,False,False,1.1769160747180434,True,22,"{""ADMITTED"":1201,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":50,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":158,""REJECTED_SAME_SYMBOL_ACTIVE"":524}",LOAO,rd18-p3e-sensitivity-run-v1,True,1201,d4a5f24bca56b8cb942f476d53742bfd47195ea72ae0143963998eee41ebc83f,D2,0.3971690258118235
22,-0.02924885994069637,2161,d126eeb4e8d3402fc24ea06e8e8723dcbff94100c7051737285a14af4fc99936,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2161,-14.460225220485835,84296.19541055181,316,0.5601299229736809,1.4985014985014986,0.0225,4,9f30fd8efd1f3bce5acf0d9b493baa4ff10397561bec544dd26f160cc6803c2b,13.66089195132372,-0.0024707041039290223,False,-0.1570380458944819,0,BNB-USDT,False,False,False,0.9683535360899135,False,22,"{""ADMITTED"":1086,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":46,""REJECTED_INSUFFICIENT_CASH"":316,""REJECTED_MAX_OPEN_RISK"":89,""REJECTED_SAME_SYMBOL_ACTIVE"":474}",LOAO,rd18-p3e-sensitivity-run-v1,False,1086,28bdf0b3788d7048f023c1bfd886bb168b6129d1be9754bb9e1c75272170d94e,D2,0.3250460405156538
301,0.10445380998321774,2039,884d5f9ee79ec9f05fb667c45e5f2130ebab894ef8d0827dd8edd6aeab67df2a,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2039,65.70386055074691,177136.3322865778,61,0.2656117921543293,1.4985014985014986,0.0225,3,544afb284f8cd161181e183a3a8b783ae80b90e27a767d2a500fb165b69f00bc,751.8881658406026,0.008313611314728409,False,0.7713633228657779,0,BTC-USDT,True,False,False,1.1545271459553292,True,263,"{""ADMITTED"":1174,""REJECTED_ENGINE_CONFLICT"":127,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":61,""REJECTED_MAX_OPEN_RISK"":137,""REJECTED_SAME_SYMBOL_ACTIVE"":487}",LOAO,rd18-p3e-sensitivity-run-v1,True,1174,26b7fe1e50ce5a623ec56289917059853ceb4714c50634a7e299230d34e18c59,D2,0.4071550255536627
301,-0.055035564151933,2039,884d5f9ee79ec9f05fb667c45e5f2130ebab894ef8d0827dd8edd6aeab67df2a,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2039,-26.78507195039469,72197.09531548961,322,0.6189516179436326,1.4985014985014986,0.0225,3,544afb284f8cd161181e183a3a8b783ae80b90e27a767d2a500fb165b69f00bc,1.4824523859679175,-0.0047062230488700285,False,-0.2780290468451039,0,BTC-USDT,False,False,False,0.9431119794193189,False,263,"{""ADMITTED"":1038,""REJECTED_ENGINE_CONFLICT"":127,""REJECTED_ENGINE_COOLDOWN"":46,""REJECTED_INSUFFICIENT_CASH"":322,""REJECTED_MAX_OPEN_RISK"":63,""REJECTED_SAME_SYMBOL_ACTIVE"":443}",LOAO,rd18-p3e-sensitivity-run-v1,False,1038,14d1308f873da4cbc2f3e2d093ac2b5baade990aaede669e4cedb1806a28dbd3,D2,0.3439306358381503
