sequence,request_id,namespace,start,end_exclusive,expected_day_count,authorized,status,dune_query_id,credits_before,credits_after,credits_consumed,result_path
1,bitcoin_2022_03_browser_validation,bitcoin,2022-03-01T00:00:00Z,2022-04-01T00:00:00Z,31,False,REGISTERED_NOT_AUTHORIZED,,,,,data/research/rd09c/browser-pilot/bitcoin_2022_03.csv
