pair,canonical_asset_id,identity_status,duplicate_period,temporal_identity_status
OPEN_ERROR-USDT,,EXCLUDED_NON_CANONICAL_NETWORK_REPRESENTATION,False,RESOLVED_OR_EXCLUDED
OPQ-USDT,OPQ,HIGH,False,RESOLVED_OR_EXCLUDED
OPS-USDT,OPS,HIGH,False,RESOLVED_OR_EXCLUDED
OPT-USDT,OPT,HIGH,False,RESOLVED_OR_EXCLUDED
OPUL-USDT,OPUL,HIGH,False,RESOLVED_OR_EXCLUDED
OPUP-USDT,OPUP,HIGH,False,RESOLVED_OR_EXCLUDED
ORAI-USDT,ORAI,HIGH,False,RESOLVED_OR_EXCLUDED
ORBS-USDT,ORBS,HIGH,False,RESOLVED_OR_EXCLUDED
ORC-USDT,ORC,HIGH,False,RESOLVED_OR_EXCLUDED
ORCA-USDT,ORCA,HIGH,False,RESOLVED_OR_EXCLUDED
ORDER-USDT,ORDER,HIGH,False,RESOLVED_OR_EXCLUDED
ORDI-USDT,ORDI,HIGH,False,RESOLVED_OR_EXCLUDED
ORDIDOWN-USDT,ORDIDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
ORDIUP-USDT,ORDIUP,HIGH,False,RESOLVED_OR_EXCLUDED
ORN-USDT,ORN,HIGH,False,RESOLVED_OR_EXCLUDED
OSMO-USDT,OSMO,HIGH,False,RESOLVED_OR_EXCLUDED
OTK-USDT,OTK,HIGH,False,RESOLVED_OR_EXCLUDED
OUSD-USDT,OUSD,HIGH,False,RESOLVED_OR_EXCLUDED
OVR-USDT,OVR,HIGH,False,RESOLVED_OR_EXCLUDED
OXT-USDT,OXT,HIGH,False,RESOLVED_OR_EXCLUDED
P-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
P00LS-USDT,P00LS,HIGH,False,RESOLVED_OR_EXCLUDED
P2P-USDT,P2P,HIGH,False,RESOLVED_OR_EXCLUDED
PAAL-USDT,PAAL,HIGH,False,RESOLVED_OR_EXCLUDED
PAB-USDT,PAB,HIGH,False,RESOLVED_OR_EXCLUDED
PAIN-USDT,PAIN,HIGH,False,RESOLVED_OR_EXCLUDED
PAL-USDT,PAL,HIGH,False,RESOLVED_OR_EXCLUDED
PANDORA-USDT,PANDORA,HIGH,False,RESOLVED_OR_EXCLUDED
PARETO-USDT,PARETO,HIGH,False,RESOLVED_OR_EXCLUDED
PARTI-USDT,PARTI,HIGH,False,RESOLVED_OR_EXCLUDED
PATEX-USDT,PATEX,HIGH,False,RESOLVED_OR_EXCLUDED
PAWS-USDT,PAWS,HIGH,False,RESOLVED_OR_EXCLUDED
PAX-USDT,PAX,HIGH,False,RESOLVED_OR_EXCLUDED
PAXG-USDT,PAXG,HIGH,False,RESOLVED_OR_EXCLUDED
PAY-USDT,PAY,HIGH,False,RESOLVED_OR_EXCLUDED
PAZZI-USDT,PAZZI,HIGH,False,RESOLVED_OR_EXCLUDED
PBL-USDT,PBL,HIGH,False,RESOLVED_OR_EXCLUDED
PBR-USDT,PBR,HIGH,False,RESOLVED_OR_EXCLUDED
PBUX-USDT,PBUX,HIGH,False,RESOLVED_OR_EXCLUDED
PBX-USDT,PBX,HIGH,False,RESOLVED_OR_EXCLUDED
PCX-USDT,PCX,HIGH,False,RESOLVED_OR_EXCLUDED
PDEX-USDT,PDEX,HIGH,False,RESOLVED_OR_EXCLUDED
PEAQ-USDT,PEAQ,HIGH,False,RESOLVED_OR_EXCLUDED
PEEL-USDT,PEEL,HIGH,False,RESOLVED_OR_EXCLUDED
PEELOLD-USDT,PEELOLD,HIGH,False,RESOLVED_OR_EXCLUDED
PEL-USDT,PEL,HIGH,False,RESOLVED_OR_EXCLUDED
PEN-USDT,PEN,HIGH,False,RESOLVED_OR_EXCLUDED
PENDLE-USDT,PENDLE,HIGH,False,RESOLVED_OR_EXCLUDED
PENGU-USDT,PENGU,HIGH,False,RESOLVED_OR_EXCLUDED
PEOPLE-USDT,PEOPLE,HIGH,False,RESOLVED_OR_EXCLUDED
PEPE-USDT,PEPE,HIGH,False,RESOLVED_OR_EXCLUDED
PEPE2-USDT,PEPE2,HIGH,False,RESOLVED_OR_EXCLUDED
PEPEDOWN-USDT,PEPEDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
PEPEUP-USDT,PEPEUP,HIGH,False,RESOLVED_OR_EXCLUDED
PERP-USDT,PERP,HIGH,False,RESOLVED_OR_EXCLUDED
PERPDOWN-USDT,PERPDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
PERPUP-USDT,PERPUP,HIGH,False,RESOLVED_OR_EXCLUDED
PFVS-USDT,PFVS,HIGH,False,RESOLVED_OR_EXCLUDED
PGC-USDT,PGC,HIGH,False,RESOLVED_OR_EXCLUDED
PHA-USDT,PHA,HIGH,False,RESOLVED_OR_EXCLUDED
PHIL-USDT,PHIL,HIGH,False,RESOLVED_OR_EXCLUDED
PHNX-USDT,PHNX,HIGH,False,RESOLVED_OR_EXCLUDED
PHP-USDT,PHP,HIGH,False,RESOLVED_OR_EXCLUDED
PHX-USDT,PHX,HIGH,False,RESOLVED_OR_EXCLUDED
PIAS-USDT,PIAS,HIGH,False,RESOLVED_OR_EXCLUDED
PIEVERSE-USDT,PIEVERSE,HIGH,False,RESOLVED_OR_EXCLUDED
PIGGY-USDT,PIGGY,HIGH,False,RESOLVED_OR_EXCLUDED
PIKA-USDT,PIKA,HIGH,False,RESOLVED_OR_EXCLUDED
PIKASTER2-USDT,PIKASTER2,HIGH,False,RESOLVED_OR_EXCLUDED
PIN-USDT,PIN,HIGH,False,RESOLVED_OR_EXCLUDED
PING-USDT,PING,HIGH,False,RESOLVED_OR_EXCLUDED
PINGPONG-USDT,PINGPONG,HIGH,False,RESOLVED_OR_EXCLUDED
PIP-USDT,PIP,HIGH,False,RESOLVED_OR_EXCLUDED
PIPE-USDT,PIPE,HIGH,False,RESOLVED_OR_EXCLUDED
PIT-USDT,PIT,HIGH,False,RESOLVED_OR_EXCLUDED
PIVX-USDT,PIVX,HIGH,False,RESOLVED_OR_EXCLUDED
PIX-USDT,PIX,HIGH,False,RESOLVED_OR_EXCLUDED
PIXEL-USDT,PIXEL,HIGH,False,RESOLVED_OR_EXCLUDED
PKF-USDT,PKF,HIGH,False,RESOLVED_OR_EXCLUDED
PKR-USDT,PKR,HIGH,False,RESOLVED_OR_EXCLUDED
PLAI-USDT,PLAI,HIGH,False,RESOLVED_OR_EXCLUDED
PLANCK-USDT,PLANCK,HIGH,False,RESOLVED_OR_EXCLUDED
PLATO-USDT,PLATO,HIGH,False,RESOLVED_OR_EXCLUDED
PLAY-USDT,PLAY,HIGH,False,RESOLVED_OR_EXCLUDED
PLAYOLD-USDT,PLAYOLD,HIGH,False,RESOLVED_OR_EXCLUDED
PLAYSOLANA-USDT,PLAYSOLANA,HIGH,False,RESOLVED_OR_EXCLUDED
PLD-USDT,PLD,HIGH,False,RESOLVED_OR_EXCLUDED
PLGR-USDT,PLGR,HIGH,False,RESOLVED_OR_EXCLUDED
PLN-USDT,PLN,HIGH,False,RESOLVED_OR_EXCLUDED
PLT-USDT,PLT,HIGH,False,RESOLVED_OR_EXCLUDED
PLU-USDT,PLU,HIGH,False,RESOLVED_OR_EXCLUDED
PLUME-USDT,PLUME,HIGH,False,RESOLVED_OR_EXCLUDED
PLY-USDT,PLY,HIGH,False,RESOLVED_OR_EXCLUDED
PMG-USDT,PMG,HIGH,False,RESOLVED_OR_EXCLUDED
PMGT-USDT,PMGT,HIGH,False,RESOLVED_OR_EXCLUDED
PMON-USDT,PMON,HIGH,False,RESOLVED_OR_EXCLUDED
PNDR-USDT,PNDR,HIGH,False,RESOLVED_OR_EXCLUDED
PNK-USDT,PNK,HIGH,False,RESOLVED_OR_EXCLUDED
PNT-USDT,PNT,HIGH,False,RESOLVED_OR_EXCLUDED
PNUT-USDT,PNUT,HIGH,False,RESOLVED_OR_EXCLUDED
POE-USDT,POE,HIGH,False,RESOLVED_OR_EXCLUDED
POKT-USDT,POKT,HIGH,False,RESOLVED_OR_EXCLUDED
POL-USDT,POL,HIGH,False,RESOLVED_OR_EXCLUDED
POLC-USDT,POLC,HIGH,False,RESOLVED_OR_EXCLUDED
POLK-USDT,POLK,HIGH,False,RESOLVED_OR_EXCLUDED
POLL-USDT,POLL,HIGH,False,RESOLVED_OR_EXCLUDED
POLS-USDT,POLS,HIGH,False,RESOLVED_OR_EXCLUDED
POLX-USDT,POLX,HIGH,False,RESOLVED_OR_EXCLUDED
POLY-USDT,POLY,HIGH,False,RESOLVED_OR_EXCLUDED
POLYX-USDT,POLYX,HIGH,False,RESOLVED_OR_EXCLUDED
PONCH-USDT,PONCH,HIGH,False,RESOLVED_OR_EXCLUDED
POND-USDT,POND,HIGH,False,RESOLVED_OR_EXCLUDED
PONKE-USDT,PONKE,HIGH,False,RESOLVED_OR_EXCLUDED
POP-USDT,POP,HIGH,False,RESOLVED_OR_EXCLUDED
POPCAT-USDT,POPCAT,HIGH,False,RESOLVED_OR_EXCLUDED
PORT3-USDT,PORT3,HIGH,False,RESOLVED_OR_EXCLUDED
PORTAL-USDT,PORTAL,HIGH,False,RESOLVED_OR_EXCLUDED
PORTALS-USDT,PORTALS,HIGH,False,RESOLVED_OR_EXCLUDED
POSI-USDT,POSI,HIGH,False,RESOLVED_OR_EXCLUDED
POWEROLD-USDT,POWEROLD,HIGH,False,RESOLVED_OR_EXCLUDED
POWR-USDT,POWR,HIGH,False,RESOLVED_OR_EXCLUDED
PPT-USDT,PPT,HIGH,False,RESOLVED_OR_EXCLUDED
PRAI-USDT,PRAI,HIGH,False,RESOLVED_OR_EXCLUDED
PRCL-USDT,PRCL,HIGH,False,RESOLVED_OR_EXCLUDED
PRE-USDT,PRE,HIGH,False,RESOLVED_OR_EXCLUDED
PRIMAL-USDT,PRIMAL,HIGH,False,RESOLVED_OR_EXCLUDED
PRL-USDT,PRL,HIGH,False,RESOLVED_OR_EXCLUDED
PRLOLD-USDT,PRLOLD,HIGH,False,RESOLVED_OR_EXCLUDED
PRMX-USDT,PRMX,HIGH,False,RESOLVED_OR_EXCLUDED
PRO-USDT,PRO,HIGH,False,RESOLVED_OR_EXCLUDED
PROM-USDT,PROM,HIGH,False,RESOLVED_OR_EXCLUDED
PROMPT-USDT,PROMPT,HIGH,False,RESOLVED_OR_EXCLUDED
PROPS-USDT,PROPS,HIGH,False,RESOLVED_OR_EXCLUDED
PROPSOLD-USDT,PROPSOLD,HIGH,False,RESOLVED_OR_EXCLUDED
PROS-USDT,PROS,HIGH,False,RESOLVED_OR_EXCLUDED
PROVE-USDT,PROVE,HIGH,False,RESOLVED_OR_EXCLUDED
PRQ-USDT,PRQ,HIGH,False,RESOLVED_OR_EXCLUDED
PSL-USDT,PSL,HIGH,False,RESOLVED_OR_EXCLUDED
PSTAKE-USDT,PSTAKE,HIGH,False,RESOLVED_OR_EXCLUDED
PTB-USDT,PTB,HIGH,False,RESOLVED_OR_EXCLUDED
PUBLIC-USDT,PUBLIC,HIGH,False,RESOLVED_OR_EXCLUDED
PUFFER-USDT,PUFFER,HIGH,False,RESOLVED_OR_EXCLUDED
PUMLX-USDT,PUMLX,HIGH,False,RESOLVED_OR_EXCLUDED
PUMP-USDT,PUMP,HIGH,False,RESOLVED_OR_EXCLUDED
PUNDIAI-USDT,PUNDIAI,HIGH,False,RESOLVED_OR_EXCLUDED
PUNDIX-USDT,PUNDIX,HIGH,False,RESOLVED_OR_EXCLUDED
PURA-USDT,PURA,HIGH,False,RESOLVED_OR_EXCLUDED
PURR-USDT,PURR,HIGH,False,RESOLVED_OR_EXCLUDED
PUSH-USDT,PUSH,HIGH,False,RESOLVED_OR_EXCLUDED
PVT-USDT,PVT,HIGH,False,RESOLVED_OR_EXCLUDED
PYBOBO-USDT,PYBOBO,HIGH,False,RESOLVED_OR_EXCLUDED
PYG-USDT,PYG,HIGH,False,RESOLVED_OR_EXCLUDED
PYR-USDT,PYR,HIGH,False,RESOLVED_OR_EXCLUDED
PYTH-USDT,PYTH,HIGH,False,RESOLVED_OR_EXCLUDED
PYTHDOWN-USDT,PYTHDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
PYTHUP-USDT,PYTHUP,HIGH,False,RESOLVED_OR_EXCLUDED
PYUSD-USDT,,EXCLUDED_STABLECOIN_OR_CASH,False,RESOLVED_OR_EXCLUDED
PZP-USDT,PZP,HIGH,False,RESOLVED_OR_EXCLUDED
Q-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
QAIT-USDT,QAIT,HIGH,False,RESOLVED_OR_EXCLUDED
QAR-USDT,QAR,HIGH,False,RESOLVED_OR_EXCLUDED
QI-USDT,QI,HIGH,False,RESOLVED_OR_EXCLUDED
QKC-USDT,QKC,HIGH,False,RESOLVED_OR_EXCLUDED
QLC-USDT,QLC,HIGH,False,RESOLVED_OR_EXCLUDED
QNT-USDT,QNT,HIGH,False,RESOLVED_OR_EXCLUDED
QORPO-USDT,QORPO,HIGH,False,RESOLVED_OR_EXCLUDED
QRDO-USDT,QRDO,HIGH,False,RESOLVED_OR_EXCLUDED
QSP-USDT,QSP,HIGH,False,RESOLVED_OR_EXCLUDED
QTUM-USDT,QTUM,HIGH,False,RESOLVED_OR_EXCLUDED
QUARTZ-USDT,QUARTZ,HIGH,False,RESOLVED_OR_EXCLUDED
QUICK-USDT,QUICK,HIGH,False,RESOLVED_OR_EXCLUDED
QUILL-USDT,QUILL,HIGH,False,RESOLVED_OR_EXCLUDED
R-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
RACA-USDT,RACA,HIGH,False,RESOLVED_OR_EXCLUDED
RACEFI-USDT,RACEFI,HIGH,False,RESOLVED_OR_EXCLUDED
RAIN-USDT,RAIN,HIGH,False,RESOLVED_OR_EXCLUDED
RANKER-USDT,RANKER,HIGH,False,RESOLVED_OR_EXCLUDED
RARI-USDT,RARI,HIGH,False,RESOLVED_OR_EXCLUDED
RATS-USDT,RATS,HIGH,False,RESOLVED_OR_EXCLUDED
RAVE-USDT,RAVE,HIGH,False,RESOLVED_OR_EXCLUDED
RAY-USDT,RAY,HIGH,False,RESOLVED_OR_EXCLUDED
RBP-USDT,RBP,HIGH,False,RESOLVED_OR_EXCLUDED
RBS-USDT,RBS,HIGH,False,RESOLVED_OR_EXCLUDED
RBTC-USDT,RBTC,HIGH,False,RESOLVED_OR_EXCLUDED
RBTC1-USDT,RBTC1,HIGH,False,RESOLVED_OR_EXCLUDED
RCADE-USDT,RCADE,HIGH,False,RESOLVED_OR_EXCLUDED
RDN-USDT,RDN,HIGH,False,RESOLVED_OR_EXCLUDED
RDNT-USDT,RDNT,HIGH,False,RESOLVED_OR_EXCLUDED
RDO-USDT,RDO,HIGH,False,RESOLVED_OR_EXCLUDED
RE-USDT,RE,HIGH,False,RESOLVED_OR_EXCLUDED
REACT-USDT,REACT,HIGH,False,RESOLVED_OR_EXCLUDED
READY-USDT,READY,HIGH,False,RESOLVED_OR_EXCLUDED
REAP-USDT,REAP,HIGH,False,RESOLVED_OR_EXCLUDED
RECALL-USDT,RECALL,HIGH,False,RESOLVED_OR_EXCLUDED
RECOMMENDATION-USDT,RECOMMENDATION,HIGH,False,RESOLVED_OR_EXCLUDED
RED-USDT,RED,HIGH,False,RESOLVED_OR_EXCLUDED
REDO-USDT,REDO,HIGH,False,RESOLVED_OR_EXCLUDED
REDSTONE-USDT,REDSTONE,HIGH,False,RESOLVED_OR_EXCLUDED
REEF-USDT,REEF,HIGH,False,RESOLVED_OR_EXCLUDED
REKT-USDT,REKT,HIGH,False,RESOLVED_OR_EXCLUDED
REN-USDT,REN,HIGH,False,RESOLVED_OR_EXCLUDED
RENDER-USDT,RENDER,HIGH,False,RESOLVED_OR_EXCLUDED
REP-USDT,REP,HIGH,False,RESOLVED_OR_EXCLUDED
REQ-USDT,REQ,HIGH,False,RESOLVED_OR_EXCLUDED
RESOLV-USDT,RESOLV,HIGH,False,RESOLVED_OR_EXCLUDED
REV3L-USDT,REV3L,HIGH,False,RESOLVED_OR_EXCLUDED
REVU-USDT,REVU,HIGH,False,RESOLVED_OR_EXCLUDED
REVV-USDT,REVV,HIGH,False,RESOLVED_OR_EXCLUDED
REZ-USDT,REZ,HIGH,False,RESOLVED_OR_EXCLUDED
RFC-USDT,RFC,HIGH,False,RESOLVED_OR_EXCLUDED
RFD-USDT,RFD,HIGH,False,RESOLVED_OR_EXCLUDED
RFOX-USDT,RFOX,HIGH,False,RESOLVED_OR_EXCLUDED
RFUEL-USDT,RFUEL,HIGH,False,RESOLVED_OR_EXCLUDED
RHOC-USDT,RHOC,HIGH,False,RESOLVED_OR_EXCLUDED
RIF-USDT,RIF,HIGH,False,RESOLVED_OR_EXCLUDED
RIFSOL-USDT,RIFSOL,HIGH,False,RESOLVED_OR_EXCLUDED
RIO-USDT,RIO,HIGH,False,RESOLVED_OR_EXCLUDED
RION-USDT,RION,HIGH,False,RESOLVED_OR_EXCLUDED
RIZ-USDT,RIZ,HIGH,False,RESOLVED_OR_EXCLUDED
RLC-USDT,RLC,HIGH,False,RESOLVED_OR_EXCLUDED
RLTM-USDT,RLTM,HIGH,False,RESOLVED_OR_EXCLUDED
RLY-USDT,RLY,HIGH,False,RESOLVED_OR_EXCLUDED
RMRK-USDT,RMRK,HIGH,False,RESOLVED_OR_EXCLUDED
RMV-USDT,RMV,HIGH,False,RESOLVED_OR_EXCLUDED
RNBW-USDT,RNBW,HIGH,False,RESOLVED_OR_EXCLUDED
RNDR-USDT,RNDR,HIGH,False,RESOLVED_OR_EXCLUDED
RNDRDOWN-USDT,RNDRDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
RNDRUP-USDT,RNDRUP,HIGH,False,RESOLVED_OR_EXCLUDED
ROAD-USDT,ROAD,HIGH,False,RESOLVED_OR_EXCLUDED
ROAM-USDT,ROAM,HIGH,False,RESOLVED_OR_EXCLUDED
ROAR-USDT,ROAR,HIGH,False,RESOLVED_OR_EXCLUDED
ROBO-USDT,ROBO,HIGH,False,RESOLVED_OR_EXCLUDED
RON-USDT,RON,HIGH,False,RESOLVED_OR_EXCLUDED
RONIN-USDT,RONIN,HIGH,False,RESOLVED_OR_EXCLUDED
ROOBEE-USDT,ROOBEE,HIGH,False,RESOLVED_OR_EXCLUDED
ROOT-USDT,ROOT,HIGH,False,RESOLVED_OR_EXCLUDED
ROSE-USDT,ROSE,HIGH,False,RESOLVED_OR_EXCLUDED
ROSEDOWN-USDT,ROSEDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
ROSEUP-USDT,ROSEUP,HIGH,False,RESOLVED_OR_EXCLUDED
ROSN-USDT,ROSN,HIGH,False,RESOLVED_OR_EXCLUDED
ROUP-USDT,ROUP,HIGH,False,RESOLVED_OR_EXCLUDED
ROUTE-USDT,ROUTE,HIGH,False,RESOLVED_OR_EXCLUDED
RPC-USDT,RPC,HIGH,False,RESOLVED_OR_EXCLUDED
RPK-USDT,RPK,HIGH,False,RESOLVED_OR_EXCLUDED
RPL-USDT,RPL,HIGH,False,RESOLVED_OR_EXCLUDED
RSD-USDT,RSD,HIGH,False,RESOLVED_OR_EXCLUDED
RSR-USDT,RSR,HIGH,False,RESOLVED_OR_EXCLUDED
RUB-USDT,RUB,HIGH,False,RESOLVED_OR_EXCLUDED
RUNE-USDT,RUNE,HIGH,False,RESOLVED_OR_EXCLUDED
RUNWAGO-USDT,RUNWAGO,HIGH,False,RESOLVED_OR_EXCLUDED
RVN-USDT,RVN,HIGH,False,RESOLVED_OR_EXCLUDED
RVV-USDT,RVV,HIGH,False,RESOLVED_OR_EXCLUDED
RWA-USDT,RWA,HIGH,False,RESOLVED_OR_EXCLUDED
RWF-USDT,RWF,HIGH,False,RESOLVED_OR_EXCLUDED
S-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
SAFE-USDT,SAFE,HIGH,False,RESOLVED_OR_EXCLUDED
SAHARA-USDT,SAHARA,HIGH,False,RESOLVED_OR_EXCLUDED
SALE-USDT,SALE,HIGH,False,RESOLVED_OR_EXCLUDED
SAMO-USDT,SAMO,HIGH,False,RESOLVED_OR_EXCLUDED
SAND-USDT,SAND,HIGH,False,RESOLVED_OR_EXCLUDED
SAND3L-USDT,SAND3L,HIGH,False,RESOLVED_OR_EXCLUDED
SAND3S-USDT,SAND3S,HIGH,False,RESOLVED_OR_EXCLUDED
SAPIEN-USDT,SAPIEN,HIGH,False,RESOLVED_OR_EXCLUDED
SAR-USDT,SAR,HIGH,False,RESOLVED_OR_EXCLUDED
SAROS-USDT,SAROS,HIGH,False,RESOLVED_OR_EXCLUDED
SATS-USDT,SATS,HIGH,False,RESOLVED_OR_EXCLUDED
SATT-USDT,SATT,HIGH,False,RESOLVED_OR_EXCLUDED
SAVM-USDT,SAVM,HIGH,False,RESOLVED_OR_EXCLUDED
SAY-USDT,SAY,HIGH,False,RESOLVED_OR_EXCLUDED
SCA-USDT,SCA,HIGH,False,RESOLVED_OR_EXCLUDED
SCLP-USDT,SCLP,HIGH,False,RESOLVED_OR_EXCLUDED
SCOR-USDT,SCOR,HIGH,False,RESOLVED_OR_EXCLUDED
SCPT-USDT,SCPT,HIGH,False,RESOLVED_OR_EXCLUDED
SCR-USDT,SCR,HIGH,False,RESOLVED_OR_EXCLUDED
SCRT-USDT,SCRT,HIGH,False,RESOLVED_OR_EXCLUDED
SD-USDT,SD,HIGH,False,RESOLVED_OR_EXCLUDED
SDAO-USDT,SDAO,HIGH,False,RESOLVED_OR_EXCLUDED
SDL-USDT,SDL,HIGH,False,RESOLVED_OR_EXCLUDED
SDM-USDT,SDM,HIGH,False,RESOLVED_OR_EXCLUDED
SDN-USDT,SDN,HIGH,False,RESOLVED_OR_EXCLUDED
SDT-USDT,SDT,HIGH,False,RESOLVED_OR_EXCLUDED
SEAM-USDT,SEAM,HIGH,False,RESOLVED_OR_EXCLUDED
SEED-USDT,SEED,HIGH,False,RESOLVED_OR_EXCLUDED
SEEK-USDT,SEEK,HIGH,False,RESOLVED_OR_EXCLUDED
SEI-USDT,SEI,HIGH,False,RESOLVED_OR_EXCLUDED
SEIDOWN-USDT,SEIDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
SEIUP-USDT,SEIUP,HIGH,False,RESOLVED_OR_EXCLUDED
SEK-USDT,SEK,HIGH,False,RESOLVED_OR_EXCLUDED
SENSO-USDT,SENSO,HIGH,False,RESOLVED_OR_EXCLUDED
SENT-USDT,SENT,HIGH,False,RESOLVED_OR_EXCLUDED
SERAPH-USDT,SERAPH,HIGH,False,RESOLVED_OR_EXCLUDED
SERO-USDT,SERO,HIGH,False,RESOLVED_OR_EXCLUDED
SFI-USDT,SFI,HIGH,False,RESOLVED_OR_EXCLUDED
SFP-USDT,SFP,HIGH,False,RESOLVED_OR_EXCLUDED
SFUND-USDT,SFUND,HIGH,False,RESOLVED_OR_EXCLUDED
SGC-USDT,SGC,HIGH,False,RESOLVED_OR_EXCLUDED
SGD-USDT,SGD,HIGH,False,RESOLVED_OR_EXCLUDED
SHA-USDT,SHA,HIGH,False,RESOLVED_OR_EXCLUDED
SHARE-USDT,SHARE,HIGH,False,RESOLVED_OR_EXCLUDED
SHELL-USDT,SHELL,HIGH,False,RESOLVED_OR_EXCLUDED
SHFT-USDT,SHFT,HIGH,False,RESOLVED_OR_EXCLUDED
SHIB-USDT,SHIB,HIGH,False,RESOLVED_OR_EXCLUDED
SHIB2L-USDT,SHIB2L,HIGH,False,RESOLVED_OR_EXCLUDED
SHIB2S-USDT,SHIB2S,HIGH,False,RESOLVED_OR_EXCLUDED
SHILL-USDT,SHILL,HIGH,False,RESOLVED_OR_EXCLUDED
SHL-USDT,SHL,HIGH,False,RESOLVED_OR_EXCLUDED
SHM-USDT,SHM,HIGH,False,RESOLVED_OR_EXCLUDED
SHR-USDT,SHR,HIGH,False,RESOLVED_OR_EXCLUDED
SHRAP-USDT,SHRAP,HIGH,False,RESOLVED_OR_EXCLUDED
SHX-USDT,SHX,HIGH,False,RESOLVED_OR_EXCLUDED
SIDUS-USDT,SIDUS,HIGH,False,RESOLVED_OR_EXCLUDED
SIENNA-USDT,SIENNA,HIGH,False,RESOLVED_OR_EXCLUDED
SIGHT-USDT,SIGHT,HIGH,False,RESOLVED_OR_EXCLUDED
SIGN-USDT,SIGN,HIGH,False,RESOLVED_OR_EXCLUDED
SILLY-USDT,SILLY,HIGH,False,RESOLVED_OR_EXCLUDED
SIMP-USDT,SIMP,HIGH,False,RESOLVED_OR_EXCLUDED
SIN-USDT,SIN,HIGH,False,RESOLVED_OR_EXCLUDED
SIREN-USDT,SIREN,HIGH,False,RESOLVED_OR_EXCLUDED
SKATE-USDT,SKATE,HIGH,False,RESOLVED_OR_EXCLUDED
SKEY-USDT,SKEY,HIGH,False,RESOLVED_OR_EXCLUDED
SKL-USDT,SKL,HIGH,False,RESOLVED_OR_EXCLUDED
SKR-USDT,SKR,HIGH,False,RESOLVED_OR_EXCLUDED
SKU-USDT,SKU,HIGH,False,RESOLVED_OR_EXCLUDED
SKY-USDT,SKY,HIGH,False,RESOLVED_OR_EXCLUDED
SLAY-USDT,SLAY,HIGH,False,RESOLVED_OR_EXCLUDED
SLC-USDT,SLC,HIGH,False,RESOLVED_OR_EXCLUDED
SLCL-USDT,SLCL,HIGH,False,RESOLVED_OR_EXCLUDED
SLERF-USDT,SLERF,HIGH,False,RESOLVED_OR_EXCLUDED
SLF-USDT,SLF,HIGH,False,RESOLVED_OR_EXCLUDED
SLIM-USDT,SLIM,HIGH,False,RESOLVED_OR_EXCLUDED
SLING-USDT,SLING,HIGH,False,RESOLVED_OR_EXCLUDED
SLN-USDT,SLN,HIGH,False,RESOLVED_OR_EXCLUDED
SLP-USDT,SLP,HIGH,False,RESOLVED_OR_EXCLUDED
SMH-USDT,SMH,HIGH,False,RESOLVED_OR_EXCLUDED
SMILE-USDT,SMILE,HIGH,False,RESOLVED_OR_EXCLUDED
SMOLE-USDT,SMOLE,HIGH,False,RESOLVED_OR_EXCLUDED
SMT-USDT,SMT,HIGH,False,RESOLVED_OR_EXCLUDED
SN3-USDT,SN3,HIGH,False,RESOLVED_OR_EXCLUDED
SNAI-USDT,SNAI,HIGH,False,RESOLVED_OR_EXCLUDED
SNAKES-USDT,SNAKES,HIGH,False,RESOLVED_OR_EXCLUDED
SNC-USDT,SNC,HIGH,False,RESOLVED_OR_EXCLUDED
SNEK-USDT,SNEK,HIGH,False,RESOLVED_OR_EXCLUDED
SNM-USDT,SNM,HIGH,False,RESOLVED_OR_EXCLUDED
SNOV-USDT,SNOV,HIGH,False,RESOLVED_OR_EXCLUDED
SNS-USDT,SNS,HIGH,False,RESOLVED_OR_EXCLUDED
SNT-USDT,SNT,HIGH,False,RESOLVED_OR_EXCLUDED
SNTR-USDT,SNTR,HIGH,False,RESOLVED_OR_EXCLUDED
SNTVT-USDT,SNTVT,HIGH,False,RESOLVED_OR_EXCLUDED
SNX-USDT,SNX,HIGH,False,RESOLVED_OR_EXCLUDED
SOCIAL-USDT,SOCIAL,HIGH,False,RESOLVED_OR_EXCLUDED
SOL-USDT,SOL,HIGH,False,RESOLVED_OR_EXCLUDED
SOL3L-USDT,SOL3L,HIGH,False,RESOLVED_OR_EXCLUDED
SOL3S-USDT,SOL3S,HIGH,False,RESOLVED_OR_EXCLUDED
SOLR-USDT,SOLR,HIGH,False,RESOLVED_OR_EXCLUDED
SOLS-USDT,SOLS,HIGH,False,RESOLVED_OR_EXCLUDED
SOLV-USDT,SOLV,HIGH,False,RESOLVED_OR_EXCLUDED
SOLVE-USDT,SOLVE,HIGH,False,RESOLVED_OR_EXCLUDED
