candidate_pair,resolution,probe_request_count,observed_row_count
MAP2-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MAPO-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,14,7
MASKDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MASKUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
MATCH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MATIC3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MATIC3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MCT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MDL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MDX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MEE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
MEET-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MEGA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MELANIA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MEMHASH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MET-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
METADAO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
METAOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MEZO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MGO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MGT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MILK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
MIND-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MINT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MIRA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
MIRAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MISSION-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MKD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MKRDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MKRUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
MMOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MMT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MOBI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MOD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MON-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
MONG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MONPRO-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,14,7
MOOLAH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MOP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MORE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MORI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MOVA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MSTRX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MTC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MTH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MTN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MTS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MTV-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,4,7
MUBARAK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MUR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MUSH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MVP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MWAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MXN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MYR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
MZN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NAM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NAVI-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,11,7
NAYM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NEAR3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
NEAR3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
NEBL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NEM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NEO-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,1,7
NES-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NETVR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NEWT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NEX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
NEXI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NFP-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,13,7
NGN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NIGHT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NIL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NOBODY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NOC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NODE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NOK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NOLAN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NOON-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NPR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NTVRK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NULS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NUMI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NVDAX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NVG8-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NVT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NWC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NXPC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NXRA-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
NXT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
NZD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
O-USDT,INVALID_OR_EXCLUDED_PRODUCT,347,0
OBT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OCEANDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
OCEANUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
OCN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ODOS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OFC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OLT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OMG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OMNIA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OMR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OMX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ONG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ONION-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ONOMY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ONOT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ONT-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,3,1
OOKI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OORT-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,14,7
OP2L-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
OP2S-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
OPAD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OPCT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OPDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
OPEN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
OPENCUSTOD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OPENPLAT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OPEN_ERROR-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
OPQ-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OPT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
OPUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ORDI-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
ORDIDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ORDIUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
P-USDT,INVALID_OR_EXCLUDED_PRODUCT,839,0
P2P-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,9,7
PAAL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PAB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PAIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PAL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PARETO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PARTI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PAWS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PAX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PAY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PBL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PEELOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PEPE-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
PEPEDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
PEPEUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
PERPDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
PERPUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
PFVS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PHP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PHX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PIEVERSE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PIGGY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PIKASTER2-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
PING-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
PINGPONG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PIP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
PIPE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PKR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PLAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PLANCK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PLAY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,42,0
PLAYOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PLAYSOLANA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PLN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PLUME-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PNK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
POE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
POLL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
POLY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PONKE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
POP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PORTALS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
POWEROLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
POWR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PPT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PRAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PRL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
PRLOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PRO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,70,0
PROMPT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PROPSOLD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PROS-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PROVE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PTB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PUBLIC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PUFFER-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PUMP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PUNDIAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PUNDIX-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,8,7
PURA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PVT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PYBOBO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PYG-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
PYTHDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
PYTHUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
PYUSD-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
PZP-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,12,7
Q-USDT,INVALID_OR_EXCLUDED_PRODUCT,97,0
QAIT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
QAR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
QKC-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,13,7
QLC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
QSP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
QTUM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
QUICK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
R-USDT,INVALID_OR_EXCLUDED_PRODUCT,392,0
RAIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RARI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RAVE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RBP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RCADE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RDN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RDO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,84,0
REACT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RECALL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
REDSTONE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
REQ-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,14,7
RESOLV-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RFC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RHOC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RION-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RIZ-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RMV-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RNBW-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RNDRDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
RNDRUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ROAM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ROBO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RON-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
RONIN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
ROSEDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
ROSEUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
RSD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RUB-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RUNWAGO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RVV-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
RWF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
S-USDT,INVALID_OR_EXCLUDED_PRODUCT,1118,0
SAHARA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SAND3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SAND3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SAPIEN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SAR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SATT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SAY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SCOR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SCR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SEEK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SEIDOWN-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SEIUP-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SEK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SENT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SERAPH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SFI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SGC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SGD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SHARE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SHELL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SHIB2L-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SHIB2S-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SHL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SHM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SIENNA-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SIGHT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SIGN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SIREN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SKATE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SKR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SLAY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SLC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SLF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SLING-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SMILE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SMT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SN3-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNAI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNAKES-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNEK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNOV-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SNX-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,8,7
SOL3L-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SOL3S-USDT,INVALID_OR_EXCLUDED_PRODUCT,0,0
SOLV-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SOMI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SONIC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SOON-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SOPH-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SOUL-USDT,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,8,7
SPACE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPC-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPF-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPHRI-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPHTX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPRINT-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPRK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SPYX-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SRBP-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SRD-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
SRN-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STABLE-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STAR-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STAY-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STBL-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STEEM-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STK-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
STO-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,28,0
STON-USDT,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,14,0
