classification,error,original_url
ARCHIVE_REPLAY_BLOCKED,The read operation timed out,https://api.kucoin.com/api/v1/symbols
ARCHIVE_REPLAY_BLOCKED,The read operation timed out,https://api.kucoin.com/api/v1/market/allTickers
ARCHIVE_REPLAY_BLOCKED,The read operation timed out,https://www.kucoin.com/markets
ARCHIVE_REPLAY_BLOCKED,The read operation timed out,https://www.kucoin.com/market
