boundary_status,duplicate_count,expected_calendar_span_days,explicit_delisting_evidence,first_discovery_channel,first_kline_proof_request,first_valid_close,first_valid_open,last_kline_proof_request,last_valid_close,last_valid_open,likely_inactivity_date,likely_listing_date,maximum_internal_gap_days,missing_calendar_day_count,pair,post_delisting_row_count,temporal_identity_status,total_daily_rows,valid_ohlc_and_volume,zero_volume_count
EXACT_FULL_HISTORY,0,1363,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-04-10T00:00:00+00:00,2021-04-09T00:00:00+00:00,p0b-boundary-BOSON-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-04-09T00:00:00+00:00,0,0,BOSON-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1363,True,0
EXACT_FULL_HISTORY,0,978,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-04-30T00:00:00+00:00,2022-04-29T00:00:00+00:00,p0b-boundary-BRISE-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-04-29T00:00:00+00:00,0,0,BRISE-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,978,True,0
EXACT_FULL_HISTORY,0,2631,False,current_currency_non_causal_seed;rd18_p0_historical_evidence,p0a-existing-evidence,2017-10-20T00:00:00+00:00,2017-10-19T00:00:00+00:00,p0b-boundary-BTC-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2017-10-19T00:00:00+00:00,2,7,BTC-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,2624,True,0
EXACT_FULL_HISTORY,0,1975,False,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2019-08-07T00:00:00+00:00,2019-08-06T00:00:00+00:00,p0b-boundary-BTT-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-08-06T00:00:00+00:00,0,0,BTT-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1975,True,15
EXACT_FULL_HISTORY,0,1189,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-10-01T00:00:00+00:00,2021-09-30T00:00:00+00:00,p0b-boundary-C98-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-30T00:00:00+00:00,0,0,C98-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1189,True,0
EXACT_FULL_HISTORY,0,1411,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-02-21T00:00:00+00:00,2021-02-20T00:00:00+00:00,p0b-boundary-CAKE-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-02-20T00:00:00+00:00,0,0,CAKE-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1411,True,0
EXACT_FULL_HISTORY,0,950,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-05-28T00:00:00+00:00,2022-05-27T00:00:00+00:00,p0b-boundary-CCD-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-05-27T00:00:00+00:00,0,0,CCD-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,950,True,0
EXACT_FULL_HISTORY,0,1330,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-05-13T00:00:00+00:00,2021-05-12T00:00:00+00:00,p0b-boundary-CELO-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-05-12T00:00:00+00:00,0,0,CELO-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1330,True,0
EXACT_FULL_HISTORY,0,982,True,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,p0a-existing-evidence,2022-04-26T00:00:00+00:00,2022-04-25T00:00:00+00:00,p0b-boundary-CELR-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-04-25T00:00:00+00:00,0,0,CELR-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,982,True,0
EXACT_FULL_HISTORY,0,1150,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-11-09T00:00:00+00:00,2021-11-08T00:00:00+00:00,p0b-boundary-CERE-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-11-08T00:00:00+00:00,0,0,CERE-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1150,True,0
EXACT_FULL_HISTORY,0,602,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2023-05-11T00:00:00+00:00,2023-05-10T00:00:00+00:00,p0b-boundary-CETUS-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-05-10T00:00:00+00:00,0,0,CETUS-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,602,True,0
EXACT_FULL_HISTORY,0,1267,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-07-15T00:00:00+00:00,2021-07-14T00:00:00+00:00,p0b-boundary-CFG-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-07-14T00:00:00+00:00,0,0,CFG-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1267,True,0
EXACT_FULL_HISTORY,0,1006,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-04-02T00:00:00+00:00,2022-04-01T00:00:00+00:00,p0b-boundary-CFX-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-04-01T00:00:00+00:00,0,0,CFX-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1006,True,0
EXACT_FULL_HISTORY,0,644,False,current_currency_non_causal_seed,p0a-existing-evidence,2023-02-24T00:00:00+00:00,2023-02-23T00:00:00+00:00,p0b-boundary-CFX2L-USDT-07,2024-11-28T00:00:00+00:00,2024-11-27T00:00:00+00:00,2024-11-27T00:00:00+00:00,2023-02-23T00:00:00+00:00,0,0,CFX2L-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,644,True,0
EXACT_FULL_HISTORY,0,644,False,current_currency_non_causal_seed,p0a-existing-evidence,2023-02-24T00:00:00+00:00,2023-02-23T00:00:00+00:00,p0b-boundary-CFX2S-USDT-07,2024-11-28T00:00:00+00:00,2024-11-27T00:00:00+00:00,2024-11-27T00:00:00+00:00,2023-02-23T00:00:00+00:00,0,0,CFX2S-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,644,True,2
EXACT_FULL_HISTORY,0,632,False,current_currency_non_causal_seed,p0a-existing-evidence,2023-04-11T00:00:00+00:00,2023-04-10T00:00:00+00:00,p0b-boundary-CGPT-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-04-10T00:00:00+00:00,0,0,CGPT-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,632,True,0
EXACT_FULL_HISTORY,0,2045,False,current_currency_non_causal_seed,p0a-existing-evidence,2019-05-29T00:00:00+00:00,2019-05-28T00:00:00+00:00,p0b-boundary-CHR-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-05-28T00:00:00+00:00,0,0,CHR-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,2045,True,0
EXACT_FULL_HISTORY,0,1387,False,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-03-17T00:00:00+00:00,2021-03-16T00:00:00+00:00,p0b-boundary-CHZ-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-03-16T00:00:00+00:00,0,0,CHZ-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1387,True,0
EXACT_FULL_HISTORY,0,1580,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2020-09-05T00:00:00+00:00,2020-09-04T00:00:00+00:00,p0b-boundary-CKB-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-09-04T00:00:00+00:00,0,0,CKB-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1580,True,0
EXACT_FULL_HISTORY,0,1650,False,current_currency_non_causal_seed,p0a-existing-evidence,2020-06-27T00:00:00+00:00,2020-06-26T00:00:00+00:00,p0b-boundary-COMP-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-06-26T00:00:00+00:00,0,0,COMP-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1650,True,0
EXACT_FULL_HISTORY,0,380,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2023-12-19T00:00:00+00:00,2023-12-18T00:00:00+00:00,p0b-boundary-COQ-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-12-18T00:00:00+00:00,0,0,COQ-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,380,True,0
EXACT_FULL_HISTORY,0,2038,False,current_currency_non_causal_seed,p0a-existing-evidence,2019-06-05T00:00:00+00:00,2019-06-04T00:00:00+00:00,p0b-boundary-COTI-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-06-04T00:00:00+00:00,0,0,COTI-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,2038,True,0
EXACT_FULL_HISTORY,0,1161,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-10-29T00:00:00+00:00,2021-10-28T00:00:00+00:00,p0b-boundary-CPOOL-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-10-28T00:00:00+00:00,0,0,CPOOL-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1161,True,0
EXACT_FULL_HISTORY,0,1119,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-12-10T00:00:00+00:00,2021-12-09T00:00:00+00:00,p0b-boundary-CREDI-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-12-09T00:00:00+00:00,0,0,CREDI-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1119,True,0
EXACT_FULL_HISTORY,0,1644,False,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,p0a-existing-evidence,2020-07-03T00:00:00+00:00,2020-07-02T00:00:00+00:00,p0b-boundary-CRO-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-07-02T00:00:00+00:00,0,0,CRO-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1644,True,0
EXACT_FULL_HISTORY,0,1441,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-01-22T00:00:00+00:00,2021-01-21T00:00:00+00:00,p0b-boundary-CRV-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-01-21T00:00:00+00:00,0,0,CRV-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1441,True,0
EXACT_FULL_HISTORY,0,917,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-06-30T00:00:00+00:00,2022-06-29T00:00:00+00:00,p0b-boundary-CSPR-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-06-29T00:00:00+00:00,0,0,CSPR-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,917,True,0
EXACT_FULL_HISTORY,0,1084,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-01-14T00:00:00+00:00,2022-01-13T00:00:00+00:00,p0b-boundary-CTC-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-01-13T00:00:00+00:00,0,0,CTC-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1084,True,0
EXACT_FULL_HISTORY,0,1196,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-09-24T00:00:00+00:00,2021-09-23T00:00:00+00:00,p0b-boundary-CTSI-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-23T00:00:00+00:00,0,0,CTSI-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1196,True,0
EXACT_FULL_HISTORY,0,1064,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-02-03T00:00:00+00:00,2022-02-02T00:00:00+00:00,p0b-boundary-CVX-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-02-02T00:00:00+00:00,0,0,CVX-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1064,True,0
EXACT_FULL_HISTORY,0,1098,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-12-31T00:00:00+00:00,2021-12-30T00:00:00+00:00,p0b-boundary-CWEB-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-12-30T00:00:00+00:00,0,0,CWEB-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1098,True,0
EXACT_FULL_HISTORY,0,427,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2023-11-02T00:00:00+00:00,2023-11-01T00:00:00+00:00,p0b-boundary-CYBER-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-01T00:00:00+00:00,0,0,CYBER-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,427,True,0
EXACT_FULL_HISTORY,0,1871,False,current_currency_non_causal_seed,p0a-existing-evidence,2019-11-19T00:00:00+00:00,2019-11-18T00:00:00+00:00,p0b-boundary-DAG-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-11-18T00:00:00+00:00,0,0,DAG-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1871,True,0
EXACT_FULL_HISTORY,0,1422,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-02-10T00:00:00+00:00,2021-02-09T00:00:00+00:00,p0b-boundary-DAO-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-02-09T00:00:00+00:00,0,0,DAO-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1422,True,0
EXACT_FULL_HISTORY,0,2309,False,current_currency_non_causal_seed,p0a-existing-evidence,2018-09-07T00:00:00+00:00,2018-09-06T00:00:00+00:00,p0b-boundary-DASH-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2018-09-06T00:00:00+00:00,531,534,DASH-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1775,True,0
EXACT_FULL_HISTORY,0,531,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2023-07-21T00:00:00+00:00,2023-07-20T00:00:00+00:00,p0b-boundary-DCK-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-07-20T00:00:00+00:00,0,0,DCK-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,531,True,0
EXACT_FULL_HISTORY,0,406,False,current_currency_non_causal_seed,p0a-existing-evidence,2023-11-23T00:00:00+00:00,2023-11-22T00:00:00+00:00,p0b-boundary-DCR-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-22T00:00:00+00:00,0,0,DCR-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,406,True,0
EXACT_FULL_HISTORY,0,404,False,current_currency_non_causal_seed,p0a-existing-evidence,2023-11-25T00:00:00+00:00,2023-11-24T00:00:00+00:00,p0b-boundary-DENT-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-11-24T00:00:00+00:00,0,0,DENT-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,404,True,0
EXACT_FULL_HISTORY,0,1192,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-09-28T00:00:00+00:00,2021-09-27T00:00:00+00:00,p0b-boundary-DEXE-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-27T00:00:00+00:00,0,0,DEXE-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1192,True,0
EXACT_FULL_HISTORY,0,1694,False,current_currency_non_causal_seed,p0a-existing-evidence,2020-05-14T00:00:00+00:00,2020-05-13T00:00:00+00:00,p0b-boundary-DGB-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-05-13T00:00:00+00:00,0,0,DGB-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1694,True,0
EXACT_FULL_HISTORY,0,1597,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2020-08-19T00:00:00+00:00,2020-08-18T00:00:00+00:00,p0b-boundary-DIA-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-08-18T00:00:00+00:00,0,0,DIA-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1597,True,0
EXACT_FULL_HISTORY,0,1197,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-09-23T00:00:00+00:00,2021-09-22T00:00:00+00:00,p0b-boundary-DMTR-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-22T00:00:00+00:00,0,0,DMTR-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1197,True,0
EXACT_FULL_HISTORY,0,1366,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-04-07T00:00:00+00:00,2021-04-06T00:00:00+00:00,p0b-boundary-DODO-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-04-06T00:00:00+00:00,0,0,DODO-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1366,True,0
EXACT_FULL_HISTORY,0,1422,False,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-02-10T00:00:00+00:00,2021-02-09T00:00:00+00:00,p0b-boundary-DOGE-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-02-09T00:00:00+00:00,0,0,DOGE-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1422,True,0
EXACT_FULL_HISTORY,0,1594,False,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,p0a-existing-evidence,2020-08-22T00:00:00+00:00,2020-08-21T00:00:00+00:00,p0b-boundary-DOT-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-08-21T00:00:00+00:00,0,0,DOT-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1594,True,0
EXACT_FULL_HISTORY,0,964,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-05-14T00:00:00+00:00,2022-05-13T00:00:00+00:00,p0b-boundary-DUSK-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-05-13T00:00:00+00:00,0,0,DUSK-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,964,True,0
EXACT_FULL_HISTORY,0,1210,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-09-10T00:00:00+00:00,2021-09-09T00:00:00+00:00,p0b-boundary-DYDX-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-09T00:00:00+00:00,0,0,DYDX-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1210,True,0
EXACT_FULL_HISTORY,0,581,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2023-06-01T00:00:00+00:00,2023-05-31T00:00:00+00:00,p0b-boundary-EDU-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-05-31T00:00:00+00:00,0,0,EDU-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,581,True,0
EXACT_FULL_HISTORY,0,1205,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-09-15T00:00:00+00:00,2021-09-14T00:00:00+00:00,p0b-boundary-EGLD-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-09-14T00:00:00+00:00,0,0,EGLD-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1205,True,0
EXACT_FULL_HISTORY,0,1314,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-05-29T00:00:00+00:00,2021-05-28T00:00:00+00:00,p0b-boundary-ELON-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-05-28T00:00:00+00:00,0,0,ELON-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1314,True,0
EXACT_FULL_HISTORY,0,1386,False,current_currency_non_causal_seed,p0a-existing-evidence,2021-03-18T00:00:00+00:00,2021-03-17T00:00:00+00:00,p0b-boundary-ENJ-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-03-17T00:00:00+00:00,0,0,ENJ-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1386,True,0
EXACT_FULL_HISTORY,0,1148,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-11-11T00:00:00+00:00,2021-11-10T00:00:00+00:00,p0b-boundary-ENS-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-11-10T00:00:00+00:00,0,0,ENS-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1148,True,0
EXACT_FULL_HISTORY,0,1245,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2021-08-06T00:00:00+00:00,2021-08-05T00:00:00+00:00,p0b-boundary-ERG-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2021-08-05T00:00:00+00:00,0,0,ERG-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1245,True,0
EXACT_FULL_HISTORY,0,2529,False,current_currency_non_causal_seed,p0a-existing-evidence,2018-01-30T00:00:00+00:00,2018-01-29T00:00:00+00:00,p0b-boundary-ETC-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2018-01-29T00:00:00+00:00,150,274,ETC-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,2255,True,0
EXACT_FULL_HISTORY,0,2631,False,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,p0a-existing-evidence,2017-10-20T00:00:00+00:00,2017-10-19T00:00:00+00:00,p0b-boundary-ETH-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2017-10-19T00:00:00+00:00,6,16,ETH-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,2615,True,0
EXACT_FULL_HISTORY,0,828,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-09-27T00:00:00+00:00,2022-09-26T00:00:00+00:00,p0b-boundary-ETHW-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-09-26T00:00:00+00:00,0,0,ETHW-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,828,True,0
EXACT_FULL_HISTORY,0,2002,False,current_currency_non_causal_seed,p0a-existing-evidence,2019-07-11T00:00:00+00:00,2019-07-10T00:00:00+00:00,p0b-boundary-ETN-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2019-07-10T00:00:00+00:00,0,0,ETN-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,2002,True,356
EXACT_FULL_HISTORY,0,798,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-10-27T00:00:00+00:00,2022-10-26T00:00:00+00:00,p0b-boundary-EUL-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-10-26T00:00:00+00:00,0,0,EUL-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,798,True,1
EXACT_FULL_HISTORY,0,1589,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2020-08-27T00:00:00+00:00,2020-08-26T00:00:00+00:00,p0b-boundary-EWT-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2020-08-26T00:00:00+00:00,0,0,EWT-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,1589,True,0
EXACT_FULL_HISTORY,0,681,False,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2023-02-21T00:00:00+00:00,2023-02-20T00:00:00+00:00,p0b-boundary-FET-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2023-02-20T00:00:00+00:00,0,0,FET-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,681,True,0
EXACT_FULL_HISTORY,0,894,False,announcement_listing;current_currency_non_causal_seed,p0a-existing-evidence,2022-07-23T00:00:00+00:00,2022-07-22T00:00:00+00:00,p0b-boundary-FIDA-USDT-07,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,2022-07-22T00:00:00+00:00,0,0,FIDA-USDT,0,PROVIDER_SYMBOL_ONLY_UNTIL_PROVEN,894,True,0
