pair,raw_candidate_code,canonical_asset_id,discovery_channels,terminal_resolution,confirmed_historical_pair,boundary_status,first_valid_open,last_valid_open,identity_status
CXO-USDT,CXO,CXO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
CXT-USDT,CXT,CXT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
CYBER-USDT,CYBER,CYBER,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-11-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
CYC-USDT,CYC,CYC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
CYPR-USDT,CYPR,CYPR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
CYS-USDT,CYS,CYS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
CZK-USDT,CZK,CZK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
D-USDT,D,,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET
DACC-USDT,DACC,DACC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DADI-USDT,DADI,DADI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DAG-USDT,DAG,DAG,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2019-11-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DAI-USDT,DAI,,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,EXCLUDED_STABLECOIN_OR_CASH
DAO-USDT,DAO,DAO,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-02-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DAPP-USDT,DAPP,DAPP,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DAPPT-USDT,DAPPT,DAPPT,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DAPPX-USDT,DAPPX,DAPPX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DAR-USDT,DAR,DAR,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DARK-USDT,DARK,DARK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DASH-USDT,DASH,DASH,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2018-09-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DAT-USDT,DAT,DAT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DATA-USDT,DATA,DATA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DATAOLD-USDT,DATAOLD,DATAOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DATX-USDT,DATX,DATX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DBC-USDT,DBC,DBC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DBR-USDT,DBR,DBR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DC-USDT,DC,DC,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DCC-USDT,DCC,DCC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DCK-USDT,DCK,DCK,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-07-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DCR-USDT,DCR,DCR,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-11-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DEB-USDT,DEB,DEB,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DECHAT-USDT,DECHAT,DECHAT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DEEP-USDT,DEEP,DEEP,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DEFAI-USDT,DEFAI,DEFAI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DEFI-USDT,DEFI,DEFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DEGEN-USDT,DEGEN,DEGEN,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DEGO-USDT,DEGO,DEGO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DENT-USDT,DENT,DENT,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DEPOSIT-USDT,DEPOSIT,DEPOSIT,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DERC-USDT,DERC,DERC,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DERO-USDT,DERO,DERO,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DEUS-USDT,DEUS,DEUS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DEXE-USDT,DEXE,DEXE,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DFA-USDT,DFA,DFA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DFI-USDT,DFI,DFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DFUN-USDT,DFUN,DFUN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DFYN-USDT,DFYN,DFYN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DG-USDT,DG,DG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DGB-USDT,DGB,DGB,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-05-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DGC-USDT,DGC,DGC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DGTX-USDT,DGTX,DGTX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DIA-USDT,DIA,DIA,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-08-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DIGI-USDT,DIGI,DIGI,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DIGIMON-USDT,DIGIMON,DIGIMON,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DIN-USDT,DIN,DIN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DINO-USDT,DINO,DINO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DIVI-USDT,DIVI,DIVI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DJF-USDT,DJF,DJF,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DKK-USDT,DKK,DKK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DLTA-USDT,DLTA,DLTA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DMAIL-USDT,DMAIL,DMAIL,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DMC-USDT,DMC,DMC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DMG-USDT,DMG,DMG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DMTR-USDT,DMTR,DMTR,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DN-USDT,DN,DN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DNA-USDT,DNA,DNA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOAI-USDT,DOAI,DOAI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOCK-USDT,DOCK,DOCK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DODO-USDT,DODO,DODO,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-04-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DOGE-USDT,DOGE,DOGE,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-02-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DOGE3L-USDT,DOGE3L,DOGE3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
DOGE3S-USDT,DOGE3S,DOGE3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
DOGEGOV-USDT,DOGEGOV,DOGEGOV,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOGS-USDT,DOGS,DOGS,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOLO-USDT,DOLO,DOLO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOMIN-USDT,DOMIN,DOMIN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DON-USDT,DON,DON,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOOD-USDT,DOOD,DOOD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOP-USDT,DOP,DOP,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DORA-USDT,DORA,DORA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOSE-USDT,DOSE,DOSE,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DOT-USDT,DOT,DOT,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2020-08-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DOT3L-USDT,DOT3L,DOT3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
DOT3S-USDT,DOT3S,DOT3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
DOVI-USDT,DOVI,DOVI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DPET-USDT,DPET,DPET,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DPI-USDT,DPI,DPI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DPR-USDT,DPR,DPR,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DPX-USDT,DPX,DPX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DREAMS-USDT,DREAMS,DREAMS,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DRGN-USDT,DRGN,DRGN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DRIFT-USDT,DRIFT,DRIFT,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DSLA-USDT,DSLA,DSLA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DSYNC-USDT,DSYNC,DSYNC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DTA-USDT,DTA,DTA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DUCK-USDT,DUCK,DUCK,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DUSK-USDT,DUSK,DUSK,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2022-05-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DVPN-USDT,DVPN,DVPN,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DX-USDT,DX,DX,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DYDX-USDT,DYDX,DYDX,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
DYDXDOWN-USDT,DYDXDOWN,DYDXDOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
DYDXUP-USDT,DYDXUP,DYDXUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
DYM-USDT,DYM,DYM,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DYP-USDT,DYP,DYP,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
DZD-USDT,DZD,DZD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
E4C-USDT,E4C,E4C,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EAT-USDT,EAT,EAT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EBTC-USDT,EBTC,EBTC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ECHO-USDT,ECHO,ECHO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ECOSYSTEM-USDT,ECOSYSTEM,ECOSYSTEM,announcement_listing,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ECOX-USDT,ECOX,ECOX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDEN-USDT,EDEN,EDEN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDG-USDT,EDG,EDG,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDGE-USDT,EDGE,EDGE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDGEN-USDT,EDGEN,EDGEN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDGEOLD-USDT,EDGEOLD,EDGEOLD,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDN-USDT,EDN,EDN,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDR-USDT,EDR,EDR,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EDU-USDT,EDU,EDU,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2023-05-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
EFI-USDT,EFI,EFI,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EFX-USDT,EFX,EFX,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EGAME-USDT,EGAME,EGAME,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EGL1-USDT,EGL1,EGL1,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EGLD-USDT,EGLD,EGLD,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-09-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
EGO-USDT,EGO,EGO,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EGP-USDT,EGP,EGP,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EGT-USDT,EGT,EGT,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EIGEN-USDT,EIGEN,EIGEN,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELA-USDT,ELA,ELA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELDE-USDT,ELDE,ELDE,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELEC-USDT,ELEC,ELEC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELF-USDT,ELF,ELF,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELITEHERO-USDT,ELITEHERO,ELITEHERO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELIX-USDT,ELIX,ELIX,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELIZAOS-USDT,ELIZAOS,ELIZAOS,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELON-USDT,ELON,ELON,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ELP-USDT,ELP,ELP,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ELSA-USDT,ELSA,ELSA,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EMYC-USDT,EMYC,EMYC,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ENA-USDT,ENA,ENA,announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ENADOWN-USDT,ENADOWN,ENADOWN,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ENAUP-USDT,ENAUP,ENAUP,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
ENJ-USDT,ENJ,ENJ,current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-03-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ENQ-USDT,ENQ,ENQ,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
ENS-USDT,ENS,ENS,announcement_listing;current_currency_non_causal_seed,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,EXACT_FULL_HISTORY,2021-11-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,HIGH
ENSO-USDT,ENSO,ENSO,current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EOS-USDT,EOS,EOS,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,False,NOT_CONFIRMED,,,HIGH
EOS3L-USDT,EOS3L,EOS3L,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
EOS3S-USDT,EOS3S,EOS3S,current_currency_non_causal_seed,INVALID_OR_EXCLUDED_PRODUCT,False,NOT_CONFIRMED,,,HIGH
