raw_candidate_code,candidate_pair,canonical_asset_id,discovery_channels,earliest_discovery_timestamp,explicit_pair_evidence,candidate_only_evidence,current_metadata_only,historical_download_catalogue,listing_evidence_count,delisting_evidence_count,identity_status,probe_status,valid_kline_observation_count,first_observed_open,last_observed_open,membership_classification,p0b_terminal_resolution,p0b_probe_completed,p0b_boundary_acquired,p0b_archive_evidence,p0b_final_membership
IRR,IRR-USDT,IRR,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
IRYS,IRYS-USDT,IRYS,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
ISK,ISK-USDT,ISK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
ISLAND,ISLAND-USDT,ISLAND,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
ISLM,ISLM-USDT,ISLM,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,7,2024-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
ISME,ISME-USDT,ISME,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
ISP,ISP-USDT,ISP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
ISSP,ISSP-USDT,ISSP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
ITAMCUBE,ITAMCUBE-USDT,ITAMCUBE,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
ITC,ITC-USDT,ITC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
ITHACA,ITHACA-USDT,ITHACA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
IXS,IXS-USDT,IXS,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
IZI,IZI-USDT,IZI,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
J,J-USDT,,current_currency_non_causal_seed,,,True,True,False,0,0,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
J8T,J8T-USDT,J8T,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JAILSTOOL,JAILSTOOL-USDT,JAILSTOOL,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JAM,JAM-USDT,JAM,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JAR,JAR-USDT,JAR,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,,JAR-BTC;JAR-ETH,False,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JASMY,JASMY-USDT,JASMY,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
JASMY3L,JASMY3L-USDT,JASMY3L,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
JASMY3S,JASMY3S-USDT,JASMY3S,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
JCT,JCT-USDT,JCT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JELLYJELLY,JELLYJELLY-USDT,JELLYJELLY,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JNT,JNT-USDT,JNT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JPY,JPY-USDT,JPY,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JST,JST-USDT,JST,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,28,2021-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
JTO,JTO-USDT,JTO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,7,2024-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
JTODOWN,JTODOWN-USDT,JTODOWN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
JTOUP,JTOUP-USDT,JTOUP,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
JUC,JUC-USDT,JUC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
JUP,JUP-USDT,JUP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,2,0,HIGH,SKIPPED_EXCLUDED_OR_INVALID,0,,,INVALID_OR_NON_SPOT_PRODUCT,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
JUP1,JUP1-USDT,JUP1,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
K,K-USDT,,current_currency_non_causal_seed,,,True,True,False,0,0,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
KACE,KACE-USDT,KACE,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,7,2024-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KAGI,KAGI-USDT,KAGI,announcement_listing,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KAI,KAI-USDT,KAI,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed,,KAI-ETH,False,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KAIA,KAIA-USDT,KAIA,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KAIO,KAIO-USDT,KAIO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KAITO,KAITO-USDT,KAITO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KALT,KALT-USDT,KALT,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KAR,KAR-USDT,KAR,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KARA,KARA-USDT,KARA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KARATE,KARATE-USDT,KARATE,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KARRAT,KARRAT-USDT,KARRAT,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KAS,KAS-USDT,KAS,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KASDOWN,KASDOWN-USDT,KASDOWN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
KASUP,KASUP-USDT,KASUP,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
KAT,KAT-USDT,KAT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KATOLD,KATOLD-USDT,KATOLD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KAVA,KAVA-USDT,KAVA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KAVADOWN,KAVADOWN-USDT,KAVADOWN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
KAVAUP,KAVAUP-USDT,KAVAUP,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,INVALID_OR_EXCLUDED_PRODUCT,True,False,False,False
KCS,KCS-USDT,KCS,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,KCS-USDC;KCS-USDT,False,False,False,1,0,HIGH,PROBED,47,2018-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KDA,KDA-USDT,KDA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KDON,KDON-USDT,KDON,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KEEP,KEEP-USDT,KEEP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KERNEL,KERNEL-USDT,KERNEL,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KES,KES-USDT,KES,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KEY,KEY-USDT,KEY,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KGEN,KGEN-USDT,KGEN,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KGS,KGS-USDT,KGS,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KHR,KHR-USDT,KHR,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KICK,KICK-USDT,KICK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KICKS,KICKS-USDT,KICKS,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KILO,KILO-USDT,KILO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KIMA,KIMA-USDT,KIMA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KIN,KIN-USDT,KIN,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KING,KING-USDT,KING,announcement_listing,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KINGOLD,KINGOLD-USDT,KINGOLD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KINOLD,KINOLD-USDT,KINOLD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KIP,KIP-USDT,KIP,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KITE,KITE-USDT,KITE,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KLAY,KLAY-USDT,KLAY,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence,,KLAY-USDT,False,False,False,2,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KLINK,KLINK-USDT,KLINK,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KLUB,KLUB-USDT,KLUB,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KLV,KLV-USDT,KLV,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KMA,KMA-USDT,KMA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KMD,KMD-USDT,KMD,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KMNO,KMNO-USDT,KMNO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KNC,KNC-USDT,KNC,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KNGL,KNGL-USDT,KNGL,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KOK,KOK-USDT,KOK,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KOL,KOL-USDT,KOL,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KOMA,KOMA-USDT,KOMA,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KONET,KONET-USDT,KONET,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KONG,KONG-USDT,KONG,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KONO,KONO-USDT,KONO,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KORI,KORI-USDT,KORI,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KOS,KOS-USDT,KOS,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KP3R,KP3R-USDT,KP3R,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KPOL,KPOL-USDT,KPOL,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KRL,KRL-USDT,KRL,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,21,2022-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KRW,KRW-USDT,KRW,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KSM,KSM-USDT,KSM,announcement_listing;current_currency_non_causal_seed,,,True,False,False,2,0,HIGH,PROBED,28,2021-01-15T00:00:00+00:00,2024-01-21T00:00:00+00:00,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,CONFIRMED_HISTORICAL_SPOT_USDT_PAIR,True,True,False,True
KTS,KTS-USDT,KTS,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KUCOIN,KUCOIN-USDT,KUCOIN,announcement_listing,,,True,False,False,3,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KWD,KWD-USDT,KWD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KYD,KYD-USDT,KYD,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KYL,KYL-USDT,KYL,announcement_listing;current_currency_non_causal_seed,,,True,False,False,1,0,HIGH,PROBED,0,,,NO_HISTORICAL_KLINES_FOUND,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KYO,KYO-USDT,KYO,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
KZT,KZT-USDT,KZT,current_currency_non_causal_seed,,,True,True,False,0,0,HIGH,NOT_PROBED_SAFETY_BOUND,0,,,CURRENT_METADATA_ONLY_UNPROVEN,NO_HISTORICAL_KLINES_AFTER_COMPLETE_PROBE,True,False,False,False
