source_asset,canonical_symbol,day,source_timestamp,available_at,market_cap_usd,source_path,source_span_days,rebalance_time,market_cap_rank,top6_member,top10_member
bch,BCH,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,4619979689.676475,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,7,False,True
bnb,BNB,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,4529380199.882418,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,8,False,True
dot,DOT,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,4084557379.937009,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,9,False,True
ada,ADA,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,3401034684.7357955,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,10,False,True
uni,UNI,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,3268414972.07846,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,11,False,False
algo,ALGO,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,3150236585.1515,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,12,False,False
ltc,LTC,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,3143213990.78404,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,13,False,False
bsv,BSV,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,2970758900.9599648,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,14,False,False
eos,EOS,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,2408093507.8038645,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,15,False,False
ht,HT,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,2220091292.78334,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,16,False,False
xmr,XMR,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,2146128620.7943828,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,17,False,False
trx,TRX,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1856747118.4705813,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,18,False,False
xtz,XTZ,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1814201518.775675,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,19,False,False
neo,NEO,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1743520149.07455,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,20,False,False
atom,ATOM,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1373003375.309882,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,21,False,False
okb,OKB,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1318937843.4273448,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,22,False,False
ftt,FTT,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1237753481.7251961,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,23,False,False
comp,COMP,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1046866418.7360986,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,24,False,False
xem,XEM,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,1011866288.6033444,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,25,False,False
uma,UMA,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,922598898.7364463,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,26,False,False
hedg,HEDG,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,815007922.277276,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,27,False,False
snx,SNX,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,811879111.5950185,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,28,False,False
miota,MIOTA,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,756739734.6080718,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,29,False,False
vet,VET,2020-10-18 00:00:00+00:00,2020-10-18 00:00:00+00:00,2020-10-19 00:00:00+00:00,755059343.2028724,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-19 00:00:00+00:00,30,False,False
btc,BTC,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,241619421843.61386,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,1,True,True
eth,ETH,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,46026201771.384094,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,2,True,True
xrp,XRP,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,25314985895.69353,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,3,True,True
link,LINK,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,12162649845.3829,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,4,True,True
cro,CRO,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,9729593078.50504,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,5,True,True
xlm,XLM,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,8754916167.841599,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,6,True,True
bch,BCH,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,5036816860.232855,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,7,False,True
bnb,BNB,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,4454715396.1410885,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,8,False,True
dot,DOT,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,4320970002.0922365,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,9,False,True
ltc,LTC,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,3894921219.1310415,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,10,False,True
bsv,BSV,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,3375842870.364761,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,11,False,False
ada,ADA,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,3374135726.4382224,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,12,False,False
algo,ALGO,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,3025752112.47566,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,13,False,False
uni,UNI,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,2779320873.36835,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,14,False,False
eos,EOS,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,2569352272.4170547,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,15,False,False
xmr,XMR,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,2260094462.5085936,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,16,False,False
ht,HT,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,2216902863.377475,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,17,False,False
trx,TRX,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,1938069139.509706,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,18,False,False
neo,NEO,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,1786931585.94113,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,19,False,False
xtz,XTZ,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,1766796350.2661881,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,20,False,False
ftt,FTT,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,1335911019.9082668,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,21,False,False
okb,OKB,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,1277135013.554222,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,22,False,False
atom,ATOM,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,1267014120.1291184,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,23,False,False
comp,COMP,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,1017010431.08083,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,24,False,False
xem,XEM,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,942862139.2261956,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,25,False,False
fil,FIL,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,800145186.8136666,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,26,False,False
uma,UMA,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,790562048.9189793,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,27,False,False
miota,MIOTA,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,774975458.29025,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,28,False,False
vet,VET,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,764775564.099176,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,29,False,False
snx,SNX,2020-10-25 00:00:00+00:00,2020-10-25 00:00:00+00:00,2020-10-26 00:00:00+00:00,755898133.640992,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-10-26 00:00:00+00:00,30,False,False
btc,BTC,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,254566075299.39194,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,1,True,True
eth,ETH,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,44800351864.458885,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,2,True,True
xrp,XRP,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,23987350988.640156,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,3,True,True
link,LINK,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,11555447070.2729,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,4,True,True
cro,CRO,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,8517630256.45565,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,5,True,True
xlm,XLM,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,8290044264.123614,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,6,True,True
bch,BCH,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,4972109847.211462,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,7,False,True
dot,DOT,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,4206804913.936204,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,8,False,True
bnb,BNB,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,4197999989.246308,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,9,False,True
ltc,LTC,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,3679031338.4623985,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,10,False,True
ada,ADA,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,3105859381.335001,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,11,False,False
bsv,BSV,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,3059036742.5697813,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,12,False,False
algo,ALGO,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,2579505525.98435,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,13,False,False
eos,EOS,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,2383015962.189939,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,14,False,False
uni,UNI,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,2380214695.043,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,15,False,False
xmr,XMR,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,2187389996.40458,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,16,False,False
ht,HT,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,2077056964.11336,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,17,False,False
trx,TRX,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,1933820241.6931443,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,18,False,False
xtz,XTZ,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,1622161387.2498193,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,19,False,False
neo,NEO,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,1491769826.76919,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,20,False,False
okb,OKB,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,1261597042.3581953,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,21,False,False
ftt,FTT,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,1248308882.2060437,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,22,False,False
atom,ATOM,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,1131381057.3647585,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,23,False,False
comp,COMP,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,940020585.7818561,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,24,False,False
xem,XEM,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,889198912.3027377,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,25,False,False
fil,FIL,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,803714125.4776806,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,26,False,False
miota,MIOTA,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,702950059.255248,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,27,False,False
uma,UMA,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,697416126.5029132,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,28,False,False
vet,VET,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,680907472.8189641,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,29,False,False
dash,DASH,2020-11-01 00:00:00+00:00,2020-11-01 00:00:00+00:00,2020-11-02 00:00:00+00:00,671757662.5222414,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-02 00:00:00+00:00,30,False,False
btc,BTC,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,287333823623.85486,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,1,True,True
eth,ETH,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,51615811182.773415,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,2,True,True
xrp,XRP,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,25404018757.1135,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,3,True,True
link,LINK,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,12760154407.948885,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,4,True,True
xlm,XLM,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,8615813972.727594,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,5,True,True
cro,CRO,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,7478726813.389465,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,6,True,True
bch,BCH,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,5050838846.433446,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,7,False,True
dot,DOT,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,4391611073.826516,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,8,False,True
bnb,BNB,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,4190665724.3958783,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,9,False,True
ltc,LTC,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,4051866950.817978,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,10,False,True
ada,ADA,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,3382785843.9586587,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,11,False,False
bsv,BSV,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,3104789551.259108,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,12,False,False
uni,UNI,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,2877140972.26519,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,13,False,False
algo,ALGO,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,2669271575.03414,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,14,False,False
eos,EOS,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,2406603610.6312404,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,15,False,False
xmr,XMR,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,2078615864.5807657,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,16,False,False
ht,HT,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,1888335930.5926864,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,17,False,False
trx,TRX,2020-11-08 00:00:00+00:00,2020-11-08 00:00:00+00:00,2020-11-09 00:00:00+00:00,1855332934.1430125,data/research/rd16pit_a1b/raw/coinmetrics-community-market-cap-panel-2018-2020.parquet,730,2020-11-09 00:00:00+00:00,18,False,False
