symbol,pit_status,trade_count,net_pnl,gross_profit,gross_loss,profit_factor,win_rate
AVAX,UNRESOLVED_MARKET_CAP_RANK,38,-1433.9385760077157,20978.430868744977,22412.369444752687,0.9360202151074468,0.2631578947368421
BTC,PIT_ELIGIBLE,220,19767.110122156322,94313.8926909628,74546.78256880649,1.2651638265395468,0.36818181818181817
ETH,PIT_ELIGIBLE,197,54647.86967817166,121418.54083131661,66770.67115314494,1.8184412217878048,0.5025380710659898
LINK,FIXED_SELECTION_NOT_TOP6,30,10089.23504762301,26072.381110643844,15983.146063020833,1.6312421226610585,0.2
LINK,PIT_ELIGIBLE,10,370.6047273496988,4435.054656901199,4064.449929551501,1.091182013254766,0.5
NEAR,UNRESOLVED_MARKET_CAP_RANK,22,6208.91276153985,14374.200641102889,8165.287879563041,1.7604034117499006,0.5454545454545454
SOL,UNRESOLVED_MARKET_CAP_RANK,50,18506.069379392648,40400.42250034053,21894.353120947875,1.8452439438225097,0.44
