rebalance_time,panel_asset_count,top_candidate_count,snapshot_complete
2021-04-12 00:00:00+00:00,80,30,True
2021-04-19 00:00:00+00:00,80,30,True
2021-04-26 00:00:00+00:00,80,30,True
2021-05-03 00:00:00+00:00,80,30,True
2021-05-10 00:00:00+00:00,80,30,True
2021-05-17 00:00:00+00:00,81,30,True
2021-05-24 00:00:00+00:00,81,30,True
2021-05-31 00:00:00+00:00,81,30,True
2021-06-07 00:00:00+00:00,81,30,True
2021-06-14 00:00:00+00:00,81,30,True
2021-06-21 00:00:00+00:00,81,30,True
2021-06-28 00:00:00+00:00,81,30,True
2021-07-05 00:00:00+00:00,81,30,True
2021-07-12 00:00:00+00:00,81,30,True
2021-07-19 00:00:00+00:00,81,30,True
2021-07-26 00:00:00+00:00,81,30,True
2021-08-02 00:00:00+00:00,81,30,True
2021-08-09 00:00:00+00:00,81,30,True
2021-08-16 00:00:00+00:00,81,30,True
2021-08-23 00:00:00+00:00,81,30,True
2021-08-30 00:00:00+00:00,81,30,True
2021-09-06 00:00:00+00:00,81,30,True
2021-09-13 00:00:00+00:00,82,30,True
2021-09-20 00:00:00+00:00,82,30,True
2021-09-27 00:00:00+00:00,82,30,True
2021-10-04 00:00:00+00:00,82,30,True
2021-10-11 00:00:00+00:00,82,30,True
2021-10-18 00:00:00+00:00,82,30,True
2021-10-25 00:00:00+00:00,82,30,True
2021-11-01 00:00:00+00:00,82,30,True
2021-11-08 00:00:00+00:00,82,30,True
2021-11-15 00:00:00+00:00,82,30,True
2021-11-22 00:00:00+00:00,82,30,True
2021-11-29 00:00:00+00:00,82,30,True
2021-12-06 00:00:00+00:00,82,30,True
2021-12-13 00:00:00+00:00,82,30,True
2021-12-20 00:00:00+00:00,82,30,True
2021-12-27 00:00:00+00:00,82,30,True
2022-01-03 00:00:00+00:00,82,30,True
2022-01-10 00:00:00+00:00,82,30,True
2022-01-17 00:00:00+00:00,82,30,True
2022-01-24 00:00:00+00:00,82,30,True
2022-01-31 00:00:00+00:00,81,30,True
2022-02-07 00:00:00+00:00,81,30,True
2022-02-14 00:00:00+00:00,81,30,True
2022-02-21 00:00:00+00:00,81,30,True
2022-02-28 00:00:00+00:00,81,30,True
2022-03-07 00:00:00+00:00,81,30,True
2022-03-14 00:00:00+00:00,81,30,True
2022-03-21 00:00:00+00:00,81,30,True
2022-03-28 00:00:00+00:00,81,30,True
2022-04-04 00:00:00+00:00,81,30,True
2022-04-11 00:00:00+00:00,81,30,True
2022-04-18 00:00:00+00:00,81,30,True
2022-04-25 00:00:00+00:00,81,30,True
2022-05-02 00:00:00+00:00,80,30,True
2022-05-09 00:00:00+00:00,80,30,True
2022-05-16 00:00:00+00:00,80,30,True
2022-05-23 00:00:00+00:00,80,30,True
2022-05-30 00:00:00+00:00,80,30,True
2022-06-06 00:00:00+00:00,79,30,True
2022-06-13 00:00:00+00:00,79,30,True
2022-06-20 00:00:00+00:00,79,30,True
2022-06-27 00:00:00+00:00,79,30,True
2022-07-04 00:00:00+00:00,79,30,True
2022-07-11 00:00:00+00:00,79,30,True
2022-07-18 00:00:00+00:00,79,30,True
2022-07-25 00:00:00+00:00,79,30,True
2022-08-01 00:00:00+00:00,79,30,True
2022-08-08 00:00:00+00:00,79,30,True
2022-08-15 00:00:00+00:00,79,30,True
2022-08-22 00:00:00+00:00,79,30,True
2022-08-29 00:00:00+00:00,79,30,True
2022-09-05 00:00:00+00:00,79,30,True
2022-09-12 00:00:00+00:00,79,30,True
2022-09-19 00:00:00+00:00,78,30,True
2022-09-26 00:00:00+00:00,78,30,True
2022-10-03 00:00:00+00:00,78,30,True
2022-10-10 00:00:00+00:00,78,30,True
2022-10-17 00:00:00+00:00,78,30,True
2022-10-24 00:00:00+00:00,78,30,True
2022-10-31 00:00:00+00:00,78,30,True
2022-11-07 00:00:00+00:00,78,30,True
2022-11-14 00:00:00+00:00,78,30,True
2022-11-21 00:00:00+00:00,77,30,True
2022-11-28 00:00:00+00:00,77,30,True
2022-12-05 00:00:00+00:00,77,30,True
2022-12-12 00:00:00+00:00,77,30,True
2022-12-19 00:00:00+00:00,77,30,True
2022-12-26 00:00:00+00:00,77,30,True
2023-01-02 00:00:00+00:00,77,30,True
2023-01-09 00:00:00+00:00,77,30,True
2023-01-16 00:00:00+00:00,77,30,True
2023-01-23 00:00:00+00:00,77,30,True
2023-01-30 00:00:00+00:00,77,30,True
2023-02-06 00:00:00+00:00,77,30,True
2023-02-13 00:00:00+00:00,77,30,True
2023-02-20 00:00:00+00:00,77,30,True
2023-02-27 00:00:00+00:00,77,30,True
2023-03-06 00:00:00+00:00,77,30,True
2023-03-13 00:00:00+00:00,77,30,True
2023-03-20 00:00:00+00:00,77,30,True
2023-03-27 00:00:00+00:00,77,30,True
2023-04-03 00:00:00+00:00,77,30,True
2023-04-10 00:00:00+00:00,77,30,True
2023-04-17 00:00:00+00:00,77,30,True
2023-04-24 00:00:00+00:00,76,30,True
2023-05-01 00:00:00+00:00,77,30,True
2023-05-08 00:00:00+00:00,77,30,True
2023-05-15 00:00:00+00:00,77,30,True
2023-05-22 00:00:00+00:00,77,30,True
2023-05-29 00:00:00+00:00,77,30,True
2023-06-05 00:00:00+00:00,77,30,True
2023-06-12 00:00:00+00:00,77,30,True
2023-06-19 00:00:00+00:00,77,30,True
2023-06-26 00:00:00+00:00,77,30,True
2023-07-03 00:00:00+00:00,77,30,True
2023-07-10 00:00:00+00:00,77,30,True
2023-07-17 00:00:00+00:00,77,30,True
2023-07-24 00:00:00+00:00,77,30,True
2023-07-31 00:00:00+00:00,77,30,True
2023-08-07 00:00:00+00:00,77,30,True
2023-08-14 00:00:00+00:00,76,30,True
2023-08-21 00:00:00+00:00,76,30,True
2023-08-28 00:00:00+00:00,76,30,True
2023-09-04 00:00:00+00:00,76,30,True
2023-09-11 00:00:00+00:00,76,30,True
2023-09-18 00:00:00+00:00,76,30,True
2023-09-25 00:00:00+00:00,76,30,True
2023-10-02 00:00:00+00:00,76,30,True
2023-10-09 00:00:00+00:00,76,30,True
