scenario,trade_count,nonzero_trade_count,net_pnl,return_on_initial_equity,gross_profit,gross_loss,profit_factor,win_rate_on_nonzero
OBSERVED_FIXED6,567,567,108155.86314022547,1.0815586314022547,321992.92330001283,213837.06015978736,1.505786335911124,0.4144620811287478
CONFIRMED_PIT_ONLY,567,427,74785.58452767768,0.7478558452767768,220167.4881791806,145381.90365150297,1.5144077952572914,0.4332552693208431
REMOVE_POSITIVE_NON_PIT,567,561,82083.48202958163,0.8208348202958163,295920.542189369,213837.06015978736,1.3838599444279942,0.40819964349376114
UNRESOLVED_ZERO_EDGE,567,457,84874.81957530069,0.8487481957530069,246239.86928982445,161365.04971452378,1.5259801904158026,0.4179431072210066
UNRESOLVED_POSITIVE_HAIRCUT_50,567,567,70279.33613513128,0.7027933613513128,284116.3962949186,213837.06015978736,1.3286583536203491,0.4144620811287478
STRICT_REMOVE_ALL_UNCERTAIN_POSITIVE,567,517,6330.428019393235,0.06330428019393236,220167.4881791806,213837.06015978736,1.0296039798464443,0.3578336557059961
