excluded_symbol,remaining_trade_count,observed_net_pnl,observed_return_on_initial,confirmed_pit_net_pnl,confirmed_pit_return_on_initial
AVAX,529,109589.80171623317,1.0958980171623316,74785.58452767767,0.7478558452767766
BTC,347,88388.75301806914,0.8838875301806914,55018.47440552135,0.5501847440552136
ETH,370,53507.99346205382,0.5350799346205382,20137.714849506017,0.20137714849506017
LINK,527,97696.02336525277,0.9769602336525277,74414.97980032797,0.7441497980032797
NEAR,545,101946.95037868562,1.0194695037868562,74785.58452767767,0.7478558452767766
SOL,517,89649.7937608328,0.8964979376083281,74785.58452767768,0.7478558452767768
