scenario,weekly_observation_count,effective_sample_size,observed_total_pnl,role
OBSERVED_FIXED6,313,292.727116813393,108155.86314022547,DESCRIPTIVE_ONLY_NOT_A_CONFIRMATION_GATE
CONFIRMED_PIT_ONLY,313,249.85719021373794,74785.58452767767,DESCRIPTIVE_ONLY_NOT_A_CONFIRMATION_GATE
REMOVE_POSITIVE_NON_PIT,313,223.56667282913028,6330.428019393235,DESCRIPTIVE_ONLY_NOT_A_CONFIRMATION_GATE
UNRESOLVED_ZERO_EDGE,313,292.727116813393,108155.86314022547,DESCRIPTIVE_ONLY_NOT_A_CONFIRMATION_GATE
UNRESOLVED_POSITIVE_HAIRCUT_50,313,292.727116813393,108155.86314022547,DESCRIPTIVE_ONLY_NOT_A_CONFIRMATION_GATE
STRICT_REMOVE_ALL_UNCERTAIN_POSITIVE,313,223.56667282913028,6330.428019393235,DESCRIPTIVE_ONLY_NOT_A_CONFIRMATION_GATE
