trade_row_id,trade_id,symbol,entry_time,year,rebalance_time,engine_id,market_regime,market_cap_rank,rank_resolved,tradable_at_entry,fixed6_pit_status,fixed10_pit_status,a0_fixed6_pit_status,a0_fixed10_pit_status,net_pnl
81,RD16L-V3-000081,ETH,2020-08-30 14:00:00+00:00,2020,2020-08-24 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,534.1487199874462
82,RD16L-V3-000082,ETH,2020-08-31 12:00:00+00:00,2020,2020-08-31 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,654.4007363831447
83,RD16L-V3-000083,BTC,2020-09-01 06:00:00+00:00,2020,2020-08-31 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-4.953067672198181
84,RD16L-V3-000084,ETH,2020-09-10 02:00:00+00:00,2020,2020-09-07 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-807.9321053754097
85,RD16L-V3-000085,BTC,2020-09-12 19:00:00+00:00,2020,2020-09-07 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-21.727054092702033
86,RD16L-V3-000086,ETH,2020-09-14 14:00:00+00:00,2020,2020-09-14 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-831.2193456239554
87,RD16L-V3-000087,BTC,2020-09-18 10:00:00+00:00,2020,2020-09-14 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-455.3296612302835
88,RD16L-V3-000088,BTC,2020-09-19 12:00:00+00:00,2020,2020-09-14 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-459.3034489035332
89,RD16L-V3-000089,ETH,2020-09-19 12:00:00+00:00,2020,2020-09-14 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-744.1421169710927
90,RD16L-V3-000090,BTC,2020-09-28 01:00:00+00:00,2020,2020-09-28 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-485.2811549765828
91,RD16L-V3-000091,BTC,2020-09-30 00:00:00+00:00,2020,2020-09-28 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-460.3778538605022
92,RD16L-V3-000092,BTC,2020-10-08 14:00:00+00:00,2020,2020-10-05 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,3398.020250995128
93,RD16L-V3-000093,ETH,2020-10-10 03:00:00+00:00,2020,2020-10-05 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-712.9928901101578
94,RD16L-V3-000094,ETH,2020-10-11 11:00:00+00:00,2020,2020-10-05 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-623.0053310091082
95,RD16L-V3-000095,ETH,2020-10-14 14:00:00+00:00,2020,2020-10-12 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-689.1040021049863
96,RD16L-V3-000096,BTC,2020-10-15 20:00:00+00:00,2020,2020-10-12 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-486.22256163144743
97,RD16L-V3-000097,BTC,2020-10-18 07:00:00+00:00,2020,2020-10-12 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-39.961827961104206
98,RD16L-V3-000098,ETH,2020-10-18 07:00:00+00:00,2020,2020-10-12 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-6.013486004378411
99,RD16L-V3-000099,BTC,2020-10-19 14:00:00+00:00,2020,2020-10-19 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,189.50093593768906
100,RD16L-V3-000100,ETH,2020-10-19 14:00:00+00:00,2020,2020-10-19 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-490.0512007840764
101,RD16L-V3-000101,BTC,2020-10-21 03:00:00+00:00,2020,2020-10-19 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,4062.593894654961
102,RD16L-V3-000102,ETH,2020-10-21 14:00:00+00:00,2020,2020-10-19 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,542.0711727526223
103,RD16L-V3-000103,ETH,2020-10-22 11:00:00+00:00,2020,2020-10-19 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,101.1061142553728
104,RD16L-V3-000104,BTC,2020-10-26 14:00:00+00:00,2020,2020-10-26 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-492.56552622827047
105,RD16L-V3-000105,BTC,2020-10-27 11:00:00+00:00,2020,2020-10-26 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,333.5787541559183
106,RD16L-V3-000106,ETH,2020-10-27 17:00:00+00:00,2020,2020-10-26 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-765.7191239313565
107,RD16L-V3-000107,ETH,2020-11-01 21:00:00+00:00,2020,2020-10-26 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,398.5578195562373
108,RD16L-V3-000108,ETH,2020-11-05 15:00:00+00:00,2020,2020-11-02 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-823.4182966984372
109,RD16L-V3-000109,ETH,2020-11-11 01:00:00+00:00,2020,2020-11-09 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,99.43383577034527
110,RD16L-V3-000110,BTC,2020-11-12 10:00:00+00:00,2020,2020-11-09 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-775.366570785187
111,RD16L-V3-000111,ETH,2020-11-13 14:00:00+00:00,2020,2020-11-09 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-848.3205473030121
112,RD16L-V3-000112,BTC,2020-11-16 06:00:00+00:00,2020,2020-11-16 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,6144.117863760275
113,RD16L-V3-000113,ETH,2020-11-17 01:00:00+00:00,2020,2020-11-16 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-788.0531608129199
114,RD16L-V3-000114,ETH,2020-11-17 13:00:00+00:00,2020,2020-11-16 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,523.1243353564798
115,RD16L-V3-000115,BTC,2020-11-23 11:00:00+00:00,2020,2020-11-23 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-848.6029017472956
116,RD16L-V3-000116,BTC,2020-11-24 10:00:00+00:00,2020,2020-11-23 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-841.5371146683999
117,RD16L-V3-000117,ETH,2020-11-29 22:00:00+00:00,2020,2020-11-23 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,663.91130127614
118,RD16L-V3-000118,ETH,2020-11-30 14:00:00+00:00,2020,2020-11-30 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-822.4988733499755
119,RD16L-V3-000119,ETH,2020-12-01 11:00:00+00:00,2020,2020-11-30 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-820.9150670121558
120,RD16L-V3-000120,BTC,2020-12-05 09:00:00+00:00,2020,2020-11-30 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-784.5480783615933
121,RD16L-V3-000121,ETH,2020-12-06 01:00:00+00:00,2020,2020-11-30 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-810.5716569149645
122,RD16L-V3-000122,BTC,2020-12-07 00:00:00+00:00,2020,2020-12-07 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-621.1142847781368
123,RD16L-V3-000123,BTC,2020-12-08 06:00:00+00:00,2020,2020-12-07 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-495.0576381119149
124,RD16L-V3-000124,ETH,2020-12-09 12:00:00+00:00,2020,2020-12-07 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-819.803532227781
125,RD16L-V3-000125,BTC,2020-12-09 14:00:00+00:00,2020,2020-12-07 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-837.6545602047727
126,RD16L-V3-000126,BTC,2020-12-15 01:00:00+00:00,2020,2020-12-14 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-536.8650250776351
127,RD16L-V3-000127,ETH,2020-12-15 03:00:00+00:00,2020,2020-12-14 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-673.1409883415704
128,RD16L-V3-000128,BTC,2020-12-16 11:00:00+00:00,2020,2020-12-14 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,8960.86108163696
129,RD16L-V3-000129,ETH,2020-12-16 11:00:00+00:00,2020,2020-12-14 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,4571.937987987785
130,RD16L-V3-000130,BTC,2020-12-24 23:00:00+00:00,2020,2020-12-21 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,5659.875220641863
131,RD16L-V3-000131,ETH,2020-12-27 15:00:00+00:00,2020,2020-12-21 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,130.5634962542183
132,RD16L-V3-000132,BTC,2020-12-30 00:00:00+00:00,2020,2020-12-28 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,104.08737591063745
133,RD16L-V3-000133,BTC,2020-12-30 20:00:00+00:00,2020,2020-12-28 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-825.8613491075098
134,RD16L-V3-000134,ETH,2020-12-30 20:00:00+00:00,2020,2020-12-28 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-821.002901433403
135,RD16L-V3-000135,BTC,2021-01-01 02:00:00+00:00,2021,2020-12-28 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-826.1347311308127
136,RD16L-V3-000136,BTC,2021-01-02 07:00:00+00:00,2021,2020-12-28 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,576.6118582076851
137,RD16L-V3-000137,ETH,2021-01-02 07:00:00+00:00,2021,2020-12-28 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-846.6497473511338
138,RD16L-V3-000138,ETH,2021-01-03 07:00:00+00:00,2021,2020-12-28 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,16742.9924034956
139,RD16L-V3-000139,ETH,2021-01-09 21:00:00+00:00,2021,2021-01-04 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,143.61689866902202
140,RD16L-V3-000140,ETH,2021-01-16 09:00:00+00:00,2021,2021-01-11 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,147.97517448008446
141,RD16L-V3-000141,BTC,2021-01-17 22:00:00+00:00,2021,2021-01-11 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-802.8753427737338
142,RD16L-V3-000142,ETH,2021-01-19 00:00:00+00:00,2021,2021-01-18 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,687.398748687238
143,RD16L-V3-000143,BTC,2021-01-21 00:00:00+00:00,2021,2021-01-18 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-804.2720886360191
144,RD16L-V3-000144,ETH,2021-01-24 04:00:00+00:00,2021,2021-01-18 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,135.0994198293125
145,RD16L-V3-000145,BTC,2021-01-24 05:00:00+00:00,2021,2021-01-18 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-811.680464970766
146,RD16L-V3-000146,ETH,2021-01-24 18:00:00+00:00,2021,2021-01-18 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-802.9246898697647
147,RD16L-V3-000147,ETH,2021-02-01 22:00:00+00:00,2021,2021-02-01 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,10308.793612622763
148,RD16L-V3-000148,BTC,2021-02-02 10:00:00+00:00,2021,2021-02-01 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-823.9649047235324
149,RD16L-V3-000149,BTC,2021-02-05 13:00:00+00:00,2021,2021-02-01 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,673.5444759212423
150,RD16L-V3-000150,BTC,2021-02-08 13:00:00+00:00,2021,2021-02-08 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-806.5172486223041
151,RD16L-V3-000151,ETH,2021-02-08 13:00:00+00:00,2021,2021-02-08 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,130.08410388394464
152,RD16L-V3-000152,ETH,2021-02-09 09:00:00+00:00,2021,2021-02-08 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-803.2981741004138
153,RD16L-V3-000153,ETH,2021-02-12 17:00:00+00:00,2021,2021-02-08 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-824.1800322473189
154,RD16L-V3-000154,BTC,2021-02-14 01:00:00+00:00,2021,2021-02-08 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,657.3745669982534
155,RD16L-V3-000155,ETH,2021-02-14 01:00:00+00:00,2021,2021-02-08 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-829.2655136905514
156,RD16L-V3-000156,BTC,2021-02-16 04:00:00+00:00,2021,2021-02-15 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-822.0797379128569
157,RD16L-V3-000157,BTC,2021-02-17 08:00:00+00:00,2021,2021-02-15 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,3407.4053847586597
158,RD16L-V3-000158,ETH,2021-02-17 22:00:00+00:00,2021,2021-02-15 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,666.6813334690868
159,RD16L-V3-000159,ETH,2021-02-19 17:00:00+00:00,2021,2021-02-15 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,2.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,649.9158097091181
160,RD16L-V3-000160,BTC,2021-02-21 19:00:00+00:00,2021,2021-02-15 00:00:00+00:00,TREND_CONTINUATION_CORE_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,-836.0807937756393
161,RD16L-V3-000161,BTC,2021-03-01 01:00:00+00:00,2021,2021-03-01 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,699.5189913133602
162,RD16L-V3-000162,BTC,2021-03-03 05:00:00+00:00,2021,2021-03-01 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,672.0579874968244
163,RD16L-V3-000163,BTC,2021-03-05 14:00:00+00:00,2021,2021-03-01 00:00:00+00:00,COMPRESSION_EXPANSION_SPECIALIST_V3,STRONG_BULL,1.0,True,True,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,PIT_ELIGIBLE,4192.638367385454
