health_bin,observation_count,mean_next_5_bar_return_if_held,mean_next_10_bar_return_if_held,mean_next_5_bar_MAE_if_held,mean_next_5_bar_MFE_if_held
0_20,0,0.0,0.0,0.0,0.0
GT20_35,20,-0.0035884315264608836,0.012347356390084474,-0.06679588286688432,0.05621802998153776
GT35_50,429,0.003337843119849205,-0.003298000625280756,-0.0832823261651829,0.07446495857466573
GT50_65,453,0.003544131937296877,0.016071665836477837,-0.0801028228067961,0.07525928201999646
GT65_80,629,0.035694082190748155,0.06789265891070881,-0.07934837758712648,0.10563346902467582
GT80_100,570,0.029783865609098077,0.06182424946856586,-0.07570422602133055,0.09412101581056573
