regime,observation_count,strategy_return,maximum_drawdown
BEAR,459,3.612383045659352,0.21621710939115013
BULL,1090,3.6946127714885844,0.39067657220855045
SIDEWAYS_TRANSITION,258,3.74950791460227,0.31139373036435014
