configuration_id,final_equity,net_return,cagr,expectancy,profit_factor,maximum_drawdown,sharpe_ratio,sortino_ratio,closed_trade_count,candidate_count,accepted_signals,total_fees,total_slippage_cost,exposure,hard_stop_exit_count,critical_health_exit_count,confirmed_health_exit_count,forced_end_exit_count,deterministic_replay_match,delta_net_return,delta_expectancy,delta_profit_factor,delta_maximum_drawdown
RD14_S1_ENTRY_THRESHOLD_65,563238.5017975247,4.632385017975247,0.418475742191732,16544.23220705445,7.354922521155718,0.4612624181315785,1.0466569867320732,1.12897758098811,28,3508,28,3421.0611974833996,1710.6476912943713,0.7122302158273381,16,0,10,2,True,0.19389538699993825,-2753.5487971860275,-1.3206469472377247,-0.0054721117357418025
RD14_S2_ENTRY_THRESHOLD_75,410591.9854338512,3.105919854338512,0.3306311371259061,18270.11679022654,9.064645224100055,0.4519649100814602,0.9277072749300541,0.8793579032105376,17,4073,17,1989.280714665452,994.7187513289509,0.6026563364692861,10,0,6,1,True,-1.332569776636797,-1027.6642140139375,0.389075755706612,-0.014769619785860055
RD14_S3_HEALTH_EXIT_30,522172.4911985195,4.221724911985195,0.39692314653908123,21108.624559925967,11.069780778114133,0.4858814304263392,0.9855919082268608,1.0334122246810096,20,3554,20,2040.639439773168,1020.4260282757507,0.7432208079690094,11,0,7,2,True,-0.21676471899011407,1810.8435556854893,2.3942113097206903,0.01914690055901891
RD14_S4_HEALTH_EXIT_40,367039.63626989233,2.670396362698923,0.30079535090082743,8614.181815157815,6.6302649038333,0.3395129883625866,1.0924183991111862,1.0227164490023641,31,4070,31,2380.7199711074327,1190.4276382496862,0.5949086884338682,15,0,14,2,True,-1.768093268276386,-10683.599189082663,-2.0453045645601424,-0.1272215415047337
RD14_S5_BREAKOUT_WEIGHT_SHIFT,509655.74941355694,4.09655749413557,0.3900853670782076,14630.562479055605,8.062172784169135,0.4515860584938448,1.0215682115317102,1.09657324432792,28,3489,28,2810.0707530261593,1405.1388442528323,0.7304925290536801,15,0,11,2,True,-0.34193213683973944,-4667.218525184873,-0.6133966842243073,-0.01514847137347547
RD14_S6_RELATIVE_STRENGTH_WEIGHT_SHIFT,523388.84327244246,4.233888432724425,0.39758063351374373,18408.21057706271,7.520892471698727,0.4667345298673201,1.0049403711216411,1.001202751693799,23,3882,23,2743.752601271048,1371.9831767802868,0.6463752075262866,16,0,5,2,True,-0.2046011982508844,-889.5704271777686,-1.1546769966947155,-1.6653345369377348e-16
