configuration_id,largest_contribution_asset,largest_asset_contribution,largest_asset_to_net_profit,positive_contribution_hhi,profitable_asset_count,losing_asset_count,non_btc_net_pnl
RD14_S0_PRIMARY,ADA/USDT,287997.7082459722,0.6488642132587067,0.5012506498349233,3,0,408700.9270211437
