policy_id,portfolio_id,universe_id,cost_multiplier,total_net_pnl,positive_net_pnl_pool,largest_winner_net_pnl,largest_winner_positive_pnl_share,net_pnl_without_largest_winner,top_asset,top_asset_positive_contribution_share,minimum_loao_remaining_net_pnl,minimum_loyo_remaining_net_pnl
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,8014.871403565325,210995.01797515474,10431.975316765747,0.04944180870656454,-2417.1039132004225,SOL-USDT,0.1030746221436699,-13733.360348420589,-43958.31106335281
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,2.0,-11534.72312551742,185580.8706678762,8513.375182746164,0.04587420649611069,-20048.098308263583,SOL-USDT,0.08259595590658052,-26862.952536306144,-49159.42409130977
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,1.0,-9810.121029715305,149919.75122146928,6990.219881206706,0.04662641062471074,-16800.340910922012,SOL-USDT,0.1235774620486908,-28336.82339663559,-45659.273504012206
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,2.0,-24203.022551429116,132722.9294070133,5847.572977117119,0.04405849843160653,-30050.595528546233,SOL-USDT,0.10475282963674097,-38106.12496449117,-50041.56810745555
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,1.0,8974.236201920048,173315.47877160582,10353.333873353457,0.05973692567296325,-1379.0976714334083,SOL-USDT,0.11902624440213562,-11654.854333022253,-39340.338467041
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,2.0,-6080.028525679507,156636.43400754308,8884.210652703392,0.05671867282343493,-14964.239178382899,SOL-USDT,0.09638575970910819,-21177.550215622137,-43654.177206792345
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,D2,1.0,19072.536854325655,224127.18685507527,10796.239252086574,0.04817014572653169,8276.297602239081,SOL-USDT,0.10936261867167707,-5438.599215661656,-43958.31106335281
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,D2,2.0,-2046.187234722449,196877.95477439417,8847.362846531621,0.044938311435985645,-10893.55008125407,SOL-USDT,0.08824437218270705,-19419.558750404252,-49159.42409130976
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,1.0,-7880.57878662162,151971.24664276885,7029.988032725761,0.046258671873968364,-14910.56681934738,SOL-USDT,0.11161031552919048,-24842.13757578548,-45659.273504012206
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,2.0,-22671.295107760372,134412.93337984962,5873.9376980529705,0.04370068824741203,-28545.232805813343,SOL-USDT,0.09370521433437734,-35266.48783943156,-50041.56810745555
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,1.0,11861.767895319495,174001.5485932587,8044.064813799049,0.04622984610672999,3817.703081520446,SOL-USDT,0.07872093749447898,-1835.7971354329675,-39340.338467041
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,2.0,-3465.1443747343837,157206.90672121014,6952.719456481023,0.04422655213750206,-10417.863831215407,SOL-USDT,0.05667097504809204,-12374.213062919816,-43654.177206792345
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,E2,1.0,12108.65793267372,216644.38424197788,10165.646478325667,0.04692319403475186,1943.0114543480522,SOL-USDT,0.08949879806874529,-7280.754065326724,-43958.31106335281
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,E2,2.0,-7884.726134361925,190524.33253115354,8320.631241548868,0.043672276034287236,-16205.357375910793,SOL-USDT,0.06880945811101875,-20994.602212794143,-49159.42409130977
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,1.0,-6331.13121676071,153047.57551158365,7148.413796295473,0.04670713516630934,-13479.545013056184,SOL-USDT,0.12047902476207109,-24770.15385659574,-45659.273504012206
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,2.0,-21269.45835498137,135339.3824714634,5980.587385373262,0.044189557216535114,-27250.04574035463,SOL-USDT,0.1021991042953269,-35101.0220194476,-50041.56810745555
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,1.0,6869.222767887357,172808.65238615265,9900.775930795942,0.05729328823577645,-3031.5531629085854,SOL-USDT,0.10482676535751906,-11245.749287544942,-39340.338467041
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,2.0,-7911.138631732269,156162.2789898851,8492.340901391082,0.05438151233654285,-16403.47953312335,SOL-USDT,0.0812917720324397,-20605.847015444255,-43654.17720679234
ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,-32294.988775096543,202848.35362145473,3525.357003809378,0.01737927343688586,-35820.34577890592,SOL-USDT,0.058029044272139146,-44066.084867926475,-40510.71764056446
ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,C2,2.0,-55300.81099299679,160642.81077973542,2850.262743578295,0.017742859015872293,-58151.07373657508,SOL-USDT,0.023160658772830703,-59021.40431777465,-50915.789416947904
ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,1.0,-26311.789205332137,145786.6490191379,3979.2425167036176,0.027294972094332515,-30291.031722035754,SOL-USDT,0.0576952829895189,-34722.99117658497,-30261.774806026715
ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,2.0,-44956.31735352971,119455.69828009987,3770.34014175927,0.03156266461997126,-48726.65749528898,SOL-USDT,0.027338397266629493,-48222.044688873706,-38962.48376697852
ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,1.0,-1338.3365216033671,166982.17234151036,4765.326055674415,0.028537933055083363,-6103.6625772777825,SOL-USDT,0.07038536033855383,-13091.43689197507,-18072.290436662763
ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,2.0,-22486.80256297676,142559.9107406688,3775.915312467827,0.026486515689088826,-26262.71787544459,SOL-USDT,0.032751485995432296,-27155.851483109855,-27115.017932564493
ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,D2,1.0,-35559.90285032007,202153.7778654715,3435.604374021374,0.016995004547022054,-38995.50722434144,SOL-USDT,0.026334813657998432,-40883.584920667665,-40510.71764056446
ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,D2,2.0,-57719.56242125752,160087.31457465515,2850.262743578295,0.017804425985602397,-60569.82516483581,JASMY-USDT,0.0039771387020577885,-58356.25187576088,-50915.78941694791
ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,1.0,-29298.680169021976,147036.11048552865,3979.2425167036176,0.027063028963182866,-33277.92268572559,SOL-USDT,0.05527055769401345,-37425.447996715724,-30261.77480602672
ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,2.0,-47510.76869020713,120326.6207923949,3770.34014175927,0.03133421446501363,-51281.1088319664,SOL-USDT,0.025418069304614585,-50569.2390766983,-38962.48376697852
ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,1.0,-441.5080512827044,172630.87360173202,5054.992583466605,0.02928208887553175,-5496.500634749309,SOL-USDT,0.04295162386597108,-7856.284401878294,-18072.29043666276
ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,2.0,-22460.45347122219,146559.11668952423,3979.0018568812425,0.027149466691386345,-26439.45532810343,JASMY-USDT,0.02043904790631548,-25455.982278346655,-27115.01793256449
ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,E2,1.0,-35606.70980159963,199964.47381637665,3240.9742429676357,0.016207750212389013,-38847.684044567264,SOL-USDT,0.031959007607504156,-41997.375941527775,-40510.71764056446
ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,E2,2.0,-57604.783329841404,158682.30374235573,2850.262743578295,0.01796207060496248,-60455.0460734197,JASMY-USDT,0.00401235323339596,-58241.47278434476,-50915.78941694791
ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,1.0,-27113.86448790083,145941.8429218685,3979.2425167036176,0.0272659467431417,-31093.107004604448,SOL-USDT,0.056318398639208136,-35333.075375715314,-30261.77480602671
ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,2.0,-45664.34615571708,119593.09256513046,3770.34014175927,0.03152640391589456,-49434.68629747635,SOL-USDT,0.026340777830996243,-48814.52123709695,-38962.48376697852
ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,1.0,-2618.057065848039,168026.70613446872,4661.967712353152,0.027745397262160597,-7280.024778201191,SOL-USDT,0.05348072535723264,-11604.247189305997,-18072.29043666277
ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,2.0,-23598.840387328662,143366.01311620348,3688.9235191175853,0.025730809129270935,-27287.76390644625,JASMY-USDT,0.020894274326345944,-26594.369194453127,-27115.017932564497
