policy_id,universe_id,gate_id,passed
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,BASE_NET_RETURN_POSITIVE,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,STRESS_2X_NET_RETURN_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,STRESS_2X_TRADES_GTE_75,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,BOTH_2022_2023_NET_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,CASH_FEASIBLE_BASE_AND_2X,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,C2,NO_2024_OR_POST_2024_ACCESS,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,BASE_NET_RETURN_POSITIVE,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,STRESS_2X_NET_RETURN_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,STRESS_2X_TRADES_GTE_75,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,BOTH_2022_2023_NET_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,CASH_FEASIBLE_BASE_AND_2X,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,D2,NO_2024_OR_POST_2024_ACCESS,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,BASE_NET_RETURN_POSITIVE,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,STRESS_2X_NET_RETURN_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,STRESS_2X_TRADES_GTE_75,True
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,BOTH_2022_2023_NET_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,E2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
