policy_id,portfolio_id,universe_id,cost_multiplier,timestamp,equity,cash,gross_exposure,gross_exposure_fraction,open_positions
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-01 23:00:00+00:00,99971.47521381825,81977.5,17993.975213818252,0.17999109421295295,1
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-02 23:00:00+00:00,99909.23893815646,63898.992232964454,36010.246705191996,0.36042959678115694,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-03 23:00:00+00:00,98877.27342772578,46158.76621050418,52718.5072172216,0.5331711260804145,3
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-04 23:00:00+00:00,98954.22037310866,63195.67421360465,35758.546159504,0.36136453831555404,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-05 23:00:00+00:00,97362.27784747693,81009.63798370109,16352.639863775838,0.16795662781629964,1
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-06 23:00:00+00:00,97729.6067361536,97729.6067361536,0.0,0.0,0
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-07 23:00:00+00:00,97729.6067361536,97729.6067361536,0.0,0.0,0
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-08 23:00:00+00:00,97729.6067361536,97729.6067361536,0.0,0.0,0
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-09 23:00:00+00:00,97530.39318745887,80116.28836213032,17414.104825328555,0.17855054466824175,1
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-10 23:00:00+00:00,95182.03107677797,62577.78768846586,32604.243388312112,0.34254620351620896,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-11 23:00:00+00:00,97099.13905405594,45095.66116801926,52003.47788603668,0.5355709473086665,3
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-12 23:00:00+00:00,102268.69002567169,10180.0235332837,92088.66649238799,0.9004580626707128,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-13 23:00:00+00:00,97755.67959775335,10180.0235332837,87575.65606446964,0.8958625874714121,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-14 23:00:00+00:00,99564.84622944957,10180.0235332837,89384.82269616587,0.8977548410025804,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-15 23:00:00+00:00,99798.25692874593,26528.956861083294,73269.30006766264,0.7341741461474175,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-16 23:00:00+00:00,99378.34125095568,44154.35389926782,55223.98735168786,0.5556943963497357,3
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-17 23:00:00+00:00,95747.73421990083,26557.982196762227,69189.7520231386,0.7226254760685267,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-18 23:00:00+00:00,95082.66353378762,43525.02190127414,51557.64163251348,0.5422401909701706,3
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-19 23:00:00+00:00,93795.91949205773,60554.05354222194,33241.86594983579,0.35440631244785203,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-20 23:00:00+00:00,92103.23301303407,60028.08871508161,32075.144297952458,0.3482520998303427,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-21 23:00:00+00:00,87433.44131468385,60028.08871508161,27405.352599602244,0.3134424561989613,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-22 23:00:00+00:00,86088.99685285,60028.08871508161,26060.90813776839,0.30272054606831716,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-23 23:00:00+00:00,86510.89092098674,86510.89092098674,0.0,0.0,0
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-24 23:00:00+00:00,86510.89092098674,86510.89092098674,0.0,0.0,0
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-25 23:00:00+00:00,86209.50403550356,70919.46560475191,15290.038430751652,0.17735908124996025,1
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-26 23:00:00+00:00,83165.68523945578,23849.888754639644,59315.796484816135,0.7132244063646014,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-27 23:00:00+00:00,82411.90541406363,23849.888754639644,58562.01665942398,0.7106014157200926,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-28 23:00:00+00:00,84117.25566519322,38649.85879026921,45467.396874924016,0.5405240163313829,3
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-29 23:00:00+00:00,85908.4052185528,54354.38033656813,31554.02488198466,0.3672984593499385,2
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-30 23:00:00+00:00,84716.29706005653,38967.887225498074,45748.40983455846,0.5400189977865391,3
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-01-31 23:00:00+00:00,86241.98901234745,23481.375439747753,62760.61357259969,0.7277268798104148,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-01 23:00:00+00:00,87444.61830516858,8697.550414923606,78747.06789024497,0.9005364700138496,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-02 23:00:00+00:00,85162.65546949403,24579.036305571448,60583.61916392257,0.7113871547326766,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-03 23:00:00+00:00,84219.15730878996,24190.594285731917,60028.563023058035,0.712766132329762,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-04 23:00:00+00:00,89775.609671277,8911.691202013713,80863.91846926328,0.9007337155977573,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-05 23:00:00+00:00,91744.35785441543,26226.817827245955,65517.54002716947,0.7141315450824344,4
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-06 23:00:00+00:00,91242.6718447715,43885.01618911924,47357.655655652256,0.5190296897072507,3
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-07 23:00:00+00:00,94537.59174603067,10271.901308073524,84265.69043795714,0.8913458538729403,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-08 23:00:00+00:00,92929.78561106065,10271.901308073524,82657.88430298714,0.8894659958534227,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-09 23:00:00+00:00,95263.95416946706,10271.901308073524,84992.05286139355,0.8921743129641605,5
CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,2022-02-10 23:00:00+00:00,93325.92171717135,26315.83007075356,67010.09164641779,0.7180222859142507,4
