trade_count,final_equity,net_return,net_pnl,profit_factor,win_rate,maximum_drawdown,turnover,mean_holding_hours,policy_id,portfolio_id,universe_id,cost_multiplier,minimum_cash
455,108014.87140356538,0.08014871403565382,8014.871403565383,1.0394859868757587,0.3252747252747253,0.4581659832762856,127.14781851710599,116.3076923076923,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,5784.919822893331
455,88465.27687448252,-0.11534723125517488,-11534.723125517485,0.9414824423398611,0.31648351648351647,0.5072965627011601,115.35432593502841,116.3076923076923,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,C2,2.0,5242.356089406376
384,90189.87897028471,-0.09810121029715291,-9810.121029715287,0.9385830534298036,0.3151041666666667,0.47769066620912126,95.2131713928433,115.0,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,1.0,5416.8951399002035
384,75796.97744857095,-0.24203022551429054,-24203.02255142905,0.8457678781019047,0.3125,0.5187402046917419,87.66793542713052,115.0,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,2.0,4976.814932501917
338,108974.23620192012,0.08974236201920127,8974.236201920125,1.0546073283954558,0.3431952662721893,0.46659675696158465,100.57306412126287,116.3076923076923,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,1.0,7039.5227214038405
338,93919.9714743205,-0.06080028525679504,-6080.028525679503,0.9626342139509203,0.3254437869822485,0.4937680283188733,93.7664933535902,116.3076923076923,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,2.0,6562.586264229607
459,119072.53685432576,0.19072536854325772,19072.536854325765,1.0930119695127904,0.3202614379084967,0.4581659832762856,127.7049247380163,115.50326797385621,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,D2,1.0,5784.919822893331
459,97953.81276527751,-0.020461872347224852,-2046.1872347224853,0.9897137310029032,0.3115468409586057,0.5072965627011601,115.81756043677363,115.50326797385621,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,D2,2.0,5242.356089406376
388,92119.42121337843,-0.07880578786621573,-7880.578786621569,0.9507007269672837,0.3170103092783505,0.47769066620912126,96.02982716704834,114.55670103092784,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,1.0,5416.8951399002035
388,77328.70489223975,-0.22671295107760248,-22671.29510776025,0.8556742753487276,0.31443298969072164,0.5187402046917419,88.37935481527174,114.55670103092784,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,2.0,4976.814932501917
337,111861.76789531956,0.11861767895319564,11861.767895319557,1.0731576658378337,0.34718100890207715,0.46659675696158465,98.71027910742116,116.43916913946587,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,1.0,7039.5227214038405
337,96534.85562526564,-0.034651443747343635,-3465.1443747343583,0.9784334341218738,0.3293768545994065,0.4937680283188733,92.16568020531942,116.43916913946587,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,2.0,6346.284754873675
458,112108.65793267377,0.12108657932673772,12108.65793267377,1.0592006988273663,0.3231441048034934,0.4581659832762856,125.57797946476602,116.0174672489083,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,E2,1.0,5784.919822893331
458,92115.2738656381,-0.07884726134361908,-7884.726134361903,0.9602602512839181,0.314410480349345,0.5072965627011601,113.99793920537509,116.0174672489083,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,UNION_FOCUS,E2,2.0,5242.356089406376
385,93668.86878323932,-0.06331131216760677,-6331.131216760681,0.9602761790033102,0.3194805194805195,0.47769066620912126,94.95917564369948,115.13766233766233,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,1.0,5416.8951399002035
385,78730.54164501872,-0.21269458354981285,-21269.45835498128,0.8641873712701036,0.3168831168831169,0.5187402046917419,87.42795101508378,115.13766233766233,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,2.0,4976.814932501917
338,106869.22276788748,0.06869222767887484,6869.222767887477,1.041395964682352,0.3431952662721893,0.46659675696158465,98.70916620344279,116.02366863905326,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,1.0,7039.5227214038405
338,92088.8613682678,-0.07911138631732206,-7911.138631732203,0.9517829350640044,0.3254437869822485,0.4937680283188733,92.13238121264003,116.02366863905326,CONTROL_TIME_FAIL_72_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,2.0,6592.536405047775
920,67705.01122490354,-0.32294988775096456,-32294.988775096455,0.8626582898501395,0.391304347826087,0.4475688855598259,232.94129267107695,27.817391304347826,ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,C2,1.0,5764.242030091073
920,44699.18900700327,-0.5530081099299673,-55300.81099299673,0.7439108849846113,0.3760869565217391,0.6167949374752172,194.31047288939226,27.817391304347826,ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,C2,2.0,4326.659533851816
647,73688.21079466782,-0.2631178920533218,-26311.789205332185,0.8471119815101787,0.4327666151468315,0.34192429718901557,180.3025069366263,26.213292117465222,ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,1.0,6990.399020728359
647,55043.68264647026,-0.4495631735352974,-44956.31735352974,0.7265630666939276,0.4126738794435858,0.4879326183397822,157.75022199274568,26.213292117465222,ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,C2,2.0,5467.91707444482
539,98661.66347839657,-0.013383365216034337,-1338.336521603429,0.9920488802544448,0.3654916512059369,0.2815090172519329,173.1302582449883,31.0,ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,1.0,8694.173139863924
539,77513.19743702326,-0.22486802562976738,-22486.802562976736,0.8637549205744768,0.36178107606679033,0.3941714679958058,155.19544210009363,31.0,ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,C2,2.0,7268.337166112729
937,64440.09714968008,-0.35559902850319924,-35559.90285031992,0.8504086818089567,0.39060832443970117,0.5004852898106485,232.0264356224265,27.983991462113128,ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,D2,1.0,5376.636325194306
937,42280.437578742494,-0.5771956242125751,-57719.562421257506,0.7349966024151723,0.37566702241195304,0.6547244621551235,193.64942546454057,27.983991462113128,ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,D2,2.0,3788.3605780518947
662,70701.31983097785,-0.2929868016902215,-29298.680169022147,0.8338462871662139,0.43202416918429004,0.364391315717872,181.8773482170684,26.138972809667674,ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,1.0,6907.705420917533
662,52489.231309792805,-0.47510768690207195,-47510.768690207195,0.7169238103817619,0.4123867069486405,0.5087769663978448,159.0138776492257,26.138972809667674,ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,D2,2.0,5196.462936788466
550,99558.49194871726,-0.004415080512827463,-441.5080512827408,0.9974489976559756,0.3654545454545455,0.2930052553156796,176.32816830885125,30.905454545454546,ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,1.0,8501.727835713164
550,77539.54652877786,-0.2246045347122213,-22460.453471222136,0.8671132967036829,0.3618181818181818,0.41241250976952254,157.58756144849679,30.905454545454546,ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,D2,2.0,7087.776381399144
929,64393.290198400384,-0.3560670980159961,-35606.709801599616,0.8488494676864097,0.3907427341227126,0.4920870717687061,230.4147328126251,27.82561894510226,ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,E2,1.0,5764.242030091073
929,42395.21667015864,-0.5760478332984136,-57604.78332984136,0.7336651757179902,0.3756727664155005,0.6483615342476263,192.5182089354099,27.82561894510226,ADAPTIVE_EXIT_FIXED_CAPITAL,UNION_FOCUS,E2,2.0,4016.82152574467
654,72886.13551209906,-0.2711386448790094,-27113.864487900937,0.8433229109069521,0.4327217125382263,0.364442718651749,180.27444397518246,26.220183486238533,ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,1.0,6990.399020728359
654,54335.653844282875,-0.4566434615571713,-45664.346155717125,0.723677514856967,0.41284403669724773,0.5060574722601014,157.719264161428,26.220183486238533,ADAPTIVE_EXIT_FIXED_CAPITAL,MOMENTUM_BREAKOUT,E2,2.0,5279.136850781862
542,97381.94293415188,-0.026180570658481117,-2618.0570658481156,0.9846578528590719,0.3634686346863469,0.2899606813413026,172.74300838063664,30.728782287822877,ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,1.0,8270.018262786043
542,76401.1596126714,-0.235988403873286,-23598.8403873286,0.8586598323411255,0.35977859778597787,0.40812890774234073,154.85295753635032,30.728782287822877,ADAPTIVE_EXIT_FIXED_CAPITAL,RELATIVE_STRENGTH_ROTATION,E2,2.0,6892.048485820318
422,111728.52936443216,0.11728529364432161,11728.529364432165,1.0864371926092933,0.3293838862559242,0.3604347179014264,83.49351473266748,117.04265402843602,STATIC_EXIT_STATE_ROUTER,UNION_FOCUS,C2,1.0,7627.6436025913845
422,98640.08533353897,-0.013599146664610262,-1359.9146664610307,0.989963833311595,0.3222748815165877,0.39295917451580825,78.55068649110926,117.04265402843602,STATIC_EXIT_STATE_ROUTER,UNION_FOCUS,C2,2.0,7173.780106496675
354,118868.41464252185,0.18868414642521847,18868.41464252185,1.1693350888092116,0.327683615819209,0.3505002039952312,71.64581592609612,116.20338983050847,STATIC_EXIT_STATE_ROUTER,MOMENTUM_BREAKOUT,C2,1.0,7677.364434438172
354,106794.87516800553,0.06794875168005521,6794.875168005528,1.060525936090599,0.3248587570621469,0.3796942949665552,67.88726525544212,116.20338983050847,STATIC_EXIT_STATE_ROUTER,MOMENTUM_BREAKOUT,C2,2.0,7256.847755687988
302,102118.0484644282,0.021180484644282016,2118.048464428197,1.0213534043053987,0.3211920529801324,0.37504095214899963,57.34581278010333,115.54966887417218,STATIC_EXIT_STATE_ROUTER,RELATIVE_STRENGTH_ROTATION,C2,1.0,7898.680372291621
302,93698.08430607621,-0.06301915693923787,-6301.915693923787,0.9372926272306195,0.304635761589404,0.3912365280023314,55.055288289470475,115.54966887417218,STATIC_EXIT_STATE_ROUTER,RELATIVE_STRENGTH_ROTATION,C2,2.0,7437.23441248487
