trade_count,final_equity,net_return,net_pnl,profit_factor,win_rate,maximum_drawdown,turnover,mean_holding_hours,policy_id,portfolio_id,universe_id,cost_multiplier,minimum_cash,maximum_active_pair_cooldowns
404,101576.91288723427,0.01576912887234272,1576.9128872342699,1.0170231316954557,0.4752475247524752,0.16102787675383198,86.35362758725658,46.55940594059406,THESIS_CONFIDENCE_LIFECYCLE,RELATIVE_STRENGTH_ROTATION,D2,1.0,25388.327926321825,0.0
404,90473.12092524757,-0.09526879074752437,-9526.879074752433,0.8983410189171501,0.4504950495049505,0.21419857062319964,81.69217519219235,46.55940594059406,THESIS_CONFIDENCE_LIFECYCLE,RELATIVE_STRENGTH_ROTATION,D2,2.0,22877.089921069026,0.0
689,87053.67801096372,-0.1294632198903628,-12946.321989036282,0.9139820206563201,0.502177068214804,0.2816090081705442,134.94590232701418,45.86937590711176,THESIS_CONFIDENCE_LIFECYCLE,UNION_FOCUS,E2,1.0,8672.442263814688,0.0
689,70883.33877626288,-0.29116661223737117,-29116.661223737116,0.80094170264496,0.46879535558780844,0.3924377622660061,122.49454009156759,45.86937590711176,THESIS_CONFIDENCE_LIFECYCLE,UNION_FOCUS,E2,2.0,7704.115165960968,0.0
525,92070.71523155602,-0.07929284768443978,-7929.284768443977,0.9322759419193125,0.5238095238095238,0.2626748958793393,106.80539588940758,47.21142857142857,THESIS_CONFIDENCE_LIFECYCLE,MOMENTUM_BREAKOUT,E2,1.0,8184.532239055616,0.0
525,78423.82658225406,-0.21576173417745947,-21576.173417745944,0.8135706605271124,0.4857142857142857,0.3355964142346674,98.93655245326981,47.21142857142857,THESIS_CONFIDENCE_LIFECYCLE,MOMENTUM_BREAKOUT,E2,2.0,7572.137357600435,0.0
397,94575.87788301028,-0.05424122116989716,-5424.122116989718,0.9439845369374874,0.4760705289672544,0.16102787675383198,84.02456526257706,46.97229219143577,THESIS_CONFIDENCE_LIFECYCLE,RELATIVE_STRENGTH_ROTATION,E2,1.0,24816.84510379776,0.0
397,84392.61606556161,-0.1560738393443839,-15607.383934438389,0.8397693284392557,0.44836272040302266,0.22522731609063887,79.59776583531647,46.97229219143577,THESIS_CONFIDENCE_LIFECYCLE,RELATIVE_STRENGTH_ROTATION,E2,2.0,22766.422692306354,0.0
645,92973.00060097683,-0.0702699939902317,-7026.999399023174,0.9515136919742659,0.5023255813953489,0.2343748198688861,133.19568041268082,46.16279069767442,THESIS_CONFIDENCE_PAIR_COOLDOWN,UNION_FOCUS,C2,1.0,8598.821064092706,4.0
645,76461.68523961381,-0.23538314760386192,-23538.314760386187,0.8335580071118455,0.4666666666666667,0.3322430745108797,121.31642675641459,46.16279069767442,THESIS_CONFIDENCE_PAIR_COOLDOWN,UNION_FOCUS,C2,2.0,7935.565645139337,4.0
515,88872.22934133644,-0.1112777065866356,-11127.770658663561,0.902222828294226,0.5242718446601942,0.2527831466608719,104.57506989529651,46.84660194174757,THESIS_CONFIDENCE_PAIR_COOLDOWN,MOMENTUM_BREAKOUT,C2,1.0,8208.137788062766,5.0
515,75931.55793507744,-0.24068442064922568,-24068.442064922565,0.7865267570429979,0.48349514563106794,0.33303264235466246,97.01348816013802,46.84660194174757,THESIS_CONFIDENCE_PAIR_COOLDOWN,MOMENTUM_BREAKOUT,C2,2.0,7597.407624042507,5.0
381,104505.07674119127,0.04505076741191272,4505.0767411912675,1.0494343574600107,0.48031496062992124,0.1532258327250852,83.86935663624335,47.25196850393701,THESIS_CONFIDENCE_PAIR_COOLDOWN,RELATIVE_STRENGTH_ROTATION,C2,1.0,9749.884405132565,4.0
381,93654.5743998419,-0.06345425600158094,-6345.425600158094,0.931141648067534,0.4566929133858268,0.17211911567271326,79.52576582487892,47.25196850393701,THESIS_CONFIDENCE_PAIR_COOLDOWN,RELATIVE_STRENGTH_ROTATION,C2,2.0,9005.104547990255,4.0
653,92974.02945891029,-0.0702597054108971,-7025.970541089715,0.9514151975030067,0.4946401225114854,0.25454808984696276,132.30975631482303,46.699846860643184,THESIS_CONFIDENCE_PAIR_COOLDOWN,UNION_FOCUS,D2,1.0,8536.876569281905,4.0
653,76460.77443570508,-0.2353922556429492,-23539.225564294917,0.8333648801906225,0.4686064318529862,0.365928051263185,120.59077999096665,46.699846860643184,THESIS_CONFIDENCE_PAIR_COOLDOWN,UNION_FOCUS,D2,2.0,7164.737703103801,4.0
527,88975.549956959,-0.11024450043041001,-11024.450043040997,0.906705149826004,0.5161290322580645,0.2629634091158401,106.38920382523662,47.13282732447818,THESIS_CONFIDENCE_PAIR_COOLDOWN,MOMENTUM_BREAKOUT,D2,1.0,8208.137788062766,5.0
527,75802.2189683403,-0.24197781031659704,-24197.781031659702,0.7927298415259383,0.4819734345351044,0.33830612056851794,98.60470208759538,47.13282732447818,THESIS_CONFIDENCE_PAIR_COOLDOWN,MOMENTUM_BREAKOUT,D2,2.0,7597.407624042507,5.0
384,105892.24373686915,0.058922437368691405,5892.243736869146,1.0662464075978486,0.484375,0.1532258327250852,84.0051445350043,47.739583333333336,THESIS_CONFIDENCE_PAIR_COOLDOWN,RELATIVE_STRENGTH_ROTATION,D2,1.0,26345.074230077345,4.0
384,94848.33349495643,-0.05151666505043573,-5151.6665050435695,0.9428551692182494,0.4609375,0.18109963004412172,79.64503082417794,47.739583333333336,THESIS_CONFIDENCE_PAIR_COOLDOWN,RELATIVE_STRENGTH_ROTATION,D2,2.0,23876.267085575644,4.0
654,88391.28992752043,-0.11608710072479578,-11608.710072479575,0.9212258235262629,0.5030581039755352,0.26117190501936594,132.3932138726699,46.34709480122324,THESIS_CONFIDENCE_PAIR_COOLDOWN,UNION_FOCUS,E2,1.0,8598.821064092706,4.0
654,72497.93142357087,-0.2750206857642913,-27502.068576429127,0.8083790067314152,0.4694189602446483,0.37143031881407357,120.5880845533075,46.34709480122324,THESIS_CONFIDENCE_PAIR_COOLDOWN,UNION_FOCUS,E2,2.0,7935.565645139337,4.0
519,90659.10144548312,-0.09340898554516885,-9340.898554516883,0.9192842794131045,0.5221579961464354,0.26299054311412745,105.40828071499932,47.15028901734104,THESIS_CONFIDENCE_PAIR_COOLDOWN,MOMENTUM_BREAKOUT,E2,1.0,8208.137788062766,5.0
519,77342.3814263831,-0.226576185736169,-22657.6185736169,0.8021530821043443,0.4836223506743738,0.3352686530085132,97.73998645107176,47.15028901734104,THESIS_CONFIDENCE_PAIR_COOLDOWN,MOMENTUM_BREAKOUT,E2,2.0,7597.407624042507,5.0
379,98364.83031833588,-0.01635169681664117,-1635.1696816641197,0.9825939053113473,0.48284960422163586,0.1532258327250852,82.55788034137957,48.0,THESIS_CONFIDENCE_PAIR_COOLDOWN,RELATIVE_STRENGTH_ROTATION,E2,1.0,25787.05635120291,4.0
379,88168.90146368268,-0.1183109853631732,-11831.098536317324,0.8749773026532498,0.45646437994722955,0.19571422896915114,78.33193058608461,48.0,THESIS_CONFIDENCE_PAIR_COOLDOWN,RELATIVE_STRENGTH_ROTATION,E2,2.0,23745.896216449983,4.0
543,88032.70167231519,-0.11967298327684806,-11967.29832768481,0.90444674779088,0.5230202578268877,0.3014208810681715,111.38656837612268,47.523020257826886,FULL_FAMILY_QUALITY_THESIS_BRAIN,UNION_FOCUS,C2,1.0,7427.673373626563,5.0
543,74190.44462085378,-0.2580955537914622,-25809.555379146215,0.7903880962419476,0.4843462246777164,0.3597308833759355,102.62883970867276,47.523020257826886,FULL_FAMILY_QUALITY_THESIS_BRAIN,UNION_FOCUS,C2,2.0,6845.556512918451,5.0
515,88872.22934133644,-0.1112777065866356,-11127.770658663561,0.902222828294226,0.5242718446601942,0.2527831466608719,104.57506989529651,46.84660194174757,FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,C2,1.0,8208.137788062766,5.0
515,75931.55793507744,-0.24068442064922568,-24068.442064922565,0.7865267570429979,0.48349514563106794,0.33303264235466246,97.01348816013802,46.84660194174757,FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,C2,2.0,7597.407624042507,5.0
116,106726.21220264497,0.06726212202644954,6726.212202644965,1.1590343159681589,0.47413793103448276,0.16091266603225107,40.91297739876356,52.1551724137931,FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,C2,1.0,9612.939664386362,3.0
116,101317.93140563293,0.013179314056329217,1317.9314056329313,1.0300432989577017,0.46551724137931033,0.1689795880224205,39.8921539139503,52.1551724137931,FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,C2,2.0,9306.055437214301,3.0
558,86958.81088846605,-0.13041189111533957,-13041.189111533953,0.8971833721828364,0.514336917562724,0.3014208810681715,112.19162378750342,47.63978494623656,FULL_FAMILY_QUALITY_THESIS_BRAIN,UNION_FOCUS,D2,1.0,7427.673373626563,5.0
558,73019.4884456052,-0.26980511554394804,-26980.511554394805,0.7836037222297981,0.482078853046595,0.38441848344385765,103.30044789190373,47.63978494623656,FULL_FAMILY_QUALITY_THESIS_BRAIN,UNION_FOCUS,D2,2.0,6845.556512918451,5.0
527,88975.549956959,-0.11024450043041001,-11024.450043040997,0.906705149826004,0.5161290322580645,0.2629634091158401,106.38920382523662,47.13282732447818,FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,D2,1.0,8208.137788062766,5.0
527,75802.2189683403,-0.24197781031659704,-24197.781031659702,0.7927298415259383,0.4819734345351044,0.33830612056851794,98.60470208759538,47.13282732447818,FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,D2,2.0,7597.407624042507,5.0
124,106371.99974310794,0.06371999743107937,6371.999743107939,1.1503723929369092,0.47580645161290325,0.16091266603225107,42.829062192658895,50.975806451612904,FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,D2,1.0,9183.929462652755,3.0
124,100659.96516993995,0.006599651699399578,659.9651699399546,1.0149783466629312,0.46774193548387094,0.18378170503554425,41.70095472612136,50.975806451612904,FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,D2,2.0,8870.667093841701,3.0
552,84721.136911346,-0.15278863088654004,-15278.863088654005,0.8802586735826597,0.519927536231884,0.3014208810681715,111.95005490441251,47.34963768115942,FULL_FAMILY_QUALITY_THESIS_BRAIN,UNION_FOCUS,E2,1.0,7427.673373626563,5.0
552,71135.91063854612,-0.2886408936145388,-28864.08936145388,0.7695478241473566,0.483695652173913,0.38152259554699,103.06079433573964,47.34963768115942,FULL_FAMILY_QUALITY_THESIS_BRAIN,UNION_FOCUS,E2,2.0,6845.556512918451,5.0
519,90659.10144548312,-0.09340898554516885,-9340.898554516883,0.9192842794131045,0.5221579961464354,0.26299054311412745,105.40828071499932,47.15028901734104,FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,E2,1.0,8208.137788062766,5.0
519,77342.3814263831,-0.226576185736169,-22657.6185736169,0.8021530821043443,0.4836223506743738,0.3352686530085132,97.73998645107176,47.15028901734104,FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,E2,2.0,7597.407624042507,5.0
120,98273.51489585904,-0.017264851041409512,-1726.4851041409565,0.9637635580016838,0.475,0.1776001340072296,41.261111060165504,52.75,FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,E2,1.0,8983.855867583905,3.0
120,93122.18182477666,-0.06877818175223338,-6877.818175223336,0.8597127994407057,0.4666666666666667,0.20228243551701142,40.2106723223353,52.75,FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,E2,2.0,8669.601003916412,3.0
