policy_id,portfolio_id,universe_id,cost_multiplier,period_id,trade_count,net_pnl,profit_factor
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2022,230,-23797.011676450322,0.6208300184893286
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,C2,1.0,ROBUSTNESS_2023,285,12669.241017786824,1.2481894701250578
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2022,230,-28391.45484783504,0.554891831697875
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,C2,2.0,ROBUSTNESS_2023,285,4323.012782912481,1.0882943728971413
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2022,230,-23797.011676450322,0.6208300184893286
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,D2,1.0,ROBUSTNESS_2023,297,12772.561633409268,1.230522402991065
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2022,230,-28391.45484783504,0.554891831697875
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,D2,2.0,ROBUSTNESS_2023,297,4193.673816175376,1.0791862672697004
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2022,230,-23797.011676450322,0.6208300184893286
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,E2,1.0,ROBUSTNESS_2023,289,14456.113121933513,1.272936636164584
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2022,230,-28391.45484783504,0.554891831697875
FULL_FAMILY_QUALITY_THESIS_BRAIN,MOMENTUM_BREAKOUT,E2,2.0,ROBUSTNESS_2023,289,5733.836274218216,1.1130144178432744
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2022,30,-8132.550557889596,0.5089784922554617
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,C2,1.0,ROBUSTNESS_2023,86,14858.76276053448,1.5774524184183858
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2022,30,-9359.817153349166,0.4562082910473679
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,C2,2.0,ROBUSTNESS_2023,86,10677.74855898213,1.40058187162064
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2022,30,-8132.550557889596,0.5089784922554617
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,D2,1.0,ROBUSTNESS_2023,94,14504.550300997515,1.5619243294387144
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2022,30,-9359.817153349166,0.4562082910473679
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,D2,2.0,ROBUSTNESS_2023,94,10019.78232328914,1.3731881151545668
FULL_FAMILY_QUALITY_THESIS_BRAIN,RELATIVE_STRENGTH_ROTATION,E2,1.0,ROBUSTNESS_2022,30,-8132.550557889596,0.5089784922554617
