policy_id,portfolio_id,universe_id,cost_multiplier,pair,signal_time,entry_time,exit_time,holding_hours,exit_reason,entry_price,exit_price,quantity,entry_notional,exit_notional,entry_cost,exit_cost,gross_pnl,net_pnl,period_id,membership_rank,support_families,support_count,atr24_at_signal,high_water_at_exit,entry_market_state,exit_market_state,protection_floor_at_exit,entry_market_context,exit_market_context,mb_breakout_reference
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-01-20 15:00:00+00:00,2022-01-20 16:00:00+00:00,2022-01-23 16:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,42973.1,35329.3,0.20262884514404028,8707.589625259357,7158.735258747343,10.884487031574198,8.948419073434179,-1548.8543665120142,-1568.6872726170227,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,298.9874999999996,43498.3,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-20 16:00:00+00:00,2022-01-20 17:00:00+00:00,2022-01-23 17:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,3261.19,2432.9,2.6715636728862693,8712.476734379972,6499.6472597650045,10.890595917974965,8.124559074706255,-2212.8294746149677,-2231.844629607649,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,29.56833333333329,3275.01,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,DOT-USDT,2022-01-26 14:00:00+00:00,2022-01-26 15:00:00+00:00,2022-01-29 15:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,19.2231,18.8899,436.6055336757805,8392.911834402896,8247.434870582127,10.49113979300362,10.309293588227659,-145.47696382076902,-166.2773972020003,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,0.3473458333333331,20.0448,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-26 14:00:00+00:00,2022-01-26 15:00:00+00:00,2022-01-29 15:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2622.47,2607.11,3.2007443910584326,8393.856143219007,8344.69270937235,10.492320179023759,10.430865886715438,-49.163433846657426,-70.08661991239663,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,41.05083333333331,2722.53,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-01-26 05:00:00+00:00,2022-01-26 06:00:00+00:00,2022-02-02 06:00:00+00:00,168,MAX_HOLD_168H,37788.5,38423.6,0.2213779788575661,8365.541754059137,8506.138908431576,10.456927192573922,10.63267363553947,140.59715437243904,119.50755354432565,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,478.6249999999994,39286.0,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-01-26 08:00:00+00:00,2022-01-26 09:00:00+00:00,2022-02-02 09:00:00+00:00,168,MAX_HOLD_168H,68.404,72.856,122.15327025017464,8355.772298192946,8899.598657346723,10.444715372741182,11.124498321683404,543.826359153778,522.2571454593534,ROBUSTNESS_2022,7,RELATIVE_STRENGTH_ROTATION,1,1.6288333333333334,74.869,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,DOT-USDT,2022-01-31 20:00:00+00:00,2022-01-31 21:00:00+00:00,2022-02-03 21:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,19.1111,18.3164,438.7442164996875,8384.884595947178,8036.214567094878,10.481105744933974,10.045268208868597,-348.6700288523007,-369.19640280610326,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,0.3032333333333332,20.5783,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,NEAR-USDT,2022-02-01 04:00:00+00:00,2022-02-01 05:00:00+00:00,2022-02-04 05:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,11.4327,11.1887,737.9622875168611,8436.901444494019,8256.838646339904,10.546126805617524,10.32104830792488,-180.06279815411472,-200.92997326765712,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,0.1803833333333334,11.9576,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-30 13:00:00+00:00,2022-01-30 14:00:00+00:00,2022-02-06 14:00:00+00:00,168,MAX_HOLD_168H,2615.81,3009.53,3.195123965216369,8357.837219452631,9615.821427037621,10.447296524315789,12.019776783797028,1257.9842075849901,1235.5171342768774,ROBUSTNESS_2022,2,RELATIVE_STRENGTH_ROTATION,1,32.05875,3065.22,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-02-04 16:00:00+00:00,2022-02-04 17:00:00+00:00,2022-02-11 17:00:00+00:00,168,MAX_HOLD_168H,30.3761,29.1175,277.2742498575277,8422.510341097248,8073.532970226563,10.52813792637156,10.091916212783204,-348.97737087068526,-369.59742500984004,ROBUSTNESS_2022,3,MOMENTUM_BREAKOUT|RELATIVE_STRENGTH_ROTATION,2,0.6278250000000001,33.1783,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-02-04 16:00:00+00:00,2022-02-04 17:00:00+00:00,2022-02-11 17:00:00+00:00,168,MAX_HOLD_168H,39479.1,43672.6,0.21336499515237203,8423.45798012001,9318.204087291482,10.529322475150014,11.647755109114353,894.7461071714715,872.5690295872072,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,375.08333333333394,45831.9,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-02-04 17:00:00+00:00,2022-02-04 18:00:00+00:00,2022-02-11 18:00:00+00:00,168,MAX_HOLD_168H,75.431,89.707,112.2785815276637,8469.2856832132,10072.174713102127,10.586607104016501,12.59021839137766,1602.8890298889273,1579.712204393533,ROBUSTNESS_2022,6,MOMENTUM_BREAKOUT,1,1.2959166666666655,95.058,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,NEAR-USDT,2022-02-04 17:00:00+00:00,2022-02-04 18:00:00+00:00,2022-02-11 18:00:00+00:00,168,MAX_HOLD_168H,12.2472,11.7732,691.6061291604628,8470.23858505402,8142.4172798319605,10.587798231317525,10.17802159978995,-327.821305222059,-348.58712505316646,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT|RELATIVE_STRENGTH_ROTATION,2,0.2070624999999999,14.085,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-02-07 05:00:00+00:00,2022-02-07 06:00:00+00:00,2022-02-14 06:00:00+00:00,168,MAX_HOLD_168H,3087.0,2866.71,2.821423390268825,8709.734005759863,8088.202647117543,10.887167507199829,10.11025330889693,-621.5313586423199,-642.5287794584167,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,30.89124999999994,3284.0,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,43461.0,40791.6,0.3968344725185797,17246.823010129992,16187.513069188893,21.55852876266249,20.234391336486116,-1059.3099409410988,-1101.1028610402475,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,342.4375000000003,44800.8,RISK_ON,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,3020.71,2908.91,5.70824159715852,17242.942474952713,16604.76106439039,21.55367809369089,20.75595133048799,-638.1814105623234,-680.4910399865023,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,31.655416666666596,3197.57,RISK_ON,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-02-15 02:00:00+00:00,2022-02-15 03:00:00+00:00,2022-02-18 03:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,102.022,94.985,168.97397436725262,17239.06281289585,16049.99295527349,21.548828516119812,20.062491194091862,-1189.0698576223585,-1230.68117733257,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,1.5941249999999982,105.751,RISK_ON,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 00:00:00+00:00,2022-02-22 00:00:00+00:00,168,MAX_HOLD_168H,27.1108,24.614,631.4940241578112,17120.308190137588,15543.593910620364,21.400385237671987,19.429492388275456,-1576.714279517224,-1617.5441571431716,ROBUSTNESS_2022,3,RELATIVE_STRENGTH_ROTATION,1,0.4511666666666666,30.8568,RISK_ON,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-02-15 08:00:00+00:00,2022-02-15 09:00:00+00:00,2022-02-22 09:00:00+00:00,168,MAX_HOLD_168H,85.128,68.945,194.66464454453995,16571.411860787597,13421.153918123306,20.714264825984497,16.776442397654133,-3150.2579426642915,-3187.7486498879302,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,1.2844166666666652,98.683,RISK_ON,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-02-23 12:00:00+00:00,2022-02-23 13:00:00+00:00,2022-02-26 13:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,92.049,90.655,85.39187739734294,7860.236922548021,7741.200645456124,9.825296153185025,9.676500806820156,-119.03627709189641,-138.5380740519016,ROBUSTNESS_2022,7,RELATIVE_STRENGTH_ROTATION,1,1.5593333333333337,95.108,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-02-23 09:00:00+00:00,2022-02-23 10:00:00+00:00,2022-03-02 10:00:00+00:00,168,MAX_HOLD_168H,2702.24,2977.37,2.907429756566277,7856.572985383656,8656.494134307735,9.82071623172957,10.820617667884669,799.9211489240797,779.2798150244655,ROBUSTNESS_2022,2,RELATIVE_STRENGTH_ROTATION,1,40.91791666666668,3044.17,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-02-23 16:00:00+00:00,2022-02-23 17:00:00+00:00,2022-03-02 17:00:00+00:00,168,MAX_HOLD_168H,79.968,83.974,97.9554532613318,7833.301686402182,8225.711232167077,9.791627108002727,10.282139040208847,392.4095457648955,372.3357796166839,ROBUSTNESS_2022,6,RELATIVE_STRENGTH_ROTATION,1,1.5485833333333343,90.813,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-02-25 21:00:00+00:00,2022-02-25 22:00:00+00:00,2022-03-04 22:00:00+00:00,168,MAX_HOLD_168H,26.8199,31.3768,291.9145313494372,7829.118539338771,9159.343867245021,9.786398174173465,11.449179834056277,1330.2253279062497,1308.9897498980201,ROBUSTNESS_2022,5,RELATIVE_STRENGTH_ROTATION,1,0.4963541666666666,34.6822,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-02-28 16:00:00+00:00,2022-02-28 17:00:00+00:00,2022-03-07 17:00:00+00:00,168,MAX_HOLD_168H,40824.1,39073.4,0.19506886953153993,7963.511036642539,7622.003966753672,9.954388795803174,9.52750495844209,-341.5070698888667,-360.98896364311196,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,600.0750000000004,45367.5,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-02-28 16:00:00+00:00,2022-02-28 17:00:00+00:00,2022-03-07 17:00:00+00:00,168,MAX_HOLD_168H,95.636,85.021,83.25960037695968,7962.615141650916,7078.814483649489,9.953268927063645,8.848518104561862,-883.8006580014262,-902.6024450330517,ROBUSTNESS_2022,6,MOMENTUM_BREAKOUT,1,1.9485833333333344,106.444,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-03-09 04:00:00+00:00,2022-03-09 05:00:00+00:00,2022-03-12 05:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,79.919,72.495,99.47630413955584,7950.046750529163,7211.534668597101,9.937558438161453,9.014418335746376,-738.5120819320618,-757.4640587059697,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT|RELATIVE_STRENGTH_ROTATION,2,1.3455000000000006,80.394,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-03-09 04:00:00+00:00,2022-03-09 05:00:00+00:00,2022-03-12 05:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,41205.7,39091.0,0.19297902506077205,7951.835812946654,7543.74306865064,9.939794766183319,9.4296788358133,-408.09274429601373,-427.46221789801035,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,458.95833333333456,42581.2,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-03-09 04:00:00+00:00,2022-03-09 05:00:00+00:00,2022-03-12 05:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2698.04,2584.18,2.9469323032340875,7950.941231417697,7615.4035193714635,9.938676539272121,9.51925439921433,-335.53771204623354,-354.99564298472,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,36.72874999999996,2773.91,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-03-09 07:00:00+00:00,2022-03-09 08:00:00+00:00,2022-03-12 08:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,30.2838,27.7201,262.6106931547067,7952.849709358507,7279.594675317786,9.941062136698134,9.099493344147232,-673.2550340407215,-692.295589521567,ROBUSTNESS_2022,6,MOMENTUM_BREAKOUT,1,0.5577291666666665,31.3672,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-03-09 08:00:00+00:00,2022-03-09 09:00:00+00:00,2022-03-12 09:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,89.276,81.708,89.17858514595471,7961.507367490252,7286.603835105668,9.951884209362815,9.108254793882084,-674.9035323845847,-693.9636713878295,ROBUSTNESS_2022,7,MOMENTUM_BREAKOUT,1,1.4957083333333323,89.9,TRANSITION,RISK_OFF,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-03-14 21:00:00+00:00,2022-03-14 22:00:00+00:00,2022-03-21 22:00:00+00:00,168,MAX_HOLD_168H,38725.1,41109.0,0.19853995229713614,7688.479506701827,8161.77889898297,9.610599383377284,10.202223623728711,473.2993922811429,453.4865692740369,ROBUSTNESS_2022,1,RELATIVE_STRENGTH_ROTATION,1,368.2208333333335,42386.2,TRANSITION,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-03-15 17:00:00+00:00,2022-03-15 18:00:00+00:00,2022-03-22 18:00:00+00:00,168,MAX_HOLD_168H,2602.44,2998.67,2.9570326170988412,7695.499964042709,8867.164997915783,9.619374955053386,11.08395624739473,1171.6650338730742,1150.961702670626,ROBUSTNESS_2022,2,RELATIVE_STRENGTH_ROTATION,1,26.15166666666664,3054.4,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-03-15 18:00:00+00:00,2022-03-15 19:00:00+00:00,2022-03-22 19:00:00+00:00,168,MAX_HOLD_168H,82.775,92.967,92.97856938662214,7696.301080977648,8643.9386601661,9.62037635122206,10.804923325207627,947.637579188453,927.2122795120233,ROBUSTNESS_2022,7,RELATIVE_STRENGTH_ROTATION,1,0.9065833333333324,94.557,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-03-16 16:00:00+00:00,2022-03-16 17:00:00+00:00,2022-03-23 17:00:00+00:00,168,MAX_HOLD_168H,28.1183,28.1162,275.8524753864259,7756.502658658141,7755.9233684598275,9.695628323322676,9.694904210574785,-0.5792901983131742,-19.969822732210638,ROBUSTNESS_2022,6,MOMENTUM_BREAKOUT,1,0.4099500000000002,29.4215,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-03-16 20:00:00+00:00,2022-03-16 21:00:00+00:00,2022-03-23 21:00:00+00:00,168,MAX_HOLD_168H,73.735,84.301,105.87288771534365,7806.537375690864,8925.190307291185,9.75817171961358,11.15648788411398,1118.6529316003207,1097.738271996593,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,1.11275,92.48,TRANSITION,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,XRP-USDT,2022-03-22 22:00:00+00:00,2022-03-22 23:00:00+00:00,2022-03-25 23:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,0.84181,0.82818,19091.24916630663,16071.204460688583,15810.990734551824,20.089005575860728,19.76373841818978,-260.21372613675885,-300.06647013080936,ROBUSTNESS_2022,3,RELATIVE_STRENGTH_ROTATION,1,0.0080458333333333,0.84997,RISK_ON,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,BTC-USDT,2022-03-22 05:00:00+00:00,2022-03-22 06:00:00+00:00,2022-03-29 06:00:00+00:00,168,MAX_HOLD_168H,42994.0,47601.2,0.3756157614679557,16149.224048553288,17879.760984788452,20.18653006069161,22.349701230985566,1730.5369362351648,1688.0007049434876,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,328.09583333333376,48195.2,RISK_ON,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ETH-USDT,2022-03-22 19:00:00+00:00,2022-03-22 20:00:00+00:00,2022-03-29 20:00:00+00:00,168,MAX_HOLD_168H,3000.41,3414.62,5.341732120479613,16027.386471608235,18239.985333232096,20.034233089510295,22.79998166654012,2212.598861623861,2169.7646468678104,ROBUSTNESS_2022,2,RELATIVE_STRENGTH_ROTATION,1,28.465416666666613,3481.93,RISK_ON,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,SOL-USDT,2022-03-24 06:00:00+00:00,2022-03-24 07:00:00+00:00,2022-03-31 07:00:00+00:00,168,MAX_HOLD_168H,96.989,121.812,165.37784762069143,16039.832062883243,20145.006374371664,20.049790078604055,25.18125796796458,4105.174311488421,4059.9432634418527,ROBUSTNESS_2022,6,MOMENTUM_BREAKOUT,1,1.3430833333333332,125.197,RISK_ON,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,ATOM-USDT,2022-03-25 01:00:00+00:00,2022-03-25 02:00:00+00:00,2022-04-01 02:00:00+00:00,168,MAX_HOLD_168H,29.7461,29.1295,524.3323775268549,15596.843335151576,15273.53999116852,19.49605416893947,19.09192498896065,-323.30334398305604,-361.89132314095616,ROBUSTNESS_2022,5,MOMENTUM_BREAKOUT,1,0.3323958333333333,31.7264,RISK_ON,TRANSITION,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,XRP-USDT,2022-03-27 22:00:00+00:00,2022-03-27 23:00:00+00:00,2022-04-03 23:00:00+00:00,168,MAX_HOLD_168H,0.85244,0.84535,18247.248769006448,15554.684740651857,15425.311746879603,19.44335592581482,19.281639683599504,-129.37299377225463,-168.09798938166895,ROBUSTNESS_2022,3,MOMENTUM_BREAKOUT,1,0.0050908333333333,0.91202,RISK_ON,RISK_ON,,,,
ROUTER_TIME_FAIL_72_CONTROL,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-03-29 11:00:00+00:00,2022-03-29 12:00:00+00:00,2022-04-05 12:00:00+00:00,168,MAX_HOLD_168H,93.869,95.558,183.8801574621737,17260.646500816783,17571.220086770398,21.57580812602098,21.964025108462998,310.5735859536144,267.0337527191304,ROBUSTNESS_2022,4,RELATIVE_STRENGTH_ROTATION,1,1.768458333333332,103.626,RISK_ON,TRANSITION,,,,
