order_id,signal_id,created_at,symbol,side,reason,stop_loss,status,rejection_reason
BTC_USDT-ORD-000001,BTC_USDT-SIG-000001,2023-02-16T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,22817.242857142857,ACCEPTED,
BTC_USDT-ORD-000002,BTC_USDT-SIG-000002,2023-03-15T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,22396.714285714283,ACCEPTED,
BTC_USDT-ORD-000003,BTC_USDT-SIG-000003,2023-04-22T00:00:00Z,BTC/USDT,sell,trailing_stop_close,,ACCEPTED,
BTC_USDT-ORD-000004,BTC_USDT-SIG-000004,2023-06-21T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,26516.714285714286,ACCEPTED,
BTC_USDT-ORD-000005,BTC_USDT-SIG-000005,2023-07-18T00:00:00Z,BTC/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000006,BTC_USDT-SIG-000006,2023-12-02T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,36520.514285714286,ACCEPTED,
BTC_USDT-ORD-000007,BTC_USDT-SIG-000007,2023-12-20T00:00:00Z,BTC/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000008,BTC_USDT-SIG-000008,2024-01-03T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,42113.171428571426,ACCEPTED,
BTC_USDT-ORD-000009,BTC_USDT-SIG-000009,2024-01-09T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,43051.04285714285,ACCEPTED,
BTC_USDT-ORD-000010,BTC_USDT-SIG-000010,2024-02-27T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,51200.614285714284,ACCEPTED,
BTC_USDT-ORD-000011,BTC_USDT-SIG-000011,2024-03-20T00:00:00Z,BTC/USDT,sell,trailing_stop_close,,ACCEPTED,
BTC_USDT-ORD-000012,BTC_USDT-SIG-000012,2024-05-16T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,61035.08571428571,ACCEPTED,
BTC_USDT-ORD-000013,BTC_USDT-SIG-000013,2024-06-04T00:00:00Z,BTC/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000014,BTC_USDT-SIG-000014,2024-07-16T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,59231.74285714285,ACCEPTED,
BTC_USDT-ORD-000015,BTC_USDT-SIG-000015,2024-08-03T00:00:00Z,BTC/USDT,sell,momentum_failure_close_below_ema50,,ACCEPTED,
BTC_USDT-ORD-000016,BTC_USDT-SIG-000016,2024-08-24T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,58655.44285714286,ACCEPTED,
BTC_USDT-ORD-000017,BTC_USDT-SIG-000017,2024-09-19T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,57090.15714285714,ACCEPTED,
BTC_USDT-ORD-000018,BTC_USDT-SIG-000018,2024-10-02T00:00:00Z,BTC/USDT,sell,momentum_failure_close_below_ema50,,ACCEPTED,
BTC_USDT-ORD-000019,BTC_USDT-SIG-000019,2024-10-29T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,66159.4857142857,ACCEPTED,
BTC_USDT-ORD-000020,BTC_USDT-SIG-000020,2024-12-23T00:00:00Z,BTC/USDT,sell,rsi_failure_below_45,,ACCEPTED,
RISK-ORD-000001,,2023-02-26T00:00:00Z,BTC/USDT,sell,stop_loss,,ACCEPTED,
RISK-ORD-000002,,2024-01-04T00:00:00Z,BTC/USDT,sell,stop_loss,,ACCEPTED,
RISK-ORD-000003,,2024-01-13T00:00:00Z,BTC/USDT,sell,stop_loss,,ACCEPTED,
RISK-ORD-000004,,2024-08-28T00:00:00Z,BTC/USDT,sell,stop_loss,,ACCEPTED,
