family_id,horizon_hours,universe_id,period_id,passed,event_count,pair_count,signal_day_count,mean_2x,trimmed_mean_2x,lopo_min_mean_2x,break_even_cost_multiplier
MOMENTUM_BREAKOUT,24,C2,DISCOVERY_2019_2020,True,1521,10,359,0.0023621576015384815,0.0018978467837575794,0.001473834956972213,2.9413890283891466
MOMENTUM_BREAKOUT,24,C2,TEMPORAL_REPLICATION_2021,True,951,14,232,0.005621194037668962,0.00417192078073284,5.760201033479143e-06,4.236570323147266
MOMENTUM_BREAKOUT,24,D2,DISCOVERY_2019_2020,True,1525,9,358,0.0015504975416885528,0.0012050574818791271,0.0004695808473767079,2.6181692841560165
MOMENTUM_BREAKOUT,24,D2,TEMPORAL_REPLICATION_2021,False,988,14,233,0.005721292542430559,0.004269845685444196,-0.00016675194480815527,4.276284080861649
MOMENTUM_BREAKOUT,24,E2,DISCOVERY_2019_2020,True,1521,10,359,0.0023621576015384815,0.0018978467837575794,0.001473834956972213,2.9413890283891466
MOMENTUM_BREAKOUT,24,E2,TEMPORAL_REPLICATION_2021,True,950,15,232,0.005672727300886511,0.004222894307341996,5.6215574979970696e-05,4.257016473569633
MOMENTUM_BREAKOUT,72,C2,DISCOVERY_2019_2020,True,1521,10,359,0.009305161657061094,0.008292828749711267,0.008413397848843521,5.6955655835826215
MOMENTUM_BREAKOUT,72,C2,TEMPORAL_REPLICATION_2021,True,951,14,232,0.027565114817356875,0.02266050104858801,0.011263675152940656,12.848954474259768
MOMENTUM_BREAKOUT,72,D2,DISCOVERY_2019_2020,True,1525,9,358,0.007455368417478959,0.006415642106463978,0.006120991310902199,4.9636444678908305
MOMENTUM_BREAKOUT,72,D2,TEMPORAL_REPLICATION_2021,True,988,14,233,0.028336737555008446,0.02363352576430369,0.01167657837685299,13.148403591089364
MOMENTUM_BREAKOUT,72,E2,DISCOVERY_2019_2020,True,1521,10,359,0.009305161657061094,0.008292828749711267,0.008413397848843521,5.6955655835826215
MOMENTUM_BREAKOUT,72,E2,TEMPORAL_REPLICATION_2021,True,950,15,232,0.027297017873409334,0.022381963805541947,0.010948199557580258,12.744858829729134
MOMENTUM_BREAKOUT,168,C2,DISCOVERY_2019_2020,True,1521,10,359,0.01788595143754733,0.017096485448653106,0.014433523095892057,9.073238820556064
MOMENTUM_BREAKOUT,168,C2,TEMPORAL_REPLICATION_2021,True,951,14,232,0.06509179625457993,0.058296432082701154,0.03491903028178475,27.15299973849266
MOMENTUM_BREAKOUT,168,D2,DISCOVERY_2019_2020,True,1525,9,358,0.015093317570150498,0.01428227496856924,0.010979530472284617,7.977126377206003
MOMENTUM_BREAKOUT,168,D2,TEMPORAL_REPLICATION_2021,True,988,14,233,0.06597579941280989,0.05947987458264747,0.03621409481050547,27.48369053809152
MOMENTUM_BREAKOUT,168,E2,DISCOVERY_2019_2020,True,1521,10,359,0.01788595143754733,0.017096485448653106,0.014433523095892057,9.073238820556064
MOMENTUM_BREAKOUT,168,E2,TEMPORAL_REPLICATION_2021,True,950,15,232,0.06521214054884769,0.058411809459721,0.035016998050797055,27.198035173350554
VOLATILITY_EXPANSION,24,C2,DISCOVERY_2019_2020,False,1925,10,542,-0.0008414656017735863,-0.0007756980743873759,-0.0013191389029281178,1.664113906595482
VOLATILITY_EXPANSION,24,C2,TEMPORAL_REPLICATION_2021,True,933,14,294,0.006852670593641205,0.006071855612941563,0.0034635471764428265,4.724879217021986
VOLATILITY_EXPANSION,24,D2,DISCOVERY_2019_2020,False,1913,9,548,-0.0004722325945216532,-0.0004803904584240001,-0.0010609568578576938,1.8115346950558944
VOLATILITY_EXPANSION,24,D2,TEMPORAL_REPLICATION_2021,True,934,14,288,0.007477768548155258,0.00678875690741078,0.004140674135931218,4.972515758290826
VOLATILITY_EXPANSION,24,E2,DISCOVERY_2019_2020,False,1925,10,542,-0.0008414656017735863,-0.0007756980743873759,-0.0013191389029281178,1.664113906595482
VOLATILITY_EXPANSION,24,E2,TEMPORAL_REPLICATION_2021,True,933,15,293,0.006850829679588763,0.00606997848418645,0.003461535967062349,4.724149699349943
VOLATILITY_EXPANSION,72,C2,DISCOVERY_2019_2020,True,1925,10,542,0.004195677021731681,0.0033334904412140928,0.0028323070530596973,3.6705705444476804
VOLATILITY_EXPANSION,72,C2,TEMPORAL_REPLICATION_2021,True,933,14,294,0.026040294060300583,0.020938937856374913,0.014677427113978486,12.256535726876017
VOLATILITY_EXPANSION,72,D2,DISCOVERY_2019_2020,True,1913,9,548,0.004080384598123004,0.0031118681553817433,0.002684788469007726,3.62475863459694
VOLATILITY_EXPANSION,72,D2,TEMPORAL_REPLICATION_2021,True,934,14,288,0.028249868646345037,0.023137413631306128,0.0169778373971007,13.11470313804522
VOLATILITY_EXPANSION,72,E2,DISCOVERY_2019_2020,True,1925,10,542,0.004195677021731681,0.0033334904412140928,0.0028323070530596973,3.6705705444476804
VOLATILITY_EXPANSION,72,E2,TEMPORAL_REPLICATION_2021,True,933,15,293,0.025773181612016333,0.020666570736976874,0.014385605200337733,12.152666208179715
VOLATILITY_EXPANSION,168,C2,DISCOVERY_2019_2020,True,1925,10,542,0.011120855154106934,0.009561084527316747,0.00861805188260609,6.4126847922808246
VOLATILITY_EXPANSION,168,C2,TEMPORAL_REPLICATION_2021,True,933,14,294,0.06055828523354321,0.054009289273550344,0.03650659284164678,25.45263027145591
VOLATILITY_EXPANSION,168,D2,DISCOVERY_2019_2020,True,1913,9,548,0.01099416851313288,0.009364608014830772,0.00844620003185444,6.362691155870821
VOLATILITY_EXPANSION,168,D2,TEMPORAL_REPLICATION_2021,True,934,14,288,0.0632657417580994,0.056802986888047684,0.04019722315230225,26.469006052484733
VOLATILITY_EXPANSION,168,E2,DISCOVERY_2019_2020,True,1925,10,542,0.011120855154106934,0.009561084527316747,0.00861805188260609,6.4126847922808246
VOLATILITY_EXPANSION,168,E2,TEMPORAL_REPLICATION_2021,True,933,15,293,0.06045276113493814,0.053901689291038286,0.03639130714609814,25.412962575811918
STRUCTURAL_REVERSAL,24,C2,DISCOVERY_2019_2020,False,1003,10,335,-0.0029515751099868184,-0.002567334093250462,-0.0036525215825900363,0.8205809591726841
STRUCTURAL_REVERSAL,24,C2,TEMPORAL_REPLICATION_2021,True,643,14,184,0.0018776996072751271,0.0016960518149441396,0.00032645887906819737,2.7484994147741917
STRUCTURAL_REVERSAL,24,D2,DISCOVERY_2019_2020,False,991,9,334,-0.0030523781295013915,-0.0027706197794161534,-0.0037833273193173074,0.7802395412551931
STRUCTURAL_REVERSAL,24,D2,TEMPORAL_REPLICATION_2021,True,622,14,177,0.003365180137159669,0.003530472487972582,0.0020332214685439922,3.340451444438881
STRUCTURAL_REVERSAL,24,E2,DISCOVERY_2019_2020,False,1003,10,335,-0.0029515751099868184,-0.002567334093250462,-0.0036525215825900363,0.8205809591726841
STRUCTURAL_REVERSAL,24,E2,TEMPORAL_REPLICATION_2021,True,644,15,184,0.0021006669498966515,0.0019235401320969797,0.0005927748595754801,2.8372866827777137
STRUCTURAL_REVERSAL,72,C2,DISCOVERY_2019_2020,False,1003,10,335,-0.002391273257045491,-0.0013161139733816067,-0.004069755785518829,1.0447398263855072
STRUCTURAL_REVERSAL,72,C2,TEMPORAL_REPLICATION_2021,True,643,14,184,0.010336099819150218,0.009690033585001524,0.0023701122294662517,6.1028998367108285
STRUCTURAL_REVERSAL,72,D2,DISCOVERY_2019_2020,False,991,9,334,-0.0027395674405600594,-0.0019943156605643437,-0.004510940962094455,0.9054132440978677
STRUCTURAL_REVERSAL,72,D2,TEMPORAL_REPLICATION_2021,True,622,14,177,0.015883954031682107,0.015796013509916294,0.008648275863905003,8.287760409983951
