family_id,horizon_hours,universe_id,period_id,passed,event_count,pair_count,signal_day_count,mean_2x,trimmed_mean_2x,lopo_min_mean_2x,break_even_cost_multiplier
STRUCTURAL_REVERSAL,72,E2,DISCOVERY_2019_2020,False,1003,10,335,-0.002391273257045491,-0.0013161139733816067,-0.004069755785518829,1.0447398263855072
STRUCTURAL_REVERSAL,72,E2,TEMPORAL_REPLICATION_2021,True,644,15,184,0.010544762514015583,0.009903680486468997,0.0026312952809946543,6.185293778618758
STRUCTURAL_REVERSAL,168,C2,DISCOVERY_2019_2020,True,1003,10,335,0.008780441312674693,0.008402543823967006,0.006669720158303314,5.488082631338091
STRUCTURAL_REVERSAL,168,C2,TEMPORAL_REPLICATION_2021,False,643,14,184,0.005476219791408118,0.00384965672594529,-0.004590257454196117,4.179045231460391
STRUCTURAL_REVERSAL,168,D2,DISCOVERY_2019_2020,True,991,9,334,0.007586092455948534,0.007366730488280122,0.005240726812123548,5.015413287925913
STRUCTURAL_REVERSAL,168,D2,TEMPORAL_REPLICATION_2021,True,622,14,177,0.011171560861013284,0.009808709876032634,0.0017789703147077578,6.4326927352095185
STRUCTURAL_REVERSAL,168,E2,DISCOVERY_2019_2020,True,1003,10,335,0.008780441312674693,0.008402543823967006,0.006669720158303314,5.488082631338091
STRUCTURAL_REVERSAL,168,E2,TEMPORAL_REPLICATION_2021,False,644,15,184,0.005667518542107061,0.0040471614071408415,-0.0043457384217269,4.254949913078769
RELATIVE_STRENGTH_ROTATION,24,C2,DISCOVERY_2019_2020,False,1095,10,341,0.0006966152210196064,0.00017555254414990587,-0.0007168894710050258,2.277852694978561
RELATIVE_STRENGTH_ROTATION,24,C2,TEMPORAL_REPLICATION_2021,False,560,14,178,0.0033587401676524217,0.0019289669501555873,-0.0004799316940089266,3.3378905135893584
RELATIVE_STRENGTH_ROTATION,24,D2,DISCOVERY_2019_2020,False,1048,9,337,2.5528249139427347e-05,-0.0005762376252798514,-0.001161698061468853,2.0101856413958354
RELATIVE_STRENGTH_ROTATION,24,D2,TEMPORAL_REPLICATION_2021,True,520,14,177,0.0041413987580055205,0.002753622642590462,0.00031343361592385424,3.6490035138920125
RELATIVE_STRENGTH_ROTATION,24,E2,DISCOVERY_2019_2020,False,1095,10,341,0.0006966152210196064,0.00017555254414990587,-0.0007168894710050258,2.277852694978561
RELATIVE_STRENGTH_ROTATION,24,E2,TEMPORAL_REPLICATION_2021,False,563,15,179,0.003513638093580279,0.0020944223786363747,-0.00028327124005998733,3.399482961016958
RELATIVE_STRENGTH_ROTATION,72,C2,DISCOVERY_2019_2020,True,1095,10,341,0.008414140917658793,0.00748004170408054,0.005678455032212805,5.343177243924313
RELATIVE_STRENGTH_ROTATION,72,C2,TEMPORAL_REPLICATION_2021,True,560,14,178,0.023544874608397118,0.01895443525576656,0.013071805819898667,11.285096749404667
RELATIVE_STRENGTH_ROTATION,72,D2,DISCOVERY_2019_2020,True,1048,9,337,0.00860945340754726,0.007664765927263971,0.006683145510836219,5.42044781655656
RELATIVE_STRENGTH_ROTATION,72,D2,TEMPORAL_REPLICATION_2021,True,520,14,177,0.026159337514087833,0.021178787094043073,0.015827050540702277,12.302818218558265
RELATIVE_STRENGTH_ROTATION,72,E2,DISCOVERY_2019_2020,True,1095,10,341,0.008414140917658793,0.00748004170408054,0.005678455032212805,5.343177243924313
RELATIVE_STRENGTH_ROTATION,72,E2,TEMPORAL_REPLICATION_2021,True,563,15,179,0.023594645062363688,0.019030008643905916,0.013193609041104965,11.304495248447331
RELATIVE_STRENGTH_ROTATION,168,C2,DISCOVERY_2019_2020,True,1095,10,341,0.019228774786775496,0.015175871971025023,0.014845774297817322,9.599219301669859
RELATIVE_STRENGTH_ROTATION,168,C2,TEMPORAL_REPLICATION_2021,True,560,14,178,0.057837329082680584,0.051812548647278085,0.04071671440539058,24.42849226015021
RELATIVE_STRENGTH_ROTATION,168,D2,DISCOVERY_2019_2020,True,1048,9,337,0.019705020445429867,0.015421461130370313,0.014186845935965121,9.785595498487746
RELATIVE_STRENGTH_ROTATION,168,D2,TEMPORAL_REPLICATION_2021,True,520,14,177,0.05793877067814682,0.05134490016961746,0.03850128299602672,24.46672236313688
RELATIVE_STRENGTH_ROTATION,168,E2,DISCOVERY_2019_2020,True,1095,10,341,0.019228774786775496,0.015175871971025023,0.014845774297817322,9.599219301669859
RELATIVE_STRENGTH_ROTATION,168,E2,TEMPORAL_REPLICATION_2021,True,563,15,179,0.05726114579620134,0.05125863029468928,0.040157228040112014,24.21127562669445
MOMENTUM_ACCELERATION,24,C2,DISCOVERY_2019_2020,False,4180,10,578,-0.003425287948847505,-0.004029506348345823,-0.004245301717583997,0.6309654396192319
MOMENTUM_ACCELERATION,24,C2,TEMPORAL_REPLICATION_2021,False,2407,14,325,0.001198763428923916,-0.00019418767606556038,-0.0007163574592205515,2.4780200916385686
MOMENTUM_ACCELERATION,24,D2,DISCOVERY_2019_2020,False,4200,9,579,-0.003642663678069184,-0.004168588584123798,-0.004506238209829727,0.54392519705177
MOMENTUM_ACCELERATION,24,D2,TEMPORAL_REPLICATION_2021,False,2412,14,325,0.0016507181803827786,0.0001424789570851982,-0.00019739407080885676,2.6580933906105932
MOMENTUM_ACCELERATION,24,E2,DISCOVERY_2019_2020,False,4180,10,578,-0.003425287948847505,-0.004029506348345823,-0.004245301717583997,0.6309654396192319
MOMENTUM_ACCELERATION,24,E2,TEMPORAL_REPLICATION_2021,False,2406,15,325,0.001260845205240149,-0.00013143288271870877,-0.0006493635324015092,2.502760285443176
MOMENTUM_ACCELERATION,72,C2,DISCOVERY_2019_2020,True,4180,10,578,0.002347350169243322,0.001584215799753381,0.0007907152057450489,2.9354947506474565
MOMENTUM_ACCELERATION,72,C2,TEMPORAL_REPLICATION_2021,True,2407,14,325,0.019653387705354273,0.015116031379068109,0.011465439388967907,9.765393549381034
MOMENTUM_ACCELERATION,72,D2,DISCOVERY_2019_2020,False,4200,9,579,0.0010179440173612231,0.000176273442138486,-0.0008252257542767328,2.405953044190796
MOMENTUM_ACCELERATION,72,D2,TEMPORAL_REPLICATION_2021,True,2412,14,325,0.02099804660631485,0.016675414395685127,0.01290290804168299,10.291171394241017
MOMENTUM_ACCELERATION,72,E2,DISCOVERY_2019_2020,True,4180,10,578,0.002347350169243322,0.001584215799753381,0.0007907152057450489,2.9354947506474565
MOMENTUM_ACCELERATION,72,E2,TEMPORAL_REPLICATION_2021,True,2406,15,325,0.01938962242251839,0.01484497258906411,0.011173387040571942,9.662175996828147
MOMENTUM_ACCELERATION,168,C2,DISCOVERY_2019_2020,True,4180,10,578,0.009576610765543992,0.008215404216977206,0.005772359011330598,5.802858447876169
MOMENTUM_ACCELERATION,168,C2,TEMPORAL_REPLICATION_2021,True,2407,14,325,0.045612987162146006,0.03849498518831455,0.02813368792031416,19.79376841261094
MOMENTUM_ACCELERATION,168,D2,DISCOVERY_2019_2020,True,4200,9,579,0.008354287691994977,0.007003212583884314,0.00430039397238368,5.319494781905937
MOMENTUM_ACCELERATION,168,D2,TEMPORAL_REPLICATION_2021,True,2412,14,325,0.04896274599856977,0.04207674194902196,0.03169085128443895,21.06929317439427
MOMENTUM_ACCELERATION,168,E2,DISCOVERY_2019_2020,True,4180,10,578,0.009576610765543992,0.008215404216977206,0.005772359011330598,5.802858447876169
MOMENTUM_ACCELERATION,168,E2,TEMPORAL_REPLICATION_2021,True,2406,15,325,0.04538630110461726,0.038260665995613945,0.02787794691456405,19.707299722269966
BASE_RANGE_BREAKOUT,24,C2,DISCOVERY_2019_2020,False,146,10,109,0.0002830303479828963,-0.00015753216476529434,-0.0033118487413713077,2.1129131299239488
BASE_RANGE_BREAKOUT,24,C2,TEMPORAL_REPLICATION_2021,True,99,13,78,0.018174176038140998,0.018174176038141,0.013655376763774497,9.186194655858298
BASE_RANGE_BREAKOUT,24,D2,DISCOVERY_2019_2020,False,156,9,116,-0.0008514722133847968,-0.0012781605702580075,-0.004326479019643379,1.6601178867718465
BASE_RANGE_BREAKOUT,24,D2,TEMPORAL_REPLICATION_2021,True,97,13,76,0.01927724633475196,0.019277246334751957,0.014864762198620547,9.618192401788626
BASE_RANGE_BREAKOUT,24,E2,DISCOVERY_2019_2020,False,146,10,109,0.0002830303479828963,-0.00015753216476529434,-0.0033118487413713077,2.1129131299239488
BASE_RANGE_BREAKOUT,24,E2,TEMPORAL_REPLICATION_2021,True,98,13,78,0.018130337770560712,0.018130337770560716,0.013547877379661883,9.169016425812385
BASE_RANGE_BREAKOUT,72,C2,DISCOVERY_2019_2020,False,146,10,109,-0.0021625802555074293,-0.0035507314671717285,-0.004969582969609887,1.1361964558078819
BASE_RANGE_BREAKOUT,72,C2,TEMPORAL_REPLICATION_2021,True,99,13,78,0.040136267076356744,0.04013626707635674,0.026472466718259275,17.69931462119041
BASE_RANGE_BREAKOUT,72,D2,DISCOVERY_2019_2020,False,156,9,116,-0.004083553981944577,-0.005406513215272705,-0.006909596356632533,0.36732840991767
BASE_RANGE_BREAKOUT,72,D2,TEMPORAL_REPLICATION_2021,True,97,13,76,0.04316259775117646,0.04316259775117646,0.029323341099475497,18.858057720589443
BASE_RANGE_BREAKOUT,72,E2,DISCOVERY_2019_2020,False,146,10,109,-0.0021625802555074293,-0.0035507314671717285,-0.004969582969609887,1.1361964558078819
BASE_RANGE_BREAKOUT,72,E2,TEMPORAL_REPLICATION_2021,True,98,13,78,0.039815286905104386,0.039815286905104386,0.025947817216621736,17.576213765159128
BASE_RANGE_BREAKOUT,168,C2,DISCOVERY_2019_2020,False,146,10,109,0.0003641269016930311,-0.00076216864728432,-0.007155303907345356,2.145260187204566
BASE_RANGE_BREAKOUT,168,C2,TEMPORAL_REPLICATION_2021,True,99,13,78,0.07582998226600594,0.07582998226600594,0.03739167931407774,31.150906560380548
BASE_RANGE_BREAKOUT,168,D2,DISCOVERY_2019_2020,False,156,9,116,-0.0006083754113068885,-0.0016741647858441613,-0.007701847141185381,1.7571843493528845
BASE_RANGE_BREAKOUT,168,D2,TEMPORAL_REPLICATION_2021,True,97,13,76,0.0824479422471285,0.0824479422471285,0.044003400299817884,33.594286982373305
BASE_RANGE_BREAKOUT,168,E2,DISCOVERY_2019_2020,False,146,10,109,0.0003641269016930311,-0.00076216864728432,-0.007155303907345356,2.145260187204566
BASE_RANGE_BREAKOUT,168,E2,TEMPORAL_REPLICATION_2021,True,98,13,78,0.07716513271575547,0.07716513271575548,0.03846617281551408,31.64510377018702
