family_id,raw_edge_confirmed,selected_horizon_hours,h24_passed,h72_passed,h168_passed,best_worst_trimmed_2x,best_worst_break_even_cost_multiplier
MOMENTUM_BREAKOUT,True,168.0,False,True,True,0.01428227496856924,7.977126377206003
VOLATILITY_EXPANSION,True,168.0,False,True,True,0.009364608014830772,6.362691155870821
STRUCTURAL_REVERSAL,False,,False,False,False,0.00384965672594529,4.179045231460391
RELATIVE_STRENGTH_ROTATION,True,168.0,False,True,True,0.015175871971025023,9.599219301669859
MOMENTUM_ACCELERATION,True,168.0,False,False,True,0.007003212583884314,5.319494781905937
BASE_RANGE_BREAKOUT,False,,False,False,False,-0.0012781605702580075,1.7571843493528845
