family_id,universe_id,period_id,horizon_hours,cost_multiplier,event_count,pair_count,signal_day_count,mean_net_forward_return,median_net_forward_return,trimmed_1pct_mean_net_forward_return,positive_net_forward_share,leave_one_pair_out_min_mean_net_return,largest_pair_event_share,pf1_break_even_cost_multiplier_raw_mean
BASE_RANGE_BREAKOUT,E2,DISCOVERY_2019_2020,24,1.0,146,10,109,0.00278965068676483,-0.006099765927103832,0.0023485360906673313,0.4315068493150685,-0.0008097332636036006,0.3561643835616438,2.1129131299239488
BASE_RANGE_BREAKOUT,E2,DISCOVERY_2019_2020,24,2.0,146,10,109,0.0002830303479828963,-0.0085952605880211,-0.00015753216476529434,0.4041095890410959,-0.0033118487413713077,0.3561643835616438,2.1129131299239488
BASE_RANGE_BREAKOUT,E2,DISCOVERY_2019_2020,72,1.0,146,10,109,0.0003409754083327843,-0.012726705251123918,-0.001048915341190732,0.410958904109589,-0.0024695448530304524,0.3561643835616438,1.1361964558078819
BASE_RANGE_BREAKOUT,E2,DISCOVERY_2019_2020,72,2.0,146,10,109,-0.0021625802555074293,-0.015213905870334025,-0.0035507314671717285,0.3972602739726027,-0.004969582969609887,0.3561643835616438,1.1361964558078819
BASE_RANGE_BREAKOUT,E2,DISCOVERY_2019_2020,168,1.0,146,10,109,0.002870848865228989,-0.012399053263790968,0.0017431419183205775,0.4383561643835616,-0.004658004789434761,0.3561643835616438,2.145260187204566
BASE_RANGE_BREAKOUT,E2,DISCOVERY_2019_2020,168,2.0,146,10,109,0.0003641269016930311,-0.014886663960582218,-0.00076216864728432,0.4383561643835616,-0.007155303907345356,0.3561643835616438,2.145260187204566
BASE_RANGE_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,24,1.0,98,13,78,0.020659323156238106,0.01377559592794118,0.020659323156238113,0.6224489795918368,0.016071120333771737,0.22448979591836735,9.169016425812385
BASE_RANGE_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,24,2.0,98,13,78,0.018130337770560712,0.011255225970584558,0.018130337770560716,0.6122448979591837,0.013547877379661883,0.22448979591836735,9.169016425812385
BASE_RANGE_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,72,1.0,98,13,78,0.04237144641250427,0.011617638229541337,0.042371446412504274,0.5612244897959183,0.0284865989424571,0.22448979591836735,17.576213765159128
BASE_RANGE_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,72,2.0,98,13,78,0.039815286905104386,0.009099969095336655,0.039815286905104386,0.5510204081632653,0.025947817216621736,0.22448979591836735,17.576213765159128
BASE_RANGE_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,168,1.0,98,13,78,0.0797680965412138,0.022295622234053854,0.0797680965412138,0.5408163265306123,0.04102064170375407,0.22448979591836735,31.64510377018702
BASE_RANGE_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,168,2.0,98,13,78,0.07716513271575547,0.019764588914611986,0.07716513271575548,0.5306122448979592,0.03846617281551408,0.22448979591836735,31.64510377018702
MOMENTUM_ACCELERATION,C2,DISCOVERY_2019_2020,24,1.0,4180,10,578,-0.0009233146254751327,-0.005372541110682045,-0.0015282901908876124,0.4291866028708134,-0.001744355980387988,0.18277511961722487,0.6309654396192319
MOMENTUM_ACCELERATION,C2,DISCOVERY_2019_2020,24,2.0,4180,10,578,-0.003425287948847505,-0.007868945940330753,-0.004029506348345823,0.39617224880382773,-0.004245301717583997,0.18277511961722487,0.6309654396192319
MOMENTUM_ACCELERATION,C2,DISCOVERY_2019_2020,72,1.0,4180,10,578,0.004856557374969191,-0.0013736929446486249,0.004092466696745547,0.49234449760765553,0.0032979717410905945,0.18277511961722487,2.9354947506474565
MOMENTUM_ACCELERATION,C2,DISCOVERY_2019_2020,72,2.0,4180,10,578,0.002347350169243322,-0.0038751025905251596,0.001584215799753381,0.4748803827751196,0.0007907152057450489,0.18277511961722487,2.9354947506474565
MOMENTUM_ACCELERATION,C2,DISCOVERY_2019_2020,168,1.0,4180,10,578,0.012094877195074752,-0.0011778437995838878,0.010731964873890717,0.4937799043062201,0.00828585820808665,0.18277511961722487,5.802858447876169
MOMENTUM_ACCELERATION,C2,DISCOVERY_2019_2020,168,2.0,4180,10,578,0.009576610765543992,-0.0036794985632890393,0.008215404216977206,0.4830143540669856,0.005772359011330598,0.18277511961722487,5.802858447876169
MOMENTUM_ACCELERATION,C2,TEMPORAL_REPLICATION_2021,24,1.0,2407,14,325,0.003706531302894998,-0.0038226548672565565,0.002311834645142386,0.46863315330286665,0.001789010513888194,0.17823016202742004,2.4780200916385686
MOMENTUM_ACCELERATION,C2,TEMPORAL_REPLICATION_2021,24,2.0,2407,14,325,0.001198763428923916,-0.0063209994794377125,-0.00019418767606556038,0.4503531366846697,-0.0007163574592205515,0.17823016202742004,2.4780200916385686
MOMENTUM_ACCELERATION,C2,TEMPORAL_REPLICATION_2021,72,1.0,2407,14,325,0.022184281674909857,0.006878536714800404,0.01764123943844036,0.5346904860822601,0.013986072771660849,0.17823016202742004,9.765393549381034
MOMENTUM_ACCELERATION,C2,TEMPORAL_REPLICATION_2021,72,2.0,2407,14,325,0.019653387705354273,0.004366798871602907,0.015116031379068109,0.5226422933111757,0.011465439388967907,0.17823016202742004,9.765393549381034
MOMENTUM_ACCELERATION,C2,TEMPORAL_REPLICATION_2021,168,1.0,2407,14,325,0.04817641195808855,0.013338381346186914,0.04104949018228486,0.5330286663896967,0.030675208832495013,0.17823016202742004,19.79376841261094
MOMENTUM_ACCELERATION,C2,TEMPORAL_REPLICATION_2021,168,2.0,2407,14,325,0.045612987162146006,0.010818558591060273,0.03849498518831455,0.5263813876194433,0.02813368792031416,0.17823016202742004,19.79376841261094
MOMENTUM_ACCELERATION,D2,DISCOVERY_2019_2020,24,1.0,4200,9,579,-0.001140962755359997,-0.005422939938574809,-0.0016675467151816008,0.4276190476190476,-0.0020056194607192372,0.1819047619047619,0.54392519705177
MOMENTUM_ACCELERATION,D2,DISCOVERY_2019_2020,24,2.0,4200,9,579,-0.003642663678069184,-0.007919281690841924,-0.004168588584123798,0.39595238095238094,-0.004506238209829727,0.1819047619047619,0.54392519705177
MOMENTUM_ACCELERATION,D2,DISCOVERY_2019_2020,72,1.0,4200,9,579,0.003525485300591001,-0.001975488758624946,0.0026827600003366597,0.48833333333333334,0.0016800057923971067,0.1819047619047619,2.405953044190796
MOMENTUM_ACCELERATION,D2,DISCOVERY_2019_2020,72,2.0,4200,9,579,0.0010179440173612231,-0.0044761452182511974,0.000176273442138486,0.4707142857142857,-0.0008252257542767328,0.1819047619047619,2.405953044190796
MOMENTUM_ACCELERATION,D2,DISCOVERY_2019_2020,168,1.0,4200,9,579,0.01087102238835086,-0.0013490802027354319,0.009518254203663612,0.49238095238095236,0.006812048601421757,0.1819047619047619,5.319494781905937
MOMENTUM_ACCELERATION,D2,DISCOVERY_2019_2020,168,2.0,4200,9,579,0.008354287691994977,-0.0038505206530448995,0.007003212583884314,0.4816666666666667,0.00430039397238368,0.1819047619047619,5.319494781905937
MOMENTUM_ACCELERATION,D2,TEMPORAL_REPLICATION_2021,24,1.0,2412,14,325,0.004159052413691528,-0.003129753256748041,0.002648923166304606,0.47139303482587064,0.002308624232360556,0.17786069651741293,2.6580933906105932
MOMENTUM_ACCELERATION,D2,TEMPORAL_REPLICATION_2021,24,2.0,2412,14,325,0.0016507181803827786,-0.005628965079956116,0.0001424789570851982,0.4527363184079602,-0.00019739407080885676,0.17786069651741293,2.6580933906105932
MOMENTUM_ACCELERATION,D2,TEMPORAL_REPLICATION_2021,72,1.0,2412,14,325,0.023530625612087176,0.00828166324567419,0.019202576569113304,0.5435323383084577,0.015425342763539733,0.17786069651741293,10.291171394241017
MOMENTUM_ACCELERATION,D2,TEMPORAL_REPLICATION_2021,72,2.0,2412,14,325,0.02099804660631485,0.005768169299183985,0.016675414395685127,0.5323383084577115,0.01290290804168299,0.17786069651741293,10.291171394241017
MOMENTUM_ACCELERATION,D2,TEMPORAL_REPLICATION_2021,168,1.0,2412,14,325,0.051530368487289785,0.01678783951687803,0.04463573535998564,0.5447761194029851,0.03423682979482046,0.17786069651741293,21.06929317439427
MOMENTUM_ACCELERATION,D2,TEMPORAL_REPLICATION_2021,168,2.0,2412,14,325,0.04896274599856977,0.014263699542513978,0.04207674194902196,0.5381426202321725,0.03169085128443895,0.17786069651741293,21.06929317439427
MOMENTUM_ACCELERATION,E2,DISCOVERY_2019_2020,24,1.0,4180,10,578,-0.0009233146254751327,-0.005372541110682045,-0.0015282901908876124,0.4291866028708134,-0.001744355980387988,0.18277511961722487,0.6309654396192319
MOMENTUM_ACCELERATION,E2,DISCOVERY_2019_2020,24,2.0,4180,10,578,-0.003425287948847505,-0.007868945940330753,-0.004029506348345823,0.39617224880382773,-0.004245301717583997,0.18277511961722487,0.6309654396192319
MOMENTUM_ACCELERATION,E2,DISCOVERY_2019_2020,72,1.0,4180,10,578,0.004856557374969191,-0.0013736929446486249,0.004092466696745547,0.49234449760765553,0.0032979717410905945,0.18277511961722487,2.9354947506474565
MOMENTUM_ACCELERATION,E2,DISCOVERY_2019_2020,72,2.0,4180,10,578,0.002347350169243322,-0.0038751025905251596,0.001584215799753381,0.4748803827751196,0.0007907152057450489,0.18277511961722487,2.9354947506474565
MOMENTUM_ACCELERATION,E2,DISCOVERY_2019_2020,168,1.0,4180,10,578,0.012094877195074752,-0.0011778437995838878,0.010731964873890717,0.4937799043062201,0.00828585820808665,0.18277511961722487,5.802858447876169
MOMENTUM_ACCELERATION,E2,DISCOVERY_2019_2020,168,2.0,4180,10,578,0.009576610765543992,-0.0036794985632890393,0.008215404216977206,0.4830143540669856,0.005772359011330598,0.18277511961722487,5.802858447876169
MOMENTUM_ACCELERATION,E2,TEMPORAL_REPLICATION_2021,24,1.0,2406,15,325,0.0037686908759234066,-0.003911579275804783,0.002374668078581146,0.4688279301745636,0.0018560883929964833,0.17830423940149626,2.502760285443176
MOMENTUM_ACCELERATION,E2,TEMPORAL_REPLICATION_2021,24,2.0,2406,15,325,0.001260845205240149,-0.006409812593356967,-0.00013143288271870877,0.45095594347464674,-0.0006493635324015092,0.17830423940149626,2.502760285443176
MOMENTUM_ACCELERATION,E2,TEMPORAL_REPLICATION_2021,72,1.0,2406,15,325,0.02192018585913809,0.006827578893208258,0.01736984097576719,0.5336658354114713,0.013693654442878423,0.17830423940149626,9.662175996828147
MOMENTUM_ACCELERATION,E2,TEMPORAL_REPLICATION_2021,72,2.0,2406,15,325,0.01938962242251839,0.004315904827008999,0.01484497258906411,0.5216126350789693,0.011173387040571942,0.17830423940149626,9.662175996828147
MOMENTUM_ACCELERATION,E2,TEMPORAL_REPLICATION_2021,168,1.0,2406,15,325,0.04794944183281854,0.012923511681956608,0.040814877356510716,0.5311720698254364,0.030419147349294084,0.17830423940149626,19.707299722269966
MOMENTUM_ACCELERATION,E2,TEMPORAL_REPLICATION_2021,168,2.0,2406,15,325,0.04538630110461726,0.01040420816295541,0.038260665995613945,0.5245220282626767,0.02787794691456405,0.17830423940149626,19.707299722269966
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,24,1.0,1521,10,359,0.004871383362943918,-0.001911519198664626,0.004406490702032966,0.47863247863247865,0.003981947532106263,0.1992110453648915,2.9413890283891466
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,24,2.0,1521,10,359,0.0023621576015384815,-0.004412255720318363,0.0018978467837575794,0.4523339907955293,0.001473834956972213,0.1992110453648915,2.9413890283891466
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,72,1.0,1521,10,359,0.011823087924801773,0.007122699165947544,0.010809486429848757,0.5378040762656148,0.010930206618077662,0.1992110453648915,5.6955655835826215
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,72,2.0,1521,10,359,0.009305161657061094,0.004610655737704806,0.008292828749711267,0.5239973701512163,0.008413397848843521,0.1992110453648915,5.6955655835826215
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,168,1.0,1521,10,359,0.02041463057468711,0.007259565289214056,0.019624175280042393,0.5358316896778436,0.01695787588172651,0.1992110453648915,9.073238820556064
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,168,2.0,1521,10,359,0.01788595143754733,0.004747350564196266,0.017096485448653106,0.5279421433267587,0.014433523095892057,0.1992110453648915,9.073238820556064
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,24,1.0,951,14,232,0.00813450380463346,-0.005004420950378053,0.00668341441579641,0.47108307045215564,0.002512033083490916,0.2334384858044164,4.236570323147266
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,24,2.0,951,14,232,0.005621194037668962,-0.007501286506134777,0.00417192078073284,0.45320715036803366,5.760201033479143e-06,0.2334384858044164,4.236570323147266
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,72,1.0,951,14,232,0.03010592323191497,0.0043284589621022315,0.025195163330603794,0.5215562565720294,0.013784055698245088,0.2334384858044164,12.848954474259768
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,72,2.0,951,14,232,0.027565114817356875,0.0018199127055789502,0.02266050104858801,0.5068349106203995,0.011263675152940656,0.2334384858044164,12.848954474259768
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,168,1.0,951,14,232,0.06767963058572601,0.015674435905479917,0.06087575091989755,0.544689800210305,0.037469054129255656,0.2334384858044164,27.15299973849266
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,168,2.0,951,14,232,0.06509179625457993,0.013151689427500595,0.058296432082701154,0.5362776025236593,0.03491903028178475,0.2334384858044164,27.15299973849266
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,24,1.0,1525,9,358,0.004058706185224504,-0.0024581745466727618,0.003712833243134614,0.47475409836065574,0.0029764349587142725,0.19868852459016392,2.6181692841560165
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,24,2.0,1525,9,358,0.0015504975416885528,-0.004958226893923484,0.0012050574818791271,0.4498360655737705,0.0004695808473767079,0.19868852459016392,2.6181692841560165
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,72,1.0,1525,9,358,0.009970976648578555,0.006916909620991246,0.008929947422386866,0.5311475409836065,0.008634927390239168,0.19868852459016392,4.9636444678908305
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,72,2.0,1525,9,358,0.007455368417478959,0.004405123751628303,0.006415642106463978,0.519344262295082,0.006120991310902199,0.19868852459016392,4.9636444678908305
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,168,1.0,1525,9,358,0.01761849716610307,0.005565785907859208,0.01680643822040955,0.5259016393442623,0.013499554946560662,0.19868852459016392,7.977126377206003
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,168,2.0,1525,9,358,0.015093317570150498,0.0030556910569106985,0.01428227496856924,0.5186885245901639,0.010979530472284617,0.19868852459016392,7.977126377206003
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,24,1.0,988,14,233,0.008234727746117814,-0.004947825927357308,0.006781462033420946,0.4686234817813765,0.002339304757015393,0.22469635627530365,4.276284080861649
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,24,2.0,988,14,233,0.005721292542430559,-0.007444762315433205,0.004269845685444196,0.45040485829959515,-0.00016675194480815527,0.22469635627530365,4.276284080861649
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,72,1.0,988,14,233,0.03087851291535307,0.0055018646645638766,0.026169407375537145,0.5334008097165992,0.014197476344743786,0.22469635627530365,13.148403591089364
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,72,2.0,988,14,233,0.028336737555008446,0.002991849815171431,0.02363352576430369,0.520242914979757,0.01167657837685299,0.22469635627530365,13.148403591089364
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,168,1.0,988,14,233,0.06856474151733723,0.020290923967349654,0.062060676430495385,0.5597165991902834,0.03876574154585698,0.22469635627530365,27.48369053809152
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,168,2.0,988,14,233,0.06597579941280989,0.017762399657002534,0.05947987458264747,0.5516194331983806,0.03621409481050547,0.22469635627530365,27.48369053809152
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,24,1.0,1521,10,359,0.004871383362943918,-0.001911519198664626,0.004406490702032966,0.47863247863247865,0.003981947532106263,0.1992110453648915,2.9413890283891466
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,24,2.0,1521,10,359,0.0023621576015384815,-0.004412255720318363,0.0018978467837575794,0.4523339907955293,0.001473834956972213,0.1992110453648915,2.9413890283891466
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,72,1.0,1521,10,359,0.011823087924801773,0.007122699165947544,0.010809486429848757,0.5378040762656148,0.010930206618077662,0.1992110453648915,5.6955655835826215
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,72,2.0,1521,10,359,0.009305161657061094,0.004610655737704806,0.008292828749711267,0.5239973701512163,0.008413397848843521,0.1992110453648915,5.6955655835826215
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,168,1.0,1521,10,359,0.02041463057468711,0.007259565289214056,0.019624175280042393,0.5358316896778436,0.01695787588172651,0.1992110453648915,9.073238820556064
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,168,2.0,1521,10,359,0.01788595143754733,0.004747350564196266,0.017096485448653106,0.5279421433267587,0.014433523095892057,0.1992110453648915,9.073238820556064
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,24,1.0,950,15,232,0.00818610164587509,-0.005020702225721277,0.0067344518190053295,0.4705263157894737,0.002562551684723055,0.2336842105263158,4.257016473569633
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,24,2.0,950,15,232,0.005672727300886511,-0.007517547404412489,0.004222894307341996,0.45263157894736844,5.6215574979970696e-05,0.2336842105263158,4.257016473569633
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,72,1.0,950,15,232,0.029837490326884784,0.003874659844005835,0.0249162770433935,0.5189473684210526,0.013468184770058426,0.2336842105263158,12.744858829729134
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,72,2.0,950,15,232,0.027297017873409334,0.0013666815463287316,0.022381963805541947,0.5042105263157894,0.010948199557580258,0.2336842105263158,12.744858829729134
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,168,1.0,950,15,232,0.06780012568738007,0.015821652107101215,0.060991272880096585,0.5452631578947369,0.0375671446648958,0.2336842105263158,27.198035173350554
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,168,2.0,950,15,232,0.06521214054884769,0.013298721378556658,0.058411809459721,0.5368421052631579,0.035016998050797055,0.2336842105263158,27.198035173350554
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,24,1.0,1095,10,341,0.0032037538365847942,-0.0006993226957192097,0.002682038198967135,0.4904109589041096,0.001788477835422287,0.18538812785388128,2.277852694978561
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,24,2.0,1095,10,341,0.0006966152210196064,-0.0032015763594291985,0.00017555254414990587,0.4547945205479452,-0.0007168894710050258,0.18538812785388128,2.277852694978561
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,72,1.0,1095,10,341,0.010930950618056863,0.0015457729057792302,0.009995680854085651,0.5123287671232877,0.008191836554809562,0.18538812785388128,5.343177243924313
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,72,2.0,1095,10,341,0.008414140917658793,-0.0009592906397849488,0.00748004170408054,0.4940639269406393,0.005678455032212805,0.18538812785388128,5.343177243924313
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,168,1.0,1095,10,341,0.021759136659941877,0.004247937961245505,0.017701155018607754,0.5159817351598174,0.017370643689167967,0.18538812785388128,9.599219301669859
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,168,2.0,1095,10,341,0.019228774786775496,0.0017394924819448222,0.015175871971025023,0.5077625570776255,0.014845774297817322,0.18538812785388128,9.599219301669859
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,24,1.0,560,14,178,0.005869214779391335,-0.004857091402948245,0.004437649866133226,0.45535714285714285,0.0020257325519885566,0.19107142857142856,3.3378905135893584
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,24,2.0,560,14,178,0.0033587401676524217,-0.0073541413511297865,0.0019289669501555873,0.43392857142857144,-0.0004799316940089266,0.19107142857142856,3.3378905135893584
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,72,1.0,560,14,178,0.026080645127956513,0.00031944504406957483,0.0214844533450595,0.5035714285714286,0.015594452193106555,0.19107142857142856,11.285096749404667
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,72,2.0,560,14,178,0.023544874608397118,-0.002184083673132014,0.01895443525576656,0.4875,0.013071805819898667,0.19107142857142856,11.285096749404667
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,168,1.0,560,14,178,0.06041607260283431,0.018046306602685226,0.05438374231726215,0.5517857142857143,0.04327400352118681,0.19107142857142856,24.42849226015021
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,168,2.0,560,14,178,0.057837329082680584,0.015520591575648075,0.051812548647278085,0.5482142857142858,0.04071671440539058,0.19107142857142856,24.42849226015021
RELATIVE_STRENGTH_ROTATION,D2,DISCOVERY_2019_2020,24,1.0,1048,9,337,0.00253182590358697,-0.0010818654282203233,0.0019293059365932284,0.4799618320610687,0.001343111840709757,0.19083969465648856,2.0101856413958354
RELATIVE_STRENGTH_ROTATION,D2,DISCOVERY_2019_2020,24,2.0,1048,9,337,2.5528249139427347e-05,-0.003583640315043577,-0.0005762376252798514,0.4398854961832061,-0.001161698061468853,0.19083969465648856,2.0101856413958354
