universe_id,period_id,timestamp,candidate_rank,pair,membership_rank,decision_close,return_72h,family_id,signal_strength,aux_value
C2,DISCOVERY_2019_2020,2019-04-01 13:00:00+00:00,1,KCS-USDT,2,1.74,0.13100113100113098,RELATIVE_STRENGTH_ROTATION,0.062335897965169584,0.06866523303596139
C2,DISCOVERY_2019_2020,2019-04-01 18:00:00+00:00,1,KCS-USDT,2,1.75999,0.140502990597277,MOMENTUM_ACCELERATION,0.009639647151145181,0.006292826178156963
C2,DISCOVERY_2019_2020,2019-04-01 22:00:00+00:00,1,BTC-USDT,1,4137.7,0.009810860280658806,MOMENTUM_ACCELERATION,0.001780479841663296,0.0005090785677921428
C2,DISCOVERY_2019_2020,2019-04-02 01:00:00+00:00,1,BTC-USDT,1,4144.3,0.0008935903009226198,MOMENTUM_ACCELERATION,0.0018625946363485246,0.0006295247088445866
C2,DISCOVERY_2019_2020,2019-04-02 02:00:00+00:00,1,NEO-USDT,5,10.2893,0.024830677290836878,RELATIVE_STRENGTH_ROTATION,0.013824183784343358,0.01100649350649352
C2,DISCOVERY_2019_2020,2019-04-02 03:00:00+00:00,1,BTC-USDT,1,4171.9,0.009925197898762894,MOMENTUM_ACCELERATION,0.0065884861354448265,0.002012657920900107
C2,DISCOVERY_2019_2020,2019-04-02 03:00:00+00:00,1,NEO-USDT,5,10.3998,0.035156172237373884,MOMENTUM_BREAKOUT,1.1699282741521404,10.2897
C2,DISCOVERY_2019_2020,2019-04-02 03:00:00+00:00,2,BTC-USDT,1,4171.9,0.009925197898762894,MOMENTUM_BREAKOUT,1.0872359963268494,4157.1
C2,DISCOVERY_2019_2020,2019-04-02 03:00:00+00:00,3,KCS-USDT,2,1.77,0.04277129727819018,MOMENTUM_BREAKOUT,0.060808756460937086,1.769
C2,DISCOVERY_2019_2020,2019-04-02 03:00:00+00:00,1,KCS-USDT,2,1.77,0.04277129727819018,RELATIVE_STRENGTH_ROTATION,0.007615125040816295,0.035156172237373884
C2,DISCOVERY_2019_2020,2019-04-02 03:00:00+00:00,1,BTC-USDT,1,4171.9,0.009925197898762894,VOLATILITY_EXPANSION,2.174471992653766,0.8310810810810779
C2,DISCOVERY_2019_2020,2019-04-02 04:00:00+00:00,1,XRP-USDT,6,0.31866,0.0053951727401797545,BASE_RANGE_BREAKOUT,2.470188165948756,4.113352981183407
C2,DISCOVERY_2019_2020,2019-04-02 04:00:00+00:00,1,XRP-USDT,6,0.31866,0.0053951727401797545,MOMENTUM_ACCELERATION,0.002616196334456533,0.011092784838782732
C2,DISCOVERY_2019_2020,2019-04-02 04:00:00+00:00,1,XRP-USDT,6,0.31866,0.0053951727401797545,MOMENTUM_BREAKOUT,0.7236454318748565,0.31733
C2,DISCOVERY_2019_2020,2019-04-02 04:00:00+00:00,1,XRP-USDT,6,0.31866,0.0053951727401797545,VOLATILITY_EXPANSION,3.0795737927907467,0.9416961130742054
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,1,LTC-USDT,4,64.681,0.06921347571659986,BASE_RANGE_BREAKOUT,15.097402597402588,4.157142857142856
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,1,LTC-USDT,4,64.681,0.06921347571659986,MOMENTUM_ACCELERATION,0.06732338489254974,0.0056705083384909205
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,2,ETH-USDT,3,145.3,0.026129943502825048,MOMENTUM_ACCELERATION,0.02506031967686606,0.0014869362033562705
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,3,KCS-USDT,2,1.82653,0.08149091124400498,MOMENTUM_ACCELERATION,0.017939305620976675,0.013241220495106454
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,1,BTC-USDT,1,4507.7,0.10482843137254894,MOMENTUM_BREAKOUT,21.575216299190522,4185.6
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,2,LTC-USDT,4,64.681,0.06921347571659986,MOMENTUM_BREAKOUT,14.341558441558423,61.0
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,3,KCS-USDT,2,1.82653,0.08149091124400498,MOMENTUM_BREAKOUT,3.4571399449597306,1.77
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,4,ETH-USDT,3,145.3,0.026129943502825048,MOMENTUM_BREAKOUT,1.6644931831654184,144.13
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,1,BTC-USDT,1,4507.7,0.10482843137254894,RELATIVE_STRENGTH_ROTATION,0.023337520128543954,0.08149091124400498
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,1,BTC-USDT,1,4507.7,0.10482843137254894,VOLATILITY_EXPANSION,27.148199832542492,0.824574389341228
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,2,LTC-USDT,4,64.681,0.06921347571659986,VOLATILITY_EXPANSION,22.005194805194805,0.774465691788526
C2,DISCOVERY_2019_2020,2019-04-02 05:00:00+00:00,3,KCS-USDT,2,1.82653,0.08149091124400498,VOLATILITY_EXPANSION,4.707165426562012,0.7727686111472001
C2,DISCOVERY_2019_2020,2019-04-02 06:00:00+00:00,1,NEO-USDT,5,10.5,0.0626885006983382,MOMENTUM_ACCELERATION,0.043097844999510415,0.003385552305781525
