universe_id,period_id,timestamp,candidate_rank,pair,membership_rank,decision_close,return_72h,family_id,signal_strength,aux_value
C2,DISCOVERY_2019_2020,2020-06-24 07:00:00+00:00,1,ADA-USDT,4,0.086685,0.07850699844478992,RELATIVE_STRENGTH_ROTATION,0.0007919680364492088,0.07771503040834071
C2,DISCOVERY_2019_2020,2020-06-24 08:00:00+00:00,1,ETH-USDT,2,242.47,0.053027012941891716,RELATIVE_STRENGTH_ROTATION,0.0006415943212449982,0.05238541862064672
C2,DISCOVERY_2019_2020,2020-06-24 09:00:00+00:00,1,XRP-USDT,5,0.18623,-0.0071969293101609155,STRUCTURAL_REVERSAL,0.3497267759563113,0.18599
C2,DISCOVERY_2019_2020,2020-06-24 10:00:00+00:00,1,ADA-USDT,4,0.084537,0.05572275991258202,RELATIVE_STRENGTH_ROTATION,0.002422386940077903,0.05330037297250412
C2,DISCOVERY_2019_2020,2020-06-24 12:00:00+00:00,1,ETH-USDT,2,238.12,0.035259336550584885,RELATIVE_STRENGTH_ROTATION,0.004862943539125197,0.030396393011459688
C2,DISCOVERY_2019_2020,2020-06-24 13:00:00+00:00,1,ADA-USDT,4,0.083327,0.04783521748424979,RELATIVE_STRENGTH_ROTATION,9.170816206816035e-05,0.04774350932218163
C2,DISCOVERY_2019_2020,2020-06-24 13:00:00+00:00,1,XRP-USDT,5,0.18498,-0.01328212514002236,VOLATILITY_EXPANSION,2.452554744525573,0.986607142857142
C2,DISCOVERY_2019_2020,2020-06-24 13:00:00+00:00,2,BTC-USDT,1,9393.8,0.005222043873729154,VOLATILITY_EXPANSION,2.337002540220149,0.9460869565217328
C2,DISCOVERY_2019_2020,2020-06-24 13:00:00+00:00,3,LTC-USDT,8,43.18,0.0005097548542565278,VOLATILITY_EXPANSION,2.0266028994171394,0.9805309734513227
C2,DISCOVERY_2019_2020,2020-06-25 06:00:00+00:00,1,KCS-USDT,3,0.86671,-0.03709587823575167,VOLATILITY_EXPANSION,2.867892800840797,0.9542656112576987
C2,DISCOVERY_2019_2020,2020-06-25 09:00:00+00:00,1,BTC-USDT,1,9301.2,-0.013480691110804521,VOLATILITY_EXPANSION,2.084015034269288,0.8235668789808986
C2,DISCOVERY_2019_2020,2020-06-26 10:00:00+00:00,1,BTC-USDT,1,9210.8,-0.04108105857122035,STRUCTURAL_REVERSAL,1.9513815491468947,9103.1
C2,DISCOVERY_2019_2020,2020-06-26 10:00:00+00:00,1,BTC-USDT,1,9210.8,-0.04108105857122035,VOLATILITY_EXPANSION,2.5800996527253472,0.818820224719093
C2,DISCOVERY_2019_2020,2020-06-26 10:00:00+00:00,2,ETH-USDT,2,231.32,-0.04786993208479107,VOLATILITY_EXPANSION,2.263628497259869,0.8470948012232408
C2,DISCOVERY_2019_2020,2020-06-26 10:00:00+00:00,3,LTC-USDT,8,42.018,-0.044850082971516825,VOLATILITY_EXPANSION,2.1658012533572304,0.8134920634920629
C2,DISCOVERY_2019_2020,2020-06-26 12:00:00+00:00,1,XRP-USDT,5,0.18555,-0.018617443274977497,MOMENTUM_ACCELERATION,0.014431306647093356,0.003196120570893246
C2,DISCOVERY_2019_2020,2020-06-26 12:00:00+00:00,1,XRP-USDT,5,0.18555,-0.018617443274977497,VOLATILITY_EXPANSION,5.263076327005058,0.9982332155477014
C2,DISCOVERY_2019_2020,2020-06-26 12:00:00+00:00,2,LTC-USDT,8,43.298,-0.017004563307376097,VOLATILITY_EXPANSION,5.217038539553761,1.0
C2,DISCOVERY_2019_2020,2020-06-27 00:00:00+00:00,1,KCS-USDT,3,0.85822,-0.04097710333113569,STRUCTURAL_REVERSAL,0.9986448784376282,0.853
C2,DISCOVERY_2019_2020,2020-06-27 02:00:00+00:00,1,KCS-USDT,3,0.85807,-0.0387278186054848,STRUCTURAL_REVERSAL,1.187956737795965,0.85299
C2,DISCOVERY_2019_2020,2020-06-27 15:00:00+00:00,1,ADA-USDT,4,0.080193,-0.022310815259134587,STRUCTURAL_REVERSAL,1.012249688256449,0.079618
C2,DISCOVERY_2019_2020,2020-06-27 15:00:00+00:00,2,XRP-USDT,5,0.18185,-0.005849551716597401,STRUCTURAL_REVERSAL,0.6805970149253917,0.18128
C2,DISCOVERY_2019_2020,2020-06-27 17:00:00+00:00,1,KCS-USDT,3,0.85713,-0.019941228260745292,MOMENTUM_ACCELERATION,0.0014493061797656859,0.0003040082316074777
C2,DISCOVERY_2019_2020,2020-06-27 19:00:00+00:00,1,ETH-USDT,2,225.07,-0.03820349557711211,STRUCTURAL_REVERSAL,0.5015166835187106,224.45
C2,DISCOVERY_2019_2020,2020-06-27 21:00:00+00:00,1,LTC-USDT,8,40.585,-0.04839503857065819,VOLATILITY_EXPANSION,2.6198278910762767,0.9179265658747296
C2,DISCOVERY_2019_2020,2020-06-27 21:00:00+00:00,2,XRP-USDT,5,0.17387,-0.05170439050995368,VOLATILITY_EXPANSION,2.604365201352574,0.8215297450424941
C2,DISCOVERY_2019_2020,2020-06-27 22:00:00+00:00,1,ADA-USDT,4,0.078101,-0.050420678922283746,VOLATILITY_EXPANSION,2.9314409429877433,0.8921713441654375
C2,DISCOVERY_2019_2020,2020-06-27 22:00:00+00:00,2,ETH-USDT,2,221.81,-0.055524803065786665,VOLATILITY_EXPANSION,2.17710583153348,0.8306878306878344
C2,DISCOVERY_2019_2020,2020-06-28 07:00:00+00:00,1,KCS-USDT,3,0.84608,-0.02788533348652833,VOLATILITY_EXPANSION,3.8090048361828406,0.8618025751072967
C2,DISCOVERY_2019_2020,2020-06-28 11:00:00+00:00,1,KCS-USDT,3,0.85875,-0.019680589961072692,MOMENTUM_ACCELERATION,0.016559296447911542,0.0021660220172567968
C2,DISCOVERY_2019_2020,2020-06-28 15:00:00+00:00,1,ADA-USDT,4,0.080215,-0.02380401844933122,MOMENTUM_ACCELERATION,0.00935291249730108,0.01565360673745886
C2,DISCOVERY_2019_2020,2020-06-28 19:00:00+00:00,1,BTC-USDT,1,9151.9,-0.011310848475682311,MOMENTUM_ACCELERATION,0.005107903234267908,0.004004348211908537
C2,DISCOVERY_2019_2020,2020-06-28 19:00:00+00:00,2,ETH-USDT,2,226.98,-0.02629659817253671,MOMENTUM_ACCELERATION,0.0007928610720399076,0.011430645014968599
C2,DISCOVERY_2019_2020,2020-06-28 19:00:00+00:00,3,ADA-USDT,4,0.080404,-0.014656862745098032,MOMENTUM_ACCELERATION,0.0006613526512669887,0.01451332000258021
C2,DISCOVERY_2019_2020,2020-06-28 20:00:00+00:00,1,KCS-USDT,3,0.855,-0.02270077498113987,MOMENTUM_ACCELERATION,0.0007643015434509737,0.0034830452441674264
C2,DISCOVERY_2019_2020,2020-06-29 02:00:00+00:00,1,ADA-USDT,4,0.083618,0.027248157248157323,MOMENTUM_ACCELERATION,0.016112389339230537,0.01966109474811617
C2,DISCOVERY_2019_2020,2020-06-29 02:00:00+00:00,2,ETH-USDT,2,226.77,-0.02619487267574183,MOMENTUM_ACCELERATION,0.005999649311476785,0.004304546677427856
C2,DISCOVERY_2019_2020,2020-06-29 02:00:00+00:00,1,ADA-USDT,4,0.083618,0.027248157248157323,MOMENTUM_BREAKOUT,1.260529719394931,0.082684
C2,DISCOVERY_2019_2020,2020-06-29 02:00:00+00:00,1,ADA-USDT,4,0.083618,0.027248157248157323,VOLATILITY_EXPANSION,3.7869875724006037,0.9376790830945533
C2,DISCOVERY_2019_2020,2020-06-29 09:00:00+00:00,1,LTC-USDT,8,40.9,-0.020288883033511396,STRUCTURAL_REVERSAL,0.7092960773777472,40.68
C2,DISCOVERY_2019_2020,2020-06-29 13:00:00+00:00,1,ADA-USDT,4,0.082215,0.010334996436208055,MOMENTUM_ACCELERATION,0.013312604222400992,0.0007408687921368617
C2,DISCOVERY_2019_2020,2020-06-29 20:00:00+00:00,1,LTC-USDT,8,41.573,-0.035227773781068006,MOMENTUM_ACCELERATION,0.004234429617834601,0.004915026286832047
C2,DISCOVERY_2019_2020,2020-06-29 21:00:00+00:00,1,ADA-USDT,4,0.083815,0.03454873111484136,MOMENTUM_ACCELERATION,0.0024753073990613217,0.011671283471837324
C2,DISCOVERY_2019_2020,2020-06-29 22:00:00+00:00,1,XRP-USDT,6,0.17807,-0.028532460447354024,MOMENTUM_ACCELERATION,0.0033284466642736765,0.0015838895802693376
C2,DISCOVERY_2019_2020,2020-06-29 22:00:00+00:00,1,BTC-USDT,1,9216.1,0.004205938436393497,MOMENTUM_BREAKOUT,0.06937107545100275,9213.2
C2,DISCOVERY_2019_2020,2020-06-29 23:00:00+00:00,1,ETH-USDT,2,227.89,-0.009604519774011333,MOMENTUM_ACCELERATION,0.011222296463160086,0.003581501544522414
C2,DISCOVERY_2019_2020,2020-06-29 23:00:00+00:00,2,KCS-USDT,3,0.8596,0.005897771952817932,MOMENTUM_ACCELERATION,0.007650899217738871,0.0015178970653990653
C2,DISCOVERY_2019_2020,2020-06-29 23:00:00+00:00,3,BTC-USDT,1,9186.0,0.0014390371533230528,MOMENTUM_ACCELERATION,0.005440973655776782,0.000998507724719211
C2,DISCOVERY_2019_2020,2020-06-30 01:00:00+00:00,1,ADA-USDT,4,0.084595,0.05315904139433569,MOMENTUM_ACCELERATION,0.005505214028663996,0.009304871373836843
