symbol,requested_since,discovered_first_open,first_close,last_close,rows,coverage_days
BTC/USDT,2019-01-01T00:00:00+00:00,2019-01-01T00:00:00+00:00,2019-01-01T01:00:00+00:00,2025-01-01T00:00:00+00:00,52608,2191.9583333333335
ETH/USDT,2019-01-01T00:00:00+00:00,2019-01-01T00:00:00+00:00,2019-01-01T01:00:00+00:00,2025-01-01T00:00:00+00:00,52608,2191.9583333333335
SOL/USDT,2019-01-01T00:00:00+00:00,2021-09-17T00:00:00+00:00,2021-09-17T01:00:00+00:00,2025-01-01T00:00:00+00:00,28848,1201.9583333333333
LINK/USDT,2019-01-01T00:00:00+00:00,2020-09-22T00:00:00+00:00,2020-09-22T01:00:00+00:00,2025-01-01T00:00:00+00:00,37488,1561.9583333333333
AVAX/USDT,2019-01-01T00:00:00+00:00,2021-03-21T00:00:00+00:00,2021-03-21T01:00:00+00:00,2025-01-01T00:00:00+00:00,33168,1381.9583333333333
NEAR/USDT,2019-01-01T00:00:00+00:00,2021-09-17T00:00:00+00:00,2021-09-17T01:00:00+00:00,2025-01-01T00:00:00+00:00,28848,1201.9583333333333
