symbol,status,error_type,error_message,acquisition_status,rows_1h,first_close,last_close,coverage_days,minimum_coverage_met,duplicate_timestamps,missing_intervals,invalid_rows,cutoff_reached,sealed_data_clean,aligned_rows,future_context_violations,stale_context_violations,source_sha256
BTC/USDT,PASS,,,CREATED,52608,2019-01-01T01:00:00+00:00,2025-01-01T00:00:00+00:00,2191.9583333333335,True,0,0,0,True,True,52297,0,0,16ad84288c8ec859da367b9cafaf1c76a05045de4f81289b4b31b7840c08d773
ETH/USDT,PASS,,,CREATED,52608,2019-01-01T01:00:00+00:00,2025-01-01T00:00:00+00:00,2191.9583333333335,True,0,0,0,True,True,52297,0,0,58bdac8b9d0f724bfabbed33f20bf9b5954f9cb9258f6d135e7c3622f431dc6e
SOL/USDT,PASS,,,CREATED,28848,2021-09-17T01:00:00+00:00,2025-01-01T00:00:00+00:00,1201.9583333333333,True,0,0,0,True,True,28609,0,0,35da5d4dc82378811a22edfe922e4b7c75051e66f17a3c548bd20f0f2b5df0d8
LINK/USDT,PASS,,,CREATED,37488,2020-09-22T01:00:00+00:00,2025-01-01T00:00:00+00:00,1561.9583333333333,True,0,0,0,True,True,37177,0,0,ceee40a532bff46ca8b5d44a5433ae96ec6b3bb8b217ae427c27d229bd05c603
AVAX/USDT,PASS,,,CREATED,33168,2021-03-21T01:00:00+00:00,2025-01-01T00:00:00+00:00,1381.9583333333333,True,0,0,0,True,True,32977,0,0,ce52c80abf0f2e485d7766adf536499d3a361e2c392df00ab87eace23ef46a8a
NEAR/USDT,PASS,,,CREATED,28848,2021-09-17T01:00:00+00:00,2025-01-01T00:00:00+00:00,1201.9583333333333,True,0,0,0,True,True,28609,0,0,776d4c2023593d2892637dcb71215748eca7c6e5b7c5c60f1d402fa571b30705
