horizon_hours,label_id,mean_age_rank_ic,alpha_authorization
24,FORWARD_24H_RETURN,0.03655024275519054,False
72,FORWARD_72H_RETURN,0.04676253384937539,False
168,FORWARD_7D_RETURN,0.06749746021284266,False
