universe_id,partition_id,snapshot_hours,asset_checks,feature_ready_pass,trend_pass,touch_pass_after_trend,reclaim_pass_after_touch,candidate_events,candidate_signal_hours,partition_final_hour_skips,candidate_survival_fraction_of_feature_ready
C2,DISCOVERY_2019_2021,24144,144858,0,0,0,0,0,0,1,0.0
C2,VALIDATION_2022,8760,52554,0,0,0,0,0,0,1,0.0
C2,STRESS_2023,8760,52554,0,0,0,0,0,0,1,0.0
D2,DISCOVERY_2019_2021,24144,144858,0,0,0,0,0,0,1,0.0
D2,VALIDATION_2022,8760,52554,0,0,0,0,0,0,1,0.0
D2,STRESS_2023,8760,52554,0,0,0,0,0,0,1,0.0
E2,DISCOVERY_2019_2021,24144,144858,0,0,0,0,0,0,1,0.0
E2,VALIDATION_2022,8760,52554,0,0,0,0,0,0,1,0.0
E2,STRESS_2023,8760,52554,0,0,0,0,0,0,1,0.0
