asset,canonical_symbol,day,source_timestamp,available_at,market_cap_usd,rebalance_time,market_cap_rank,top6_member,top10_member,fixed6_symbol,fixed10_symbol
snx,SNX,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,4000824994.393164,2021-05-10 00:00:00+00:00,28,False,False,False,False
sushi,SUSHI,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,3407051731.7027974,2021-05-10 00:00:00+00:00,29,False,False,False,False
zec,ZEC,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,3402248184.491119,2021-05-10 00:00:00+00:00,30,False,False,False,False
btc,BTC,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,861166199739.0121,2021-05-17 00:00:00+00:00,1,True,True,True,True
eth,ETH,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,413722726911.7529,2021-05-17 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,144690031353.69144,2021-05-17 00:00:00+00:00,3,True,True,False,True
icp,ICP,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,106074751042.25417,2021-05-17 00:00:00+00:00,4,True,True,False,False
xlm,XLM,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,75298439866.15546,2021-05-17 00:00:00+00:00,5,True,True,False,False
ada,ADA,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,72607048862.2946,2021-05-17 00:00:00+00:00,6,True,True,False,True
doge,DOGE,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,66521233685.70932,2021-05-17 00:00:00+00:00,7,False,True,False,False
dot,DOT,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,44730370643.55091,2021-05-17 00:00:00+00:00,8,False,True,False,False
link,LINK,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,40527226539.9404,2021-05-17 00:00:00+00:00,9,False,True,True,True
uni,UNI,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,36379291980.2165,2021-05-17 00:00:00+00:00,10,False,True,False,False
bch,BCH,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,21805740691.27712,2021-05-17 00:00:00+00:00,11,False,False,False,False
ltc,LTC,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,19912494510.726856,2021-05-17 00:00:00+00:00,12,False,False,False,True
ftt,FTT,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,18174309095.686916,2021-05-17 00:00:00+00:00,13,False,False,False,False
cro,CRO,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,15319058645.4461,2021-05-17 00:00:00+00:00,14,False,False,False,False
ht,HT,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,14580026423.7584,2021-05-17 00:00:00+00:00,15,False,False,False,False
algo,ALGO,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,13987384620.0383,2021-05-17 00:00:00+00:00,16,False,False,False,False
etc,ETC,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,11895309685.479832,2021-05-17 00:00:00+00:00,17,False,False,False,False
neo,NEO,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,9222223171.02452,2021-05-17 00:00:00+00:00,18,False,False,False,False
aave,AAVE,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,8339890929.35768,2021-05-17 00:00:00+00:00,19,False,False,False,False
1inch,1INCH,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,7555767521.78106,2021-05-17 00:00:00+00:00,20,False,False,False,False
comp,COMP,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,6834257756.73519,2021-05-17 00:00:00+00:00,21,False,False,False,False
xmr,XMR,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,6777115951.133413,2021-05-17 00:00:00+00:00,22,False,False,False,False
lend,LEND,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,6776161076.234853,2021-05-17 00:00:00+00:00,23,False,False,False,False
bsv,BSV,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,5889262770.610238,2021-05-17 00:00:00+00:00,24,False,False,False,False
crv,CRV,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,4882088684.857341,2021-05-17 00:00:00+00:00,25,False,False,False,False
xtz,XTZ,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,4781916864.308296,2021-05-17 00:00:00+00:00,26,False,False,False,False
mkr,MKR,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,4501184956.548838,2021-05-17 00:00:00+00:00,27,False,False,False,False
snx,SNX,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,4244741781.594205,2021-05-17 00:00:00+00:00,28,False,False,False,False
sushi,SUSHI,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,3612209758.633608,2021-05-17 00:00:00+00:00,29,False,False,False,False
dash,DASH,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,3345227652.943847,2021-05-17 00:00:00+00:00,30,False,False,False,False
btc,BTC,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,650864282818.4021,2021-05-24 00:00:00+00:00,1,True,True,True,True
eth,ETH,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,244512106465.54172,2021-05-24 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,79517155487.65045,2021-05-24 00:00:00+00:00,3,True,True,False,True
icp,ICP,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,66055216676.053154,2021-05-24 00:00:00+00:00,4,True,True,False,False
ada,ADA,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,42575026545.486984,2021-05-24 00:00:00+00:00,5,True,True,False,True
doge,DOGE,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,39953422886.74043,2021-05-24 00:00:00+00:00,6,True,True,False,False
xlm,XLM,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,38411729423.185524,2021-05-24 00:00:00+00:00,7,False,True,False,False
link,LINK,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,20066366864.0031,2021-05-24 00:00:00+00:00,8,False,True,True,True
dot,DOT,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,19044428309.188484,2021-05-24 00:00:00+00:00,9,False,True,False,False
uni,UNI,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,16861020374.9547,2021-05-24 00:00:00+00:00,10,False,True,False,False
bch,BCH,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,10402496917.078749,2021-05-24 00:00:00+00:00,11,False,False,False,False
ltc,LTC,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,9703765249.790802,2021-05-24 00:00:00+00:00,12,False,False,False,True
cro,CRO,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,9626720026.25283,2021-05-24 00:00:00+00:00,13,False,False,False,False
ftt,FTT,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,9140234791.635963,2021-05-24 00:00:00+00:00,14,False,False,False,False
algo,ALGO,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,8233631607.95584,2021-05-24 00:00:00+00:00,15,False,False,False,False
etc,ETC,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,6614198824.563689,2021-05-24 00:00:00+00:00,16,False,False,False,False
ht,HT,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,6380507144.05895,2021-05-24 00:00:00+00:00,17,False,False,False,False
aave,AAVE,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,4696722085.042832,2021-05-24 00:00:00+00:00,18,False,False,False,False
neo,NEO,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,4342435260.39728,2021-05-24 00:00:00+00:00,19,False,False,False,False
xmr,XMR,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,3964420845.3415833,2021-05-24 00:00:00+00:00,20,False,False,False,False
lend,LEND,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,3816086522.96979,2021-05-24 00:00:00+00:00,21,False,False,False,False
1inch,1INCH,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,3525155761.698225,2021-05-24 00:00:00+00:00,22,False,False,False,False
comp,COMP,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,3419646291.03121,2021-05-24 00:00:00+00:00,23,False,False,False,False
bsv,BSV,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,2796643300.1875477,2021-05-24 00:00:00+00:00,24,False,False,False,False
mkr,MKR,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,2715661359.5511775,2021-05-24 00:00:00+00:00,25,False,False,False,False
snx,SNX,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,2667517973.8471136,2021-05-24 00:00:00+00:00,26,False,False,False,False
xtz,XTZ,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,2474211299.584401,2021-05-24 00:00:00+00:00,27,False,False,False,False
crv,CRV,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,1988005893.09787,2021-05-24 00:00:00+00:00,28,False,False,False,False
sushi,SUSHI,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,1979003560.2614043,2021-05-24 00:00:00+00:00,29,False,False,False,False
dash,DASH,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,1530639060.3706253,2021-05-24 00:00:00+00:00,30,False,False,False,False
btc,BTC,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,667490155247.0142,2021-05-31 00:00:00+00:00,1,True,True,True,True
eth,ETH,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,277978165597.6894,2021-05-31 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,90433942583.33691,2021-05-31 00:00:00+00:00,3,True,True,False,True
icp,ICP,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,52143926862.127014,2021-05-31 00:00:00+00:00,4,True,True,False,False
ada,ADA,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,50545500895.94055,2021-05-31 00:00:00+00:00,5,True,True,False,True
xlm,XLM,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,39442595742.325485,2021-05-31 00:00:00+00:00,6,True,True,False,False
doge,DOGE,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,39268560320.26199,2021-05-31 00:00:00+00:00,7,False,True,False,False
link,LINK,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,26905041812.9103,2021-05-31 00:00:00+00:00,8,False,True,True,True
uni,UNI,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,25699902485.563,2021-05-31 00:00:00+00:00,9,False,True,False,False
dot,DOT,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,21727707585.248432,2021-05-31 00:00:00+00:00,10,False,True,False,False
bch,BCH,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,12401584052.828785,2021-05-31 00:00:00+00:00,11,False,False,False,False
ltc,LTC,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,11589655947.59485,2021-05-31 00:00:00+00:00,12,False,False,False,True
cro,CRO,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,11222406736.3411,2021-05-31 00:00:00+00:00,13,False,False,False,False
ftt,FTT,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,10629894554.415491,2021-05-31 00:00:00+00:00,14,False,False,False,False
algo,ALGO,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,8474293969.29975,2021-05-31 00:00:00+00:00,15,False,False,False,False
etc,ETC,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,8422288749.693193,2021-05-31 00:00:00+00:00,16,False,False,False,False
ht,HT,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,7339420611.5151,2021-05-31 00:00:00+00:00,17,False,False,False,False
aave,AAVE,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,5197629058.167376,2021-05-31 00:00:00+00:00,18,False,False,False,False
neo,NEO,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,5148181231.74537,2021-05-31 00:00:00+00:00,19,False,False,False,False
xmr,XMR,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,4540673889.477238,2021-05-31 00:00:00+00:00,20,False,False,False,False
1inch,1INCH,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,4326144674.277585,2021-05-31 00:00:00+00:00,21,False,False,False,False
lend,LEND,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,4223073420.382676,2021-05-31 00:00:00+00:00,22,False,False,False,False
comp,COMP,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,4054466843.22905,2021-05-31 00:00:00+00:00,23,False,False,False,False
mkr,MKR,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,3283942567.3533273,2021-05-31 00:00:00+00:00,24,False,False,False,False
bsv,BSV,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,3116700098.582694,2021-05-31 00:00:00+00:00,25,False,False,False,False
xtz,XTZ,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,2784493841.2120643,2021-05-31 00:00:00+00:00,26,False,False,False,False
snx,SNX,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,2665129480.3899574,2021-05-31 00:00:00+00:00,27,False,False,False,False
crv,CRV,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,2525335112.578138,2021-05-31 00:00:00+00:00,28,False,False,False,False
sushi,SUSHI,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,2407447507.935688,2021-05-31 00:00:00+00:00,29,False,False,False,False
dcr,DCR,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,2007806529.3233814,2021-05-31 00:00:00+00:00,30,False,False,False,False
btc,BTC,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,668996465742.4117,2021-06-07 00:00:00+00:00,1,True,True,True,True
eth,ETH,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,314791964111.4247,2021-06-07 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,93854461118.21951,2021-06-07 00:00:00+00:00,3,True,True,False,True
ada,ADA,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,53756581722.844086,2021-06-07 00:00:00+00:00,4,True,True,False,True
icp,ICP,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,48969597434.21308,2021-06-07 00:00:00+00:00,5,True,True,False,False
doge,DOGE,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,48172564488.42825,2021-06-07 00:00:00+00:00,6,True,True,False,False
xlm,XLM,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,39971710307.69725,2021-06-07 00:00:00+00:00,7,False,True,False,False
link,LINK,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,27396819614.6008,2021-06-07 00:00:00+00:00,8,False,True,True,True
uni,UNI,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,25801626010.05,2021-06-07 00:00:00+00:00,9,False,True,False,False
dot,DOT,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,25669455972.66794,2021-06-07 00:00:00+00:00,10,False,True,False,False
cro,CRO,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,12350470270.6775,2021-06-07 00:00:00+00:00,11,False,False,False,False
bch,BCH,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,12269833549.353935,2021-06-07 00:00:00+00:00,12,False,False,False,False
ltc,LTC,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,11917766163.604057,2021-06-07 00:00:00+00:00,13,False,False,False,True
ftt,FTT,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,11421335573.835875,2021-06-07 00:00:00+00:00,14,False,False,False,False
algo,ALGO,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,10191657143.8852,2021-06-07 00:00:00+00:00,15,False,False,False,False
etc,ETC,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,8173793869.081529,2021-06-07 00:00:00+00:00,16,False,False,False,False
ht,HT,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,7693888877.8747,2021-06-07 00:00:00+00:00,17,False,False,False,False
aave,AAVE,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,5829752610.773728,2021-06-07 00:00:00+00:00,18,False,False,False,False
1inch,1INCH,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,5789772368.76567,2021-06-07 00:00:00+00:00,19,False,False,False,False
neo,NEO,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,5652406938.2028,2021-06-07 00:00:00+00:00,20,False,False,False,False
lend,LEND,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,4736673783.843586,2021-06-07 00:00:00+00:00,21,False,False,False,False
xmr,XMR,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,4724491956.766835,2021-06-07 00:00:00+00:00,22,False,False,False,False
comp,COMP,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,3870051453.3378,2021-06-07 00:00:00+00:00,23,False,False,False,False
crv,CRV,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,3703620058.4827785,2021-06-07 00:00:00+00:00,24,False,False,False,False
mkr,MKR,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,3572284438.089782,2021-06-07 00:00:00+00:00,25,False,False,False,False
bsv,BSV,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,3332596508.7761884,2021-06-07 00:00:00+00:00,26,False,False,False,False
xtz,XTZ,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,3262274895.489329,2021-06-07 00:00:00+00:00,27,False,False,False,False
snx,SNX,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,2700006374.6272616,2021-06-07 00:00:00+00:00,28,False,False,False,False
sushi,SUSHI,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,2564606306.885064,2021-06-07 00:00:00+00:00,29,False,False,False,False
dash,DASH,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,2285653410.222686,2021-06-07 00:00:00+00:00,30,False,False,False,False
btc,BTC,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,729235864486.0723,2021-06-14 00:00:00+00:00,1,True,True,True,True
eth,ETH,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,291610564458.4109,2021-06-14 00:00:00+00:00,2,True,True,True,True
xrp,XRP,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,88223327569.94162,2021-06-14 00:00:00+00:00,3,True,True,False,True
ada,ADA,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,50043816340.411896,2021-06-14 00:00:00+00:00,4,True,True,False,True
doge,DOGE,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,41979559559.44794,2021-06-14 00:00:00+00:00,5,True,True,False,False
xlm,XLM,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,36289466395.647224,2021-06-14 00:00:00+00:00,6,True,True,False,False
icp,ICP,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,30221680014.145317,2021-06-14 00:00:00+00:00,7,False,True,False,False
dot,DOT,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,23483656692.22726,2021-06-14 00:00:00+00:00,8,False,True,False,False
link,LINK,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,23308877490.0016,2021-06-14 00:00:00+00:00,9,False,True,True,True
uni,UNI,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,23201072404.3381,2021-06-14 00:00:00+00:00,10,False,True,False,False
cro,CRO,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,11982638681.3129,2021-06-14 00:00:00+00:00,11,False,False,False,False
ltc,LTC,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,11576318273.493149,2021-06-14 00:00:00+00:00,12,False,False,False,True
bch,BCH,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,11497204892.447716,2021-06-14 00:00:00+00:00,13,False,False,False,False
ftt,FTT,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,11062645200.65853,2021-06-14 00:00:00+00:00,14,False,False,False,False
algo,ALGO,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,10378537132.5211,2021-06-14 00:00:00+00:00,15,False,False,False,False
etc,ETC,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,7587702150.644768,2021-06-14 00:00:00+00:00,16,False,False,False,False
ht,HT,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,6857953286.64595,2021-06-14 00:00:00+00:00,17,False,False,False,False
aave,AAVE,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,5049007494.663568,2021-06-14 00:00:00+00:00,18,False,False,False,False
neo,NEO,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,4906418329.54351,2021-06-14 00:00:00+00:00,19,False,False,False,False
xmr,XMR,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,4535202187.488223,2021-06-14 00:00:00+00:00,20,False,False,False,False
1inch,1INCH,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,4502133690.637065,2021-06-14 00:00:00+00:00,21,False,False,False,False
lend,LEND,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,4102318405.450936,2021-06-14 00:00:00+00:00,22,False,False,False,False
crv,CRV,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,3360937775.694895,2021-06-14 00:00:00+00:00,23,False,False,False,False
comp,COMP,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,3226555751.03644,2021-06-14 00:00:00+00:00,24,False,False,False,False
bsv,BSV,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,3207238861.7258806,2021-06-14 00:00:00+00:00,25,False,False,False,False
