trade_row_id,symbol,entry_time,rebalance_time,market_cap_rank,tradable_at_entry,fixed6_pit_status,fixed10_pit_status,net_pnl
59,ETH,2020-07-04T18:00:00+00:00,2020-06-29T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-466.6296765558439
60,ETH,2020-07-08T03:00:00+00:00,2020-07-06T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-641.4406001744305
61,BTC,2020-07-08T14:00:00+00:00,2020-07-06T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-413.0114990755422
62,BTC,2020-07-11T00:00:00+00:00,2020-07-06T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-385.00839672278454
63,BTC,2020-07-17T13:00:00+00:00,2020-07-13T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-321.23527670573594
64,ETH,2020-07-22T22:00:00+00:00,2020-07-20T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,12568.723710818762
65,BTC,2020-07-22T23:00:00+00:00,2020-07-20T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-372.324257625777
66,ETH,2020-07-30T19:00:00+00:00,2020-07-27T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,80.37766273835516
67,ETH,2020-07-31T11:00:00+00:00,2020-07-27T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,663.6321694942981
68,BTC,2020-08-01T06:00:00+00:00,2020-07-27T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,74.54043096943167
69,BTC,2020-08-05T10:00:00+00:00,2020-08-03T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,373.73125103293825
70,BTC,2020-08-08T10:00:00+00:00,2020-08-03T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-647.1617007201878
71,ETH,2020-08-08T10:00:00+00:00,2020-08-03T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,98.25059704575884
72,BTC,2020-08-10T01:00:00+00:00,2020-08-10T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,317.8663548209923
73,ETH,2020-08-13T21:00:00+00:00,2020-08-10T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,681.6743023368202
74,BTC,2020-08-15T01:00:00+00:00,2020-08-10T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-632.003247981401
75,BTC,2020-08-17T14:00:00+00:00,2020-08-17T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,420.28131651540946
76,ETH,2020-08-17T16:00:00+00:00,2020-08-17T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-830.3176873643147
77,BTC,2020-08-22T22:00:00+00:00,2020-08-17T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-465.92191332846204
78,ETH,2020-08-23T20:00:00+00:00,2020-08-17T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-764.3990451765785
79,BTC,2020-08-24T07:00:00+00:00,2020-08-24T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-408.8673352442573
80,BTC,2020-08-30T02:00:00+00:00,2020-08-24T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-18.227865056341408
81,ETH,2020-08-30T14:00:00+00:00,2020-08-24T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,534.1487199874462
82,ETH,2020-08-31T12:00:00+00:00,2020-08-31T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,654.4007363831447
83,BTC,2020-09-01T06:00:00+00:00,2020-08-31T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-4.953067672198181
84,ETH,2020-09-10T02:00:00+00:00,2020-09-07T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-807.9321053754097
85,BTC,2020-09-12T19:00:00+00:00,2020-09-07T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-21.727054092702033
86,ETH,2020-09-14T14:00:00+00:00,2020-09-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-831.2193456239554
87,BTC,2020-09-18T10:00:00+00:00,2020-09-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-455.3296612302835
88,BTC,2020-09-19T12:00:00+00:00,2020-09-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-459.3034489035332
89,ETH,2020-09-19T12:00:00+00:00,2020-09-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-744.1421169710927
90,BTC,2020-09-28T01:00:00+00:00,2020-09-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-485.2811549765828
91,BTC,2020-09-30T00:00:00+00:00,2020-09-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-460.3778538605022
92,BTC,2020-10-08T14:00:00+00:00,2020-10-05T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,3398.020250995128
93,ETH,2020-10-10T03:00:00+00:00,2020-10-05T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-712.9928901101578
94,ETH,2020-10-11T11:00:00+00:00,2020-10-05T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-623.0053310091082
95,ETH,2020-10-14T14:00:00+00:00,2020-10-12T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-689.1040021049863
96,BTC,2020-10-15T20:00:00+00:00,2020-10-12T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-486.22256163144743
97,BTC,2020-10-18T07:00:00+00:00,2020-10-12T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-39.961827961104206
98,ETH,2020-10-18T07:00:00+00:00,2020-10-12T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-6.013486004378411
99,BTC,2020-10-19T14:00:00+00:00,2020-10-19T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,189.50093593768906
100,ETH,2020-10-19T14:00:00+00:00,2020-10-19T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-490.0512007840764
101,BTC,2020-10-21T03:00:00+00:00,2020-10-19T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,4062.593894654961
102,ETH,2020-10-21T14:00:00+00:00,2020-10-19T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,542.0711727526223
103,ETH,2020-10-22T11:00:00+00:00,2020-10-19T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,101.1061142553728
104,BTC,2020-10-26T14:00:00+00:00,2020-10-26T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-492.56552622827047
105,BTC,2020-10-27T11:00:00+00:00,2020-10-26T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,333.5787541559183
106,ETH,2020-10-27T17:00:00+00:00,2020-10-26T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-765.7191239313565
107,ETH,2020-11-01T21:00:00+00:00,2020-10-26T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,398.5578195562373
108,ETH,2020-11-05T15:00:00+00:00,2020-11-02T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-823.4182966984372
109,ETH,2020-11-11T01:00:00+00:00,2020-11-09T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,99.43383577034527
110,BTC,2020-11-12T10:00:00+00:00,2020-11-09T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-775.366570785187
111,ETH,2020-11-13T14:00:00+00:00,2020-11-09T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-848.3205473030121
112,BTC,2020-11-16T06:00:00+00:00,2020-11-16T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,6144.117863760275
113,ETH,2020-11-17T01:00:00+00:00,2020-11-16T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-788.0531608129199
114,ETH,2020-11-17T13:00:00+00:00,2020-11-16T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,523.1243353564798
115,BTC,2020-11-23T11:00:00+00:00,2020-11-23T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-848.6029017472956
116,BTC,2020-11-24T10:00:00+00:00,2020-11-23T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-841.5371146683999
117,ETH,2020-11-29T22:00:00+00:00,2020-11-23T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,663.91130127614
118,ETH,2020-11-30T14:00:00+00:00,2020-11-30T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-822.4988733499755
119,ETH,2020-12-01T11:00:00+00:00,2020-11-30T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-820.9150670121558
120,BTC,2020-12-05T09:00:00+00:00,2020-11-30T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-784.5480783615933
121,ETH,2020-12-06T01:00:00+00:00,2020-11-30T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-810.5716569149645
122,BTC,2020-12-07T00:00:00+00:00,2020-12-07T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-621.1142847781368
123,BTC,2020-12-08T06:00:00+00:00,2020-12-07T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-495.0576381119149
124,ETH,2020-12-09T12:00:00+00:00,2020-12-07T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-819.803532227781
125,BTC,2020-12-09T14:00:00+00:00,2020-12-07T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-837.6545602047727
126,BTC,2020-12-15T01:00:00+00:00,2020-12-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-536.8650250776351
127,ETH,2020-12-15T03:00:00+00:00,2020-12-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-673.1409883415704
128,BTC,2020-12-16T11:00:00+00:00,2020-12-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,8960.86108163696
129,ETH,2020-12-16T11:00:00+00:00,2020-12-14T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,4571.937987987785
130,BTC,2020-12-24T23:00:00+00:00,2020-12-21T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,5659.875220641863
131,ETH,2020-12-27T15:00:00+00:00,2020-12-21T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,130.5634962542183
132,BTC,2020-12-30T00:00:00+00:00,2020-12-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,104.08737591063745
133,BTC,2020-12-30T20:00:00+00:00,2020-12-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-825.8613491075098
134,ETH,2020-12-30T20:00:00+00:00,2020-12-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-821.002901433403
135,BTC,2021-01-01T02:00:00+00:00,2020-12-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-826.1347311308127
136,BTC,2021-01-02T07:00:00+00:00,2020-12-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,576.6118582076851
137,ETH,2021-01-02T07:00:00+00:00,2020-12-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,-846.6497473511338
138,ETH,2021-01-03T07:00:00+00:00,2020-12-28T00:00:00+00:00,,True,UNRESOLVED_MARKET_CAP_RANK,UNRESOLVED_MARKET_CAP_RANK,16742.9924034956
139,ETH,2021-01-09T21:00:00+00:00,2021-01-04T00:00:00+00:00,2.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,143.61689866902202
140,ETH,2021-01-16T09:00:00+00:00,2021-01-11T00:00:00+00:00,2.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,147.97517448008446
141,BTC,2021-01-17T22:00:00+00:00,2021-01-11T00:00:00+00:00,1.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,-802.8753427737338
142,ETH,2021-01-19T00:00:00+00:00,2021-01-18T00:00:00+00:00,2.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,687.398748687238
143,BTC,2021-01-21T00:00:00+00:00,2021-01-18T00:00:00+00:00,1.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,-804.2720886360191
144,ETH,2021-01-24T04:00:00+00:00,2021-01-18T00:00:00+00:00,2.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,135.0994198293125
145,BTC,2021-01-24T05:00:00+00:00,2021-01-18T00:00:00+00:00,1.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,-811.680464970766
146,ETH,2021-01-24T18:00:00+00:00,2021-01-18T00:00:00+00:00,2.0,True,PIT_ELIGIBLE,PIT_ELIGIBLE,-802.9246898697647
