asset,canonical_symbol,day,source_timestamp,available_at,market_cap_usd,rebalance_time,market_cap_rank,top6_member,top10_member,fixed6_symbol,fixed10_symbol,pit_selected
btc,BTC,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,618626936448.978,2021-01-04 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,113022171397.96152,2021-01-04 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,22697316038.74482,2021-01-04 00:00:00+00:00,3,True,True,False,True,True
link,LINK,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,13804014049.6833,2021-01-04 00:00:00+00:00,5,True,True,True,True,True
ltc,LTC,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,10737693162.064533,2021-01-04 00:00:00+00:00,6,True,True,False,True,True
ada,ADA,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,6582025469.578494,2021-01-04 00:00:00+00:00,9,False,True,False,True,True
btc,BTC,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,712801739056.71,2021-01-11 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,144538541298.19492,2021-01-11 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,31539130512.845234,2021-01-11 00:00:00+00:00,3,True,True,False,True,True
link,LINK,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,16234920489.1799,2021-01-11 00:00:00+00:00,5,True,True,True,True,True
ltc,LTC,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,11407839898.868034,2021-01-11 00:00:00+00:00,6,True,True,False,True,True
ada,ADA,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,9687636477.079222,2021-01-11 00:00:00+00:00,8,False,True,False,True,True
btc,BTC,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,671017747596.7164,2021-01-18 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,141990281349.43542,2021-01-18 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,27831711728.323456,2021-01-18 00:00:00+00:00,4,True,True,False,True,True
link,LINK,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,23306589144.4011,2021-01-18 00:00:00+00:00,5,True,True,True,True,True
ada,ADA,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,12226690665.955704,2021-01-18 00:00:00+00:00,7,False,True,False,True,True
ltc,LTC,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,9577399089.87275,2021-01-18 00:00:00+00:00,8,False,True,False,True,True
btc,BTC,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,599525276803.4537,2021-01-25 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,158724870354.9694,2021-01-25 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,27359122798.989582,2021-01-25 00:00:00+00:00,4,True,True,False,True,True
link,LINK,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,24541856549.676,2021-01-25 00:00:00+00:00,5,True,True,True,True,True
ada,ADA,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,11205504548.400707,2021-01-25 00:00:00+00:00,8,False,True,False,True,True
ltc,LTC,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,9411358614.228611,2021-01-25 00:00:00+00:00,9,False,True,False,True,True
btc,BTC,2021-01-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-02-01 00:00:00+00:00,617261741250.7816,2021-02-01 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-01-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-02-01 00:00:00+00:00,150859483437.80832,2021-02-01 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-01-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-02-01 00:00:00+00:00,49293009481.97234,2021-02-01 00:00:00+00:00,3,True,True,False,True,True
link,LINK,2021-01-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-02-01 00:00:00+00:00,22596227212.8693,2021-02-01 00:00:00+00:00,5,True,True,True,True,True
ada,ADA,2021-01-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-02-01 00:00:00+00:00,11059331869.344397,2021-02-01 00:00:00+00:00,8,False,True,False,True,True
ltc,LTC,2021-01-31 00:00:00+00:00,2021-01-31 00:00:00+00:00,2021-02-01 00:00:00+00:00,8683419493.321184,2021-02-01 00:00:00+00:00,9,False,True,False,True,True
btc,BTC,2021-02-07 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-08 00:00:00+00:00,726334667736.0049,2021-02-08 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-02-07 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-08 00:00:00+00:00,185226378182.62646,2021-02-08 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-02-07 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-08 00:00:00+00:00,42139560143.15586,2021-02-08 00:00:00+00:00,3,True,True,False,True,True
link,LINK,2021-02-07 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-08 00:00:00+00:00,24826282112.3442,2021-02-08 00:00:00+00:00,5,True,True,True,True,True
ada,ADA,2021-02-07 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-08 00:00:00+00:00,20995546356.04348,2021-02-08 00:00:00+00:00,6,True,True,False,True,True
ltc,LTC,2021-02-07 00:00:00+00:00,2021-02-07 00:00:00+00:00,2021-02-08 00:00:00+00:00,10146180233.129036,2021-02-08 00:00:00+00:00,10,False,True,False,True,True
btc,BTC,2021-02-14 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,909647017116.4132,2021-02-15 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-02-14 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,207817376822.73398,2021-02-15 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-02-14 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,59629745307.55086,2021-02-15 00:00:00+00:00,3,True,True,False,True,True
link,LINK,2021-02-14 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,33493246929.7146,2021-02-15 00:00:00+00:00,5,True,True,True,True,True
ada,ADA,2021-02-14 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,27272378288.12057,2021-02-15 00:00:00+00:00,7,False,True,False,True,True
ltc,LTC,2021-02-14 00:00:00+00:00,2021-02-14 00:00:00+00:00,2021-02-15 00:00:00+00:00,14458086278.9891,2021-02-15 00:00:00+00:00,10,False,True,False,True,True
btc,BTC,2021-02-21 00:00:00+00:00,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,1071530978098.8727,2021-02-22 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-02-21 00:00:00+00:00,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,222042492338.9616,2021-02-22 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-02-21 00:00:00+00:00,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,54682604266.990585,2021-02-22 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-02-21 00:00:00+00:00,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,35206501686.94417,2021-02-22 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-02-21 00:00:00+00:00,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,34061263556.6392,2021-02-22 00:00:00+00:00,7,False,True,True,True,True
ltc,LTC,2021-02-21 00:00:00+00:00,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,15240934995.617588,2021-02-22 00:00:00+00:00,9,False,True,False,True,True
btc,BTC,2021-02-28 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-01 00:00:00+00:00,845561698558.5697,2021-03-01 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-02-28 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-01 00:00:00+00:00,163800981512.8203,2021-03-01 00:00:00+00:00,2,True,True,True,True,True
ada,ADA,2021-02-28 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-01 00:00:00+00:00,41955547824.2218,2021-03-01 00:00:00+00:00,4,True,True,False,True,True
xrp,XRP,2021-02-28 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-01 00:00:00+00:00,41756956751.43014,2021-03-01 00:00:00+00:00,5,True,True,False,True,True
link,LINK,2021-02-28 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-01 00:00:00+00:00,24859410869.2746,2021-03-01 00:00:00+00:00,7,False,True,True,True,True
ltc,LTC,2021-02-28 00:00:00+00:00,2021-02-28 00:00:00+00:00,2021-03-01 00:00:00+00:00,11137142609.696705,2021-03-01 00:00:00+00:00,10,False,True,False,True,True
btc,BTC,2021-03-07 00:00:00+00:00,2021-03-07 00:00:00+00:00,2021-03-08 00:00:00+00:00,952640081754.0469,2021-03-08 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-03-07 00:00:00+00:00,2021-03-07 00:00:00+00:00,2021-03-08 00:00:00+00:00,197733228967.94928,2021-03-08 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-03-07 00:00:00+00:00,2021-03-07 00:00:00+00:00,2021-03-08 00:00:00+00:00,46512394621.3102,2021-03-08 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-03-07 00:00:00+00:00,2021-03-07 00:00:00+00:00,2021-03-08 00:00:00+00:00,36123099878.81262,2021-03-08 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-03-07 00:00:00+00:00,2021-03-07 00:00:00+00:00,2021-03-08 00:00:00+00:00,28444026483.0332,2021-03-08 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-03-07 00:00:00+00:00,2021-03-07 00:00:00+00:00,2021-03-08 00:00:00+00:00,12790297772.245403,2021-03-08 00:00:00+00:00,10,False,True,False,True,True
btc,BTC,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,1117480223465.9626,2021-03-15 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,215747658136.02332,2021-03-15 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,44435435716.66958,2021-03-15 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,34217807584.62565,2021-03-15 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,29127907043.9134,2021-03-15 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,14637210407.904522,2021-03-15 00:00:00+00:00,10,False,True,False,True,True
btc,BTC,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,1072009014284.5457,2021-03-22 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,205632497854.89957,2021-03-22 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,51948785689.94407,2021-03-22 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,38036783395.43804,2021-03-22 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,29274202020.5823,2021-03-22 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,13162547916.51009,2021-03-22 00:00:00+00:00,11,False,False,False,True,False
btc,BTC,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,1040008229552.0004,2021-03-29 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,194330488098.80048,2021-03-29 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,54700670338.403114,2021-03-29 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,38082006050.09333,2021-03-29 00:00:00+00:00,5,True,True,False,True,True
link,LINK,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,26646403477.3511,2021-03-29 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,12374983460.219704,2021-03-29 00:00:00+00:00,11,False,False,False,True,False
btc,BTC,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,1086843565004.3843,2021-04-05 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,239771287366.75482,2021-04-05 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,62939503250.486626,2021-04-05 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,37802127940.30019,2021-04-05 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,30745150003.8068,2021-04-05 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,13655091466.771978,2021-04-05 00:00:00+00:00,11,False,False,False,True,False
btc,BTC,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,1119553954624.0093,2021-04-12 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,247717304501.33264,2021-04-12 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,135079554665.17723,2021-04-12 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,40578550144.36503,2021-04-12 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,33779366594.7474,2021-04-12 00:00:00+00:00,7,False,True,True,True,True
ltc,LTC,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,16929984803.808062,2021-04-12 00:00:00+00:00,11,False,False,False,True,False
btc,BTC,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,1053684397565.0662,2021-04-19 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,259391685368.7708,2021-04-19 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,141864805174.9242,2021-04-19 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,41032293891.7184,2021-04-19 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,39291497607.5177,2021-04-19 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,18539151323.492325,2021-04-19 00:00:00+00:00,11,False,False,False,True,False
btc,BTC,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,914885342157.6127,2021-04-26 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,266223290830.88727,2021-04-26 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,103420283441.69377,2021-04-26 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,34836679721.335785,2021-04-26 00:00:00+00:00,5,True,True,False,True,True
link,LINK,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,31484344936.4044,2021-04-26 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,15045746824.941101,2021-04-26 00:00:00+00:00,12,False,False,False,True,False
btc,BTC,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,1057768979625.265,2021-05-03 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,341961340071.94617,2021-05-03 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,155855218068.37183,2021-05-03 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,42556870333.96219,2021-05-03 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,39463489295.1228,2021-05-03 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,18172751871.02603,2021-05-03 00:00:00+00:00,13,False,False,False,True,False
btc,BTC,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,1090293033441.2048,2021-05-10 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,453962679013.81714,2021-05-10 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,153436725711.86145,2021-05-10 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,57022025716.06039,2021-05-10 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,51746697770.1087,2021-05-10 00:00:00+00:00,7,False,True,True,True,True
ltc,LTC,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,26065174107.009754,2021-05-10 00:00:00+00:00,11,False,False,False,True,False
btc,BTC,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,861166199739.0121,2021-05-17 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,413722726911.7529,2021-05-17 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,144690031353.69144,2021-05-17 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,72607048862.2946,2021-05-17 00:00:00+00:00,6,True,True,False,True,True
link,LINK,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,40527226539.9404,2021-05-17 00:00:00+00:00,9,False,True,True,True,True
ltc,LTC,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,19912494510.726856,2021-05-17 00:00:00+00:00,12,False,False,False,True,False
btc,BTC,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,650864282818.4021,2021-05-24 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,244512106465.54172,2021-05-24 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,79517155487.65045,2021-05-24 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,42575026545.486984,2021-05-24 00:00:00+00:00,5,True,True,False,True,True
link,LINK,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,20066366864.0031,2021-05-24 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,9703765249.790802,2021-05-24 00:00:00+00:00,12,False,False,False,True,False
btc,BTC,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,667490155247.0142,2021-05-31 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,277978165597.6894,2021-05-31 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,90433942583.33691,2021-05-31 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,50545500895.94055,2021-05-31 00:00:00+00:00,5,True,True,False,True,True
link,LINK,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,26905041812.9103,2021-05-31 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,11589655947.59485,2021-05-31 00:00:00+00:00,12,False,False,False,True,False
btc,BTC,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,668996465742.4117,2021-06-07 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,314791964111.4247,2021-06-07 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,93854461118.21951,2021-06-07 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,53756581722.844086,2021-06-07 00:00:00+00:00,4,True,True,False,True,True
link,LINK,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,27396819614.6008,2021-06-07 00:00:00+00:00,8,False,True,True,True,True
ltc,LTC,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,11917766163.604057,2021-06-07 00:00:00+00:00,13,False,False,False,True,False
btc,BTC,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,729235864486.0723,2021-06-14 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,291610564458.4109,2021-06-14 00:00:00+00:00,2,True,True,True,True,True
xrp,XRP,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,88223327569.94162,2021-06-14 00:00:00+00:00,3,True,True,False,True,True
ada,ADA,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,50043816340.411896,2021-06-14 00:00:00+00:00,4,True,True,False,True,True
link,LINK,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,23308877490.0016,2021-06-14 00:00:00+00:00,9,False,True,True,True,True
ltc,LTC,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,11576318273.493149,2021-06-14 00:00:00+00:00,12,False,False,False,True,False
btc,BTC,2021-06-20 00:00:00+00:00,2021-06-20 00:00:00+00:00,2021-06-21 00:00:00+00:00,667125112359.2637,2021-06-21 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-06-20 00:00:00+00:00,2021-06-20 00:00:00+00:00,2021-06-21 00:00:00+00:00,261335606239.54117,2021-06-21 00:00:00+00:00,2,True,True,True,True,True
