variant_id,universe_id,cost_multiplier,net_return,monthly_geometric_return,profit_factor,maximum_drawdown,trade_count,positive_year_count,year_returns_json,minimum_cash,turnover_on_initial_equity,total_fees
RD19_P2_V02,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V03,C2,1.0,-0.006003411095282907,-0.00010035336454494725,0.0,0.006913929486460191,3,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.002932958050974599, ""2022"": 0.0, ""2023"": 0.0}",93925.05274540029,0.2898712625185349,28.98712625185349
RD19_P2_V03,C2,2.0,-0.002739569626859173,-4.5721106684215584e-05,0.0,0.002739569626859173,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.002739569626859173, ""2022"": 0.0, ""2023"": 0.0}",96921.05279638167,0.05883413064277639,11.766826128555278
RD19_P2_V03,D2,1.0,-0.005751965256109992,-9.613823705645341e-05,0.0,0.006662713976106738,2,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.00268073549621628, ""2022"": 0.0, ""2023"": 0.0}",93925.05274540029,0.17706945079602557,17.706945079602555
RD19_P2_V03,D2,2.0,-0.002739569626859173,-4.5721106684215584e-05,0.0,0.002739569626859173,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.002739569626859173, ""2022"": 0.0, ""2023"": 0.0}",96921.05279638167,0.05883413064277639,11.766826128555278
RD19_P2_V03,E2,1.0,-0.006003411095282907,-0.00010035336454494725,0.0,0.006913929486460191,3,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.002932958050974599, ""2022"": 0.0, ""2023"": 0.0}",93925.05274540029,0.2898712625185349,28.98712625185349
RD19_P2_V03,E2,2.0,-0.002739569626859173,-4.5721106684215584e-05,0.0,0.002739569626859173,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.002739569626859173, ""2022"": 0.0, ""2023"": 0.0}",96921.05279638167,0.05883413064277639,11.766826128555278
RD19_P2_V04,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V04,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V05,C2,1.0,-0.003198896122312389,-5.339896635980779e-05,0.7306895285037451,0.0141562452746542,7,1,"{""2019"": 0.0, ""2020"": 0.0034046036745407626, ""2021"": -0.0065810937807845304, ""2022"": 0.0, ""2023"": 0.0}",89314.03463549781,0.8513314092587921,85.13314092587922
RD19_P2_V05,C2,2.0,-0.0019581785053620626,-3.2667770453853606e-05,0.0,0.00487505148267231,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0019581785053620626, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.07664539070420553,15.329078140841107
RD19_P2_V05,D2,1.0,-0.003198896122312389,-5.339896635980779e-05,0.7306895285037451,0.0141562452746542,7,1,"{""2019"": 0.0, ""2020"": 0.0034046036745407626, ""2021"": -0.0065810937807845304, ""2022"": 0.0, ""2023"": 0.0}",89314.03463549781,0.8513314092587921,85.13314092587922
RD19_P2_V05,D2,2.0,-0.0019581785053620626,-3.2667770453853606e-05,0.0,0.00487505148267231,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0019581785053620626, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.07664539070420553,15.329078140841107
RD19_P2_V05,E2,1.0,-0.003198896122312389,-5.339896635980779e-05,0.7306895285037451,0.0141562452746542,7,1,"{""2019"": 0.0, ""2020"": 0.0034046036745407626, ""2021"": -0.0065810937807845304, ""2022"": 0.0, ""2023"": 0.0}",89314.03463549781,0.8513314092587921,85.13314092587922
RD19_P2_V05,E2,2.0,-0.0019581785053620626,-3.2667770453853606e-05,0.0,0.00487505148267231,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0019581785053620626, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.07664539070420553,15.329078140841107
RD19_P2_V06,C2,1.0,-0.0007145854460158807,-1.1913943759878087e-05,0.9145743933041781,0.017491586654686198,5,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0007145854460158807, ""2022"": 0.0, ""2023"": 0.0}",91997.41706554781,0.6124311731889388,61.243117318893894
RD19_P2_V06,C2,2.0,-0.0019581785053620626,-3.2667770453853606e-05,0.0,0.00487505148267231,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0019581785053620626, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.07664539070420553,15.329078140841107
RD19_P2_V06,D2,1.0,0.002233253410097058,3.7180081265741904e-05,1.4122550840896608,0.014593239060360585,4,1,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.002233253410097058, ""2022"": 0.0, ""2023"": 0.0}",91997.41706554781,0.4668151568886314,46.68151568886314
RD19_P2_V06,D2,2.0,-0.0019581785053620626,-3.2667770453853606e-05,0.0,0.00487505148267231,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0019581785053620626, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.07664539070420553,15.329078140841107
RD19_P2_V06,E2,1.0,-0.0007145854460158807,-1.1913943759878087e-05,0.9145743933041781,0.017491586654686198,5,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0007145854460158807, ""2022"": 0.0, ""2023"": 0.0}",91997.41706554781,0.6124311731889388,61.243117318893894
RD19_P2_V06,E2,2.0,-0.0019581785053620626,-3.2667770453853606e-05,0.0,0.00487505148267231,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0019581785053620626, ""2022"": 0.0, ""2023"": 0.0}",96069.64105074923,0.07664539070420553,15.329078140841107
RD19_P2_V07,C2,1.0,-0.011476934817425954,-0.0001923698799689566,0.21979601899635356,0.012914733381121701,8,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.005316048317592581, ""2022"": -0.003123948216644634, ""2023"": 0.0}",87160.11878467636,1.3195156341250218,131.9515634125022
RD19_P2_V07,C2,2.0,-0.0062928931961436785,-0.0001052074138088166,0.0,0.007142946324482868,3,0,"{""2019"": -0.003197901543741777, ""2020"": 0.0, ""2021"": -0.0031049208836890774, ""2022"": 0.0, ""2023"": 0.0}",93918.98386702407,0.2898442430846812,57.96884861693624
RD19_P2_V07,D2,1.0,-0.013307007536551119,-0.00022324739554557826,0.19563487843579527,0.01777623110666371,7,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.005064428600045745, ""2022"": -0.003123948216644634, ""2023"": -0.005176759085060767}",87160.11878467636,1.2676765382815038,126.7676538281504
RD19_P2_V07,D2,2.0,-0.002739569626859173,-4.5721106684215584e-05,0.0,0.002739569626859173,1,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.002739569626859173, ""2022"": 0.0, ""2023"": 0.0}",96921.05279638167,0.05883413064277639,11.766826128555278
RD19_P2_V07,E2,1.0,-0.011476934817425954,-0.0001923698799689566,0.21979601899635356,0.012914733381121701,8,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.005316048317592581, ""2022"": -0.003123948216644634, ""2023"": 0.0}",87160.11878467636,1.3195156341250218,131.9515634125022
RD19_P2_V07,E2,2.0,-0.0062928931961436785,-0.0001052074138088166,0.0,0.007142946324482868,3,0,"{""2019"": -0.003197901543741777, ""2020"": 0.0, ""2021"": -0.0031049208836890774, ""2022"": 0.0, ""2023"": 0.0}",93918.98386702407,0.2898442430846812,57.96884861693624
RD19_P2_V08,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V08,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V09,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,C2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,C2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,D2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,D2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,E2,1.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V10,E2,2.0,0.0,0.0,,0.0,0,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0}",100000.0,0.0,0.0
RD19_P2_V11,C2,1.0,-0.026754292748654374,-0.00045187626044129736,0.040692215984416996,0.027645802966574706,11,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.015592581042105258, ""2022"": -0.003123948216644634, ""2023"": -0.005176759085060767}",86576.11332403512,1.9432812803510549,194.32812803510552
RD19_P2_V11,C2,2.0,-0.0062928931961436785,-0.0001052074138088166,0.0,0.007142946324482868,3,0,"{""2019"": -0.003197901543741777, ""2020"": 0.0, ""2021"": -0.0031049208836890774, ""2022"": 0.0, ""2023"": 0.0}",93918.98386702407,0.2898442430846812,57.96884861693624
RD19_P2_V11,D2,1.0,-0.026940023099288668,-0.00045505572209714185,0.04042248860796534,0.027831363184935065,10,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.0157804414495315, ""2022"": -0.003123948216644634, ""2023"": -0.005176759085060767}",86598.01400630112,1.8335238909200984,183.35238909200984
RD19_P2_V11,D2,2.0,-0.0059287102966619765,-9.910100373511366e-05,0.0,0.006779074960272413,2,0,"{""2019"": -0.003197901543741777, ""2020"": 0.0, ""2021"": -0.002739569626859173, ""2022"": 0.0, ""2023"": 0.0}",93918.98386702407,0.17706248386425438,35.41249677285088
RD19_P2_V11,E2,1.0,-0.026754292748654374,-0.00045187626044129736,0.040692215984416996,0.027645802966574706,11,0,"{""2019"": -0.003079485044763297, ""2020"": 0.0, ""2021"": -0.015592581042105258, ""2022"": -0.003123948216644634, ""2023"": -0.005176759085060767}",86576.11332403512,1.9432812803510549,194.32812803510552
RD19_P2_V11,E2,2.0,-0.0062928931961436785,-0.0001052074138088166,0.0,0.007142946324482868,3,0,"{""2019"": -0.003197901543741777, ""2020"": 0.0, ""2021"": -0.0031049208836890774, ""2022"": 0.0, ""2023"": 0.0}",93918.98386702407,0.2898442430846812,57.96884861693624
RD19_P2_V12,C2,1.0,-0.029523173841779382,-0.0004993378711336538,0.4433856019277361,0.045180870108854965,22,0,"{""2019"": -0.003119428636209065, ""2020"": -0.005374232879746033, ""2021"": -0.007133713812133791, ""2022"": -0.013647512432900966, ""2023"": -0.0005537950785162726}",77262.81795665537,4.3699991968013014,436.9999196801302
RD19_P2_V12,C2,2.0,-0.0028280677747923866,-4.7200124607238436e-05,0.0,0.005883984552872756,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0028280677747923866, ""2022"": 0.0, ""2023"": 0.0}",95514.7473042434,0.16541065692887208,33.08213138577442
RD19_P2_V12,D2,1.0,-0.005925565982150549,-9.904829125106929e-05,0.9065853783191784,0.0461304677624107,25,1,"{""2019"": -0.003119428636209065, ""2020"": -0.008150910110285792, ""2021"": -0.006930414743951396, ""2022"": -0.013647512432900966, ""2023"": 0.02640402952167209}",77903.45107149097,5.096105367119978,509.6105367119979
RD19_P2_V12,D2,2.0,-0.0028280677747923866,-4.7200124607238436e-05,0.0,0.005883984552872756,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0028280677747923866, ""2022"": 0.0, ""2023"": 0.0}",95514.7473042434,0.16541065692887208,33.08213138577442
RD19_P2_V12,E2,1.0,-0.008227560225850472,-0.00013768374407940875,0.8538278981490228,0.045180870108854965,24,1,"{""2019"": -0.003119428636209065, ""2020"": -0.005374232879746033, ""2021"": -0.007133713812133791, ""2022"": -0.013647512432900966, ""2023"": 0.021377506768401222}",77262.81795665537,4.849130889247402,484.91308892474024
RD19_P2_V12,E2,2.0,-0.0028280677747923866,-4.7200124607238436e-05,0.0,0.005883984552872756,2,0,"{""2019"": 0.0, ""2020"": 0.0, ""2021"": -0.0028280677747923866, ""2022"": 0.0, ""2023"": 0.0}",95514.7473042434,0.16541065692887208,33.08213138577442
