trade_count,final_equity,net_return,net_pnl,profit_factor,win_rate,maximum_drawdown,turnover,mean_holding_hours,policy_id,portfolio_id,universe_id,cost_multiplier,minimum_cash,atomic_replacement_count
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975,0.0
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,FAMILY_QUALITY_CONTROL_EXITS,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417,0.0
351,114869.07992572924,0.14869079925729234,14869.079925729238,1.1224773347329653,0.3247863247863248,0.34144828231571156,75.39880928094459,117.12820512820512,STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,1.0,7410.96153311092,
351,102818.03769297723,0.028180376929772377,2818.037692977232,1.023147422878648,0.32193732193732194,0.3689458037623157,71.3432471947013,117.12820512820512,STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,C2,2.0,7009.16543462048,
340,120596.5348747161,0.2059653487471611,20596.534874716104,1.1851308586842273,0.32941176470588235,0.3365248037894154,71.98779759939421,117.17647058823529,STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,C2,1.0,7466.367523236908,
340,108586.6667845709,0.08586666784570895,8586.666784570902,1.076566934245104,0.3264705882352941,0.36360270856429344,68.30071318857514,117.17647058823529,STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,C2,2.0,7179.003778118078,
100,120052.12479647667,0.20052124796476667,20052.124796476666,1.3843189985066906,0.35,0.22988867317894932,33.70650918708951,118.08,STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,C2,1.0,8278.43358120101,
100,114790.51183119719,0.14790511831197195,14790.51183119719,1.2744781509596388,0.34,0.24946069571483231,32.97916405197196,118.08,STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,C2,2.0,7994.221325400875,
361,132062.10448186749,0.3206210448186748,32062.104481867485,1.2609149328044276,0.3268698060941828,0.34144828231571156,78.27311091442185,116.94182825484765,STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,1.0,7410.96153311092,
361,118269.81401487993,0.18269814014879926,18269.81401487993,1.1482211300204437,0.32409972299168976,0.3689458037623157,73.97251481445329,116.94182825484765,STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,D2,2.0,7009.16543462048,
348,122256.24879174055,0.22256248791740552,22256.248791740552,1.1980217771505843,0.33045977011494254,0.3365248037894154,73.14803617268922,116.96551724137932,STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,D2,1.0,7466.367523236908,
348,110187.09804378937,0.10187098043789367,10187.098043789374,1.0899332517079061,0.3275862068965517,0.36360270856429344,69.38897253481099,116.96551724137932,STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,D2,2.0,7179.003778118078,
101,132328.71925431973,0.32328719254319727,32328.71925431973,1.6621677250622149,0.38613861386138615,0.20993710478216054,34.669231717101574,118.57425742574257,STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,D2,1.0,8459.663459777312,
101,126565.0250819123,0.26565025081912297,26565.025081912303,1.5256506709927646,0.36633663366336633,0.22744839475086137,33.910505178027805,118.57425742574257,STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,D2,2.0,8220.15200096357,
357,124904.83597732054,0.24904835977320539,24904.835977320545,1.2041116966934047,0.32492997198879553,0.34144828231571156,76.6399546434978,116.63865546218487,STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,1.0,7410.96153311092,
357,111925.41422395657,0.11925414223956565,11925.41422395657,1.0974282705329703,0.32212885154061627,0.3689458037623157,72.48723582883774,116.63865546218487,STRESSED_CONTEXT_MB_EXCLUSION,UNION_FOCUS,E2,2.0,7009.16543462048,
344,126428.46003364553,0.2642846003364554,26428.460033645533,1.238173208999324,0.3313953488372093,0.3365248037894154,72.69621182754163,116.93023255813954,STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,E2,1.0,7466.367523236908,
344,114026.39175436138,0.14026391754361378,14026.391754361379,1.12531337097249,0.32848837209302323,0.36360270856429344,68.97384945882294,116.93023255813954,STRESSED_CONTEXT_MB_EXCLUSION,MOMENTUM_BREAKOUT,E2,2.0,7179.003778118078,
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975,
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,STRESSED_CONTEXT_MB_EXCLUSION,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417,
163,119311.55607477101,0.1931155607477102,19311.55607477101,1.2293799516590838,0.3496932515337423,0.18041112530236494,56.312176811863196,118.52760736196319,SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,1.0,8757.132626881305,
163,110906.83687863208,0.10906836878632076,10906.836878632079,1.1271174638103123,0.3374233128834356,0.19536680096212647,54.29225861481242,118.52760736196319,SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,C2,2.0,8477.085098069636,
145,122864.36100775,0.2286436100775,22864.361007750005,1.3152563818997518,0.3586206896551724,0.18877442390541269,50.062745899543835,118.34482758620689,SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,C2,1.0,8804.051051249626,
145,115142.17243087899,0.15142172430878986,15142.172430878985,1.2035680577404293,0.3448275862068966,0.20235015571561688,48.446656158415,118.34482758620689,SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,C2,2.0,8607.36950268206,
100,120052.12479647667,0.20052124796476667,20052.124796476666,1.3843189985066906,0.35,0.22988867317894932,33.70650918708951,118.08,SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,C2,1.0,8278.43358120101,
100,114790.51183119719,0.14790511831197195,14790.51183119719,1.2744781509596388,0.34,0.24946069571483231,32.97916405197196,118.08,SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,C2,2.0,7994.221325400875,
162,141220.41963383206,0.4122041963383207,41220.41963383206,1.512208964346845,0.36419753086419754,0.18041112530236494,56.802538185273704,118.81481481481481,SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,1.0,8757.132626881305,
162,131716.95394512525,0.3171695394512526,31716.95394512525,1.3854782664016363,0.35185185185185186,0.19536680096212647,54.80863704862846,118.81481481481481,SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,D2,2.0,8507.748520624085,
146,127186.58173932573,0.2718658173932573,27186.58173932573,1.3802127136938258,0.363013698630137,0.18877442390541269,50.428317313602456,118.02739726027397,SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,D2,1.0,8804.051051249626,
146,119409.8560931667,0.194098560931667,19409.8560931667,1.2642528519618188,0.3493150684931507,0.20235015571561688,48.8394414462516,118.02739726027397,SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,D2,2.0,8607.36950268206,
101,132328.71925431973,0.32328719254319727,32328.71925431973,1.6621677250622149,0.38613861386138615,0.20993710478216054,34.669231717101574,118.57425742574257,SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,D2,1.0,8459.663459777312,
101,126565.0250819123,0.26565025081912297,26565.025081912303,1.5256506709927646,0.36633663366336633,0.22744839475086137,33.910505178027805,118.57425742574257,SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,D2,2.0,8220.15200096357,
165,128352.70432645295,0.2835270432645296,28352.70432645295,1.3288543261557018,0.3515151515151515,0.18403417264637015,56.65977584999075,117.38181818181818,SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,1.0,8546.91463146342,
165,119400.42424582658,0.19400424245826575,19400.42424582658,1.2209632023348884,0.3393939393939394,0.21601344020135577,54.6310062350129,117.38181818181818,SUPPORTIVE_ONLY_ALL_FAMILIES,UNION_FOCUS,E2,2.0,8160.77557880805,
145,131456.77490244556,0.3145677490244556,31456.774902445555,1.4455237854037113,0.3724137931034483,0.18877442390541269,50.62703171716719,119.00689655172414,SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,E2,1.0,8804.051051249626,
145,123388.93576585808,0.23388935765858077,23388.935765858085,1.3224232443711248,0.3586206896551724,0.20235015571561688,49.00946435449221,119.00689655172414,SUPPORTIVE_ONLY_ALL_FAMILIES,MOMENTUM_BREAKOUT,E2,2.0,8607.36950268206,
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975,
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,SUPPORTIVE_ONLY_ALL_FAMILIES,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417,
169,120498.90945214483,0.2049890945214483,20498.909452144828,1.2409199945187492,0.34911242603550297,0.1804111253023651,57.16549329832082,118.01183431952663,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,1.0,8951.807119202946,
169,112028.48191427832,0.12028481914278322,12028.481914278324,1.138721406757252,0.33727810650887574,0.1953668009621261,55.109518285129646,118.01183431952663,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2.0,8700.997835092034,
166,121598.30498661214,0.2159830498661215,21598.304986612144,1.2814503483710618,0.3433734939759036,0.20294288247146203,52.56472043158007,118.26506024096386,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,1.0,8793.915357593221,
166,113559.3165119959,0.1355931651199591,13559.316511995901,1.172527840861672,0.3313253012048193,0.21750586048320625,50.77989007569286,118.26506024096386,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,C2,2.0,8618.97171352877,
100,120052.12479647667,0.20052124796476667,20052.124796476666,1.3843189985066906,0.35,0.22988867317894932,33.70650918708951,118.08,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,1.0,8278.43358120101,
100,114790.51183119719,0.14790511831197195,14790.51183119719,1.2744781509596388,0.34,0.24946069571483231,32.97916405197196,118.08,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,C2,2.0,7994.221325400875,
172,143445.27497255622,0.43445274972556214,43445.27497255622,1.5127760634625176,0.3546511627906977,0.1804111253023651,59.00778208522122,117.20930232558139,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,1.0,8951.807119202946,
172,133558.2861159497,0.3355828611594971,33558.28611594971,1.3880285202545797,0.3430232558139535,0.1953668009621261,56.868304326863885,117.20930232558139,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,2.0,8708.853796713625,
169,125592.05148390698,0.25592051483906975,25592.05148390698,1.3336560784773484,0.34911242603550297,0.20294288247146203,53.13678113917971,118.01183431952663,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,1.0,8793.915357593221,
169,117408.66559807805,0.17408665598078055,17408.66559807805,1.221501535232248,0.33727810650887574,0.21750586048320625,51.350620219668,118.01183431952663,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,D2,2.0,8618.97171352877,
101,132328.71925431973,0.32328719254319727,32328.71925431973,1.6621677250622149,0.38613861386138615,0.20993710478216054,34.669231717101574,118.57425742574257,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,1.0,8459.663459777312,
101,126565.0250819123,0.26565025081912297,26565.025081912303,1.5256506709927646,0.36633663366336633,0.22744839475086137,33.910505178027805,118.57425742574257,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,D2,2.0,8220.15200096357,
171,129819.08067644128,0.2981908067644128,29819.080676441285,1.3429752288902568,0.3508771929824561,0.1804111253023651,57.70701896003478,117.47368421052632,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,1.0,8807.157859109264,
171,120741.61027795219,0.20741610277952183,20741.61027795219,1.2342084736634538,0.3391812865497076,0.19669431372912596,55.62548323939385,117.47368421052632,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,2.0,8403.142835889535,
167,127733.45154556204,0.2773345154556204,27733.451545562042,1.3651487498948711,0.3532934131736527,0.20294288247146203,52.97477079467479,119.1377245508982,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,1.0,8793.915357593221,
167,119433.07832460504,0.19433078324605035,19433.07832460504,1.2496180056805672,0.3413173652694611,0.21750586048320625,51.18862749264697,119.1377245508982,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,MOMENTUM_BREAKOUT,E2,2.0,8618.97171352877,
103,125541.77271142199,0.25541772711421995,25541.77271142199,1.456388275147094,0.34951456310679613,0.24084032259829755,34.775283019454164,115.80582524271844,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,1.0,8128.7647121824975,
103,119880.9836594049,0.19880983659404894,19880.983659404897,1.344925851957506,0.33980582524271846,0.25848675143249566,33.99724990510279,115.80582524271844,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,RELATIVE_STRENGTH_ROTATION,E2,2.0,7889.895733227417,
