policy_id,universe_id,gate_id,passed
FAMILY_QUALITY_CONTROL_EXITS,C2,BASE_NET_RETURN_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,C2,STRESS_2X_NET_RETURN_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,C2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,False
FAMILY_QUALITY_CONTROL_EXITS,C2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
FAMILY_QUALITY_CONTROL_EXITS,C2,STRESS_2X_TRADES_GTE_75,True
FAMILY_QUALITY_CONTROL_EXITS,C2,BOTH_2022_2023_NET_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,C2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,C2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,C2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,C2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
FAMILY_QUALITY_CONTROL_EXITS,C2,CASH_FEASIBLE_BASE_AND_2X,True
FAMILY_QUALITY_CONTROL_EXITS,C2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,C2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,C2,NO_2024_OR_POST_2024_ACCESS,True
FAMILY_QUALITY_CONTROL_EXITS,D2,BASE_NET_RETURN_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,D2,STRESS_2X_NET_RETURN_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,D2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,True
FAMILY_QUALITY_CONTROL_EXITS,D2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
FAMILY_QUALITY_CONTROL_EXITS,D2,STRESS_2X_TRADES_GTE_75,True
FAMILY_QUALITY_CONTROL_EXITS,D2,BOTH_2022_2023_NET_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,D2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,D2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,D2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,D2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
FAMILY_QUALITY_CONTROL_EXITS,D2,CASH_FEASIBLE_BASE_AND_2X,True
FAMILY_QUALITY_CONTROL_EXITS,D2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,D2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,D2,NO_2024_OR_POST_2024_ACCESS,True
FAMILY_QUALITY_CONTROL_EXITS,E2,BASE_NET_RETURN_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,E2,STRESS_2X_NET_RETURN_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,E2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,True
FAMILY_QUALITY_CONTROL_EXITS,E2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
FAMILY_QUALITY_CONTROL_EXITS,E2,STRESS_2X_TRADES_GTE_75,True
FAMILY_QUALITY_CONTROL_EXITS,E2,BOTH_2022_2023_NET_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,E2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,E2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,E2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
FAMILY_QUALITY_CONTROL_EXITS,E2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
FAMILY_QUALITY_CONTROL_EXITS,E2,CASH_FEASIBLE_BASE_AND_2X,True
FAMILY_QUALITY_CONTROL_EXITS,E2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,E2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,True
FAMILY_QUALITY_CONTROL_EXITS,E2,NO_2024_OR_POST_2024_ACCESS,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,BASE_NET_RETURN_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,STRESS_2X_NET_RETURN_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,False
STRESSED_CONTEXT_MB_EXCLUSION,C2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
STRESSED_CONTEXT_MB_EXCLUSION,C2,STRESS_2X_TRADES_GTE_75,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,BOTH_2022_2023_NET_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,C2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,C2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,C2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,C2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,CASH_FEASIBLE_BASE_AND_2X,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,C2,NO_2024_OR_POST_2024_ACCESS,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,BASE_NET_RETURN_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,STRESS_2X_NET_RETURN_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
STRESSED_CONTEXT_MB_EXCLUSION,D2,STRESS_2X_TRADES_GTE_75,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,BOTH_2022_2023_NET_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,D2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,D2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,D2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,CASH_FEASIBLE_BASE_AND_2X,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,D2,NO_2024_OR_POST_2024_ACCESS,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,BASE_NET_RETURN_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,STRESS_2X_NET_RETURN_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,False
STRESSED_CONTEXT_MB_EXCLUSION,E2,STRESS_2X_TRADES_GTE_75,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,BOTH_2022_2023_NET_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,E2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,E2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
STRESSED_CONTEXT_MB_EXCLUSION,E2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,CASH_FEASIBLE_BASE_AND_2X,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,MOMENTUM_BREAKOUT_STANDALONE_2X_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,RELATIVE_STRENGTH_STANDALONE_2X_POSITIVE,True
STRESSED_CONTEXT_MB_EXCLUSION,E2,NO_2024_OR_POST_2024_ACCESS,True
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,BASE_NET_RETURN_POSITIVE,True
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,STRESS_2X_NET_RETURN_POSITIVE,True
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,STRESS_2X_PROFIT_FACTOR_GTE_1_05,True
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,STRESS_2X_MAX_DRAWDOWN_LTE_20PCT,True
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,STRESS_2X_TRADES_GTE_75,True
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,BOTH_2022_2023_NET_PNL_POSITIVE,False
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,STRESS_2X_LARGEST_WINNER_REMOVAL_POSITIVE,True
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,STRESS_2X_LOAO_MIN_REMAINING_PNL_POSITIVE,False
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,STRESS_2X_LOYO_MIN_REMAINING_PNL_POSITIVE,False
SUPPORTIVE_ONLY_ALL_FAMILIES,C2,PF1_BREAK_EVEN_COST_MULTIPLIER_GTE_2,True
