policy_id,portfolio_id,universe_id,context_time,action_time,prior_state,next_state,market_context,transition_reason
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-07-21 16:00:00+00:00,2022-07-21 17:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-07-22 09:00:00+00:00,2022-07-22 10:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-07-22 16:00:00+00:00,2022-07-22 17:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-07-23 21:00:00+00:00,2022-07-23 22:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-07-28 03:00:00+00:00,2022-07-28 04:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-08-06 09:00:00+00:00,2022-08-06 10:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-08-07 13:00:00+00:00,2022-08-07 14:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-08-22 22:00:00+00:00,2022-08-22 23:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-10-29 04:00:00+00:00,2022-10-29 05:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-10-30 05:00:00+00:00,2022-10-30 06:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-10-30 08:00:00+00:00,2022-10-30 09:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-11-01 07:00:00+00:00,2022-11-01 08:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-11-01 16:00:00+00:00,2022-11-01 17:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-11-04 15:00:00+00:00,2022-11-04 16:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-11-05 01:00:00+00:00,2022-11-05 02:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-11-05 07:00:00+00:00,2022-11-05 08:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-11-12 13:00:00+00:00,2022-11-12 14:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-12-14 19:00:00+00:00,2022-12-14 20:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2022-12-20 05:00:00+00:00,2022-12-20 06:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-09 16:00:00+00:00,2023-01-09 17:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-12 02:00:00+00:00,2023-01-12 03:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-17 06:00:00+00:00,2023-01-17 07:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-28 05:00:00+00:00,2023-01-28 06:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-29 01:00:00+00:00,2023-01-29 02:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-29 18:00:00+00:00,2023-01-29 19:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-30 18:00:00+00:00,2023-01-30 19:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-01-31 20:00:00+00:00,2023-01-31 21:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-07 10:00:00+00:00,2023-02-07 11:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-14 15:00:00+00:00,2023-02-14 16:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-16 16:00:00+00:00,2023-02-16 17:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-16 22:00:00+00:00,2023-02-16 23:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-17 00:00:00+00:00,2023-02-17 01:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-19 13:00:00+00:00,2023-02-19 14:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-19 16:00:00+00:00,2023-02-19 17:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-20 03:00:00+00:00,2023-02-20 04:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-27 14:00:00+00:00,2023-02-27 15:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-02-28 01:00:00+00:00,2023-02-28 02:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-01 20:00:00+00:00,2023-03-01 21:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-02 01:00:00+00:00,2023-03-02 02:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-02 03:00:00+00:00,2023-03-02 04:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-02 19:00:00+00:00,2023-03-02 20:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-06 02:00:00+00:00,2023-03-06 03:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-06 18:00:00+00:00,2023-03-06 19:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-19 01:00:00+00:00,2023-03-19 02:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-20 08:00:00+00:00,2023-03-20 09:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-21 03:00:00+00:00,2023-03-21 04:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-21 13:00:00+00:00,2023-03-21 14:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-23 16:00:00+00:00,2023-03-23 17:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-24 15:00:00+00:00,2023-03-24 16:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-26 13:00:00+00:00,2023-03-26 14:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-27 09:00:00+00:00,2023-03-27 10:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-27 12:00:00+00:00,2023-03-27 13:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-27 13:00:00+00:00,2023-03-27 14:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-03-29 07:00:00+00:00,2023-03-29 08:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-01 09:00:00+00:00,2023-04-01 10:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-01 10:00:00+00:00,2023-04-01 11:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-01 13:00:00+00:00,2023-04-01 14:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-01 17:00:00+00:00,2023-04-01 18:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-04 12:00:00+00:00,2023-04-04 13:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-05 01:00:00+00:00,2023-04-05 02:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-07 10:00:00+00:00,2023-04-07 11:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-07 14:00:00+00:00,2023-04-07 15:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-09 22:00:00+00:00,2023-04-09 23:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-17 01:00:00+00:00,2023-04-17 02:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-18 23:00:00+00:00,2023-04-19 00:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-04-24 01:00:00+00:00,2023-04-24 02:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-05-04 20:00:00+00:00,2023-05-04 21:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-05-08 01:00:00+00:00,2023-05-08 02:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-23 01:00:00+00:00,2023-06-23 02:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-24 06:00:00+00:00,2023-06-24 07:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-24 19:00:00+00:00,2023-06-24 20:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-27 07:00:00+00:00,2023-06-27 08:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-27 18:00:00+00:00,2023-06-27 19:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-29 08:00:00+00:00,2023-06-29 09:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-30 04:00:00+00:00,2023-06-30 05:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-06-30 17:00:00+00:00,2023-06-30 18:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-02 03:00:00+00:00,2023-07-02 04:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-03 08:00:00+00:00,2023-07-03 09:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-03 16:00:00+00:00,2023-07-03 17:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-06 01:00:00+00:00,2023-07-06 02:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-10 19:00:00+00:00,2023-07-10 20:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-16 18:00:00+00:00,2023-07-16 19:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-20 09:00:00+00:00,2023-07-20 10:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-22 01:00:00+00:00,2023-07-22 02:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-23 18:00:00+00:00,2023-07-23 19:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-23 22:00:00+00:00,2023-07-23 23:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-07-24 06:00:00+00:00,2023-07-24 07:00:00+00:00,CAUTION,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-08-14 16:00:00+00:00,2023-08-14 17:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-08-14 20:00:00+00:00,2023-08-14 21:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-09-20 22:00:00+00:00,2023-09-20 23:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-09-21 10:00:00+00:00,2023-09-21 11:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-01 11:00:00+00:00,2023-10-01 12:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-02 14:00:00+00:00,2023-10-02 15:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-03 23:00:00+00:00,2023-10-04 00:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-05 00:00:00+00:00,2023-10-05 01:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-06 15:00:00+00:00,2023-10-06 16:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-08 02:00:00+00:00,2023-10-08 03:00:00+00:00,OPEN,CAUTION,MIXED,OPEN_MIXED_TO_CAUTION
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-08 21:00:00+00:00,2023-10-08 22:00:00+00:00,CAUTION,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-13 21:00:00+00:00,2023-10-13 22:00:00+00:00,OPEN,LOCKED,STRESSED,STRESSED_LOCKS_ADMISSIONS
REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2023-10-15 21:00:00+00:00,2023-10-15 22:00:00+00:00,LOCKED,OPEN,SUPPORTIVE,SUPPORTIVE_OPENS_ADMISSIONS
