policy_id,portfolio_id,universe_id,cost_multiplier,pair,signal_time,entry_time,exit_time,holding_hours,exit_reason,entry_price,exit_price,quantity,entry_notional,exit_notional,entry_cost,exit_cost,gross_pnl,net_pnl,period_id,membership_rank,support_families,support_count,atr24_at_signal,high_water_at_exit,entry_market_state,exit_market_state,entry_market_context,exit_market_context,lifecycle_class,degraded_since_at_exit
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,2022-01-04 19:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,113.531,107.591,79.27350239141732,9000.0,8529.115395794981,11.25,10.661394244743727,-470.88460420501906,-492.7959984497628,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,2.0215,117.5,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,2022-01-05 18:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,3839.21,3792.5,2.347874813094988,9013.984461182408,8904.315228662741,11.267480576478011,11.130394035828427,-109.66923251966728,-132.0671071319737,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,24.1875,3894.35,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-01-12 10:00:00+00:00,2022-01-12 11:00:00+00:00,2022-01-15 11:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,94.397,90.198,94.84742948542771,8953.31280113592,8555.048444726608,11.191641001419901,10.69381055590826,-398.2643564093123,-420.1498079666405,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,1.2737499999999995,97.234,TRANSITION,TRANSITION,MIXED,MIXED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,SAND-USDT,2022-01-12 12:00:00+00:00,2022-01-12 13:00:00+00:00,2022-01-15 13:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,4.95049,4.87675,1809.795384261051,8959.37395183049,8825.919640195081,11.199217439788113,11.032399550243852,-133.45431163540889,-155.68592862544085,ROBUSTNESS_2022,8,MOMENTUM_BREAKOUT,1,0.0824495833333333,5.21172,TRANSITION,TRANSITION,MIXED,MIXED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,BTC-USDT,2022-01-12 14:00:00+00:00,2022-01-12 15:00:00+00:00,2022-01-15 15:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,43928.5,42906.9,0.20623502697118717,9059.595382303796,8848.905678750032,11.324494227879745,11.06113209843754,-210.68970355376405,-233.0753298800813,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,405.1125000000011,44421.0,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-11 17:00:00+00:00,2022-01-11 18:00:00+00:00,2022-01-18 18:00:00+00:00,168,MAX_HOLD_168H,3219.25,3132.22,2.7782130373526885,8943.762320497643,8701.974439856838,11.179702900622054,10.877468049821047,-241.78788064080436,-263.84505159124745,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,41.22624999999999,3411.68,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,SHIB-USDT,2022-01-12 13:00:00+00:00,2022-01-12 14:00:00+00:00,2022-01-19 14:00:00+00:00,168,MAX_HOLD_168H,2.932e-05,2.76e-05,307160896.52360487,9005.957486072095,8477.640744051494,11.25744685759012,10.597050930064368,-528.3167420206009,-550.1712398082555,ROBUSTNESS_2022,7,MOMENTUM_BREAKOUT,1,4.175000000000002e-07,3.293e-05,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,BTC-USDT,2022-01-20 15:00:00+00:00,2022-01-20 16:00:00+00:00,2022-01-23 16:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,42973.1,35329.3,0.2047257204690654,8797.698858289194,7232.816396167753,10.997123572861492,9.041020495209692,-1564.8824621214408,-1584.920606189512,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,298.9874999999996,43498.3,TRANSITION,RISK_OFF,STRESSED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-20 16:00:00+00:00,2022-01-20 17:00:00+00:00,2022-01-23 17:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,3261.19,2432.9,2.699209963526313,8802.636540952377,6566.907920263167,11.003295676190472,8.20863490032896,-2235.7286206892095,-2254.940551265729,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,29.56833333333329,3275.01,TRANSITION,RISK_OFF,STRESSED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,DOT-USDT,2022-01-26 14:00:00+00:00,2022-01-26 15:00:00+00:00,2022-01-29 15:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,19.2231,18.8899,440.0135225854334,8458.423946012044,8311.81144028658,10.573029932515055,10.389764300358225,-146.61250572546487,-167.57529995833815,ROBUSTNESS_2022,4,MOMENTUM_BREAKOUT,1,0.3473458333333331,20.0448,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-26 14:00:00+00:00,2022-01-26 15:00:00+00:00,2022-01-29 15:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2622.47,2607.11,3.225728273638952,8459.375625769942,8409.82843948685,10.574219532212428,10.512285549358563,-49.54718628309274,-70.63369136466373,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,41.05083333333331,2722.53,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,AVAX-USDT,2022-01-26 15:00:00+00:00,2022-01-26 16:00:00+00:00,2022-01-29 16:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,71.709,70.331,118.02836148377875,8463.695773640291,8301.052691515644,10.579619717050363,10.376315864394556,-162.64308212464675,-183.59901770609167,ROBUSTNESS_2022,7,MOMENTUM_BREAKOUT,1,1.5782083333333323,73.624,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,BTC-USDT,2022-01-26 05:00:00+00:00,2022-01-26 06:00:00+00:00,2022-02-02 06:00:00+00:00,168,MAX_HOLD_168H,37788.5,38423.6,0.2236688768836609,8452.11135411822,8594.163457827033,10.565139192647775,10.742704322283792,142.05210370881287,120.7442601938813,ROBUSTNESS_2022,1,MOMENTUM_BREAKOUT,1,478.6249999999994,39286.0,TRANSITION,TRANSITION,MIXED,MIXED,MB_SUPPORTED,
FAMILY_QUALITY_CONTROL_EXITS,UNION_FOCUS,C2,1.0,ETH-USDT,2022-01-31 17:00:00+00:00,2022-01-31 18:00:00+00:00,2022-02-03 18:00:00+00:00,72,TIME_FAILURE_72H_CLOSE_NOT_ABOVE_ENTRY,2685.09,2613.29,3.1374598166538306,8424.361979099034,8199.092364263288,10.530452473873792,10.24886545532911,-225.26961483574632,-246.04893276494923,ROBUSTNESS_2022,2,MOMENTUM_BREAKOUT,1,35.72791666666666,2813.82,TRANSITION,RISK_OFF,MIXED,STRESSED,MB_SUPPORTED,
