crisis_id,anchor,window_start,window_end_exclusive,window_hours,policy_id,portfolio_id,universe_id,cost_multiplier,open_hours,caution_hours,locked_hours,locked_hour_fraction,signal_count,gate_admit_count,gate_suppress_count,actual_trade_entry_count,entry_trade_net_pnl,diagnostic_only,selection_influence
TERRA_UST_DEPEG,2022-05-09 00:00:00+00:00,2022-05-06 00:00:00+00:00,2022-05-12 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,1.0,0,0,144,1.0,0,0,0,0,0.0,True,False
TERRA_UST_DEPEG,2022-05-09 00:00:00+00:00,2022-05-06 00:00:00+00:00,2022-05-12 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2.0,0,0,144,1.0,0,0,0,0,0.0,True,False
TERRA_UST_DEPEG,2022-05-09 00:00:00+00:00,2022-05-06 00:00:00+00:00,2022-05-12 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,1.0,0,0,144,1.0,0,0,0,0,0.0,True,False
TERRA_UST_DEPEG,2022-05-09 00:00:00+00:00,2022-05-06 00:00:00+00:00,2022-05-12 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,2.0,0,0,144,1.0,0,0,0,0,0.0,True,False
TERRA_UST_DEPEG,2022-05-09 00:00:00+00:00,2022-05-06 00:00:00+00:00,2022-05-12 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,1.0,0,0,144,1.0,0,0,0,0,0.0,True,False
TERRA_UST_DEPEG,2022-05-09 00:00:00+00:00,2022-05-06 00:00:00+00:00,2022-05-12 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,2.0,0,0,144,1.0,0,0,0,0,0.0,True,False
THREE_ARROWS_LIQUIDATION_ORDER,2022-06-27 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-30 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,1.0,0,0,144,1.0,17,0,17,0,0.0,True,False
THREE_ARROWS_LIQUIDATION_ORDER,2022-06-27 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-30 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2.0,0,0,144,1.0,17,0,17,0,0.0,True,False
THREE_ARROWS_LIQUIDATION_ORDER,2022-06-27 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-30 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,1.0,0,0,144,1.0,17,0,17,0,0.0,True,False
THREE_ARROWS_LIQUIDATION_ORDER,2022-06-27 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-30 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,2.0,0,0,144,1.0,17,0,17,0,0.0,True,False
THREE_ARROWS_LIQUIDATION_ORDER,2022-06-27 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-30 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,1.0,0,0,144,1.0,17,0,17,0,0.0,True,False
THREE_ARROWS_LIQUIDATION_ORDER,2022-06-27 00:00:00+00:00,2022-06-24 00:00:00+00:00,2022-06-30 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,2.0,0,0,144,1.0,17,0,17,0,0.0,True,False
FTX_BANKRUPTCY,2022-11-11 00:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-14 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,1.0,109,0,35,0.24305555555555555,7,0,7,0,0.0,True,False
FTX_BANKRUPTCY,2022-11-11 00:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-14 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,C2,2.0,109,0,35,0.24305555555555555,7,0,7,0,0.0,True,False
FTX_BANKRUPTCY,2022-11-11 00:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-14 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,1.0,109,0,35,0.24305555555555555,7,0,7,0,0.0,True,False
FTX_BANKRUPTCY,2022-11-11 00:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-14 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,D2,2.0,109,0,35,0.24305555555555555,7,0,7,0,0.0,True,False
FTX_BANKRUPTCY,2022-11-11 00:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-14 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,1.0,109,0,35,0.24305555555555555,7,0,7,0,0.0,True,False
FTX_BANKRUPTCY,2022-11-11 00:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-14 00:00:00+00:00,144,REGIME_HYSTERESIS_ADMISSION_GOVERNOR,UNION_FOCUS,E2,2.0,109,0,35,0.24305555555555555,7,0,7,0,0.0,True,False
